Sample ID,5_Granby_00003
Species,5_Granby
Subgroup,5_Granby
Group,5_Granby
Library,EXM_MRS
Sample Description,Sample 5
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,100,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.040875
351.0,0.040347999999999995
352.0,0.039886
353.0,0.039517000000000004
354.0,0.039179
355.0,0.038809
356.0,0.038287
357.0,0.03768
358.0,0.037169
359.0,0.036659000000000004
360.0,0.036153
361.0,0.035731
362.0,0.035344
363.0,0.034975
364.0,0.034725
365.0,0.034478
366.0,0.034147
367.0,0.033952
368.0,0.033835000000000004
369.0,0.033727
370.0,0.033593000000000005
371.0,0.033446
372.0,0.033324
373.0,0.033167
374.0,0.03297
375.0,0.032764
376.0,0.032549999999999996
377.0,0.032328
378.0,0.032052
379.0,0.031726000000000004
380.0,0.031352000000000005
381.0,0.031049000000000004
382.0,0.030787
383.0,0.030518999999999998
384.0,0.030304
385.0,0.03016
386.0,0.030128
387.0,0.030085999999999998
388.0,0.030034
389.0,0.030062000000000002
390.0,0.030062000000000002
391.0,0.030008
392.0,0.030011
393.0,0.030066000000000002
394.0,0.030173000000000002
395.0,0.030293999999999998
396.0,0.030432
397.0,0.030587
398.0,0.030662
399.0,0.03068
400.0,0.030689
401.0,0.030511
402.0,0.030196999999999998
403.0,0.029884
404.0,0.029645
405.0,0.029473
406.0,0.029317000000000003
407.0,0.029223
408.0,0.029189
409.0,0.029162
410.0,0.029164
411.0,0.029201
412.0,0.029258000000000003
413.0,0.029338000000000003
414.0,0.029442
415.0,0.029494
416.0,0.029512
417.0,0.029507
418.0,0.029507
419.0,0.029522
420.0,0.029558
421.0,0.029617
422.0,0.029681000000000003
423.0,0.029715
424.0,0.029754999999999997
425.0,0.0298
426.0,0.029819
427.0,0.029869
428.0,0.029967999999999998
429.0,0.030133999999999998
430.0,0.030278
431.0,0.030387
432.0,0.030517
433.0,0.030647
434.0,0.030775999999999998
435.0,0.030941
436.0,0.031121
437.0,0.031306
438.0,0.031488
439.0,0.031673
440.0,0.031863
441.0,0.032045
442.0,0.032226
443.0,0.03241
444.0,0.03259
445.0,0.032766
446.0,0.032938999999999996
447.0,0.033093
448.0,0.033238
449.0,0.033386
450.0,0.033569
451.0,0.033771
452.0,0.033944999999999996
453.0,0.034101
454.0,0.034246
455.0,0.034396
456.0,0.034522
457.0,0.034620000000000005
458.0,0.034691
459.0,0.034755
460.0,0.034816
461.0,0.034866
462.0,0.034897
463.0,0.034913
464.0,0.034945
465.0,0.034996
466.0,0.03506
467.0,0.035102
468.0,0.035133
469.0,0.03516
470.0,0.03522
471.0,0.035291
472.0,0.035362
473.0,0.03542
474.0,0.035493000000000004
475.0,0.035590000000000004
476.0,0.035681
477.0,0.035758
478.0,0.035817
479.0,0.035831
480.0,0.035868000000000004
481.0,0.035955
482.0,0.036025
483.0,0.03612
484.0,0.036248
485.0,0.036356
486.0,0.036475
487.0,0.036617000000000004
488.0,0.036772
489.0,0.036936
490.0,0.037106
491.0,0.037273
492.0,0.03744
493.0,0.037611
494.0,0.037805
495.0,0.038010999999999996
496.0,0.038224
497.0,0.038433
498.0,0.038649
499.0,0.038876
500.0,0.039117
501.0,0.039353
502.0,0.039579
503.0,0.039846
504.0,0.040137
505.0,0.040438999999999996
506.0,0.040709999999999996
507.0,0.040986
508.0,0.041271
509.0,0.041557000000000004
510.0,0.041840999999999996
511.0,0.042123999999999995
512.0,0.042415
513.0,0.042712
514.0,0.043017
515.0,0.043349
516.0,0.043683
517.0,0.044012
518.0,0.044325
519.0,0.044645000000000004
520.0,0.044974
521.0,0.045312
522.0,0.045631000000000005
523.0,0.045946999999999995
524.0,0.046308999999999996
525.0,0.046666
526.0,0.047016999999999996
527.0,0.047362
528.0,0.047717999999999997
529.0,0.048085
530.0,0.048465999999999995
531.0,0.048846
532.0,0.04923
533.0,0.04962
534.0,0.049985999999999996
535.0,0.050364000000000006
536.0,0.050773
537.0,0.051111000000000004
538.0,0.051453
539.0,0.05183
540.0,0.052253999999999995
541.0,0.052657999999999996
542.0,0.05303
543.0,0.053402000000000005
544.0,0.053787
545.0,0.054169999999999996
546.0,0.054497
547.0,0.054806999999999995
548.0,0.055116
549.0,0.055446
550.0,0.055766
551.0,0.05608
552.0,0.0564
553.0,0.056695999999999996
554.0,0.05699099999999999
555.0,0.057304
556.0,0.057641
557.0,0.057968
558.0,0.058269
559.0,0.058578
560.0,0.058854
561.0,0.059095
562.0,0.059351
563.0,0.059603
564.0,0.059852999999999996
565.0,0.060110000000000004
566.0,0.060355
567.0,0.060597000000000005
568.0,0.060850999999999995
569.0,0.061118
570.0,0.061384999999999995
571.0,0.061639
572.0,0.061881000000000005
573.0,0.062112999999999995
574.0,0.062336
575.0,0.06255899999999999
576.0,0.062782
577.0,0.063001
578.0,0.063205
579.0,0.063413
580.0,0.063621
581.0,0.063814
582.0,0.064019
583.0,0.064221
584.0,0.064403
585.0,0.064609
586.0,0.064813
587.0,0.065001
588.0,0.065187
589.0,0.06537799999999999
590.0,0.065568
591.0,0.065745
592.0,0.065912
593.0,0.066073
594.0,0.066231
595.0,0.06638
596.0,0.066523
597.0,0.066666
598.0,0.066826
599.0,0.066986
600.0,0.067138
601.0,0.067286
602.0,0.067439
603.0,0.067594
604.0,0.06774
605.0,0.067891
606.0,0.06804199999999999
607.0,0.068189
608.0,0.068308
609.0,0.068422
610.0,0.068544
611.0,0.068692
612.0,0.068818
613.0,0.068948
614.0,0.069115
615.0,0.069284
616.0,0.069434
617.0,0.06956000000000001
618.0,0.069705
619.0,0.069848
620.0,0.069994
621.0,0.070157
622.0,0.07031799999999999
623.0,0.070472
624.0,0.070618
625.0,0.070773
626.0,0.070918
627.0,0.07105800000000001
628.0,0.071224
629.0,0.071382
630.0,0.071535
631.0,0.071687
632.0,0.071857
633.0,0.072026
634.0,0.07218200000000001
635.0,0.07234
636.0,0.07249
637.0,0.072639
638.0,0.072806
639.0,0.072979
640.0,0.073143
641.0,0.073293
642.0,0.073451
643.0,0.073617
644.0,0.073783
645.0,0.073938
646.0,0.074097
647.0,0.074262
648.0,0.074433
649.0,0.074616
650.0,0.074781
651.0,0.074931
652.0,0.075084
653.0,0.075241
654.0,0.075375
655.0,0.075497
656.0,0.07567
657.0,0.075858
658.0,0.07604
659.0,0.076193
660.0,0.076346
661.0,0.076499
662.0,0.07664900000000001
663.0,0.076784
664.0,0.076926
665.0,0.077065
666.0,0.077195
667.0,0.07732599999999999
668.0,0.07745300000000001
669.0,0.077595
670.0,0.077779
671.0,0.07794
672.0,0.078106
673.0,0.07828
674.0,0.078437
675.0,0.078598
676.0,0.078765
677.0,0.078934
678.0,0.07907499999999999
679.0,0.079224
680.0,0.079368
681.0,0.079481
682.0,0.079637
683.0,0.079801
684.0,0.079955
685.0,0.080069
686.0,0.08021
687.0,0.08037100000000001
688.0,0.08054
689.0,0.080722
690.0,0.0809
691.0,0.081072
692.0,0.081236
693.0,0.08139099999999999
694.0,0.081541
695.0,0.081693
696.0,0.081859
697.0,0.08200900000000001
698.0,0.082189
699.0,0.082381
700.0,0.082514
701.0,0.08266899999999999
702.0,0.082814
703.0,0.08293900000000001
704.0,0.083071
705.0,0.08321999999999999
706.0,0.083369
707.0,0.083513
708.0,0.083684
709.0,0.08385400000000001
