filter_id,cwl,fwhm,snr
S596,2149.4466871,18.1147249009,2982.43824079
S597,2152.46580792,18.1325045254,2968.23016121
S598,2155.487892,18.1502865607,2955.52828159
S599,2158.51293976,18.168070984,2942.8139456
S600,2161.54095159,18.1858577727,2930.08715156
S601,2164.57192789,18.2036469037,2927.70162795
S602,2167.60586904,18.2214383545,2930.11096557
S603,2170.64277543,18.2392321022,2932.52265797
S604,2173.68264745,18.2570281241,2934.93670545
S605,2176.72548547,18.2748263974,2932.86416318
S606,2179.77128987,18.2926268993,2927.35909444
S607,2182.82006102,18.3104296071,2921.84866351
S608,2185.87179929,18.3282344981,2916.33286973
S609,2188.92650504,18.3460415495,2908.74670079
S610,2191.98417863,18.3638507387,2898.7938847
S611,2195.04482042,18.3816620428,2888.83140704
S612,2198.10843076,18.3994754392,2878.85926666
S613,2201.17501,18.4172909053,2869.91849553
S614,2204.24455848,18.4351084182,2862.64657899
S615,2207.31707655,18.4529279554,2855.36762735
S616,2210.39256454,18.4707494941,2848.08163982
S617,2213.47102279,18.4885730117,2840.83372698
S618,2216.55245163,18.5063984855,2833.67682108
S619,2219.63685138,18.5242258929,2826.51301495
S620,2222.72422236,18.5420552112,2819.34230786
S621,2225.81456489,18.5598864179,2811.90799896
S622,2228.9078793,18.5777194903,2803.74866779
S623,2232.00416588,18.5955544057,2795.58149681
S624,2235.10342495,18.6121531374,2787.40648522
S625,2238.20545047,18.6283277588,2778.80740653
S626,2241.31017176,18.6444996628,2768.78376267
S627,2244.41758837,18.6606688295,2758.75141694
S628,2247.52769984,18.676835239,2748.7103708
S629,2250.64050572,18.6929988713,2738.33461196
S630,2253.75600553,18.7091597067,2726.69039777
S631,2256.87419881,18.7253177252,2715.03611669
S632,2259.9950851,18.7414729073,2703.37177049
S633,2263.11866392,18.757625233,2691.52172392
S634,2266.24493479,18.7737746828,2678.94971297
S635,2269.37389724,18.7899212369,2666.3668781
S636,2272.50555078,18.8060648757,2653.77322126
S637,2275.63989492,18.8222055797,2640.87982834
S638,2278.77692919,18.8383433293,2626.84814537
S639,2281.91665308,18.8544781049,2612.80443195
S640,2285.05906609,18.8706098871,2598.74869027
S641,2288.20416774,18.8867386566,2584.48018296
S642,2291.35195752,18.9028643937,2569.50303975
S643,2294.50243492,18.9189870793,2554.51310886
S644,2297.65559943,18.9351066939,2539.51039272
S645,2300.81145054,18.9398381174,2524.1713274
S646,2303.96809023,18.9428413893,2507.89336459
S647,2307.12523046,18.9458378662,2491.6128206
S648,2310.28287011,18.9488275699,2475.32970126
S649,2313.44100804,18.9518105221,2457.73805345
S650,2316.59964312,18.9547867446,2437.06615311
S651,2319.75877425,18.957756259,2416.39100641
S652,2322.91840029,18.9607190866,2395.71262069
S653,2326.07852014,18.963675249,2374.91763566
S654,2329.23913268,18.9666247675,2353.9005691
S655,2332.40023681,18.9695676633,2332.88023366
S656,2335.56183142,18.9725039575,2311.85663665
S657,2338.72391541,18.9754336712,2289.44192115
S658,2341.88648769,18.9783568254,2264.82561021
S659,2345.04954716,18.981273441,2240.20550715
S660,2348.21309273,18.9841835388,2215.58162045
S661,2351.37712332,18.9870871395,2188.463615
S662,2354.54163785,18.9899842638,2158.10958461
S663,2357.70663522,18.9928749322,2127.75092267
S664,2360.87211438,18.9957591652,2097.38763952
S665,2364.03807424,18.9986369832,2067.30283047
S666,2367.20451374,19.0015084065,2037.51312398
S667,2370.3714318,19.0043734553,2007.71891512
S668,2373.53882738,19.0072321498,1977.92021388
S669,2376.70669941,19.01008451,1949.44008628
S670,2379.87504682,19.012930556,1922.08857515
S671,2383.04386858,19.0157703076,1894.73296916
S672,2386.21316363,19.0186037846,1867.37327737
S673,2389.38293093,19.0214310069,1836.99816975
S674,2392.55316943,19.024251994,1804.56022549
S675,2395.7238781,19.0270667656,1772.1174705
S676,2398.89505589,19.0298753412,1739.66991538
S677,2402.06670178,19.0326777401,1702.49042619
S678,2405.23881474,19.0354739819,1662.77776301
S679,2408.41139374,19.0382640857,1623.05926533
S680,2411.58443775,19.0410480707,1583.33494596
S681,2414.75794576,19.0438259561,1543.75682311
S682,2417.93191676,19.0465977609,1504.23457109
S683,2421.10634972,19.0493635041,1464.70656667
S684,2424.28124363,19.0521232046,1425.1728224
S685,2427.4565975,19.0548768811,1378.93536996
S686,2430.63241031,19.0576245526,1330.73124233
S687,2433.80868107,19.0603662376,1282.52016376
S688,2436.98540878,19.0631019547,1234.30214941
S689,2440.16259244,19.0658317224,1181.55989881
S690,2443.34023106,19.0685555593,1127.93692272
S691,2446.51832365,19.0712734836,1074.30628579
S692,2449.69686923,19.0739855138,1020.66800465
S693,2452.87586682,19.076691668,987.451409053
S694,2456.05531543,19.0793919644,956.383758246
S695,2459.23521409,19.082086421,925.311709828
S696,2462.41556183,19.084775056,894.23527331
S697,2465.59635767,19.0874578872,851.78709268
S698,2468.77760065,19.0901349326,809.022911455
S699,2471.95928981,19.0928062099,766.252732487
S700,2475.14142417,19.0954717369,723.244881361
S701,2478.3240028,19.0981315313,675.248904566
S702,2481.50702472,19.1007856106,627.246242446
S703,2484.69048899,19.1034339924,579.236909367
S704,2487.87439465,19.1060766941,533.870363257
S705,2491.05874077,19.1087137332,508.382095379
S706,2494.24352639,19.1113451269,482.890309585
S707,2497.42875058,19.1139708926,457.395013408
S708,2500.61441239,19.1165910474,431.912389375
