filter_id,cwl,fwhm,snr
S337,1475.8488401,11.57067372,17093.2092792
S338,1477.77728572,11.5748505488,17077.7817143
S339,1479.70642748,11.579020999,17062.3485802
S340,1481.63626431,11.5831850821,17046.9098855
S341,1483.56679516,11.5873428094,17031.4656388
S342,1485.49801896,11.5914941925,17016.0158483
S343,1487.42993466,11.5956392428,17000.5605228
S344,1489.3625412,11.5997779717,17000.0
S345,1491.29583752,11.6039103907,17000.0
S346,1493.22982259,11.6080365111,17000.0
S347,1495.16449534,11.6121563444,17000.0
S348,1497.09985473,11.6162699017,17000.0
S349,1499.03589972,11.6203771946,17000.0
S350,1500.97262925,11.6244782343,16992.218966
S351,1502.91004229,11.6285730321,16976.7196617
S352,1504.84813779,11.638321307,16961.2148977
S353,1506.78785801,11.6508776052,16945.6971359
S354,1508.72967094,11.6634421732,16930.1626324
S355,1510.67357797,11.6760150061,16914.6113762
S356,1512.61958047,11.6885960991,16896.1734248
S357,1514.56767982,11.7011854473,16833.8342456
S358,1516.5178774,11.7137830459,16771.4279232
S359,1518.47017457,11.7263888899,16708.9544136
S360,1520.42457272,11.7390029744,16646.4136729
S361,1522.38107322,11.7516252944,16583.805657
S362,1524.33967743,11.7642558451,16521.1303221
S363,1526.30038674,11.7768946213,16479.1938121
S364,1528.26320251,11.7895416182,16447.7887598
S365,1530.22812611,11.8021968306,16416.3499822
S366,1532.19515892,11.8148602536,16384.8774573
S367,1534.16430229,11.827531882,16353.3711633
S368,1536.13555761,11.8402117109,16321.8310783
S369,1538.10892623,11.852899735,16304.8714098
S370,1540.08440952,11.8654590757,16320.6752761
S371,1542.06198603,11.8780233833,16336.4958882
S372,1544.04165659,11.8905953365,16352.3332527
S373,1546.02342248,11.9031749293,16368.1873799
S374,1548.00728497,11.9157621555,16384.0582798
S375,1549.99324533,11.9283570091,16399.9459626
S376,1551.98130483,11.940959484,16289.0469295
S377,1553.97146474,11.953569574,16177.5979743
S378,1555.96372634,11.9661872731,16066.0313249
S379,1557.95809089,11.978812575,15954.3469104
S380,1559.95455965,11.9914454735,15842.5446597
S381,1561.95313389,12.0040859624,15730.6245019
S382,1563.95381489,12.0167340356,15641.8474045
S383,1565.95660389,12.0293896867,15561.7358442
S384,1567.96150218,12.0420529096,15481.539913
S385,1569.96851099,12.0547236979,15401.2595603
S386,1571.97763161,12.0674020453,15320.8947356
S387,1573.98886528,12.0765537139,15240.4453886
S388,1576.00162424,12.0844970952,15200.0
S389,1578.01570709,12.0924358443,15200.0
S390,1580.03111306,12.1003699572,15200.0
S391,1582.04784139,12.1082994299,15200.0
S392,1584.06589129,12.1162242581,15200.0
S393,1586.085262,12.1241444379,15200.0
S394,1588.10595274,12.1320599653,15175.7618904
S395,1590.12796273,12.1399708362,15094.8814906
S396,1592.15129121,12.1478770467,15013.9483517
S397,1594.17593738,12.1557785928,14932.9625047
S398,1596.20190048,12.1636754706,14851.9239808
S399,1598.22917973,12.1715676763,14770.832811
S400,1600.25777434,12.1794552059,14693.8134159
S401,1602.28768354,12.1873380557,14645.0955951
S402,1604.31890655,12.1952162217,14596.3462428
S403,1606.35144259,12.2043533545,14547.565378
S404,1608.38550148,12.2254580519,14498.7479645
S405,1610.42307782,12.2466188237,14449.8461323
S406,1612.46418096,12.2678358961,14400.859657
S407,1614.50882027,12.2891094962,14432.1411244
S408,1616.55700519,12.3104398526,14464.912083
S409,1618.60874516,12.3318271951,14497.7399226
S410,1620.6640497,12.3532717548,14530.6247951
S411,1622.72292832,12.3747737642,14563.5668532
S412,1624.78539062,12.396333457,14596.5662499
S413,1626.85144619,12.4179510681,14555.5652914
S414,1628.9211047,12.439626834,14505.8934871
S415,1630.99437584,12.4613609925,14456.1349798
S416,1633.07126934,12.4831537824,14406.2895358
S417,1635.15179497,12.5050054443,14356.3569207
S418,1637.23596255,12.5269162199,14306.3368989
S419,1639.32378192,12.5985187389,14256.229234
S420,1641.42353504,12.7974411597,14205.8351591
S421,1643.5564419,13.0054945965,14154.6453944
S422,1645.72402433,13.2233970752,14102.623416
S423,1647.92792384,13.4519480378,14049.7298277
S424,1650.16991518,13.692040585,13900.0609097
S425,1652.45192195,13.9446760429,12557.8519663
S426,1654.77603462,14.210981393,11190.8775712
S427,1657.14453152,14.492230255,9797.79768643
S428,1659.55990323,14.7898683074,8377.14742345
S429,1662.02488128,15.1055443007,6927.32017599
S430,1664.542472,15.4411481732,6635.18340239
S431,1667.11599669,15.7988582724,6619.19900106
S432,1669.74913974,16.1812003643,6602.84430462
S433,1672.44600647,16.5911220678,6586.09381446
S434,1675.21119348,16.7464782787,6568.91493129
S435,1678.00227319,16.7659061884,6551.52576001
S436,1680.79659089,16.7853369848,6534.11641523
S437,1683.59414705,16.8047706326,6516.68689394
S438,1686.39494216,16.8242070968,6499.23719318
S439,1689.19897667,16.8436463421,6477.42609054
S440,1692.00625107,16.8630883335,6452.76288401
S441,1694.81676579,16.8825330358,6428.07120967
S442,1697.63052129,16.901980414,6403.35106355
S443,1700.44751803,16.921430433,6378.57035335
S444,1703.26775643,16.9408830578,6353.5910325
S445,1706.09123694,16.9603382532,6328.5829958
S446,1708.91795999,16.9797959842,6303.54623945
S447,1711.74792598,16.9992562159,6278.48075971
S448,1714.58113535,17.0187189133,6253.12483595
S449,1717.41758851,17.0381840413,6227.64519513
S450,1720.25728585,17.057651565,6202.13641201
S451,1723.10022777,17.0771214495,6176.59848301
S452,1725.94641468,17.0965936598,6150.02695774
S453,1728.79584696,17.1160681611,6121.4065729
S454,1731.64852498,17.1355449184,6092.75358696
S455,1734.50444914,17.1517543282,6064.06799615
S456,1737.36307486,17.1660465148,6035.35527013
S457,1740.22408261,17.180327348,6005.89475819
S458,1743.0874705,17.194596817,5976.37332249
S459,1745.95323664,17.2088549112,5946.82736716
S460,1748.82137912,17.2231016202,5917.25691176
S461,1751.69189606,17.2373369334,5885.9658189
S462,1754.56478555,17.2515608405,5853.46629747
S463,1757.44004569,17.2657733314,5820.93995808
S464,1760.31767458,17.2799743959,5788.38682225
S465,1763.19767031,17.294164024,5755.6965281
S466,1766.08003098,17.3083422057,5722.63382502
S467,1768.96475468,17.3225089314,5689.54401632
S468,1771.8518395,17.3366641911,5656.42712391
S469,1774.74128354,17.3508079754,5623.2831697
S470,1777.63308487,17.3649402747,5587.63970852
S471,1780.52724158,17.3790610796,5551.72408294
S472,1783.42375176,17.3931703808,5515.77925152
S473,1786.32261349,17.407268169,5479.80523807
S474,1789.22382485,17.4213544352,5443.15073557
S475,1792.12738392,17.4354291703,5406.02134734
S476,1795.03328878,17.4435128764,5368.86196222
S477,1797.94054093,17.4501183652,5331.68534865
S478,1800.84889399,17.4567099989,5297.58821666
S479,1803.75834566,17.4632878145,5270.98616928
S480,1806.66889363,17.4698518487,5244.37409806
S481,1809.5805356,17.4764021384,5217.75202399
S482,1812.49326929,17.48293872,5191.11996802
S483,1815.40709241,17.4894616302,5160.89493267
S484,1818.32200268,17.4959709052,5130.65032156
S485,1821.23799783,17.5024665814,5100.39445393
S486,1824.1550756,17.5089486951,5070.12735329
S487,1827.07323371,17.5154172822,5035.98478541
S488,1829.99246993,17.5218723788,5000.2541847
S489,1832.91278199,17.5283140208,4964.51041591
S490,1835.83416766,17.5347422439,4928.75350648
S491,1838.7566247,17.5411570839,4899.15664057
S492,1841.68015088,17.5475585762,4877.73532622
S493,1844.60474398,17.5539467565,4856.30619434
S494,1847.53040177,17.5603216601,4834.86926119
S495,1850.45712205,17.5666833222,4812.07624521
S496,1853.3849026,17.5730317781,4781.98816493
S497,1856.31374123,17.5744244999,4751.88921106
S498,1859.24281198,17.5736311202,4721.78787175
S499,1862.1717505,17.5728403433,4691.68789133
S500,1865.10055722,17.5720521564,4636.9047198
S501,1868.02923258,17.5712665465,4579.00839382
S502,1870.95777701,17.5704835009,4521.11465625
S503,1873.88619092,17.5697030071,4463.22349867
S504,1876.81447476,17.5689250524,4431.48040728
S505,1879.74262893,17.5681496244,4415.78733252
S506,1882.67065387,17.5673767106,4400.09495039
S507,1885.59854999,17.5666062988,4384.40325866
S508,1888.52631771,17.5658383767,4373.97125693
S509,1891.45395744,17.5650729321,4373.28259292
S510,1894.38146959,17.5643099531,4372.59395892
S511,1897.30885458,17.5635494275,4371.90535483
S512,1900.23611282,17.5627913435,4369.36180122
S513,1903.16324471,17.5620356892,4345.67675382
S514,1906.09025066,17.5612824528,4321.99272549
S515,1909.01713107,17.5605316228,4298.30971298
S516,1911.94388634,17.5597831873,4274.62771302
S517,1914.87051687,17.5590371351,4253.24340241
S518,1917.79702306,17.5658353987,4232.39876929
S519,1920.72466229,17.5781874231,4211.54606583
S520,1923.6543602,17.5905278187,4190.67869907
S521,1926.58611483,17.6028565847,4147.19128906
S522,1929.51992426,17.6151737204,4084.48182762
S523,1932.45578655,17.6274792249,4021.72848689
S524,1935.39369976,17.6397730976,3958.9313083
S525,1938.33366194,17.652055338,3872.10094784
S526,1941.27567116,17.6643259455,3724.55720922
S527,1944.21972549,17.6765849197,3576.91090739
S528,1947.16582297,17.6888322602,3429.1621396
S529,1950.11396168,17.7010679668,3283.99571446
S530,1953.06413968,17.713292039,3205.54265299
S531,1956.01635502,17.7255044769,3127.03541311
S532,1958.97060576,17.7377052802,3048.47404637
S533,1961.92688998,17.749894449,2969.85860434
S534,1964.88520572,17.7620719832,3013.83697797
S535,1967.84555105,17.7742378829,3087.3351937
S536,1970.80792403,17.7863921483,3160.88375108
S537,1973.77232272,17.7985347796,3234.48260196
S538,1976.73874518,17.8106657771,3276.90071498
S539,1979.70718948,17.8173739707,3297.28142278
S540,1982.67675181,17.8178406603,3317.66980676
S541,1985.64639192,17.8183059905,3338.05872476
S542,1988.61610958,17.8187699673,3273.34132031
S543,1991.58590458,17.8192325964,3067.27512249
S544,1994.55577668,17.8196938837,2861.20357456
S545,1997.52572566,17.820153835,2655.12669205
S546,2000.4957513,17.8206124561,2465.15153273
S547,2003.46585337,17.8210697527,2355.5631392
S548,2006.43603166,17.8215257305,2245.97193351
S549,2009.40628595,17.8219803951,2136.37792377
S550,2012.37661602,17.8224337522,2026.78111806
S551,2015.34702164,17.8228858074,2153.52302059
S552,2018.31750261,17.8233365663,2290.51094522
S553,2021.28805871,17.8237860343,2427.50233441
S554,2024.25868971,17.824234217,2564.49717825
S555,2027.22939542,17.8246811199,2660.1351447
S556,2030.2001756,17.8251267483,2742.02218347
S557,2033.17103006,17.8255711078,2823.91126946
S558,2036.14195858,17.8260142037,2905.80239685
S559,2039.11296095,17.8264560413,2919.1790743
S560,2042.08403695,17.8270618109,2874.86681811
S561,2045.05521392,17.828118957,2830.55305612
S562,2048.02656708,17.8291732231,2786.23666632
S563,2050.99809595,17.8302246207,2745.71318178
S564,2053.96980005,17.8312731614,2712.6922548
S565,2056.94167891,17.8323188566,2679.66938597
S566,2059.91373206,17.8333617177,2646.64458054
S567,2062.88595901,17.834401756,2622.00969548
S568,2065.8583593,17.8354389829,2653.60950818
S569,2068.83093247,17.8364734095,2685.21115868
S570,2071.80367803,17.8375050469,2716.81464204
S571,2074.77659554,17.8385339064,2748.41995329
S572,2077.74968453,17.8395599989,2783.36098256
S573,2080.72294453,17.8405833354,2818.57490725
S574,2083.69637508,17.8416039268,2853.79085193
S575,2086.66997574,17.842621784,2889.00881118
S576,2089.64374603,17.8436369179,2919.52491785
S577,2092.61768552,17.8446493391,2948.22139687
S578,2095.59179374,17.8456590584,2976.91950408
S579,2098.56607025,17.8466660865,3005.61923513
S580,2101.5405146,17.8476704338,3027.58828734
S581,2104.51512634,17.848672111,3043.29171795
S582,2107.48990503,17.8660760793,3058.99602989
S583,2110.46758437,17.8838195547,3074.71565486
S584,2113.44822096,17.9015657608,3086.53845133
S585,2116.43181526,17.9193146746,3089.97873867
S586,2119.4183677,17.9370662733,3093.42243697
S587,2122.40787875,17.954820534,3096.86954673
S588,2125.40034884,17.9725774339,3098.7560876
S589,2128.39577841,17.99033695,3090.50824057
S590,2131.3941679,18.0080990597,3082.25224347
S591,2134.39551775,18.0258637399,3073.9880951
S592,2137.39982837,18.0436309679,3065.7157943
S593,2140.4071002,18.0614007208,3045.24237838
S594,2143.41733365,18.0791729758,3024.32824612
S595,2146.43052915,18.0969477102,3003.39353455
