filter_id,cwl,fwhm,snr
S139,1791.26166592,17.9126166592,942.741935484
S140,1800.21797425,18.0021797425,935.080645161
S141,1809.21906412,18.0921906412,927.419354839
S142,1818.26515944,18.1826515944,919.758064516
S143,1827.35648524,18.2735648524,912.096774194
S144,1836.49326767,18.3649326767,904.435483871
S145,1845.675734,18.45675734,896.774193548
S146,1854.90411267,18.5490411267,889.112903226
S147,1864.17863324,18.6417863324,881.451612903
S148,1873.4995264,18.734995264,873.790322581
S149,1882.86702404,18.8286702404,866.129032258
S150,1892.28135916,18.9228135916,858.467741935
S151,1901.74276595,19.0174276595,850.806451613
S152,1911.25147978,19.1125147978,843.14516129
S153,1920.80773718,19.2080773718,835.483870968
S154,1930.41177587,19.3041177587,827.822580645
S155,1940.06383475,19.4006383475,820.161290323
S156,1949.76415392,19.4976415392,812.5
S157,1959.51297469,19.5951297469,804.838709677
S158,1969.31053956,19.6931053956,797.177419355
S159,1979.15709226,19.7915709226,789.516129032
S160,1989.05287772,19.8905287772,781.85483871
S161,1998.99814211,19.9899814211,774.193548387
S162,2008.99313282,20.0899313282,766.532258065
S163,2019.03809849,20.1903809849,758.870967742
S164,2029.13328898,20.2913328898,751.209677419
S165,2039.27895542,20.3927895542,743.548387097
S166,2049.4753502,20.494753502,735.887096774
S167,2059.72272695,20.5972272695,728.225806452
S168,2070.02134059,20.7002134059,720.564516129
S169,2080.37144729,20.8037144729,712.903225806
S170,2090.77330452,20.9077330452,705.241935484
S171,2101.22717105,21.0122717105,697.580645161
S172,2111.7333069,21.117333069,689.919354839
S173,2122.29197344,21.2229197344,682.258064516
S174,2132.9034333,21.329034333,674.596774194
S175,2143.56795047,21.4356795047,666.935483871
S176,2154.28579022,21.5428579022,659.274193548
S177,2165.05721917,21.6505721917,651.612903226
S178,2175.88250527,21.7588250527,643.951612903
S179,2186.7619178,21.867619178,636.290322581
S180,2197.69572739,21.9769572739,628.629032258
S181,2208.68420602,22.0868420602,620.967741935
S182,2219.72762705,22.1972762705,613.306451613
S183,2230.82626519,22.3082626519,605.64516129
S184,2241.98039651,22.4198039651,597.983870968
S185,2253.1902985,22.531902985,590.322580645
S186,2264.45624999,22.6445624999,582.661290323
S187,2275.77853124,22.7577853124,575.0
S188,2287.15742389,22.8715742389,567.338709677
S189,2298.59321101,22.9859321101,559.677419355
S190,2310.08617707,23.1008617707,552.016129032
S191,2321.63660795,23.2163660795,544.35483871
S192,2333.24479099,23.3324479099,536.693548387
S193,2344.91101495,23.4491101495,529.032258065
S194,2356.63557002,23.5663557002,521.370967742
S195,2368.41874787,23.6841874787,513.709677419
S196,2380.26084161,23.8026084161,506.048387097
S197,2392.16214582,23.9216214582,498.387096774
S198,2404.12295655,24.0412295655,490.725806452
S199,2416.14357133,24.1614357133,483.064516129
S200,2428.22428919,24.2822428919,475.403225806
S201,2440.36541064,24.4036541064,467.741935484
S202,2452.56723769,24.5256723769,460.080645161
S203,2464.83007388,24.6483007388,452.419354839
S204,2477.15422425,24.7715422425,444.758064516
S205,2489.53999537,24.8953999537,437.096774194
S206,2501.98769535,25.0198769535,429.435483871
S207,2514.49763382,25.1449763382,421.774193548
S208,2527.07012199,25.2707012199,414.112903226
S209,2539.7054726,25.397054726,406.451612903
S210,2552.40399996,25.5240399996,398.790322581
S211,2565.16601996,25.6516601996,391.129032258
S212,2577.99185006,25.7799185006,383.467741935
S213,2590.88180931,25.9088180931,375.806451613
S214,2603.83621836,26.0383621836,368.14516129
S215,2616.85539945,26.1685539945,360.483870968
S216,2629.93967645,26.2993967645,352.822580645
S217,2643.08937483,26.4308937483,345.161290323
S218,2656.30482171,26.5630482171,337.5
S219,2669.58634581,26.6958634581,329.838709677
S220,2682.93427754,26.8293427754,322.177419355
S221,2696.34894893,26.9634894893,314.516129032
S222,2709.83069368,27.0983069368,306.85483871
S223,2723.37984714,27.2337984714,299.193548387
S224,2736.99674638,27.3699674638,291.532258065
S225,2750.68173011,27.5068173011,283.870967742
S226,2764.43513876,27.6443513876,276.209677419
S227,2778.25731446,27.7825731446,268.548387097
S228,2792.14860103,27.9214860103,260.887096774
S229,2806.10934403,28.0610934403,253.225806452
S230,2820.13989075,28.2013989075,245.564516129
S231,2834.24059021,28.3424059021,237.903225806
S232,2848.41179316,28.4841179316,230.241935484
S233,2862.65385212,28.6265385212,222.580645161
S234,2876.96712139,28.7696712139,214.919354839
S235,2891.35195699,28.9135195699,207.258064516
S236,2905.80871678,29.0580871678,199.596774194
S237,2920.33776036,29.2033776036,191.935483871
S238,2934.93944916,29.3493944916,184.274193548
S239,2949.61414641,29.4961414641,176.612903226
S240,2964.36221714,29.6436221714,168.951612903
S241,2979.18402823,29.7918402823,161.290322581
S242,2994.07994837,29.9407994837,153.629032258
S243,3009.05034811,30.0905034811,145.967741935
S244,3024.09559985,30.2409559985,138.306451613
S245,3039.21607785,30.3921607785,130.64516129
S246,3054.41215824,30.5441215824,122.983870968
S247,3069.68421903,30.6968421903,115.322580645
S248,3085.03264013,30.8503264013,107.661290323
S249,3100.45780333,31.0045780333,100.0
