Data ID,bir2jbg60a
Sample ID,JB-JLB-G60-A
Mineral Name,halite
Sample Description,"Halite medium grains (JB1660a, Melissa Lane SL6)"
Date Added,2017-06-02
Viewing Geometry,            i=NA deg             e=NA deg
Other Information,Instrument name: Thermo Nicolet Nexus 870 FTIR with Pike AutoDiff Diffuse Reflectance Accessory;                         Range: 833.4 - 99718.8 nm;                         Mineral Group: halide
Grain Size,0 - 250 micrometer
Database of Origin,RELAB
Wavelength,Response
941.0,0.49013
941.1,0.4907
941.2,0.49091
941.3,0.49056
941.4,0.48984
941.5,0.49001
941.5,0.4901
941.6,0.49027
941.7,0.49045
941.8,0.49059
941.9,0.49101
942.0,0.49062
942.0,0.49055
942.1,0.49006
942.2,0.48952
942.3,0.49047
942.4,0.49072
942.5,0.49039
942.6,0.48977
942.7,0.49017
942.7,0.49078
942.8,0.49064
942.9,0.49104
943.0,0.49053
943.1,0.48985
943.2,0.49016
943.3,0.49009
943.3,0.48975
943.4,0.48978
943.5,0.4905
943.6,0.49113
943.7,0.49045
943.8,0.48937
943.8,0.48938
943.9,0.48959
944.0,0.48969
944.1,0.49
944.2,0.48961
944.3,0.48937
944.4,0.48954
944.5,0.48897
944.5,0.48864
944.6,0.48879
944.7,0.48866
944.8,0.4888
944.9,0.48912
945.0,0.48931
945.0,0.48896
945.1,0.48842
945.2,0.48838
945.3,0.48883
945.4,0.48912
945.5,0.4887
945.6,0.48887
945.7,0.48905
945.7,0.48892
945.8,0.48887
945.9,0.48866
946.0,0.48829
946.1,0.48837
946.2,0.48848
946.3,0.48847
946.3,0.48817
946.4,0.48822
946.5,0.48815
946.6,0.48774
946.7,0.48775
946.8,0.48814
946.9,0.48836
947.0,0.48818
947.0,0.48789
947.1,0.48844
947.2,0.48815
947.3,0.48728
947.4,0.48775
947.5,0.48844
947.6,0.48837
947.6,0.48836
947.7,0.4888
947.8,0.48906
947.9,0.48865
948.0,0.48779
948.1,0.48746
948.2,0.48751
948.3,0.48791
948.3,0.4881
948.4,0.48728
948.5,0.4871
948.6,0.48755
948.7,0.48729
948.8,0.48706
948.9,0.48719
948.9,0.48706
949.0,0.48691
949.1,0.48713
949.2,0.48653
949.3,0.4864
949.4,0.48724
949.5,0.48746
949.5,0.48744
949.6,0.48739
949.7,0.48712
949.8,0.4875
949.9,0.48742
950.0,0.48715
950.1,0.48748
950.2,0.4871
950.3,0.48693
950.3,0.4864
950.4,0.48662
950.5,0.48719
950.6,0.48774
950.7,0.4876
950.8,0.48717
950.9,0.48679
951.0,0.48637
951.0,0.48662
951.1,0.4871
951.2,0.48701
951.3,0.48677
951.4,0.48704
951.5,0.48712
951.6,0.48709
951.6,0.48721
951.7,0.48679
951.8,0.48633
951.9,0.48631
952.0,0.48643
952.1,0.48624
952.2,0.48593
952.3,0.4865
952.3,0.48658
952.4,0.48677
952.5,0.48703
952.6,0.48627
952.7,0.48575
952.8,0.48607
952.9,0.48658
953.0,0.48666
953.0,0.48638
953.1,0.4862
953.2,0.48579
953.3,0.48566
953.4,0.48566
953.5,0.4856
953.6,0.48535
953.7,0.48528
953.7,0.48575
953.8,0.48571
953.9,0.48604
954.0,0.4862
954.1,0.48609
954.2,0.48597
954.3,0.48567
954.4,0.48515
954.4,0.48553
954.5,0.48596
954.6,0.48557
954.7,0.48513
954.8,0.48465
954.9,0.48448
955.0,0.48452
955.1,0.48495
955.2,0.48525
955.2,0.48504
955.3,0.48492
955.4,0.4845
955.5,0.48398
955.6,0.48415
955.7,0.4844
955.8,0.48509
955.8,0.48534
955.9,0.48473
956.0,0.48416
956.1,0.48443
956.2,0.48502
956.3,0.48527
956.4,0.48515
956.5,0.48499
956.6,0.4853
956.6,0.48526
956.7,0.48514
956.8,0.48544
956.9,0.48493
957.0,0.48454
957.1,0.48488
957.2,0.48446
957.3,0.48389
957.3,0.48419
957.4,0.48479
957.5,0.48494
957.6,0.48456
957.7,0.48455
957.8,0.48376
957.9,0.48306
958.0,0.48336
958.1,0.48363
958.2,0.48387
958.2,0.48412
958.3,0.48366
958.4,0.48336
958.5,0.4835
958.6,0.48341
958.7,0.48318
958.8,0.48359
958.9,0.4836
958.9,0.4839
959.0,0.48409
959.1,0.4841
959.2,0.4836
959.3,0.48295
959.4,0.48316
959.5,0.4843
959.6,0.48424
959.7,0.48336
959.7,0.48334
959.8,0.48351
959.9,0.48345
960.0,0.48324
960.1,0.4837
960.2,0.48351
960.3,0.48312
960.4,0.48307
960.5,0.48291
960.5,0.48303
960.6,0.48327
960.7,0.483
960.8,0.48278
960.9,0.48284
961.0,0.48301
961.1,0.48307
961.2,0.48333
961.3,0.48309
961.3,0.48293
961.4,0.48341
961.5,0.48335
961.6,0.48325
961.7,0.48285
961.8,0.48267
961.9,0.48269
962.0,0.48221
962.1,0.48213
962.2,0.48233
962.2,0.4822
962.3,0.48182
962.4,0.48213
962.5,0.48248
962.6,0.48239
962.7,0.48253
962.8,0.48275
962.9,0.48265
963.0,0.48233
963.0,0.48232
963.1,0.48229
963.2,0.48253
963.3,0.4825
963.4,0.48196
963.5,0.48193
963.6,0.48186
963.7,0.48234
963.8,0.48285
963.8,0.48223
963.9,0.48183
964.0,0.48185
964.1,0.48168
964.2,0.48175
964.3,0.48195
964.4,0.48202
964.5,0.48219
964.6,0.48238
964.7,0.48192
964.7,0.4815
964.8,0.48198
964.9,0.48233
965.0,0.48195
965.1,0.48185
965.2,0.4817
965.3,0.48129
965.4,0.48092
965.5,0.48089
965.5,0.48061
965.6,0.48078
965.7,0.48111
965.8,0.48181
965.9,0.48206
966.0,0.48137
966.1,0.4809
966.2,0.48094
966.3,0.48114
966.4,0.48149
966.5,0.48122
966.5,0.48019
966.6,0.47973
966.7,0.48034
966.8,0.48095
966.9,0.48102
967.0,0.4808
967.1,0.48086
967.2,0.48062
967.3,0.48046
967.3,0.48026
967.4,0.48046
967.5,0.48053
967.6,0.47994
967.7,0.48043
967.8,0.48124
967.9,0.48116
968.0,0.48046
968.1,0.48019
968.2,0.48044
968.3,0.48041
968.3,0.4798
968.4,0.47991
968.5,0.48041
968.6,0.48062
968.7,0.48071
968.8,0.48034
968.9,0.4803
969.0,0.48045
969.1,0.48011
969.2,0.48055
969.3,0.48068
969.3,0.48014
969.4,0.47982
969.5,0.47974
969.6,0.47958
969.7,0.47972
969.8,0.47986
969.9,0.48019
970.0,0.48044
970.1,0.48006
970.2,0.48011
970.2,0.48035
970.3,0.48003
970.4,0.47986
970.5,0.47987
970.6,0.48002
970.7,0.47977
970.8,0.47921
970.9,0.47956
971.0,0.47998
971.1,0.4797
971.2,0.4794
971.2,0.47986
971.3,0.48055
971.4,0.47965
971.5,0.47907
971.6,0.47868
971.7,0.47856
971.8,0.47858
971.9,0.47913
972.0,0.47952
972.1,0.47923
972.2,0.47936
972.2,0.47974
972.3,0.47956
972.4,0.4793
972.5,0.47913
972.6,0.47903
972.7,0.47908
972.8,0.47881
972.9,0.47834
973.0,0.47869
973.1,0.47905
973.2,0.47867
973.3,0.47847
973.3,0.47872
973.4,0.47913
973.5,0.47904
973.6,0.47897
973.7,0.47908
973.8,0.47867
973.9,0.4786
974.0,0.47891
974.1,0.47881
974.2,0.47858
974.3,0.47818
974.3,0.47806
974.4,0.47835
974.5,0.47841
974.6,0.47832
974.7,0.47824
974.8,0.47844
974.9,0.47871
975.0,0.47854
975.1,0.47818
975.2,0.47839
975.3,0.4788
975.3,0.47901
975.4,0.47882
975.5,0.47825
975.6,0.47789
975.7,0.47775
975.8,0.47779
975.9,0.4777
976.0,0.47781
976.1,0.478
976.2,0.47793
976.3,0.47781
976.4,0.47773
976.5,0.47805
976.5,0.47826
976.6,0.47835
976.7,0.47788
976.8,0.47729
976.9,0.4771
977.0,0.47728
977.1,0.47717
977.2,0.47725
977.3,0.47768
977.4,0.47776
977.5,0.47783
977.6,0.47766
977.7,0.47772
977.7,0.47719
977.8,0.47699
977.9,0.47749
978.0,0.4776
978.1,0.47741
978.2,0.47729
978.3,0.47714
978.4,0.4771
978.5,0.47747
978.6,0.4773
978.7,0.47726
978.8,0.47747
978.8,0.47733
978.9,0.47665
979.0,0.47638
979.1,0.47683
979.2,0.47733
979.3,0.47705
979.4,0.4762
979.5,0.47603
979.6,0.47668
979.7,0.47723
979.8,0.47711
979.9,0.47683
980.0,0.47681
980.0,0.4769
980.1,0.47671
980.2,0.47657
980.3,0.47614
980.4,0.47627
980.5,0.47653
980.6,0.47641
980.7,0.47636
980.8,0.47645
980.9,0.4764
981.0,0.4767
981.1,0.47681
981.2,0.47636
981.3,0.47607
981.3,0.47635
981.4,0.47671
981.5,0.47658
981.6,0.4765
981.7,0.47663
981.8,0.47628
981.9,0.47629
982.0,0.47664
982.1,0.47645
982.2,0.47569
982.3,0.47609
982.4,0.47664
982.5,0.47649
982.6,0.47624
982.7,0.47627
982.7,0.47669
982.8,0.47634
982.9,0.47586
983.0,0.47605
983.1,0.47655
983.2,0.47669
983.3,0.47643
983.4,0.47638
983.5,0.47637
983.6,0.47621
983.7,0.47613
983.8,0.47616
983.9,0.4758
984.0,0.47552
984.0,0.47531
984.1,0.47525
984.2,0.47518
984.3,0.47504
984.4,0.47502
984.5,0.47506
984.6,0.47517
984.7,0.47528
984.8,0.47535
984.9,0.47538
985.0,0.47545
985.1,0.47556
985.2,0.47572
985.3,0.4761
985.4,0.47601
985.5,0.47551
985.5,0.47531
985.6,0.47529
985.7,0.47541
985.8,0.47546
985.9,0.47506
986.0,0.47448
986.1,0.47493
986.2,0.47524
986.3,0.47492
986.4,0.47519
986.5,0.47536
986.6,0.47504
986.7,0.47505
986.8,0.47511
986.9,0.47484
987.0,0.47493
987.0,0.47518
987.1,0.4752
987.2,0.47535
987.3,0.47538
987.4,0.47496
987.5,0.47479
987.6,0.47504
987.7,0.47458
987.8,0.47444
987.9,0.47459
988.0,0.47442
988.1,0.47455
988.2,0.47508
988.3,0.47475
988.4,0.47447
988.5,0.47489
988.5,0.47479
988.6,0.47438
988.7,0.4744
988.8,0.4749
988.9,0.47467
989.0,0.47427
989.1,0.47427
989.2,0.47417
989.3,0.47373
989.4,0.47383
989.5,0.47412
989.6,0.47414
989.7,0.47452
989.8,0.47436
989.9,0.47409
990.0,0.47421
990.1,0.47415
990.2,0.47361
990.3,0.47348
990.3,0.47378
990.4,0.47433
990.5,0.47429
990.6,0.47428
990.7,0.47414
990.8,0.47376
990.9,0.47358
991.0,0.47381
991.1,0.47399
991.2,0.47429
991.3,0.47426
991.4,0.47413
991.5,0.47412
991.6,0.47394
991.7,0.47369
991.8,0.47371
991.9,0.47347
992.0,0.4731
992.0,0.47305
992.1,0.47319
992.2,0.47345
992.3,0.47394
992.4,0.47378
992.5,0.47329
992.6,0.47381
992.7,0.47394
992.8,0.47326
992.9,0.47341
993.0,0.47362
993.1,0.47342
993.2,0.47353
993.3,0.47372
993.4,0.47354
993.5,0.47358
993.6,0.4737
993.7,0.47346
993.8,0.47328
993.8,0.47324
994.0,0.47343
994.0,0.47372
994.1,0.47333
994.2,0.47286
994.3,0.47276
994.4,0.47244
994.5,0.47263
994.6,0.47329
994.7,0.47322
994.8,0.47261
994.9,0.47224
995.0,0.47271
995.1,0.47301
995.2,0.4725
995.3,0.47223
995.4,0.47243
995.5,0.47253
995.6,0.47261
995.7,0.47245
995.8,0.47253
995.8,0.47236
996.0,0.47291
996.0,0.47354
996.1,0.47349
996.2,0.4728
996.3,0.47257
996.4,0.47269
996.5,0.47264
996.6,0.47256
996.7,0.47208
996.8,0.47228
996.9,0.47246
997.0,0.47216
997.1,0.47189
997.2,0.47208
997.3,0.47233
997.4,0.47248
997.5,0.47234
997.6,0.47223
997.7,0.47237
997.8,0.47256
997.9,0.47249
998.0,0.47235
998.1,0.47186
998.2,0.47177
998.3,0.47198
998.3,0.47203
998.4,0.4721
998.5,0.47209
998.6,0.47206
998.7,0.47168
998.8,0.47158
998.9,0.47207
999.0,0.47226
999.1,0.47221
999.2,0.47207
999.3,0.47216
999.4,0.47206
999.5,0.47193
999.6,0.47188
999.7,0.47183
999.8,0.47173
999.9,0.47155
1000.0,0.47174
1000.1,0.47176
1000.2,0.47199
1000.3,0.47193
1000.4,0.47175
1000.5,0.4715
1000.6,0.4712
1000.7,0.47137
1000.8,0.47192
1000.8,0.47175
1001.0,0.47151
1001.0,0.47147
1001.1,0.47154
1001.2,0.47146
1001.3,0.47143
1001.4,0.47149
1001.5,0.47163
1001.6,0.47155
1001.7,0.47159
1001.8,0.47173
1001.9,0.47194
1002.0,0.47217
1002.1,0.47207
1002.2,0.4717
1002.3,0.47177
1002.4,0.47145
1002.5,0.47094
1002.6,0.47108
1002.7,0.4713
1002.8,0.47147
1002.9,0.47119
1003.0,0.4709
1003.1,0.47078
1003.2,0.47094
1003.3,0.47119
1003.4,0.47091
1003.5,0.47065
1003.6,0.47093
1003.7,0.47106
1003.8,0.47109
1003.8,0.47114
1004.0,0.47124
1004.0,0.47141
1004.1,0.47136
1004.2,0.47144
1004.3,0.47103
1004.4,0.47044
1004.5,0.4705
1004.6,0.47078
1004.7,0.47063
1004.8,0.47034
1004.9,0.47035
1005.0,0.47066
1005.1,0.47091
1005.2,0.47074
1005.3,0.47032
1005.4,0.47061
1005.5,0.47087
1005.6,0.47056
1005.7,0.47038
1005.8,0.47019
1005.9,0.47043
1006.0,0.47078
1006.1,0.47041
1006.2,0.47014
1006.3,0.47026
1006.4,0.4702
1006.5,0.4701
1006.6,0.47034
1006.7,0.47057
1006.8,0.47052
1006.9,0.47042
1007.0,0.47036
1007.1,0.47034
1007.2,0.47028
1007.3,0.4704
1007.4,0.47033
1007.5,0.47041
1007.6,0.47044
1007.7,0.47001
1007.8,0.47
1007.8,0.47044
1008.0,0.47038
1008.0,0.46986
1008.1,0.46988
1008.2,0.47016
1008.3,0.47018
1008.4,0.46983
1008.5,0.4698
1008.6,0.4698
1008.7,0.46979
1008.8,0.47008
1008.9,0.46995
1009.0,0.46967
1009.1,0.46962
1009.2,0.4699
1009.3,0.46944
1009.4,0.46926
1009.5,0.46963
1009.6,0.46976
1009.7,0.46968
1009.8,0.46951
1009.9,0.4699
1010.0,0.47045
1010.1,0.47026
1010.2,0.46974
1010.3,0.46923
1010.4,0.46911
1010.5,0.46947
1010.6,0.46944
1010.7,0.4694
1010.8,0.46969
1010.9,0.46965
1011.0,0.46929
1011.1,0.46913
1011.2,0.46904
1011.3,0.46909
1011.4,0.46946
1011.5,0.46958
1011.6,0.4692
1011.7,0.46903
1011.8,0.46913
1011.9,0.46937
1012.0,0.46963
1012.1,0.46941
1012.2,0.46892
1012.3,0.46871
1012.4,0.46884
1012.5,0.4691
1012.6,0.46921
1012.7,0.46901
1012.8,0.46903
1012.9,0.46924
1013.0,0.46902
1013.1,0.46854
1013.2,0.46864
1013.3,0.46881
1013.4,0.46911
1013.5,0.46923
1013.6,0.46896
1013.7,0.46891
1013.8,0.46905
1013.9,0.46915
1014.0,0.46903
1014.1,0.4689
1014.2,0.46906
1014.3,0.46897
1014.3,0.4686
1014.5,0.46859
1014.5,0.46903
1014.7,0.4692
1014.8,0.46888
1014.8,0.46844
1015.0,0.46821
1015.0,0.46874
1015.2,0.46903
1015.3,0.46913
1015.3,0.46913
1015.5,0.46911
1015.5,0.46893
1015.6,0.46861
1015.7,0.46809
1015.8,0.46812
1015.9,0.46856
1016.0,0.46887
1016.1,0.46885
1016.2,0.46834
1016.3,0.46847
1016.4,0.46865
1016.5,0.46859
1016.6,0.46837
1016.7,0.46844
1016.8,0.46856
1016.9,0.46875
1017.0,0.46847
1017.1,0.46823
1017.2,0.46831
1017.3,0.4685
1017.4,0.46836
1017.5,0.46826
1017.6,0.46844
1017.7,0.46832
1017.8,0.46772
1017.9,0.46777
1018.0,0.4682
1018.1,0.46795
1018.2,0.46772
1018.3,0.46777
1018.4,0.46817
1018.5,0.46832
1018.6,0.46817
1018.7,0.4683
1018.8,0.46863
1018.9,0.46858
1019.0,0.46821
1019.1,0.46831
1019.2,0.46808
1019.3,0.4678
1019.4,0.46782
1019.5,0.46812
1019.6,0.46801
1019.7,0.46768
1019.8,0.4678
1019.9,0.46802
1020.0,0.46788
1020.1,0.46747
1020.2,0.46754
1020.3,0.468
1020.4,0.46792
1020.5,0.46757
1020.6,0.46755
1020.7,0.46791
1020.8,0.46783
1020.9,0.46762
1021.0,0.46795
1021.1,0.46785
1021.2,0.46765
1021.3,0.46742
1021.4,0.46737
1021.5,0.4675
1021.7,0.46764
1021.8,0.46792
1021.8,0.46769
1022.0,0.4676
1022.0,0.46751
1022.2,0.46742
1022.3,0.46756
1022.3,0.46744
1022.5,0.46746
1022.5,0.46759
1022.7,0.46716
1022.8,0.4673
1022.8,0.4674
1023.0,0.46701
1023.1,0.46674
1023.2,0.46698
1023.3,0.46742
1023.4,0.46736
1023.5,0.46723
1023.6,0.46733
1023.7,0.46728
1023.8,0.46721
1023.9,0.46732
1024.0,0.46727
1024.1,0.46712
1024.2,0.46672
1024.3,0.4668
1024.4,0.46716
1024.5,0.46708
1024.6,0.46707
1024.7,0.46706
1024.8,0.46732
1024.9,0.46731
1025.0,0.46704
1025.1,0.46695
1025.2,0.46704
1025.3,0.46694
1025.4,0.46652
1025.5,0.46611
1025.6,0.46626
1025.7,0.46678
1025.8,0.46689
1025.9,0.46663
1026.0,0.4666
1026.1,0.46694
1026.2,0.46693
1026.3,0.46687
1026.4,0.46708
1026.5,0.4673
1026.6,0.46705
1026.7,0.46673
1026.8,0.4667
1026.9,0.46682
1027.0,0.46675
1027.1,0.4668
1027.2,0.46692
1027.3,0.4666
1027.4,0.4665
1027.5,0.46643
1027.6,0.46633
1027.7,0.46649
1027.8,0.4666
1027.9,0.46652
1028.0,0.46662
1028.1,0.46685
1028.2,0.46679
1028.3,0.46651
1028.4,0.46648
1028.5,0.46655
1028.6,0.46643
1028.7,0.46637
1028.8,0.46612
1028.9,0.46617
1029.0,0.4662
1029.1,0.46599
1029.3,0.46602
1029.3,0.4663
1029.4,0.46641
1029.6,0.46622
1029.7,0.46607
1029.8,0.46616
1029.9,0.46606
1030.0,0.46622
1030.1,0.46617
1030.2,0.46607
1030.3,0.46651
1030.4,0.46627
1030.5,0.46587
1030.6,0.46589
1030.7,0.46599
1030.8,0.46598
1030.9,0.46582
1031.0,0.4659
1031.1,0.46585
1031.2,0.46582
1031.3,0.466
1031.4,0.46589
1031.5,0.46576
1031.6,0.46607
1031.7,0.46617
1031.8,0.46589
1031.9,0.46561
1032.0,0.46543
1032.1,0.46545
1032.2,0.46555
1032.3,0.46568
1032.4,0.46588
1032.5,0.46589
1032.6,0.46569
1032.7,0.4657
1032.8,0.46579
1032.9,0.4657
1033.0,0.46571
1033.1,0.46567
1033.2,0.46547
1033.3,0.46553
1033.4,0.46566
1033.6,0.46586
1033.7,0.46597
1033.8,0.46582
1033.9,0.46569
1034.0,0.46572
1034.1,0.46543
1034.2,0.46526
1034.3,0.46544
1034.4,0.46551
1034.5,0.46561
1034.6,0.46542
1034.7,0.46533
1034.8,0.46547
1034.9,0.46533
1035.0,0.4652
1035.1,0.46543
1035.2,0.46547
1035.3,0.46551
1035.4,0.46567
1035.5,0.4654
1035.6,0.46546
1035.7,0.46569
1035.8,0.46549
1035.9,0.46537
1036.0,0.46529
1036.1,0.46531
1036.2,0.46546
1036.3,0.46549
1036.4,0.46549
1036.6,0.46534
1036.7,0.46545
1036.8,0.46538
1036.9,0.46521
1037.0,0.46516
1037.1,0.46515
1037.2,0.46514
1037.3,0.46488
1037.4,0.46483
1037.5,0.46478
1037.6,0.46467
1037.7,0.46469
1037.8,0.4646
1037.9,0.46462
1038.0,0.46491
1038.1,0.46483
1038.2,0.46468
1038.3,0.46475
1038.4,0.46479
1038.5,0.46498
1038.6,0.46493
1038.7,0.46494
1038.8,0.46496
1038.9,0.4649
1039.0,0.46476
1039.1,0.4647
1039.3,0.46471
1039.3,0.46482
1039.5,0.46493
1039.6,0.46501
1039.7,0.46499
1039.8,0.46488
1039.9,0.46477
1040.0,0.46475
1040.1,0.46496
1040.2,0.46517
1040.3,0.46508
1040.4,0.46485
1040.5,0.46464
1040.6,0.46441
1040.7,0.46436
1040.8,0.46463
1040.9,0.46492
1041.0,0.46466
1041.1,0.46419
1041.2,0.46418
1041.3,0.46451
1041.4,0.46477
1041.5,0.46448
1041.7,0.46412
1041.8,0.46418
1041.9,0.46443
1042.0,0.4646
1042.1,0.4645
1042.2,0.46415
1042.3,0.46412
1042.4,0.46443
1042.5,0.46443
1042.6,0.46451
1042.7,0.46451
1042.8,0.46456
1042.9,0.46456
1043.0,0.46438
1043.1,0.46405
1043.2,0.46416
1043.3,0.46417
1043.4,0.46383
1043.5,0.46368
1043.6,0.46402
1043.7,0.46428
1043.8,0.46447
1043.9,0.46417
1044.1,0.46413
1044.2,0.46446
1044.3,0.46432
1044.4,0.46393
1044.5,0.46361
1044.6,0.46352
1044.7,0.46368
1044.8,0.46367
1044.9,0.46355
1045.0,0.46377
1045.1,0.46366
1045.2,0.46361
1045.3,0.46382
1045.4,0.46372
1045.5,0.46372
1045.6,0.46386
1045.7,0.46361
1045.8,0.46349
1045.9,0.4637
1046.1,0.46399
1046.2,0.46404
1046.3,0.46362
1046.4,0.46343
1046.5,0.46365
1046.6,0.46364
1046.7,0.46343
1046.8,0.46358
1046.9,0.46357
1047.0,0.4635
1047.1,0.46357
1047.2,0.46365
1047.3,0.46383
1047.4,0.46389
1047.5,0.46366
1047.6,0.46351
1047.8,0.46363
1047.8,0.46361
1048.0,0.4637
1048.1,0.46361
1048.2,0.46323
1048.3,0.46325
1048.4,0.46352
1048.5,0.46356
1048.6,0.4635
1048.7,0.46331
1048.8,0.46328
1048.9,0.46333
1049.0,0.46323
1049.1,0.46322
1049.2,0.46334
1049.3,0.46324
1049.4,0.46306
1049.6,0.46315
1049.7,0.46313
1049.8,0.46305
1049.9,0.46308
1050.0,0.46329
1050.1,0.46353
1050.2,0.4633
1050.3,0.46304
1050.4,0.46314
1050.5,0.46307
1050.6,0.46273
1050.7,0.46288
1050.8,0.46331
1050.9,0.46311
1051.0,0.46279
1051.2,0.463
1051.3,0.46312
1051.4,0.46325
1051.5,0.46327
1051.6,0.46297
1051.7,0.4629
1051.8,0.46315
1051.9,0.46334
1052.0,0.46319
1052.1,0.46285
1052.2,0.46262
1052.3,0.46264
1052.4,0.46271
1052.5,0.46288
1052.6,0.46305
1052.8,0.46318
1052.8,0.46313
1053.0,0.46309
1053.1,0.46303
1053.2,0.46282
1053.3,0.46277
1053.4,0.46272
1053.5,0.46298
1053.6,0.46296
1053.7,0.46279
1053.8,0.46295
1053.9,0.46288
1054.0,0.46265
1054.1,0.46278
1054.2,0.4628
1054.3,0.46274
1054.5,0.46254
1054.6,0.46249
1054.7,0.46257
1054.8,0.46236
1054.9,0.46237
1055.0,0.4626
1055.1,0.46262
1055.2,0.4625
1055.3,0.46284
1055.4,0.46288
1055.5,0.46252
1055.6,0.46252
1055.7,0.46256
1055.8,0.46261
1056.0,0.46255
1056.1,0.4622
1056.2,0.46222
1056.3,0.46242
1056.4,0.46249
1056.5,0.4622
1056.6,0.46211
1056.7,0.4624
1056.8,0.46238
1056.9,0.46226
1057.0,0.46233
1057.1,0.46207
1057.3,0.46202
1057.4,0.46242
1057.5,0.46238
1057.6,0.46205
1057.7,0.46204
1057.8,0.46207
1057.9,0.46209
1058.0,0.46224
1058.1,0.46231
1058.2,0.4622
1058.3,0.46224
1058.4,0.46228
1058.6,0.46211
1058.7,0.46215
1058.8,0.46236
1058.9,0.46223
1059.0,0.46198
1059.1,0.46205
1059.2,0.46214
1059.3,0.46214
1059.4,0.46214
1059.5,0.46188
1059.6,0.46178
1059.7,0.46205
1059.8,0.46213
1059.9,0.4621
1060.1,0.46205
1060.2,0.46193
1060.3,0.46198
1060.4,0.46202
1060.5,0.46222
1060.6,0.46255
1060.7,0.46231
1060.8,0.46179
1060.9,0.4617
1061.0,0.46161
1061.1,0.46143
1061.3,0.46144
1061.4,0.46165
1061.5,0.46186
1061.6,0.46149
1061.7,0.4613
1061.8,0.46138
1061.9,0.46144
1062.0,0.46152
1062.1,0.46135
1062.2,0.46137
1062.3,0.46164
1062.4,0.46176
1062.6,0.46168
1062.7,0.46159
1062.8,0.46139
1062.9,0.46138
1063.0,0.46151
1063.1,0.46149
1063.2,0.46151
1063.3,0.4614
1063.4,0.46131
1063.5,0.46136
1063.7,0.46148
1063.8,0.46165
1063.9,0.46184
1064.0,0.46164
1064.1,0.46152
1064.2,0.46149
1064.3,0.46154
1064.4,0.46168
1064.5,0.46176
1064.6,0.4616
1064.7,0.4614
1064.8,0.46142
1065.0,0.46148
1065.1,0.46132
1065.2,0.46128
1065.3,0.4613
1065.4,0.46128
1065.5,0.4613
1065.6,0.46139
1065.7,0.46142
1065.8,0.46151
1065.9,0.46149
1066.1,0.46138
1066.2,0.46155
1066.3,0.46154
1066.4,0.46142
1066.5,0.46149
1066.6,0.4612
1066.7,0.46098
1066.8,0.4612
1066.9,0.46123
1067.0,0.46102
1067.2,0.46106
1067.3,0.46124
1067.4,0.46099
1067.5,0.46085
1067.6,0.46103
1067.7,0.46124
1067.8,0.46142
1067.9,0.4615
1068.0,0.46128
1068.1,0.46085
1068.3,0.46059
1068.4,0.46083
1068.5,0.46091
1068.6,0.46098
1068.7,0.46112
1068.8,0.46113
1068.9,0.4609
1069.0,0.46093
1069.1,0.46079
1069.2,0.46082
1069.3,0.46125
1069.5,0.46119
1069.6,0.46101
1069.7,0.461
1069.8,0.461
1069.9,0.46091
1070.0,0.46074
1070.1,0.46083
1070.2,0.46077
1070.3,0.4608
1070.4,0.46079
1070.6,0.46098
1070.7,0.46108
1070.8,0.46092
1070.9,0.46071
1071.0,0.46055
1071.1,0.4604
1071.2,0.4605
1071.3,0.46068
1071.4,0.46074
1071.6,0.46081
1071.7,0.46068
1071.8,0.46044
1071.9,0.46044
1072.0,0.46059
1072.1,0.46059
1072.2,0.46049
1072.3,0.46046
1072.4,0.46069
1072.6,0.46072
1072.7,0.46058
1072.8,0.4603
1072.9,0.46048
1073.0,0.46074
1073.1,0.46063
1073.2,0.46056
1073.3,0.46034
1073.4,0.46032
1073.6,0.46049
1073.7,0.4608
1073.8,0.46081
1073.9,0.46046
1074.0,0.46024
1074.1,0.46041
1074.2,0.46048
1074.3,0.46041
1074.4,0.46053
1074.6,0.46047
1074.7,0.46026
1074.8,0.46028
1074.9,0.46039
1075.0,0.46037
1075.1,0.4602
1075.2,0.46019
1075.3,0.46021
1075.4,0.46011
1075.6,0.46024
1075.7,0.46024
1075.8,0.46017
1075.9,0.46016
1076.0,0.46024
1076.1,0.4603
1076.2,0.4602
1076.3,0.45989
1076.4,0.45987
1076.6,0.46011
1076.7,0.4599
1076.8,0.45975
1076.9,0.46005
1077.0,0.45994
1077.1,0.45983
1077.2,0.46
1077.3,0.45999
1077.4,0.46007
1077.6,0.45994
1077.7,0.45976
1077.8,0.45988
1077.9,0.45989
1078.0,0.45986
1078.1,0.46001
1078.2,0.46017
1078.3,0.46013
1078.5,0.45996
1078.6,0.45973
1078.7,0.45968
1078.8,0.45964
1078.9,0.45966
1079.0,0.45973
1079.1,0.4597
1079.3,0.45977
1079.4,0.45995
1079.5,0.4599
1079.6,0.45964
1079.7,0.45948
1079.8,0.45944
1079.9,0.45953
1080.0,0.45984
1080.2,0.45991
1080.3,0.45994
1080.4,0.45968
1080.5,0.45942
1080.6,0.45941
1080.7,0.45952
1080.8,0.4595
1080.9,0.45968
1081.1,0.45971
1081.2,0.45943
1081.3,0.45952
1081.4,0.45958
1081.5,0.45957
1081.6,0.45951
1081.7,0.4594
1081.8,0.45943
1081.9,0.45968
1082.1,0.45972
1082.2,0.45935
1082.3,0.4591
1082.4,0.45922
1082.5,0.45937
