Sample ID,11_Iceland_00002
Species,11_Iceland
Subgroup,11_Iceland
Group,11_Iceland
Library,EXM_MRS
Sample Description,Sample 11
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.110656
351.0,0.110653
352.0,0.11057499999999999
353.0,0.110393
354.0,0.110275
355.0,0.110466
356.0,0.11051399999999999
357.0,0.11042400000000001
358.0,0.11025499999999999
359.0,0.110178
360.0,0.110221
361.0,0.110366
362.0,0.11057399999999999
363.0,0.11082399999999999
364.0,0.111097
365.0,0.11138400000000001
366.0,0.11167400000000001
367.0,0.11197900000000001
368.0,0.11231400000000001
369.0,0.112705
370.0,0.113108
371.0,0.11344599999999999
372.0,0.11351699999999999
373.0,0.113682
374.0,0.11397
375.0,0.11419499999999999
376.0,0.114375
377.0,0.11450900000000001
378.0,0.114604
379.0,0.11469099999999999
380.0,0.114793
381.0,0.115038
382.0,0.11535999999999999
383.0,0.115674
384.0,0.115921
385.0,0.11611700000000001
386.0,0.116302
387.0,0.11659900000000001
388.0,0.117012
389.0,0.11744199999999999
390.0,0.117891
391.0,0.118352
392.0,0.118795
393.0,0.119294
394.0,0.119871
395.0,0.12042199999999999
396.0,0.12094900000000001
397.0,0.121449
398.0,0.121828
399.0,0.122152
400.0,0.12251899999999999
401.0,0.122777
402.0,0.12295199999999999
403.0,0.123115
404.0,0.12334400000000001
405.0,0.12364699999999999
406.0,0.12403800000000001
407.0,0.124488
408.0,0.12496499999999999
409.0,0.125344
410.0,0.12573600000000001
411.0,0.126175
412.0,0.12658
413.0,0.12699
414.0,0.12742
415.0,0.127743
416.0,0.128048
417.0,0.128416
418.0,0.128738
419.0,0.129043
420.0,0.12936999999999999
421.0,0.12969
422.0,0.129996
423.0,0.130291
424.0,0.130525
425.0,0.130717
426.0,0.13092700000000002
427.0,0.131188
428.0,0.131493
429.0,0.13177
430.0,0.13200699999999999
431.0,0.132203
432.0,0.132358
433.0,0.132516
434.0,0.132693
435.0,0.13283
436.0,0.132947
437.0,0.133047
438.0,0.133114
439.0,0.133158
