Sample ID,3_Sabtha_00002
Species,3_Sabtha
Subgroup,3_Sabtha
Group,3_Sabtha
Library,EXM_MRS
Sample Description,Sample 3
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,15,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.376166
351.0,0.37560499999999997
352.0,0.374918
353.0,0.374139
354.0,0.373369
355.0,0.37276200000000004
356.0,0.37195999999999996
357.0,0.371079
358.0,0.370452
359.0,0.369827
360.0,0.36918599999999996
361.0,0.368643
362.0,0.368111
363.0,0.36755499999999997
364.0,0.366891
365.0,0.366375
366.0,0.366199
367.0,0.36601700000000004
368.0,0.365967
369.0,0.36623
370.0,0.366558
371.0,0.36689700000000003
372.0,0.36713799999999996
373.0,0.36746
374.0,0.36786700000000006
375.0,0.368301
376.0,0.368401
377.0,0.36804200000000004
378.0,0.367635
379.0,0.367468
380.0,0.36778700000000003
381.0,0.368135
382.0,0.368532
383.0,0.36898899999999996
384.0,0.36951
385.0,0.370078
386.0,0.370615
387.0,0.37141599999999997
388.0,0.37243899999999996
389.0,0.373224
390.0,0.374022
391.0,0.374907
392.0,0.375967
393.0,0.37709899999999996
394.0,0.378245
395.0,0.379206
396.0,0.38014600000000004
397.0,0.38118699999999994
398.0,0.381963
399.0,0.382603
400.0,0.38332099999999997
401.0,0.383573
402.0,0.383493
403.0,0.38345399999999996
404.0,0.383617
405.0,0.383967
406.0,0.384392
407.0,0.385062
408.0,0.38593299999999997
409.0,0.38657400000000003
410.0,0.387297
411.0,0.388209
412.0,0.389135
413.0,0.39016
414.0,0.391325
415.0,0.39226700000000003
416.0,0.393169
417.0,0.39420299999999997
418.0,0.395136
419.0,0.39604300000000003
420.0,0.397027
421.0,0.398022
422.0,0.39902299999999996
423.0,0.400048
424.0,0.40090600000000004
425.0,0.40165300000000004
426.0,0.402491
427.0,0.403338
428.0,0.40422600000000003
429.0,0.40535899999999997
430.0,0.406462
431.0,0.407487
432.0,0.40850299999999995
433.0,0.409529
434.0,0.41056899999999996
435.0,0.41152
436.0,0.412502
437.0,0.413583
438.0,0.414591
439.0,0.415613
440.0,0.416706
441.0,0.417664
442.0,0.418624
443.0,0.419726
444.0,0.42066400000000004
445.0,0.421492
446.0,0.42228099999999996
447.0,0.423038
448.0,0.423822
449.0,0.424698
450.0,0.425751
451.0,0.42688699999999996
452.0,0.42789099999999997
453.0,0.42864800000000003
454.0,0.429283
455.0,0.430126
456.0,0.430852
457.0,0.431497
458.0,0.432243
459.0,0.43303400000000003
460.0,0.433834
461.0,0.43449899999999997
462.0,0.435275
463.0,0.436168
464.0,0.43695799999999996
465.0,0.437808
466.0,0.43869
467.0,0.439345
468.0,0.439976
469.0,0.440616
470.0,0.441185
471.0,0.441787
472.0,0.44244700000000003
473.0,0.44290300000000005
474.0,0.443611
475.0,0.44473300000000004
476.0,0.44596800000000003
477.0,0.44687
478.0,0.447257
479.0,0.447509
480.0,0.44789999999999996
481.0,0.44854
482.0,0.449037
483.0,0.449628
484.0,0.45038200000000006
485.0,0.451044
486.0,0.45175699999999996
487.0,0.45255
488.0,0.45317599999999997
489.0,0.453774
490.0,0.454399
491.0,0.45504
492.0,0.455704
493.0,0.45638599999999996
494.0,0.457044
495.0,0.457686
496.0,0.45832999999999996
497.0,0.45911900000000005
498.0,0.45988300000000004
499.0,0.460565
500.0,0.461299
501.0,0.462042
502.0,0.462795
503.0,0.463733
504.0,0.464621
505.0,0.465362
506.0,0.46602
507.0,0.466697
508.0,0.46739400000000003
509.0,0.467987
510.0,0.468612
511.0,0.469275
512.0,0.46985999999999994
513.0,0.47045699999999996
514.0,0.471096
515.0,0.471832
516.0,0.47251800000000005
517.0,0.473163
518.0,0.473842
519.0,0.474474
520.0,0.475092
521.0,0.47580399999999995
522.0,0.476508
523.0,0.477172
524.0,0.477746
525.0,0.47828499999999996
526.0,0.478785
527.0,0.47922400000000004
528.0,0.479804
529.0,0.480438
530.0,0.481012
531.0,0.481497
532.0,0.481978
533.0,0.482517
534.0,0.483056
535.0,0.48361600000000005
536.0,0.484203
537.0,0.484673
538.0,0.48511899999999997
539.0,0.48560499999999995
540.0,0.486427
541.0,0.487115
542.0,0.48755299999999996
543.0,0.487859
544.0,0.48820099999999994
545.0,0.48861
546.0,0.489006
547.0,0.489467
548.0,0.48999200000000004
549.0,0.490577
550.0,0.491091
551.0,0.49153399999999997
552.0,0.491914
553.0,0.49222299999999997
554.0,0.492524
555.0,0.49286
556.0,0.493191
557.0,0.493536
558.0,0.493901
559.0,0.49426400000000004
560.0,0.494605
561.0,0.494922
562.0,0.495235
563.0,0.49554000000000004
564.0,0.495849
565.0,0.49619199999999997
