,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1445.9515979,0.9714675319665569,0.951549513464133,0.9460159903264018,0.9561125676246855,0.8136954354717024,0.9263794118043469,0.6780011603400943,0.9992358407842105,0.8013481897887963,0.7429465826955909,0.7737892381576575,0.9855534355237382,0.8398894103950646,0.970414984519336,0.9477699041375738,0.9549502058632229,0.9527599028418406,0.893533391791176,0.9893985972692153,0.9229111802554347,0.859029733608682,0.7961999175040373,0.9415212713276597,0.7997043966838253,0.7985504476165689,0.7537396479277737,0.990739706272525,0.7344400233870869,0.8487575806378315
1451.69304835,0.9712150686824349,0.9496558333342224,0.945531205269661,0.9521875805043919,0.8177821527193286,0.9231840504132676,0.7046789054654433,0.9998223811526955,0.7905754355832115,0.7477229565929412,0.7820312334512761,0.9849864613143485,0.841809379072526,0.9725736426789251,0.9527728356900732,0.9577439439808269,0.957842092026841,0.8965744392832451,0.9917447150874984,0.9267925722506818,0.874827623258164,0.8031277925149394,0.9461414326654506,0.7870900868763452,0.8153942007784731,0.7527766394690181,0.9836349269484661,0.7234551116885535,0.8510395252274242
1457.44370948,0.9710315481225229,0.9481016311076431,0.9449642855304728,0.9466421393551607,0.8214448945238635,0.9198991195378612,0.7190114694376596,1.0,0.7797019187021036,0.752975552553278,0.790330116584749,0.9852808632639517,0.8437456653642794,0.9747272248961806,0.9571894426617938,0.9603063344209811,0.9608853374626056,0.8993524081812454,0.9932152413995144,0.928688456134589,0.8843533798823333,0.8080443429903239,0.9495959066330998,0.7700626244702263,0.8302770122858052,0.7637097920622411,0.9726732192718617,0.7138460739584963,0.8541400859021767
1463.20355265,0.9707590349238897,0.9469044689418604,0.9447953747411927,0.9378635229710117,0.8265150048098537,0.9166487992686602,0.7242387065384611,0.9999721919303405,0.7682965855083342,0.7583770402692678,0.7986608615070028,0.9862348595266311,0.8454276110286438,0.9765863660350217,0.9605043967100205,0.9621100552655718,0.9631026107782473,0.9023403831143745,0.99436382698461,0.9312312610716675,0.8903609588705359,0.8130358244410325,0.951934266718168,0.7530695081910261,0.8398962853641785,0.7747628029696646,0.9577410675392004,0.7053523957138954,0.8576220392807193
1468.97254925,0.9707875888314733,0.9458279526350484,0.9449849947093725,0.9238904450029187,0.8339419493008693,0.9130999392922056,0.7343319502386658,0.9999949639600775,0.7570545811472128,0.7633357027386154,0.8073741959289122,0.9865360169204798,0.8471237242064317,0.9783502782455781,0.9631128496187005,0.9638423282254801,0.9651015849813266,0.9054976968373543,0.9948979377519898,0.9346134778786388,0.8964943585902874,0.8208100427097457,0.9539682991917325,0.727023468713178,0.844100985987506,0.7824622932785408,0.94108564441705,0.6979841257422424,0.8612303956265064
1474.75040717,0.9712151886814884,0.9448034656526986,0.9452401853338345,0.9062667694319853,0.8430662652480024,0.9083971768513108,0.7589118581448778,0.9999202839472093,0.7458810505280649,0.7687474264478751,0.8161660280180216,0.9870416159309588,0.8489636825944146,0.9795299947548087,0.9659323442522881,0.9657599290135757,0.9672612550481865,0.909057053913574,0.9954449956911952,0.9398209893416152,0.9033196110201245,0.8317757264672089,0.9564557365898951,0.6948263414933357,0.8468341884002272,0.7870788897170722,0.9272071874153176,0.692252730964657,0.8653283365208364
1480.53455271,0.9709508472444702,0.9440164975412761,0.9456700819222659,0.898528223553285,0.8526192545885538,0.9028391017144002,0.789693380090726,1.0,0.7344195629696799,0.7741410090334375,0.8246951358128138,0.9877629414484603,0.850989709987545,0.9807028534461553,0.9682248592605665,0.9675014763980067,0.9689361971276306,0.9130648699630223,0.996792003714564,0.9448023444358788,0.910262899243963,0.8438924729659433,0.9590951918308828,0.7026425473691739,0.8544886358649798,0.7889407619118427,0.9236720571808238,0.688038834146983,0.8703646600406513
1486.32495713,0.97058107261384,0.9432098512097674,0.946636443313291,0.9098262487996169,0.8621290445669902,0.8973375261641059,0.8179281728110632,0.9997095458168351,0.7229459394249194,0.7797319879454764,0.8330820941653982,0.988941178316264,0.8531964693776883,0.9812126017016086,0.9700667991641239,0.9686263742569905,0.9699703888502264,0.9170197442354256,0.9978840679855052,0.9487238331171522,0.9163737371257612,0.8551669051627793,0.9616809091150237,0.7590974400496038,0.8665831162449972,0.7885339119889968,0.9343914516537914,0.6846628195615881,0.8757179281363593
1492.12159183,0.9707417131611986,0.9426078094967903,0.9470610894190544,0.9292079215721595,0.871364174288143,0.8908300002869821,0.8420295040962823,0.9996969380954334,0.7115782282962257,0.7856088564578654,0.8411838602636087,0.9895409983492726,0.8552390144817383,0.9813973208795941,0.9713441954136116,0.9697810921062116,0.970379915832499,0.9209493863130925,0.9986557783913883,0.9522587221215923,0.9217825923634976,0.8652557014289469,0.9630216868787672,0.8094942968287291,0.878713951519777,0.7896124871002468,0.9498134432612739,0.6811427859969481,0.8815690723216283
1497.92442836,0.9708080903658314,0.942288201591745,0.9468848789371661,0.9435902254519253,0.8802943473563166,0.8829671959585617,0.8617773492099927,0.9999158580649491,0.700234201731021,0.7918864366163928,0.84891438395684,0.9887226823557004,0.8567436852332085,0.9813762371394414,0.9720878431469022,0.971080355111697,0.9699550790492151,0.9251190655308197,0.9991205733099803,0.9550936853284099,0.9263876621280154,0.8744065940690574,0.9639855489524206,0.8421077178314934,0.8901735011488661,0.7970613906595742,0.9593815235795387,0.677361333960179,0.8874142140030514
1503.73343845,0.9707193714597301,0.9418185419795813,0.9468856853161155,0.9516074680279899,0.8886640820046163,0.8741416795300281,0.8774221449050769,1.0,0.6885804443529356,0.7981639054156423,0.8561493490012949,0.9878131014714615,0.858310030018881,0.9806689159222072,0.9735245188487718,0.9721155521729774,0.9688890927376796,0.9293005682057448,0.9994330310904656,0.95761585558726,0.9305951655999818,0.8825811303078526,0.9647831560696946,0.8683481776402757,0.9010453043321307,0.809298647725056,0.9633860408853175,0.6730200029960359,0.8929897647769356
1509.54899004,0.9705261234856631,0.9415962277497473,0.9468665558364845,0.956423199355901,0.8964391087233086,0.8649649511928583,0.8906213701692388,1.0,0.6770480127601223,0.80424281854223,0.8631133408984087,0.9873652290296335,0.860120273776891,0.98005039804568,0.9755040700951807,0.9733750302356965,0.9685106365834566,0.9338347115082607,0.9997611602644773,0.9602666422971909,0.934163585447286,0.8900267763547154,0.9650428212406986,0.8933086499217544,0.9105445683436577,0.8205947672790707,0.9650141109184251,0.6679553249487387,0.8983039567767973
1515.38336105,0.9702862909569631,0.9417363907657005,0.9466990410742688,0.9597565806655414,0.9038745383913518,0.8557693758741582,0.9022912580751492,0.999979576807373,0.6657113051712817,0.810749688200084,0.8702439037483485,0.987919880223237,0.8615419059753074,0.9800499172196288,0.9768066694442682,0.974273158711073,0.9675847143943827,0.938647404650568,1.0,0.9617623395892497,0.937461996457595,0.8968548930603091,0.9650994176398983,0.9136685851385291,0.9175996581793744,0.827842472901742,0.9644817617953142,0.6624516338029204,0.9031701967758097
1521.23658861,0.9701101371617501,0.9422152010449363,0.9463404716966759,0.962190792447704,0.910741596591049,0.8463854052612565,0.913231539916423,1.0,0.6541274360164869,0.817086489875027,0.87696164512321,0.9883814691194422,0.8632110521227127,0.9795737207241909,0.9776187136709475,0.9747882059978794,0.9664738196308597,0.9434097048439939,0.9997831240530691,0.963458764203168,0.9403010409800729,0.9031532514841455,0.9646687376730253,0.9284265826159619,0.9226023504103962,0.8311401170446531,0.96254403975482,0.6562078148886764,0.9075390375920179
1527.10870977,0.9698333470481212,0.942642755154885,0.9466844362114142,0.9638352276607876,0.9173157319782823,0.8366066055089009,0.9229255422306781,0.999796370719903,0.6428513103868966,0.8231482303321935,0.8836877690864454,0.9885024986942219,0.8648726330188222,0.9791422006249137,0.9784084652044606,0.9748607436008806,0.9648737087249726,0.9481631996718299,0.9994663700091034,0.9651356098428157,0.9428040714454416,0.9091222786929392,0.9631516700909133,0.9391449824386985,0.9257687834117784,0.8317735271153831,0.960487821660354,0.6495403079732623,0.9114258189824577
1532.99976154,0.9696032279356056,0.9432525256976384,0.9474532532159861,0.9649831751338229,0.9233415385789396,0.8269706880167029,0.9312226543410762,0.9994761408853039,0.6314717786269087,0.8295559867529989,0.8903213719952503,0.9882775689135028,0.8661230023417117,0.9786896094658423,0.979526853815617,0.975440503842806,0.9632582405261543,0.9524318231483513,0.9991757906249039,0.9662038603691863,0.9447590903094482,0.9148814551754727,0.9611647480855141,0.947154224650805,0.928074533852493,0.8318275968542161,0.958375564689018,0.6426744496554091,0.9150866212043008
1538.90978084,0.9694303491440011,0.9440325004173703,0.9480044186019441,0.9654316965596751,0.9290748411116018,0.8190550920103683,0.9380079580531908,0.9992104489276784,0.6200913234655125,0.8358672749838082,0.8966192238302398,0.9886922785289658,0.8673155658113071,0.9784976342382077,0.9803943470195476,0.9768700032529696,0.9622937934805901,0.9562790567028282,0.9988686884876055,0.9675064670250765,0.9468560688258089,0.9204423455122486,0.9605911042343085,0.9543092682901407,0.9313608574353119,0.8340789198207552,0.956824560355784,0.6358860004399431,0.9184321361478023
1544.8387776,0.9692841693707793,0.9451316789961793,0.9477535013429074,0.9657866074997117,0.9344826817578628,0.8169310566801359,0.9443394887418862,0.9989791300943707,0.6091321603203168,0.8419398575225834,0.902545505435067,0.9891029998449259,0.8687975449329115,0.9785151908090144,0.9814812729601701,0.9774290060185167,0.9630462895328862,0.9593181977708514,0.9986901128125352,0.9685185943668313,0.9484405630132056,0.9259185566237899,0.9622803247693875,0.9599784881088925,0.9361806487274278,0.8410721940850056,0.9558782898272724,0.6307316749830207,0.9214109637961556
1550.78660554,0.9689455551879156,0.9465691877482756,0.9477015621159552,0.9663482935875226,0.9394643526550074,0.8207281827592086,0.9503469121999215,0.9984413131697522,0.5980914509313695,0.8478951263651371,0.9080984425595511,0.9887746303742929,0.8695230779500146,0.9787724601424124,0.982139580328108,0.9776781061205335,0.9641297644330192,0.961845740638192,0.9985041133116513,0.9684475837995437,0.9499628229958141,0.9306436167383386,0.9647727614806241,0.9643771265590043,0.942883771374915,0.8525867028379644,0.9558159614795065,0.6291161734069983,0.9243215957711653
1556.75329898,0.9687583645268429,0.9481118684990097,0.9476053461422419,0.9669200897241526,0.9440858596893329,0.8282116625253092,0.955506654696696,0.9975812268995101,0.587169965042855,0.8534976772469338,0.9135883033930728,0.988557286232274,0.8703578042761932,0.9790466601230774,0.9822841689437969,0.9776539997111152,0.9652633546305632,0.9633680639601503,0.9983186142068302,0.9683645708942329,0.951382692825309,0.935012469152277,0.966349458921185,0.9679813239055093,0.9499529320253298,0.866320599414316,0.9564097998594274,0.6306541008594003,0.9269586780808537
1562.73889214,0.9687186063333288,0.9496056752848172,0.9477877830200322,0.9673110484499648,0.9483269650266398,0.8365073829902417,0.9598676063011823,0.9970996796705551,0.5763092789919161,0.8585852325480616,0.9186976967684285,0.9885805130697591,0.8712882429623234,0.9788568476573738,0.9826161681554356,0.9778705306317325,0.9655378742614565,0.9646577065689889,0.9982459761692816,0.9691034796920783,0.9527210662219704,0.9393573141675241,0.9671055520256984,0.9710094385512474,0.9565507274151597,0.8791751433754372,0.9582538960452551,0.633128420360704,0.9296023577750672
1568.7434192,0.9682234973400379,0.9512186417884751,0.9470094452812314,0.9676118146040144,0.9522101465201805,0.8439697055261925,0.963774810380592,0.9963255271765855,0.5657021689502,0.863457120567489,0.9236410361037696,0.988030928844264,0.8718883376928677,0.9790761503104726,0.9833081509399797,0.9779989965792183,0.9657541704682763,0.966252793025101,0.9982651468121946,0.9701931328889907,0.9543161407180025,0.9433610764600289,0.9675397242548357,0.9729373824316275,0.9622179604417864,0.8900866139372628,0.9603435069703025,0.6351037165194072,0.9319488804687661
1574.76691423,0.9679546256418973,0.9531559412061054,0.9461638904900577,0.9675933472110556,0.9558505864899344,0.8504550206285952,0.9674321621943132,0.9956367028260853,0.5550481014216523,0.8689170884285934,0.9281738054160228,0.9871717411002017,0.872376528700114,0.9793232975566742,0.9836643258344309,0.9782393547133609,0.9664555175623477,0.9678026625154098,0.9978884488837508,0.9714366800315404,0.9555181252999442,0.9465218774633275,0.9678411991332455,0.9745827967009719,0.9675003620815474,0.8994841293580331,0.9625852822601706,0.6361627217826811,0.9342111370547693
1580.80672696,0.9676213039729112,0.954696286609641,0.9458180131426717,0.9675079795220575,0.9590945006460161,0.856524185367734,0.9713822179914289,0.9948034721941275,0.5444985741328364,0.8740235106770519,0.9325493462873219,0.9866038937979925,0.8729428791483002,0.9798037254665215,0.9841228569737897,0.9787921663909112,0.9674123918223821,0.9694824886139497,0.9972011490381077,0.971424036247108,0.956425924783278,0.9496284137114104,0.9680537931028533,0.9757906085202023,0.9717974988758221,0.9083946230787129,0.9644516899489817,0.6362737971916854,0.9362864928074282
1586.85843732,0.9673913819933357,0.9560000666077417,0.9457586656175054,0.9673493451909277,0.9621478621310956,0.8621867488526579,0.975287551758396,0.9937143361187114,0.5343194687819236,0.8794128400068304,0.9364935005834947,0.9861992725677341,0.8733460584368465,0.9803768330342004,0.9840613365852858,0.9790449561039445,0.9685315662201869,0.9709327558192271,0.9965168046004094,0.9715524495421755,0.9572806556411833,0.9526734901330806,0.967832098171641,0.9768984947741864,0.975225954825095,0.9166145177748866,0.9663999410322036,0.6353697318731233,0.938470654988331
1592.92202448,0.96753396847271,0.9571888434599302,0.945513724624111,0.9673553620544734,0.9649701286789295,0.8672088649873683,0.9783255787111632,0.9923530676759893,0.5243530077244954,0.884837974495923,0.9398827477345867,0.985382102827483,0.8739137211449557,0.980562227396017,0.9842713693202562,0.9790770633140549,0.9693310973655304,0.9724617399696485,0.9955209609887741,0.9719954635626508,0.9578996546495784,0.9558653821004331,0.9675095443300497,0.977967859833049,0.9787163791761642,0.9241774566791017,0.9680685425505144,0.6341541866423708,0.9403990842512758
1598.99746754,0.9682298981518057,0.9584091044316775,0.9443387291289383,0.966660363652666,0.9675313381651147,0.871575437953815,0.980014918033937,0.9907829802492655,0.5143086638149253,0.8900171345204156,0.943077700185333,0.9845569083554653,0.8747237520288679,0.9809700381966884,0.9847302851793296,0.9786734308185757,0.9698765683034573,0.9738466812796932,0.9950728020924914,0.9730292649490838,0.9587183116396066,0.9584341468657216,0.9675754068270417,0.9788214136489027,0.9828277585950868,0.9318542507508077,0.9695962015777991,0.6329959539676615,0.942429421831824
1605.08474557,0.9681371449833787,0.9597232748286146,0.9433781485988442,0.9663914428093223,0.9698311918307189,0.8753802845266253,0.9820365477263768,0.9892296486900821,0.5043608705857201,0.8946970888108161,0.9461267968848575,0.9838953868504459,0.8755383814822539,0.9812156304331627,0.9850290263652643,0.9784996691433717,0.9699884932530668,0.9748392997174324,0.9943924503292854,0.9734269333326174,0.9593487108002864,0.9606535324291123,0.9677959020411975,0.978941550330406,0.9864318523570355,0.9395192553937759,0.970905345644083,0.6320690753808268,0.9442815114192211
1611.18383758,0.9675574727919554,0.9608515029906655,0.943123079510737,0.9666426455149855,0.9720771195507126,0.8786960446356289,0.9842308758003264,0.9878266982656704,0.49471776112379773,0.8995281800592683,0.9490190186839078,0.9836043415893594,0.876242921553329,0.9810996344325725,0.9850348696576822,0.9789280568420864,0.9707147700461701,0.975648995054259,0.9940481004217953,0.9733453454626589,0.9598128456144939,0.9624118022272931,0.9677340296648805,0.9798568935657079,0.9891322448319816,0.947033884336769,0.9717354640387139,0.6319311005430914,0.9461812145510723
1617.31109985,0.9671534667170052,0.9621908334975847,0.9431674060131663,0.966503604543522,0.9739304765768554,0.8814180450498504,0.9865126969628207,0.9855823078067784,0.4856213303951855,0.9044391605537702,0.9511773262753366,0.9829443893936808,0.8765304525046701,0.9809377832615196,0.9843939290397807,0.9787530029108453,0.9715249476782152,0.9764861982671572,0.9931525397744123,0.9728130006991556,0.960107121802978,0.9643896986670601,0.9674434025013083,0.9811675732059238,0.9916408739303805,0.9539796136131,0.9721896179954036,0.6329463277313597,0.9479412434983114
1623.47024896,0.9669694844733461,0.9627210094952207,0.9431014409458242,0.9660593669197806,0.975870686348837,0.8839207103826927,0.9882950856124063,0.9827282139591177,0.47662540780313273,0.9092426485374535,0.9531329918169538,0.9818853821748157,0.8763565345878007,0.9808242493269438,0.983472880553537,0.9781698357457511,0.9719750228252123,0.9768395598982675,0.9921295494672424,0.9716298250397079,0.9602119295588097,0.9662291584848424,0.9671058189680691,0.982254351424492,0.9942748754745747,0.9599727885912286,0.9724934389546502,0.6350065735324101,0.949609324481283
1629.66154068,0.9666716666158524,0.9634605723871007,0.9424425027533473,0.9658838113925728,0.9774960635893561,0.886710016687021,0.9893310693866095,0.98013976747585,0.46805137419432774,0.9135118267878723,0.9547616637956534,0.9807669057878131,0.8759114653249706,0.9807963326456364,0.9828947957303951,0.9778270067070767,0.9722958434972585,0.9771840605642343,0.9914495976864893,0.9708474124431201,0.9602411250482749,0.9679511720444766,0.966647390087181,0.9829776360575718,0.9964814994818834,0.9655689132427901,0.9723600600271066,0.6380085740935652,0.9512834748465775
1635.88523392,0.9669191866993676,0.9635358454619571,0.9414833244844485,0.965671276926164,0.9789865932702703,0.8892663349791149,0.9899238256304763,0.9774694055066248,0.4598328786718638,0.9181343641949878,0.956356040868757,0.9799112871857957,0.8755623340962967,0.9809225603208809,0.9824839482007819,0.9778634476761192,0.9722136504719265,0.9779704002134937,0.9906436550782598,0.9706976222026225,0.9605236370048446,0.969833689648486,0.9661958006030866,0.9836253464890529,0.9982688881313445,0.9711809465912511,0.9720121622926577,0.6422944318334872,0.9526799828566855
1642.14159076,0.967105882614482,0.9635763559121252,0.940444145346052,0.9655681888628675,0.9799426804480385,0.8919079277262854,0.990041469187234,0.9753792480247346,0.4518832515052272,0.9222736817650515,0.9575584797309594,0.979187900472286,0.8752133893321606,0.9810286272604899,0.9824354565474616,0.977616803454892,0.9717588751309594,0.9785163492189655,0.9899845107380788,0.9703777651171769,0.9608892430801007,0.971350709816507,0.9657154188232481,0.9840140495909536,0.9995833815509092,0.9759412748960088,0.9720590858755765,0.6475682386571691,0.9540038552315356
1648.57498892,0.9667662379579626,0.9637109859059071,0.9395349339127902,0.9652706721073777,0.9810221480437799,0.8945267606798378,0.98967174625335,0.9727506690057598,0.44416725194176043,0.9262017532447665,0.9582657890657604,0.9784727629909785,0.8749561670001064,0.9806099459475222,0.9819849353120703,0.9768930587459317,0.9714899847525661,0.9792929866735415,0.9889676569249863,0.97006228295184,0.9607893305799736,0.9721935971081208,0.9652609732242733,0.9835460317742076,1.0,0.9798303973180951,0.9707304257706817,0.6528436955155167,0.9553664618451504
1655.33520858,0.9661294520814413,0.9637404494854253,0.939245739838463,0.9649609928838607,0.9814381763521092,0.8971706883556947,0.9888611364535987,0.969660792563576,0.4364663427714495,0.9308712341241742,0.9587633188503489,0.9774110092230728,0.8748305311190261,0.9803670935513826,0.9816881206447584,0.975309182190929,0.9709711120129674,0.9801780586413132,0.987683368815146,0.9700293720710853,0.9608074066699539,0.9722545028107006,0.9647701022228885,0.9821652526314204,1.0,0.9826454407125653,0.9691545851737334,0.6570118761645906,0.9563611407350383
1662.47344048,0.9645208573919475,0.9505821570747343,0.920194266673883,0.96521158902029,0.9597081144224864,0.9106622800227339,0.9804911889268254,0.9610669931086756,0.42302675231223436,0.9468180279296897,0.9421167549396784,0.9690912694098441,0.8936098316149284,0.9793549964906945,0.9761262102078377,0.9786825382535731,0.9601608698938571,0.9707343001188838,0.9908531397566478,0.979123122036524,0.9661956336509037,0.9545175154671649,0.9717192645619033,1.0,1.0,0.9767091987866147,0.9837884829851617,0.6714787226015159,0.964321843027526
1670.05561049,0.96863977108906,0.9953430430128309,0.968066851376545,0.9740308757576149,0.9889273222434328,0.8978040248201918,0.966081962283953,0.9846252416687731,0.4194932861283672,0.9291041229177753,0.9627212054454857,0.9677317453082707,0.8956955972762161,1.0,0.9763527943068617,1.0,0.984349553923303,0.9602415410963826,0.9761765576772152,0.972416213753744,0.9717856404277375,0.9629451438484316,0.9677886748151001,0.9831221624107569,1.0,0.9863697458983588,1.0,0.6586772931254843,1.0
1678.16902352,0.9808316372854489,0.9611247677707851,0.9453951702675553,0.9639550617672354,0.968806368254593,0.9204210282921302,0.982663247812061,0.9755689858769142,0.40695200913118645,0.9307396255089205,1.0,0.9502974245765506,0.8712929248978856,0.957285331552231,1.0,0.9909895063992775,0.9526495559318408,0.9349597832683377,0.9789056131227662,1.0,0.9816047016551828,0.9526356862775882,0.9809638252281754,0.985216585916509,0.9808686962622325,0.9818221024317483,0.9478400011696316,0.6571551042426804,0.9746765524482154
1686.55255666,0.9623830496929118,0.9492959622391517,0.9413065265257315,0.9736538125515629,0.9851394438467473,0.8865626432567947,1.0,1.0,0.4159213884927708,0.9436194884567392,0.9698599459385552,0.9667797532416744,0.8719017535376213,0.9596518096672686,0.9693590940148501,0.9866367134400683,0.9829159967555005,0.9950340955065189,0.9789821842661816,0.9812137982408733,0.9820631813943704,0.9686647447483253,0.9589477781706176,0.9906300080962221,0.9956662148040795,0.9630570033310043,0.9653978206022212,0.679467666747776,0.9409432473293953
1694.9652068,0.9728085815722547,0.9734771696890798,0.954129903934213,0.9599462380543855,1.0,0.896496067768269,0.9715017583803656,0.9612247400385227,0.3870827882297761,0.9491110508683346,0.9484575170293864,0.95788902398014,0.84805498163422,0.9391302357013385,0.9764159226015586,0.93058590035825,0.989000167431805,0.9672554683694795,0.9860596900813547,0.9706723955038276,0.958082331155571,1.0,0.9426410902940392,0.9920753083732027,0.9530590912223736,1.0,0.9479207291493753,0.6668996288193394,0.9776834382407721
1703.40698655,0.9460422589737338,0.9636040345619584,0.9126037582030363,0.9843753175350753,0.9808469748504793,0.9136758906962573,0.9563997449223666,0.9207937496104448,0.37557989448105406,0.9134306132649751,0.9453409105925983,0.9970445129210951,0.8427875245583367,0.9715554761748074,0.9913201283266185,0.9713141559060516,0.9742459348296164,0.9831478400820192,1.0,0.978015671341035,0.9621419727498008,0.9356300979799318,0.9853223588670933,0.9671661950907984,0.9897493846053577,0.9420589667573955,0.9951710125258619,0.6865446205286441,0.9320851940057433
1711.87790799,0.9486578928690894,0.9772419083941165,0.9271198450197394,0.9336668151940659,0.9898464714105455,0.9369060002228675,0.9682118455765111,0.912289741519349,0.37429745909279766,0.9389543842886484,0.9347068879301333,0.9677571745408781,0.879934023347631,0.9920219236652448,0.9997333500293407,0.962511292152315,0.9569060652414034,0.9778114057590778,0.9652554221383046,1.0,0.9600521539995565,0.9612362619311124,0.9610203686894059,0.9580118189487014,1.0,0.8907383551139637,0.9728914415191919,0.6793724346574878,0.9475624244446195
1720.37798277,0.9605498187240636,0.9285642449011988,0.9353722471335096,0.9454406586615981,0.9834846970067093,0.9137272251797703,0.9875419686616853,0.9610751655249544,0.372462274216968,0.9786867546861975,0.9735908641915932,0.9662925682123968,0.9028033215162258,0.998422585264598,0.9830529088202148,0.9996980068607798,0.9621934031460794,0.9501212638457862,0.9936955622948644,0.947284533358753,0.9332689405267849,0.9643957427028255,0.9832025934823279,0.923962362133969,0.9780344089915399,0.8986562393806651,0.960445364540183,0.6969174380900331,0.9547604915967282
1728.90722205,0.9411759699769795,0.9697032251897977,0.9076731271216143,0.9374843590868488,0.9996261776267831,0.9168289397606644,0.9105627745196956,0.951707995622299,0.3580457361515865,0.95429089990882,0.9816168940604535,0.9763688997814226,0.9020018761914631,0.9837068504354219,0.9210233957652404,0.9903877595434021,0.9712248104981563,0.9887852162556375,0.9937977490187706,0.9615188265020822,0.944650804468942,0.9528145072363954,0.9687714648549901,0.9149209612527665,0.9112463443083076,0.9156834574426205,0.9770010315080094,0.6844335880143776,0.9889898133865127
1737.46563653,0.9767329640017951,0.9794155388712421,0.962122910962416,0.9444788453941794,0.9530561725182375,0.9104172919375837,0.9284969197380841,0.9352728297513341,0.3539050029292157,0.9558188299607421,0.9669346688180656,0.9785094152169398,0.8470189297709162,0.9636994041393364,0.9840620212937118,0.9791103327395708,0.9584373949332099,0.9730748665426788,0.9824769807262304,0.9603869304835688,0.9756552564426828,0.9864474551455417,1.0,0.8739664136711013,0.9188088902671517,0.8927878060369681,0.934274257255141,0.7188419690343486,0.9413024128002917
1746.04891596,0.9686712620897473,0.9314522720125857,0.936078592433724,0.9379518894007538,0.9737560947536589,0.9362462084154459,0.9035295414056606,0.9708514000127968,0.3425372151370268,0.9736260557590689,0.9477782140812572,0.9315712764898797,0.8728998224599328,0.9887794301384631,0.9698559490744385,0.9899460020080507,1.0,0.9607236572858893,0.9983442172310644,0.9525480599623865,0.9707750374213415,0.9775709101479546,0.9571652248332602,0.8514931284538054,0.9221393312748275,0.8519526086354071,0.9379367026565107,0.7238035246241994,0.9396602790543124
1754.65358123,0.9636750453246854,0.9741715619722036,0.9291945337401434,0.9669447405810064,0.9864528539865377,0.9585468173397561,0.8963241995475043,0.9012762581111118,0.3400304373294182,0.9745435895724375,0.9681829561593398,0.9570118035925826,0.8522945630457115,0.9770925102884604,0.9546898189512081,0.9603242285684926,0.9372492062035285,0.987045133692957,0.9773004347394557,0.9457608183669314,0.9299988974033648,0.9715478404896922,0.9836296339939519,0.829070115646453,0.9252441906081659,0.8449071419973047,0.9666085068454354,0.7129532527765237,0.9545687748025196
1763.27958128,0.9636264790524767,1.0,0.9387952647232987,0.9433255604839998,0.9977165297180552,0.9492677151482743,0.8680147713265122,0.9265290793081759,0.3433503282085157,1.0,0.9481225181122658,0.9442561619679808,0.869049673930013,0.9311751729489434,0.9734471408563676,0.9868125682018566,0.9372188448727187,0.9683406163999885,0.9763342096683614,0.97667036234438,0.9692945485655712,0.9409030177216986,0.986471071215754,0.8335335813816439,0.9072495331803749,0.8843530887308803,0.9853670111326218,0.7794707673449842,0.9435298723275749
1771.92686491,0.9977793625101671,0.9654165265173826,0.9167435278443616,0.9554763566609502,0.9731870498235433,0.9505878103601341,0.8249559371395075,0.9230073107371529,0.3424036212317944,0.9775827190179861,0.986451799331597,0.9587061398132121,0.8587330220888656,0.9434969043911147,0.9943531735921453,0.9754214322839792,0.9381738280894312,0.9681147191401148,0.9692178600974856,0.9536621671755654,1.0,0.9408241094473114,0.9581463604346699,0.8632327328310835,0.8973328582112879,0.9199370372201733,0.9516199850591025,0.7572876762676614,0.9809561854842179
1780.59538078,0.9449139649386809,0.9836304516571318,0.9306788413010189,0.9445319107628302,0.968774613213376,0.9345215832439842,0.783050415219705,0.9144972325824235,0.3341303659149916,0.9548598970520841,0.9507802701252555,0.9495276004265282,0.8662463767281884,1.0,0.9440487502308808,0.9369605492571744,0.9468481873507286,0.9807426658615095,0.9660514640198121,0.9752618318922358,0.976124981795126,0.949942957614188,0.9684292553167347,0.9306372358263728,0.9212394714371297,0.910143460464171,0.9618510009075815,0.7978823018268002,0.93491001894242
1789.28507741,0.9062678279743972,0.9808678505099856,1.0,0.9390499790357839,0.9698431538516634,0.929644547741702,0.8202115818503463,0.9223374404152719,0.33393874195366974,0.9652002182857533,0.9391460918396018,0.9632138650899785,0.8509313670650059,0.9744859358230413,1.0,0.9805281537703321,0.9129094713665462,0.9791133357194537,0.9668329059514337,0.951402077121849,0.9374820455412781,0.9383947685000742,0.9425622519667514,0.9110133216237422,0.9399866282284931,0.8966508895995845,0.9301057689258622,0.7982557265780694,0.9331497085909941
