,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
906.618278421,0.9991215759988064,0.9993747365923576,0.9987211789327277,0.9995955431481748,1.0,0.9832945048413896,0.9995829095371883,0.9644199600751195,0.8899129144619693,0.9838362579861951,0.9734489130393472,0.9734376734672614,0.9981502866250662,0.9971168977611233,0.9997396454582096,0.9963821721885011,0.995433713220615,0.999670273865094,0.99794025722528,0.9991207501222586,0.9908488747436907,0.9980103783970866,1.0,0.9992391516172678,0.9988185378758184,0.9995739695638508,0.9807694708610208,0.9998557386739335,0.9996181286066589
909.999291084,0.9988322161766804,0.9988968156006571,0.9979148395361844,0.9995072713406431,0.9999440494055322,0.9752696344987655,0.998450076548872,0.9459614683016658,0.8460731224269135,0.9763806835571596,0.9596651475584488,0.9620207311120259,0.996977823911151,0.9962059915346707,0.9995830876163161,0.9949617488635522,0.99299689373322,0.9999470372461986,0.9969668199787316,0.9983839978514156,0.9865444447463528,0.9974281373174191,1.0,0.9989034955013261,0.9983882729676338,0.9990726945964974,0.9721571267332939,1.0,0.999214528185574
913.430570243,0.9985584960292992,0.9986868623484007,0.9973537392980646,0.9997324022257439,0.9999784803186514,0.9667258351324187,0.9972056242557882,0.926897856980214,0.8065214698854593,0.9685494839730789,0.9448914446628633,0.9513556960865963,0.9958895259210296,0.9955441737957194,0.9993128284019722,0.993143227263135,0.9909268437319524,1.0,0.9963084357233096,0.9977540761806725,0.9824010081374656,0.9975059712639935,0.9996886263758195,0.9989308649507724,0.997702626701848,0.9989807986464204,0.9648175499241497,0.9999554488556708,0.9989992483434339
916.914016797,0.9983804171431647,0.9985971997645706,0.9971266367062441,0.9996953131310045,1.0,0.9572745822276356,0.9959534128121227,0.9071515774770216,0.7718434761038694,0.9602777453955492,0.9291765026988891,0.9413677482504333,0.9950826598991745,0.9948708082955535,0.9989933829811907,0.9910140761129965,0.9897360173963725,1.0,0.9957150387389269,0.9974056787936941,0.9785113776116227,0.9975393532872088,0.999289530870682,0.9993617071667484,0.9970455192624749,0.9987246281797701,0.9574671881083056,0.9998952814546095,0.998679533342121
920.451653694,0.9983346521645411,0.9981854423783963,0.9971572132328461,0.9996009627131104,1.0,0.9470028724052503,0.9946760881341759,0.8868924181648138,0.7418972895936787,0.951931910450557,0.9134460330584525,0.9321897079015945,0.9940884248285133,0.993997900832433,0.9987872576015633,0.9890423248627261,0.989155382985664,0.9999360874764379,0.9950031790672185,0.9971561605600324,0.9751023503432479,0.9966796457210811,0.9986343424892853,0.9998176684147728,0.9963889318475707,0.9988314703410198,0.9506094795894097,1.0,0.9985049283804703
924.045637162,0.998594768884966,0.9979850973294847,0.9974452062237429,0.9995626710207669,0.9997695709263308,0.9366803838235896,0.9931799402939586,0.8669409373050805,0.715135653423728,0.9436179341400084,0.8977892754019234,0.9251740891126824,0.9925508229012313,0.9934621412011524,0.9991083739570061,0.9871737849686585,0.9884927578340543,0.9995972335402888,0.9940627449102827,0.9972884712092451,0.9716817161135355,0.9958495712248457,0.9980575317751204,0.9998867274448189,0.9959603353510742,0.9983239727887442,0.9445990028877089,0.9999212569370254,0.9981336526446966
927.698269301,0.9984718654699452,0.997878940422589,0.9977516636411082,0.9996970864610616,0.9990910133890943,0.9266461279219543,0.9911711801595141,0.8464184183481491,0.6913963011898572,0.9356759402212349,0.8811847566161607,0.9208237592357331,0.9908330153347983,0.9945065989984362,0.9986466984154128,0.9852150283910045,0.9876392123896669,0.9988079163500373,0.9922881628070329,0.9980704511497093,0.968467771891248,0.9949751160956041,0.9974502324739662,1.0,0.996182275729349,0.9980149740843627,0.9389134520554674,0.9998495070312106,0.9976655361432207
931.412012249,0.9982601961972264,0.9976288122041463,0.9976181535159174,0.9995485406813245,0.9983133660264021,0.9170820661788321,0.9888540442765287,0.8262847296434384,0.6701914795849978,0.9281001363758389,0.8636602695839787,0.9180795488323912,0.9891655041654615,0.9956655039328648,0.998103237143568,0.9833394693447792,0.9865407921446034,0.9979012869639343,0.9914074911777768,0.9991576578371989,0.9656483992088617,0.9940452985589645,0.9962331445750977,0.9999258382619144,0.9963063949803505,0.9980143940344813,0.9332396366605441,0.9997606671729931,0.9970833701570619
935.189504163,0.9980151440895253,0.9975915368545432,0.9970184319932619,0.9991386517825949,0.9978877927444313,0.9080780371056943,0.9864789952161003,0.8068888356425163,0.6521575599704847,0.9206877509374455,0.8458108599478482,0.9152750157598014,0.9874599322232706,0.9963739947628544,0.9975872726713215,0.9819543444186948,0.9854547913706426,0.9965185836349169,0.9917145796188928,0.9998273674820485,0.9630271863775184,0.9930382579443023,0.9937250640719004,0.9999737705719305,0.9955148655960404,0.9981090682106991,0.9280871445680569,0.999498502366039,0.9963092773150932
939.033577299,0.9977083808491035,0.997680608356414,0.9958685230516313,0.9989632003051758,0.9968167340080997,0.8993209341080868,0.9840136029249098,0.7878157265449462,0.6381954895355718,0.9131628609513537,0.8276805637068139,0.9118218045228509,0.9854579733097752,0.9970321442280254,0.9970401555341607,0.9803448940919967,0.9844864146324811,0.9941182225230338,0.9921171151259988,0.9987586249256006,0.9601175881455307,0.991346222103214,0.988940951266704,0.9998938466064794,0.9939705621045144,0.998207550401416,0.9241399299923513,0.998731115632751,0.9954092322681746
942.947278561,0.9975342085281028,0.9975262412342188,0.9945459380258335,0.9989453049050463,0.9958267382833206,0.8901140839728002,0.9817597606928707,0.7687541344838905,0.6268555208165595,0.9057205193008474,0.8095018202685399,0.9083306455979246,0.9830625269538071,0.9974909479034669,0.996427144098022,0.978753535548628,0.9831181657454314,0.9913607681491541,0.9918773010863452,0.9979732450998677,0.9573463691782425,0.9878046287442831,0.9810287041808129,0.999150477807661,0.9920975379726958,0.9976894154239959,0.9197056817913097,0.9978158132040553,0.9944598159575018
946.933892918,0.9971790997177895,0.9974406148664934,0.9934017028327977,0.9988163974908439,0.9955747848666805,0.8806166759545335,0.9794997383742139,0.7497998777077746,0.6177479116143564,0.8979199300742621,0.7912366724500731,0.9057740689177168,0.9804789011911168,0.9975436017004154,0.9958566300644396,0.977003979746676,0.9817617577872231,0.9897384416746391,0.9916911311265116,0.9978170149794875,0.9553238214215863,0.9838434007373854,0.9735680493094087,0.998179685719766,0.9904050204304492,0.9967911225985566,0.9153170830742829,0.9965215746414531,0.9935471987806093
950.996970209,0.9968768286619537,0.9976024093244962,0.9934195092455671,0.9987007572319498,0.9957673964703668,0.8717852834939956,0.9764665354315059,0.7313383635459164,0.6110354593270813,0.8899574715362001,0.7730937634033381,0.9052176472646689,0.9777325972338132,0.9974971138243782,0.9947221428729337,0.9751186759976532,0.9807889776384802,0.9900113211575887,0.9919727080385731,0.9976950913158601,0.9531951188702116,0.9829323182418636,0.9724916389405731,0.9975420495299948,0.9891745047047933,0.996063962082685,0.9112146197886283,0.9951824748363699,0.9923014083184242
955.140355948,0.9965957525465321,0.9976465734147488,0.9941880097490136,0.9986749532223977,0.9955745696329208,0.8634546308120589,0.9721544854569629,0.7138367214523473,0.6066382769790671,0.8821376302740043,0.7546269001154848,0.9074433055854835,0.9752159312191553,0.998030787629005,0.9934380859773462,0.9731176146741974,0.9801154474801836,0.991706519588861,0.9930542003535023,0.9971725706157978,0.951185129771633,0.9841742114675779,0.978874216397759,0.9970530200794919,0.9883479132393141,0.9952651209915074,0.9072668476279808,0.9938540193797627,0.9902624954933074
959.368226885,0.9964040368729683,0.9975215686428445,0.994598658618135,0.9987253843433694,0.9951997265203516,0.8544301227406973,0.9659506730317224,0.6971021056597687,0.6049996586904106,0.8746305804333263,0.7359413373179519,0.911548469995099,0.9725748963312912,0.9991245040273485,0.9927904120035816,0.9712959264776827,0.9783688052160864,0.992825624595901,0.9943560694050914,0.9965009477029905,0.9493175392650678,0.9841484083541734,0.9853718849925783,0.9959503756371814,0.9875266623832563,0.9938637372050129,0.9040817913501303,0.9925216740104617,0.9876781692711339
963.685132242,0.9962421887958501,0.9975236878483577,0.9946622467100844,0.9985969790182229,0.9949095866177616,0.844715485128642,0.95793873316241,0.6811397770755702,0.6062802612893426,0.8674213445574429,0.717089659776477,0.9163226554780629,0.9697785965050112,0.9998608480009724,0.9924168656289899,0.9700934350775814,0.9764484836319476,0.9938502679512002,0.9959153472665808,0.9959062633305391,0.9478062914147679,0.9836450068224615,0.9892093815077303,0.9945348033400405,0.9865006212576357,0.9926419318987034,0.9014506767463406,0.9910591299077043,0.9848387522621429
968.096041789,0.9958322796037564,0.997564181174137,0.9944505851543924,0.9983992901387971,0.9948184943595847,0.8349109819345603,0.9505212044635337,0.6659271933611031,0.6102773680486844,0.8601660727017433,0.6981533931861463,0.9206144751442927,0.966529707034847,1.0,0.9931273421889929,0.9691134118787295,0.9756300449291485,0.9944231219407719,0.9975333120980167,0.9954108677059944,0.9464626489750405,0.9843301032408491,0.9905908165484342,0.9927433910637764,0.9849672325081534,0.9913302673169976,0.8993344731096728,0.9894880511602545,0.9822061095796824
972.606402173,0.9956121451650034,0.9975642993435402,0.9941250644574038,0.9980551387180874,0.9952425072255284,0.8250902681551854,0.9479386596836863,0.6516203102475395,0.6166626568204722,0.8518582844091478,0.679455219611217,0.9250907492361053,0.9629742816726565,0.9998241445915546,0.9948941783781245,0.9680478390263633,0.9755318896847724,0.9950732148927135,0.9989552169627174,0.9951504501565764,0.945645782968435,0.9855160133349808,0.9903682983991225,0.9903757374711035,0.9837879502520925,0.9897721489555751,0.8985244837358679,0.9881394979655616,0.9795725209585293
977.222203311,0.9955248971647539,0.997410887699312,0.9930758079308583,0.9980375610577091,0.9957401999331927,0.8163110762338501,0.9502413727542429,0.6382176481910804,0.6258076640055918,0.8431310747778836,0.661516906354299,0.9299271910048208,0.9592993054305798,0.9996506686883656,0.9966101772527955,0.9666446733848064,0.975491729109363,0.9954074106809881,0.9998182295960149,0.995958769557741,0.9450310623599483,0.9866522424859007,0.9893015164680112,0.9875561573945251,0.9836362661811445,0.9884819691364299,0.898370037876833,0.9870038390989764,0.9772897884224927
981.950057134,0.9951418492735148,0.9970865379748336,0.9918802581369193,0.9979724391139669,0.9964364728081181,0.8085548652662286,0.9550236038577185,0.6255660005556668,0.6375492010532607,0.8347293629494758,0.6435271361762313,0.9349822983527836,0.9557935066217456,0.9993044159684713,0.9976064077310002,0.9649611406069785,0.9750410869523602,0.9958099103509592,1.0,0.9970204726238651,0.9445244145097622,0.9872778744987756,0.9883414643777644,0.984221742771079,0.984434239141073,0.9867100020013394,0.8978424535678408,0.9861154772688093,0.9763369967228186
986.797291589,0.9947419897952915,0.9970588428021353,0.9917490691574186,0.9977893151665808,0.9970643238906836,0.8006968699509639,0.9613173828134083,0.6136428626739218,0.6508917423340588,0.8264516891640029,0.6255308508750926,0.9403824447035606,0.9522632566462824,0.9986577363185642,0.9977631290196588,0.9631663446905391,0.9743854282635324,0.9959777285442241,1.0,0.9972419456319728,0.9444192419591112,0.9877376735809458,0.9878816347319962,0.9805320887007061,0.9859666037921262,0.985242892897873,0.8972598136941113,0.9852123797003783,0.9763400113573822
991.720028203,0.9945100024039297,0.9967998883498205,0.9917918142982713,0.9973327143658421,0.9972637830313448,0.7932232350549501,0.9681479634648057,0.602610147418699,0.6660460638667637,0.8179192547365274,0.6080856843945789,0.9462775564053164,0.9479820528964888,0.997566311868697,0.9975759449270709,0.9611181046167078,0.972924110195149,0.9960578266044788,0.9999935207038124,0.9965028852490462,0.9449257743983713,0.9884042157672047,0.9873280118340872,0.9771552041885438,0.9876815349578213,0.9838940045083255,0.8975156116225692,0.9843058426429055,0.9767925520473116
996.671068522,0.994116675256891,0.9967878234935152,0.9910257832124995,0.9968188378311141,0.9976793273674982,0.7860994341956632,0.9741799072734563,0.5931120582590605,0.6835638363688968,0.809222492955996,0.5917222483171407,0.9526561422659988,0.9433066293599859,0.9958770348699951,0.998132951897208,0.9590604617247879,0.9707805465687842,0.9960149245267369,0.9999698375324721,0.9959715172054254,0.9454104653234673,0.9892877572989185,0.9863881068192305,0.9750299287404636,0.9895515951836152,0.9832218876003219,0.8979990602554546,0.9835638110501491,0.977680344125936
1001.65061855,0.993476712755414,0.9970653293724198,0.9897872818267437,0.9962986091067024,0.9981418049288395,0.7784363250883036,0.9793948237018454,0.5852000942720677,0.703544320688524,0.8006311550632119,0.5764985505335051,0.9590155428606694,0.9392156501352081,0.9937644714640604,0.9984134665094875,0.9570684891677751,0.9680143048060932,0.995702393896537,0.999753674157051,0.996617390579387,0.9459735683139608,0.9900416700867251,0.9857356660165617,0.9744358173424706,0.991314351885283,0.983830292845439,0.8987886178713714,0.9833255061854004,0.9782946004906335
1006.65888632,0.9924379993279371,0.997651616021916,0.9893607545732688,0.9959058993292943,0.9986624013517805,0.7708654928880856,0.9837356794114971,0.5787643888447837,0.7253194652204914,0.7922509396585167,0.5623330588264911,0.9647663801219681,0.9351807822393212,0.9914941860537946,0.9978766289834169,0.9552550200253347,0.9653803494699162,0.994883855481458,0.9992604904553961,0.9963056185012767,0.947153665778281,0.9910727179996888,0.9854886134079721,0.9754949500193691,0.9929812371256149,0.985321608787613,0.9003649459413686,0.9836241439591592,0.9796429642825614
1011.69608192,0.9915656327664676,0.9981052879424436,0.9894039042399289,0.9957038779632876,0.998700671646211,0.764399087428661,0.9869597466085478,0.573599639457429,0.7482666494533406,0.7844745408067766,0.5493907944913744,0.9696637327516313,0.931057786936157,0.9892203326577859,0.9976018436856247,0.9534929663335445,0.9628116406255376,0.9940154971852049,0.9986433949743723,0.995059300837075,0.9483726259337325,0.9922144802437087,0.9848344442123236,0.9781024868268186,0.9942383951885623,0.9872145910836295,0.9024736201162636,0.9834403680791654,0.9814544423989272
1016.76241755,0.9913966435223632,0.9984881663535768,0.9893402476309789,0.995610770997587,0.9988349918171068,0.7597123268407603,0.9895939900501274,0.569583542673481,0.7720880315093325,0.777240074497815,0.5376185093947763,0.9737062082401189,0.9270935233646604,0.9865744662677911,0.9977968631981471,0.9513647463982638,0.9603271748944314,0.9935464455797117,0.9983275161168669,0.9943056270901046,0.9495841785256247,0.993366521117462,0.9838115330081142,0.9820528919508209,0.9952019690928123,0.9889448557048313,0.9046760706690956,0.9832515231353891,0.9835673955890367
1021.85810749,0.9912416028335264,0.9986109603587519,0.9887300408947837,0.9956336201966923,0.9992844757842504,0.7555064781715279,0.99144059830615,0.5668163209134551,0.7965780234953523,0.7702827676609616,0.526434188203771,0.9769493829958439,0.9231545198046198,0.983626350028476,0.9981887788785753,0.9489643492708457,0.9583998578155355,0.9929805504423289,0.9982291140943705,0.9938435453990956,0.9511930206560472,0.9939726374210784,0.982908756528774,0.9865477323319757,0.9961194990394442,0.9904029585333227,0.9075135360037904,0.9833852047540136,0.985617595828738
1026.97288016,0.9913285203901431,0.9985482938958633,0.9874251860363874,0.9958519114501456,0.9992558435839083,0.751208006965917,0.9927738263849997,0.5651044119974976,0.8206073745195023,0.7634901076723525,0.5162410149887103,0.9791859597834875,0.9193803504440452,0.9803729666836051,0.9984908745905875,0.9463390580691406,0.9567079364792613,0.9927571208586841,0.9977752214587319,0.9940288308687328,0.9531637975825713,0.9943939280209949,0.9825638493301031,0.9911475146747097,0.9968819819380742,0.9920349919376138,0.9107655270480527,0.9838699442821228,0.9877210563664615
1032.10649695,0.9910754669450658,0.9986536679077691,0.986492653038506,0.9959766242059974,0.9991699237722997,0.7474956144116699,0.9930125079484258,0.5646748233628489,0.8445386446033748,0.7564339771908496,0.5076531406965625,0.9808418294742657,0.9157081960169772,0.9770062156039525,0.9989572289305305,0.9441276728277328,0.9542947809062894,0.9926822262250851,0.9965242638335314,0.9942990720855793,0.9552027873532032,0.9953874733211722,0.9826125290047719,0.9944084356839913,0.9976054114642116,0.994022263065896,0.9146069089709797,0.984559068686301,0.9898612421097347
1037.25897753,0.9906340885692008,0.9986821365612835,0.9862316970549987,0.9959216879340101,0.9995782611250241,0.7443336921771475,0.9931323449391457,0.565524729234884,0.8682159629608001,0.7494410903338924,0.5004843701743644,0.9812903767821942,0.9118483802242796,0.9735397279262977,0.9992026824401061,0.9420846050715171,0.951642021365085,0.9929401282735827,0.9949192145839884,0.9945672122347156,0.9574099111596329,0.9962244491045824,0.9831292545545824,0.9965289256751887,0.9983481946112414,0.9955566949079143,0.9187594780702255,0.9853469953817968,0.9918595579940057
1042.4303413,0.9901241115713791,0.9988775774765991,0.9865280029809359,0.9958696945022623,0.9999032864499963,0.7414320392708749,0.9935710035206922,0.5675502174087027,0.8908656938868736,0.743517897476772,0.49425902634419433,0.9808585769315021,0.9079602460426427,0.9703730620452159,0.9993139657565014,0.9395926274200933,0.9492244275998827,0.9932810284574046,0.9936016915880451,0.9942795525835253,0.9598790497545604,0.9965423638554273,0.9837882241674496,0.9979198627305369,0.9988563521665615,0.9970057382728558,0.9229221598880185,0.9863811077114354,0.9937964855324682
1047.62060737,0.989440798973429,0.9989867675438544,0.9862555566328048,0.9957661748649713,0.9999801587601604,0.7393068243429085,0.994263894443492,0.5705586474749257,0.9122499811877085,0.7377253167139899,0.4889319546543066,0.9798535958257957,0.9040117511966892,0.9672510293938303,0.9995424771624858,0.9369292111590527,0.9472143619249124,0.9937596292387636,0.991844884681515,0.9932249109289205,0.9623477127772238,0.9971397579194654,0.9838956473349851,0.9987187393870872,0.9992204641819015,0.9979326439481481,0.9274164418690428,0.9876245772400405,0.9956323827667629
1052.82979459,0.9890426399757637,0.9989058885416863,0.9856167373334109,0.9955448657171704,1.0,0.7380567686344184,0.9940568758429537,0.5747136464341098,0.931733759618275,0.732034904295056,0.48464431233539085,0.9779310003540046,0.9005245231129076,0.963971099294486,0.9995865911682963,0.933832420177573,0.9449870552002222,0.9941962569589827,0.9896270341448966,0.992102790698298,0.9649592996879163,0.9977320193828738,0.9833633536647669,0.9992307537542535,0.9992822409558829,0.9984082967276794,0.9315573029993881,0.9890560575190834,0.9970822249114875
1058.05208946,0.988621389127244,0.9990055330758072,0.9856766476714993,0.9954981357818417,0.9998213504126806,0.737203912495168,0.9938006426517008,0.5802440240537692,0.9489842163827074,0.7267825337923112,0.4813684162472866,0.9764868150723784,0.8972547686692702,0.9599408229252793,0.9996849757517193,0.9310089825031985,0.9426217736080514,0.9949209787550755,0.9881977391431749,0.9917547146052965,0.9677180064936964,0.9982227823349709,0.9830950002418523,0.9993471642570477,0.9993345997221892,0.9987814053322016,0.9358402906810156,0.9905880697374523,0.998241317011353
1063.2810895,0.9882260746327702,0.9993875795368993,0.9860419343019657,0.9953612722418704,0.9996661170204776,0.7372384910741544,0.9934596690809643,0.5869944377619668,0.9639359674943835,0.7224189561247706,0.4794688403258927,0.975317329674358,0.8938935336758224,0.9563217933787945,0.9996195377713496,0.928587825776054,0.9400021286189035,0.9956902467083889,0.9867889237814539,0.9924429711381693,0.9703323245511798,0.9985038910046375,0.9833768996427082,0.9996348525064144,0.9995104848792404,0.9992303254097056,0.9404989987409206,0.9923872700494855,0.9990955466475911
1068.51675432,0.9880138784082734,0.9996421033475759,0.9861146469022233,0.9953328232385943,0.9997342419354854,0.7382972680066947,0.9931545898539217,0.594767561743155,0.9762722483287372,0.7183017529225924,0.47861110285152336,0.973845827513327,0.8903154478648817,0.9535163066068277,0.9992754453379052,0.9265057889610916,0.9370467721640794,0.9963368561941077,0.985122017858483,0.9934631477010927,0.9734606491130471,0.998946594515349,0.9838977875477838,0.999856745584556,0.9998033695211345,0.9997070781021916,0.9448899911327543,0.993768461909699,0.9995725661451027
1073.75904388,0.9879469339922556,0.9997177929853852,0.9852511464382157,0.9953197360632762,0.9998179056844975,0.739971978257039,0.9927429552601775,0.6032533594766667,0.9858166520166989,0.7146287550157305,0.47829799894846026,0.9725678019615425,0.8868022851284724,0.950549541283777,0.9985889659953439,0.924871490819032,0.9341692421181288,0.9968651788096737,0.9838058734795015,0.9941481169403488,0.9765526796563395,0.9993711152573745,0.9845739298016034,0.9999421870964539,1.0,1.0,0.9488915824230549,0.9951459469765861,0.9999483512214188
1079.00791838,0.9885135088688461,0.9996576270363577,0.9840930215466134,0.9952277158004326,0.9998694245880437,0.7419164070936957,0.992325211482975,0.6128820571982557,0.9926840919486202,0.7116787508877718,0.47911735932847527,0.9716527210214938,0.8835965080175653,0.9472630607578624,0.9980980786771807,0.9225757929979932,0.9316024204256773,0.9972586809638956,0.9820058993501465,0.9948073884989097,0.9791516222370849,0.9997407510840858,0.9849881402390372,1.0,0.9999196936918797,1.0,0.95336737732141,0.9965704760662318,1.0
1084.26333836,0.9885353236057421,0.9997814180221986,0.9830778917019055,0.9950178526569536,1.0,0.744114607360348,0.9917049685076694,0.6234850644135215,0.9969038145642184,0.7094289000314357,0.4810383706936135,0.9710759429483695,0.8803606066213369,0.9440133109837933,0.9982867328692646,0.9205395146155636,0.929542352913086,0.9976138628722445,0.9803743896350748,0.994149098897379,0.9820206960321533,0.9998323172436115,0.9852444322516303,0.9996945831860271,1.0,1.0,0.9577922560516672,0.997558926317463,1.0
1089.52507305,0.9882551770477118,0.999782612674085,0.9833812101774051,0.9948412447098697,1.0,0.7479430644103296,0.9908207174948764,0.6347361562290802,0.9994579149998924,0.7068839468715057,0.48378956967598535,0.9705216562306571,0.8773490809762363,0.941156492865049,0.99920947754978,0.9190071110125928,0.9283489581920846,0.9978573068784913,0.9789995352220268,0.9942885630756259,0.9847392826154542,0.9997528939137691,0.9857791444535787,0.999354013265154,1.0,0.9997837934710725,0.9614454564762828,0.9983750838968349,1.0
1094.78823545,0.987755464697228,0.9997478024082417,0.9838853703485048,0.9946781972223893,1.0,0.7528444911689128,0.989482558798189,0.646804933625907,1.0,0.705068773443201,0.487257727071113,0.9701166087607499,0.8748137232044271,0.9389850428758271,0.9994007451011437,0.9171345193533518,0.9272749781006003,0.9978392918015684,0.9781527642732786,0.994301581639693,0.9869689253216125,1.0,0.9867603947235769,0.9991563081534266,0.9994861909167504,0.9993704221181873,0.9651309081534303,0.999056151449944,1.0
1100.05281299,0.9871739631037814,0.9997359515349351,0.9836880950777567,0.9945923164406719,1.0,0.7588810404444319,0.9871481172671646,0.6595435951593986,1.0,0.7040401450728412,0.49118424037104225,0.9702197965155135,0.8721444331295438,0.9368192809191759,0.9993967282134213,0.91566877162349,0.9264408836788235,0.9979264042183013,0.9772971647762775,0.9937804312249591,0.9892830408879602,0.9999481394675023,0.9877268426002538,0.9990136624256543,0.9987734709185104,0.9993540610727404,0.9686511101876993,0.9997403775983829,0.9997996780363263
1105.31879326,0.986813365351696,0.9998101281611218,0.9835176372403422,0.9944978488120583,0.999921737941494,0.7658158114347796,0.9846276956139968,0.6726089261377978,1.0,0.7034050477379107,0.4953616078633825,0.9708663427721159,0.8696027459484641,0.9343322168515857,0.9993136776257413,0.9146211777870044,0.9256349491938608,0.9982071431064018,0.9766849859715416,0.9933729406630118,0.9913931750245691,1.0,0.9886565743002452,0.9987009237093695,0.9980217602210674,0.999396959594758,0.9724380152320299,0.999912162604737,0.99962411676569
1110.586164,0.9866007705985809,1.0,0.9831834799301464,0.9942142871385442,0.9998753921034772,0.7731493156256056,0.9820253300137655,0.6860126745815306,1.0,0.7028977891384306,0.49954419196020217,0.9717229658473671,0.8669447368170221,0.9322276847931805,0.9993488768949034,0.9137826647032341,0.9248565146567264,0.9988738324536898,0.9762642134394679,0.9927120216368452,0.9934497691587033,0.9997985277032089,0.9897270645617118,0.9986889456394521,0.9973589237752478,0.9992202349083567,0.9756882359133374,1.0,0.999305754052049
1115.8549131,0.986026302835489,1.0,0.9828508871067414,0.9940433297919916,0.9998171931804878,0.7805956378068408,0.97996327282792,0.6993606360687252,1.0,0.7028096797417435,0.5040670117947077,0.9725810393953717,0.8644483827135924,0.9306911225672503,0.9996559578416049,0.9134331323001195,0.9235034523443157,0.999583538283152,0.9760897521552598,0.9918807674556397,0.9958859444119523,0.9991056870724284,0.9906448443860861,0.9985711414707293,0.996794576574192,0.9987572482758287,0.9787251041774875,1.0,0.9989331217368905
1121.12502863,0.9858910234419451,1.0,0.9823260465303385,0.9937900188920902,0.9993855599187285,0.7878722737505124,0.9776370398063626,0.7131153291865785,1.0,0.7026573837849233,0.5090296586311083,0.9735415357090619,0.8618684028243749,0.929954448114041,0.9997916095486402,0.9129099114067277,0.9224629821734873,1.0,0.9753717002326167,0.9910494151251764,0.9976071822504995,0.9984029770019508,0.991416996606109,0.9989173650736618,0.9968179406250604,0.9985541575015717,0.9814654925944578,1.0,0.9980357180434521
1126.42117712,0.9858804645974414,1.0,0.9814080726352821,0.9933179151543537,0.998894939520215,0.7954127210659363,0.9748767362623162,0.7268475743245896,1.0,0.7027618262746869,0.5136532641514437,0.9751944010282024,0.8594629176733928,0.9292315045203157,1.0,0.9120461165177655,0.9222182543348267,0.9997835007611682,0.974808753243744,0.9910754131946287,0.9984887915002478,0.9973038911160758,0.9922314825183771,0.9993858652998218,0.9963474093721107,0.9978587021783497,0.9846693381865131,1.0,0.9969242065945133
1131.75559815,0.9856935824815686,0.999979899452813,0.9808092212802256,0.9930638441840175,0.9977857687552607,0.8030786698316785,0.9710102381150432,0.7401910275499893,1.0,0.7032792242755195,0.5178297741732389,0.9774748418671677,0.8570661779665965,0.9282481246036054,0.9997223535544572,0.9109551941571147,0.9216404160739993,0.9988482840563068,0.9746903075372576,0.9915811302922499,0.999478008288263,0.9950287277006896,0.9931923893417304,0.9998950959446049,0.9944983587176821,0.9969653974670915,0.9871668512652063,1.0,0.9954912737228141
1137.12876151,0.9854664932731884,1.0,0.9799652596145556,0.9929289893032169,0.9962915520875966,0.8109674675952926,0.9651363952823286,0.7532331202219873,1.0,0.7043929288240648,0.5219071433366375,0.9804488338547256,0.854552431968863,0.9272735577493703,0.9996634712137465,0.910444200190176,0.9211877334540007,0.997845977588148,0.9746670676626131,0.990915062426252,0.9999570534196912,0.991387902175224,0.993787550191118,1.0,0.9913939129695851,0.9956566584659974,0.9889328300465687,1.0,0.9935168001490825
1142.54114608,0.985394111349982,0.9999382392819519,0.9791122690515914,0.9927994869218165,0.9942530584507987,0.81932954694468,0.9558631797152723,0.7661682586143482,1.0,0.7063172850653742,0.5261476777370834,0.9827593925771346,0.8521682424833165,0.9268601366351017,0.9996973863297345,0.9100380010543939,0.920989458104224,0.996677936886557,0.9742557767693755,0.9897796068188632,1.0,0.9866622623507493,0.9941871394463118,1.0,0.9875447510087785,0.9939135576616207,0.9908494608997764,0.9995284064400604,0.9903498395123275
1147.99324008,0.985439092888911,0.9997174194485396,0.9788181879100145,0.992433275854468,0.9920946649086279,0.82826661957252,0.9405050428069478,0.778747513874374,1.0,0.7088962687306813,0.5299260381046605,0.9847249529515603,0.84963359615513,0.9270618021379698,0.9995030593532539,0.9100678712342483,0.9212431716098202,0.9955533207074407,0.9738592661438109,0.9886214544714571,0.9994606296226146,0.9812359453099739,0.9947653705631779,1.0,0.9825143861780669,0.9911453063898547,0.9927728675399489,0.9981080885231616,0.9858653763994387
