Sample ID,8_Mudstone_00004
Species,8_Mudstone
Subgroup,8_Mudstone
Group,8_Mudstone
Library,EXM_MRS
Sample Description,Sample 8
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.112313
351.0,0.112227
352.0,0.11201599999999999
353.0,0.111699
354.0,0.111379
355.0,0.111191
356.0,0.111113
357.0,0.111058
358.0,0.110821
359.0,0.11058299999999999
360.0,0.110344
361.0,0.109933
362.0,0.109513
363.0,0.109155
364.0,0.108898
365.0,0.108737
366.0,0.10866899999999999
367.0,0.108508
368.0,0.108319
369.0,0.10819000000000001
370.0,0.108014
371.0,0.10784700000000001
372.0,0.107865
373.0,0.10773300000000001
374.0,0.10744300000000001
375.0,0.10729100000000001
376.0,0.107088
377.0,0.10677199999999999
378.0,0.106453
379.0,0.106127
380.0,0.105794
381.0,0.10554000000000001
382.0,0.105361
383.0,0.105253
384.0,0.10514099999999998
385.0,0.105066
386.0,0.10515000000000001
387.0,0.10515000000000001
388.0,0.105066
389.0,0.10508800000000001
390.0,0.10509299999999999
391.0,0.10505
392.0,0.10500899999999999
393.0,0.10500899999999999
394.0,0.105062
395.0,0.105109
396.0,0.105123
397.0,0.105083
398.0,0.10497899999999999
399.0,0.10484500000000001
400.0,0.104735
401.0,0.104574
402.0,0.104365
403.0,0.104107
404.0,0.103993
405.0,0.10399800000000001
406.0,0.104006
407.0,0.104024
408.0,0.10404999999999999
409.0,0.10408899999999999
410.0,0.104183
411.0,0.10433400000000001
412.0,0.104365
413.0,0.104413
414.0,0.104548
415.0,0.104577
416.0,0.10457599999999999
417.0,0.10461000000000001
418.0,0.104687
419.0,0.10479100000000001
420.0,0.10490500000000001
421.0,0.10499800000000001
422.0,0.105071
423.0,0.105135
424.0,0.105144
425.0,0.10512
426.0,0.105139
427.0,0.105174
428.0,0.105229
429.0,0.10535800000000001
430.0,0.105475
431.0,0.10557
432.0,0.105696
433.0,0.10579000000000001
434.0,0.105828
435.0,0.105868
436.0,0.10591400000000001
437.0,0.105974
438.0,0.106034
439.0,0.10610599999999999
440.0,0.106196
441.0,0.106275
442.0,0.10635199999999999
443.0,0.106437
444.0,0.106489
445.0,0.10653800000000001
446.0,0.10662200000000001
447.0,0.10674
448.0,0.106895
449.0,0.107095
450.0,0.107287
451.0,0.107421
452.0,0.107374
453.0,0.107374
454.0,0.107426
455.0,0.107491
456.0,0.107568
457.0,0.107659
458.0,0.107768
459.0,0.10793599999999999
460.0,0.108131
461.0,0.10817399999999999
462.0,0.108218
463.0,0.108297
464.0,0.108415
465.0,0.108558
466.0,0.108712
467.0,0.108849
468.0,0.10894399999999999
469.0,0.109012
470.0,0.109177
471.0,0.109337
472.0,0.10946099999999999
473.0,0.109655
474.0,0.109842
475.0,0.109983
476.0,0.110004
477.0,0.109994
478.0,0.109999
479.0,0.110074
480.0,0.11020400000000001
481.0,0.110373
482.0,0.110488
483.0,0.11061700000000001
484.0,0.110782
485.0,0.11092
486.0,0.11105000000000001
487.0,0.111177
488.0,0.111275
489.0,0.111359
490.0,0.11143700000000001
491.0,0.11152699999999999
492.0,0.111615
493.0,0.111701
494.0,0.11183799999999999
495.0,0.111951
496.0,0.11201499999999999
497.0,0.11211499999999999
498.0,0.11221199999999999
499.0,0.112298
500.0,0.11242800000000001
501.0,0.112544
502.0,0.112632
503.0,0.112799
504.0,0.112972
505.0,0.113122
506.0,0.113261
507.0,0.11339600000000001
508.0,0.11352999999999999
509.0,0.113666
510.0,0.113801
511.0,0.113925
512.0,0.113998
513.0,0.11407400000000001
514.0,0.11415900000000001
515.0,0.11421900000000001
516.0,0.114309
517.0,0.11442500000000001
518.0,0.114534
519.0,0.114688
520.0,0.11486700000000001
521.0,0.115015
522.0,0.115185
523.0,0.115373
524.0,0.115569
525.0,0.11573499999999999
526.0,0.11588
527.0,0.116022
528.0,0.116151
529.0,0.116277
530.0,0.116412
531.0,0.11656000000000001
532.0,0.116721
533.0,0.116896
534.0,0.11701700000000001
535.0,0.11714600000000001
536.0,0.117326
537.0,0.117498
538.0,0.117647
539.0,0.117767
540.0,0.11789300000000001
541.0,0.11799200000000001
542.0,0.118054
543.0,0.11806699999999999
544.0,0.11809599999999999
545.0,0.11815899999999999
546.0,0.118247
547.0,0.118339
548.0,0.118445
549.0,0.118601
550.0,0.11871999999999999
551.0,0.11881800000000001
552.0,0.118921
553.0,0.11902599999999999
554.0,0.119141
555.0,0.119275
556.0,0.119396
557.0,0.119519
558.0,0.119653
559.0,0.119785
560.0,0.119902
561.0,0.12000899999999999
562.0,0.12013299999999999
563.0,0.120257
564.0,0.12038399999999999
565.0,0.120526
566.0,0.120669
567.0,0.12080099999999999
568.0,0.120902
569.0,0.121015
570.0,0.121128
571.0,0.121232
572.0,0.121375
573.0,0.121506
574.0,0.121606
575.0,0.12174
576.0,0.121883
577.0,0.12202299999999999
