Sample ID,8_Mudstone_00001
Species,8_Mudstone
Subgroup,8_Mudstone
Group,8_Mudstone
Library,EXM_MRS
Sample Description,Sample 8
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,100,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.06843099999999999
351.0,0.06822
352.0,0.068105
353.0,0.068008
354.0,0.067879
355.0,0.067646
356.0,0.067427
357.0,0.067217
358.0,0.066982
359.0,0.066771
360.0,0.066587
361.0,0.066388
362.0,0.066229
363.0,0.066121
364.0,0.06596099999999999
365.0,0.065772
366.0,0.065565
367.0,0.06546400000000001
368.0,0.0654
369.0,0.06527999999999999
370.0,0.065146
371.0,0.065011
372.0,0.064902
373.0,0.064775
374.0,0.064629
375.0,0.064499
376.0,0.064357
377.0,0.064194
378.0,0.06402000000000001
379.0,0.063853
380.0,0.063708
381.0,0.063564
382.0,0.063446
383.0,0.063396
384.0,0.063289
385.0,0.063159
386.0,0.063108
387.0,0.063052
388.0,0.062988
389.0,0.062954
390.0,0.062918
391.0,0.062875
392.0,0.062874
393.0,0.062875
394.0,0.062866
395.0,0.062941
396.0,0.062997
397.0,0.062954
398.0,0.062908
399.0,0.06286699999999999
400.0,0.062853
401.0,0.062726
402.0,0.062528
403.0,0.062378
404.0,0.062257999999999994
405.0,0.06217399999999999
406.0,0.062149
407.0,0.062142
408.0,0.062141
409.0,0.062141
410.0,0.062154999999999995
411.0,0.062183
412.0,0.062186000000000005
413.0,0.0622
414.0,0.062247000000000004
415.0,0.062267
416.0,0.062283
417.0,0.062311
418.0,0.062362
419.0,0.062423
420.0,0.062483000000000004
421.0,0.062514
422.0,0.06252100000000001
423.0,0.062527
424.0,0.062525
425.0,0.06252200000000001
426.0,0.062526
427.0,0.06256300000000001
428.0,0.062628
429.0,0.062669
430.0,0.06271600000000001
431.0,0.062776
432.0,0.062878
433.0,0.062965
434.0,0.063017
435.0,0.063079
436.0,0.063139
437.0,0.063195
438.0,0.063269
439.0,0.063335
440.0,0.06337100000000001
441.0,0.063427
442.0,0.063485
443.0,0.063528
444.0,0.063581
445.0,0.063641
446.0,0.06370300000000001
447.0,0.063796
448.0,0.063914
449.0,0.064052
450.0,0.064198
451.0,0.064315
452.0,0.064312
453.0,0.064312
454.0,0.064337
455.0,0.064408
456.0,0.06452200000000001
457.0,0.064653
458.0,0.064719
459.0,0.064813
460.0,0.064939
461.0,0.065029
462.0,0.065099
463.0,0.065158
464.0,0.065223
465.0,0.065298
466.0,0.06537799999999999
467.0,0.065431
468.0,0.065494
469.0,0.065569
470.0,0.065598
471.0,0.065667
472.0,0.065801
473.0,0.065885
474.0,0.065979
475.0,0.06609
476.0,0.066076
477.0,0.066067
478.0,0.06611399999999999
479.0,0.06619799999999999
480.0,0.06629800000000001
481.0,0.0664
482.0,0.06647
483.0,0.06654399999999999
484.0,0.066631
485.0,0.066703
486.0,0.066779
487.0,0.06686600000000001
488.0,0.066944
489.0,0.067016
490.0,0.067083
491.0,0.067183
492.0,0.067278
493.0,0.067351
494.0,0.067431
495.0,0.067507
496.0,0.067579
497.0,0.06767000000000001
498.0,0.067767
499.0,0.067862
500.0,0.067966
501.0,0.068073
502.0,0.068178
503.0,0.068256
504.0,0.068339
505.0,0.068434
506.0,0.06851600000000001
507.0,0.06859
508.0,0.06866
509.0,0.068746
510.0,0.068843
511.0,0.068952
512.0,0.069086
513.0,0.069195
514.0,0.069273
515.0,0.069357
516.0,0.069428
517.0,0.069489
518.0,0.06955599999999999
519.0,0.069642
520.0,0.069747
521.0,0.069864
522.0,0.069982
523.0,0.070099
524.0,0.070217
525.0,0.070314
526.0,0.07040099999999999
527.0,0.070496
528.0,0.070594
529.0,0.070698
530.0,0.070808
531.0,0.07090099999999999
532.0,0.07098900000000001
533.0,0.071081
534.0,0.071159
535.0,0.07124
536.0,0.071339
537.0,0.07145
538.0,0.071564
539.0,0.071677
540.0,0.071786
541.0,0.071878
542.0,0.071954
543.0,0.072038
544.0,0.072104
545.0,0.072155
546.0,0.072222
547.0,0.072299
548.0,0.072384
549.0,0.072474
550.0,0.072548
551.0,0.07261999999999999
552.0,0.072703
553.0,0.072778
554.0,0.072858
555.0,0.072954
556.0,0.073052
557.0,0.07316099999999999
558.0,0.073281
559.0,0.073374
560.0,0.073461
561.0,0.073548
562.0,0.07364
563.0,0.073736
564.0,0.073837
565.0,0.073945
566.0,0.07405300000000001
567.0,0.074159
568.0,0.074267
569.0,0.074364
570.0,0.074449
571.0,0.07452
572.0,0.074612
573.0,0.074713
574.0,0.074817
575.0,0.07493
576.0,0.075029
577.0,0.07512100000000001
578.0,0.075243
579.0,0.07534500000000001
580.0,0.07542900000000001
581.0,0.075509
582.0,0.075617
583.0,0.075733
584.0,0.075836
585.0,0.075919
586.0,0.07601200000000001
587.0,0.076126
588.0,0.07621
589.0,0.07631199999999999
590.0,0.07643
591.0,0.076527
592.0,0.076599
