Sample ID,7_Oxia_Teresa_00001
Species,7_Oxia_Teresa
Subgroup,7_Oxia_Teresa
Group,7_Oxia_Teresa
Library,EXM_MRS
Sample Description,Sample 7
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.154954
351.0,0.153651
352.0,0.152557
353.0,0.15155200000000002
354.0,0.150474
355.0,0.149092
356.0,0.147789
357.0,0.146548
358.0,0.14528
359.0,0.143949
360.0,0.142605
361.0,0.141585
362.0,0.140772
363.0,0.140108
364.0,0.13936099999999998
365.0,0.138784
366.0,0.138552
367.0,0.138438
368.0,0.138399
369.0,0.13835
370.0,0.138508
371.0,0.138803
372.0,0.139043
373.0,0.139171
374.0,0.139207
375.0,0.139435
376.0,0.13938599999999998
377.0,0.138895
378.0,0.138227
379.0,0.137587
380.0,0.13715
381.0,0.136952
382.0,0.13702
383.0,0.137386
384.0,0.137842
385.0,0.138381
386.0,0.139011
387.0,0.139758
388.0,0.140572
389.0,0.141187
390.0,0.141821
391.0,0.142538
392.0,0.143345
393.0,0.144239
394.0,0.145222
395.0,0.146417
396.0,0.14762
397.0,0.148678
398.0,0.149527
399.0,0.150236
400.0,0.15095599999999998
401.0,0.15108
402.0,0.15073
403.0,0.150264
404.0,0.149921
405.0,0.14976
406.0,0.14988400000000002
407.0,0.150197
408.0,0.150649
409.0,0.151125
410.0,0.151722
411.0,0.15245699999999998
412.0,0.15317
413.0,0.153934
414.0,0.154781
415.0,0.15540800000000002
416.0,0.15593
417.0,0.15643
418.0,0.156968
419.0,0.157533
420.0,0.158105
421.0,0.158731
422.0,0.159381
423.0,0.159977
424.0,0.160553
425.0,0.161144
426.0,0.161819
427.0,0.16265000000000002
428.0,0.163639
429.0,0.164742
430.0,0.165747
431.0,0.166657
432.0,0.167775
433.0,0.168945
434.0,0.170103
435.0,0.17122099999999998
436.0,0.17233
437.0,0.173449
438.0,0.174639
439.0,0.17589500000000002
440.0,0.17721
441.0,0.178474
442.0,0.179717
443.0,0.180966
444.0,0.18209
445.0,0.183151
446.0,0.18422799999999998
447.0,0.18535000000000001
448.0,0.18647200000000003
449.0,0.18753499999999998
450.0,0.188581
451.0,0.189624
452.0,0.190684
453.0,0.191829
454.0,0.19294899999999998
455.0,0.193767
456.0,0.19453399999999998
457.0,0.19532
458.0,0.196286
459.0,0.197222
460.0,0.19809000000000002
461.0,0.198931
462.0,0.19983399999999998
463.0,0.200783
464.0,0.20162
465.0,0.202366
466.0,0.20305399999999998
467.0,0.203821
468.0,0.204558
469.0,0.20525400000000002
470.0,0.20598
471.0,0.206659
472.0,0.207258
473.0,0.20778400000000002
474.0,0.208377
475.0,0.209108
476.0,0.21006799999999998
477.0,0.21086
478.0,0.211339
479.0,0.211842
480.0,0.21239899999999998
481.0,0.213032
482.0,0.213635
483.0,0.214222
484.0,0.214803
485.0,0.21542999999999998
486.0,0.216123
487.0,0.216877
488.0,0.217509
489.0,0.21815400000000001
490.0,0.218857
491.0,0.21956
492.0,0.220272
493.0,0.220993
494.0,0.221679
495.0,0.222423
496.0,0.223262
497.0,0.224123
498.0,0.22503900000000002
499.0,0.22601700000000002
500.0,0.22702000000000003
501.0,0.228008
502.0,0.228963
503.0,0.22990100000000002
504.0,0.230882
505.0,0.23192000000000002
506.0,0.232912
507.0,0.233933
508.0,0.234982
509.0,0.235992
510.0,0.236996
511.0,0.238009
512.0,0.239072
513.0,0.24016500000000002
514.0,0.24128
515.0,0.242413
516.0,0.243489
517.0,0.244532
518.0,0.245629
519.0,0.246655
520.0,0.24763100000000002
521.0,0.24863700000000002
522.0,0.24962
523.0,0.250607
524.0,0.251687
525.0,0.252656
526.0,0.253564
527.0,0.254484
528.0,0.255466
529.0,0.256452
530.0,0.257362
531.0,0.258254
532.0,0.259141
533.0,0.260033
534.0,0.260823
535.0,0.2616
536.0,0.262423
537.0,0.263127
538.0,0.263905
539.0,0.264829
540.0,0.265828
541.0,0.266742
542.0,0.26753499999999997
543.0,0.268266
544.0,0.269017
545.0,0.26977799999999996
546.0,0.270444
547.0,0.271102
548.0,0.271788
549.0,0.272576
550.0,0.27326
551.0,0.273901
552.0,0.274593
553.0,0.275223
554.0,0.275841
555.0,0.276484
556.0,0.277154
557.0,0.277821
558.0,0.278466
559.0,0.279094
560.0,0.279684
561.0,0.280242
562.0,0.280815
563.0,0.281373
564.0,0.281915
565.0,0.282441
566.0,0.283026
567.0,0.283632
568.0,0.284181
569.0,0.284725
570.0,0.285257
571.0,0.285772
572.0,0.286324
573.0,0.286848
574.0,0.287315
575.0,0.287767
576.0,0.288218
577.0,0.288659
578.0,0.289038
579.0,0.28946
580.0,0.289901
581.0,0.29029699999999997
582.0,0.290728
583.0,0.29116
584.0,0.29156099999999996
585.0,0.291943
586.0,0.292308
587.0,0.29265599999999997
588.0,0.292953
589.0,0.2933
590.0,0.293701
591.0,0.294099
592.0,0.29444400000000004
593.0,0.294755
594.0,0.29506499999999997
595.0,0.295344
596.0,0.295611
597.0,0.295879
598.0,0.29619599999999996
599.0,0.29650200000000004
600.0,0.29677600000000004
601.0,0.297018
602.0,0.297259
603.0,0.29750699999999997
604.0,0.297776
605.0,0.297997
606.0,0.298207
607.0,0.298432
608.0,0.29863700000000004
609.0,0.29882200000000003
610.0,0.299002
611.0,0.29923
612.0,0.299441
613.0,0.29966000000000004
614.0,0.299918
615.0,0.300257
616.0,0.300545
617.0,0.300732
618.0,0.30096900000000004
619.0,0.30115400000000003
620.0,0.30131
621.0,0.301522
622.0,0.301707
623.0,0.301898
624.0,0.30212900000000004
625.0,0.302305
626.0,0.30250499999999997
627.0,0.302734
628.0,0.302933
629.0,0.303161
630.0,0.303404
631.0,0.303647
632.0,0.303867
633.0,0.304097
634.0,0.30434100000000003
635.0,0.304491
636.0,0.304697
637.0,0.304942
638.0,0.305149
639.0,0.30541799999999997
640.0,0.305682
641.0,0.30591
642.0,0.306156
643.0,0.30641999999999997
644.0,0.306686
645.0,0.306929
646.0,0.307152
647.0,0.30733699999999997
648.0,0.307507
649.0,0.307869
650.0,0.308144
651.0,0.308341
652.0,0.308556
653.0,0.308774
654.0,0.309022
655.0,0.309296
656.0,0.309553
657.0,0.30984
658.0,0.310124
659.0,0.310372
660.0,0.310605
661.0,0.310868
662.0,0.31116299999999997
663.0,0.311445
664.0,0.311739
665.0,0.312011
666.0,0.312233
667.0,0.31238499999999997
668.0,0.312535
669.0,0.312726
670.0,0.313004
671.0,0.313336
672.0,0.313576
673.0,0.313714
674.0,0.31389700000000004
675.0,0.314121
676.0,0.314407
677.0,0.314762
678.0,0.315079
679.0,0.315371
680.0,0.31566099999999997
681.0,0.31598400000000004
682.0,0.316208
683.0,0.316475
684.0,0.31678999999999996
685.0,0.317015
686.0,0.31732099999999996
687.0,0.317651
688.0,0.317955
689.0,0.318285
690.0,0.318567
691.0,0.318811
692.0,0.31903400000000004
693.0,0.31927099999999997
694.0,0.319494
695.0,0.319737
696.0,0.32006999999999997
697.0,0.32041800000000004
698.0,0.32079599999999997
699.0,0.321154
700.0,0.32138500000000003
701.0,0.32169400000000004
702.0,0.32203400000000004
703.0,0.322376
704.0,0.32271700000000003
705.0,0.32304900000000003
706.0,0.32338900000000004
707.0,0.32374200000000003
708.0,0.32406
709.0,0.32435200000000003
710.0,0.324642
711.0,0.324949
712.0,0.32529600000000003
713.0,0.325571
714.0,0.325794
715.0,0.326004
716.0,0.326261
717.0,0.326571
718.0,0.326945
719.0,0.327376
720.0,0.327677
721.0,0.32799
722.0,0.32833399999999996
723.0,0.328688
724.0,0.328962
725.0,0.32919600000000004
726.0,0.329418
727.0,0.32967599999999997
728.0,0.33008699999999996
729.0,0.330499
730.0,0.33088999999999996
731.0,0.33126300000000003
732.0,0.331631
733.0,0.33197499999999996
734.0,0.33231499999999997
735.0,0.33265900000000004
736.0,0.332948
737.0,0.333275
738.0,0.33362200000000003
739.0,0.333976
740.0,0.334398
741.0,0.334739
742.0,0.33508200000000005
743.0,0.33546
744.0,0.335845
745.0,0.336191
746.0,0.33655
747.0,0.336957
748.0,0.33742
749.0,0.33785
750.0,0.338235
751.0,0.33859
752.0,0.338936
753.0,0.339231
754.0,0.339537
755.0,0.339852
756.0,0.34017800000000004
757.0,0.340525
758.0,0.341032
759.0,0.34151699999999996
760.0,0.34191000000000005
761.0,0.342271
762.0,0.342728
763.0,0.343084
764.0,0.343377
765.0,0.343706
766.0,0.34396
767.0,0.344201
768.0,0.344499
769.0,0.34484699999999996
770.0,0.345163
771.0,0.345605
772.0,0.34594499999999995
773.0,0.346214
774.0,0.346522
775.0,0.346826
776.0,0.347096
777.0,0.347455
778.0,0.347841
779.0,0.348019
780.0,0.34825
781.0,0.34853900000000004
782.0,0.34883600000000003
783.0,0.349107
784.0,0.34937399999999996
785.0,0.349645
786.0,0.34991900000000004
787.0,0.35017899999999996
788.0,0.35040999999999994
789.0,0.35064
790.0,0.3507
791.0,0.350755
792.0,0.35086799999999996
793.0,0.351006
794.0,0.35125999999999996
795.0,0.351491
796.0,0.351806
797.0,0.35215
798.0,0.35235
799.0,0.352492
800.0,0.35261899999999996
801.0,0.352736
802.0,0.35282800000000003
803.0,0.35288400000000003
804.0,0.35301299999999997
805.0,0.35314500000000004
806.0,0.353249
807.0,0.35334400000000005
808.0,0.353458
809.0,0.353446
810.0,0.353588
811.0,0.353725
812.0,0.35379
813.0,0.35381599999999996
814.0,0.35401200000000005
815.0,0.354093
816.0,0.35411099999999995
817.0,0.35409100000000004
818.0,0.35407200000000005
819.0,0.354125
820.0,0.35418
821.0,0.354201
822.0,0.35421199999999997
823.0,0.354183
824.0,0.354093
825.0,0.354114
826.0,0.354121
827.0,0.354198
828.0,0.35424900000000004
829.0,0.354274
830.0,0.354378
831.0,0.354133
832.0,0.35399200000000003
833.0,0.35387
834.0,0.353807
835.0,0.353803
836.0,0.353671
837.0,0.353879
838.0,0.35393399999999997
839.0,0.35387
840.0,0.353791
841.0,0.353747
842.0,0.353699
843.0,0.353752
844.0,0.35386
845.0,0.35390099999999997
846.0,0.35384
847.0,0.353713
848.0,0.353613
849.0,0.353672
850.0,0.35368299999999997
851.0,0.353585
852.0,0.35350000000000004
853.0,0.353469
854.0,0.35350499999999996
855.0,0.353632
856.0,0.35359699999999994
857.0,0.35368299999999997
858.0,0.35359
859.0,0.353573
860.0,0.35356499999999996
861.0,0.35342300000000004
862.0,0.353338
863.0,0.353132
864.0,0.35316899999999996
865.0,0.35325
866.0,0.353295
867.0,0.353216
868.0,0.352988
869.0,0.352743
870.0,0.35254399999999997
871.0,0.35247
872.0,0.35257599999999995
873.0,0.352796
874.0,0.352848
875.0,0.352761
876.0,0.352744
877.0,0.35278
878.0,0.352352
879.0,0.352507
880.0,0.35241799999999995
881.0,0.352209
882.0,0.35218400000000005
883.0,0.352252
884.0,0.35223
885.0,0.35220399999999996
886.0,0.352297
887.0,0.352244
