Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
1317.0,0.88994140625,0.897691810131073,0.9041154265403748,0.736840009689331,0.5379489898681641,0.41056276559829713,0.8624026656150818,0.33651198744773864,0.6181093931198121,0.21934420466423035,0.3261158,0.8178337097167969,0.2870065987110138,0.36648420691490174,0.912192416191101,0.5210754156112671,0.4830431044101715,0.771392,0.47501720786094664,0.6163197994232178,0.5088511824607849,0.8935914041999999,0.637287437915802,0.8612816095352173,0.8838352560997009,0.9088284373283386,0.8019123911857605,0.756531810760498,0.8831570863723754
1318.0,0.8899046063423157,0.8974882125854492,0.9045319080352783,0.7367910146713257,0.5375634789466858,0.410707551240921,0.861162257194519,0.33700398802757264,0.6176155924797058,0.21935380399227142,0.3269652,0.8180943250656127,0.2871414005756378,0.3667698085308075,0.9116436123847962,0.5214746117591857,0.48347583413124084,0.771248,0.4754338085651398,0.6166091918945312,0.508723783493042,0.8923135998,0.6372843384742737,0.8591034054756165,0.8829683065414429,0.9083590507507324,0.802362596988678,0.7561102151870728,0.8828169584274292
1319.0,0.8898678064346314,0.8972846150398255,0.9049483895301819,0.7367420196533203,0.5371779680252076,0.41085233688354494,0.8599218487739563,0.3374959886074066,0.6171217918395996,0.2193634033203125,0.3278146,0.8183549404144287,0.28727620244026186,0.3670554101467133,0.9110948085784912,0.5218738079071045,0.4839085638523102,0.771104,0.47585040926933286,0.6168985843658448,0.5085963845252991,0.8910357954,0.6372812390327454,0.8569252014160156,0.8821013569831848,0.9078896641731262,0.8028128027915955,0.7556886196136474,0.8824768304824829
1320.0,0.889831006526947,0.8970810174942017,0.9053648710250854,0.7366930246353149,0.5367924571037292,0.4109971225261688,0.8586814403533936,0.3379879891872406,0.6166279911994934,0.21937300264835358,0.328664,0.8186155557632446,0.28741100430488586,0.367341011762619,0.9105460047721863,0.5222730040550232,0.4843412935733795,0.77096,0.476267009973526,0.6171879768371582,0.5084689855575562,0.889757991,0.637278139591217,0.8547469973564148,0.8812344074249268,0.90742027759552,0.8032630085945129,0.7552670240402222,0.8821367025375366
1321.0,0.8898962020874024,0.8970038175582886,0.9051933884620667,0.7367314219474792,0.536366629600525,0.4114523410797119,0.8566166162490845,0.33841299414634707,0.6160675883293152,0.21954760253429412,0.3294104,0.8189699292182923,0.2874648034572601,0.3676880121231079,0.909965205192566,0.5227563977241516,0.48460161685943604,0.771012,0.47657960653305054,0.6166743755340576,0.508252990245819,0.8886939884,0.6372698307037353,0.8545377969741821,0.8798456192016602,0.9065771460533142,0.8040674090385437,0.7547176241874695,0.881785786151886
1322.0,0.8899613976478576,0.8969266176223755,0.9050219058990479,0.7367698192596436,0.5359408020973205,0.411907559633255,0.8545517921447754,0.3388379991054535,0.615507185459137,0.21972220242023469,0.33015680000000003,0.8193243026733399,0.2875186026096344,0.3680350124835968,0.9093844056129455,0.52323979139328,0.48486194014549255,0.771064,0.4768922030925751,0.616160774230957,0.508036994934082,0.8876299858,0.6372615218162536,0.8543285965919495,0.8784568309783936,0.9057340145111084,0.8048718094825744,0.7541682243347168,0.8814348697662353
1323.0,0.890026593208313,0.8968494176864624,0.904850423336029,0.7368082165718078,0.5355149745941162,0.4123627781867981,0.8524869680404663,0.33926300406455995,0.6149467825889587,0.21989680230617523,0.3309032,0.8196786761283874,0.28757240176200866,0.36838201284408567,0.9088036060333252,0.5237231850624084,0.4851222634315491,0.771116,0.4772047996520996,0.6156471729278564,0.507820999622345,0.8865659832,0.637253212928772,0.8541193962097168,0.877068042755127,0.9048908829689026,0.8056762099266053,0.7536188244819642,0.8810839533805848
1324.0,0.8900917887687683,0.8967722177505493,0.9046789407730103,0.7368466138839722,0.5350891470909118,0.4128179967403412,0.8504221439361572,0.33968800902366636,0.6143863797187805,0.2200714021921158,0.33164960000000004,0.820033049583435,0.28762620091438296,0.3687290132045746,0.9082228064537048,0.5242065787315369,0.4853825867176056,0.771168,0.47751739621162415,0.6151335716247559,0.507605004310608,0.8855019806,0.6372449040412903,0.8539101958274842,0.8756792545318604,0.9040477514266968,0.806480610370636,0.7530694246292114,0.8807330369949341
1325.0,0.8901569843292236,0.8966950178146362,0.9045074582099915,0.7368850111961365,0.5346633195877075,0.4132732152938843,0.8483573198318481,0.3401130139827728,0.6138259768486023,0.22024600207805634,0.332396,0.8203874230384827,0.2876800000667572,0.3690760135650635,0.9076420068740845,0.5246899724006653,0.4856429100036621,0.77122,0.4778299927711487,0.6146199703216553,0.5073890089988708,0.884437978,0.6372365951538086,0.8537009954452515,0.8742904663085938,0.903204619884491,0.8072850108146667,0.7525200247764587,0.8803821206092834
1326.0,0.8901545882225037,0.8965108156204223,0.9044719457626342,0.7368500113487244,0.5341166496276856,0.41340561509132384,0.8456870675086975,0.34061841368675233,0.6132707834243775,0.22018420100212097,0.3330902,0.8204608798027039,0.2877964019775391,0.369388610124588,0.9074550032615661,0.5250389814376831,0.48590158820152285,0.771024,0.4779327929019928,0.6151739716529846,0.5073912024497986,0.8831945774,0.6377675890922546,0.8530189990997314,0.8722654342651367,0.9024202585220337,0.8083206057548523,0.7519190192222596,0.880024790763855
1327.0,0.8901521921157837,0.8963266134262085,0.9044364333152771,0.7368150115013122,0.5335699796676636,0.4135380148887634,0.8430168151855468,0.34112381339073183,0.6127155900001526,0.2201223999261856,0.33378440000000004,0.8205343365669251,0.2879128038883209,0.36970120668411255,0.9072679996490478,0.525387990474701,0.48616026639938353,0.7708280000000001,0.47803559303283694,0.6157279729843139,0.5073933959007263,0.8819511768,0.6382985830307006,0.8523370027542114,0.8702404022216796,0.9016358971595764,0.8093562006950379,0.7513180136680603,0.8796674609184265
1328.0,0.8901497960090637,0.8961424112319947,0.9044009208679199,0.7367800116539002,0.5330233097076416,0.413670414686203,0.8403465628623963,0.3416292130947113,0.6121603965759277,0.22006059885025026,0.3344786,0.8206077933311462,0.2880292057991028,0.3700138032436371,0.9070809960365296,0.5257369995117187,0.4864189445972443,0.770632,0.478138393163681,0.6162819743156434,0.5073955893516541,0.8807077762,0.6388295769691468,0.8516550064086914,0.8682153701782227,0.9008515357971192,0.8103917956352233,0.7507170081138611,0.879310131072998
1329.0,0.8901473999023437,0.8959582090377808,0.9043654084205628,0.736745011806488,0.5324766397476196,0.4138028144836426,0.8376763105392456,0.3421346127986908,0.6116052031517029,0.21999879777431489,0.33517280000000005,0.8206812500953674,0.2881456077098846,0.3703263998031616,0.9068939924240113,0.5260860085487366,0.48667762279510496,0.770436,0.47824119329452514,0.6168359756469727,0.5073977828025817,0.8794643756,0.6393605709075928,0.8509730100631714,0.8661903381347656,0.9000671744346619,0.8114273905754089,0.7501160025596618,0.8789528012275696
1330.0,0.8901450037956238,0.8957740068435669,0.9043298959732056,0.7367100119590759,0.5319299697875977,0.41393521428108215,0.835006058216095,0.3426400125026703,0.611050009727478,0.21993699669837952,0.335867,0.8207547068595886,0.2882620096206665,0.37063899636268616,0.9067069888114929,0.5264350175857544,0.4869363009929657,0.77024,0.47834399342536926,0.617389976978302,0.5073999762535095,0.878220975,0.6398915648460388,0.8502910137176514,0.8641653060913086,0.8992828130722046,0.8124629855155945,0.7495149970054626,0.8785954713821411
1331.0,0.88992760181427,0.8956610083580017,0.9046146392822265,0.736681604385376,0.5313839792300781,0.41400524973869324,0.8312615871429443,0.34309120774269103,0.610558807849884,0.220374196767807,0.33726540000000005,0.820857834815979,0.2882106065750122,0.371042799949646,0.9066137909889221,0.5272264122962952,0.48743271827697754,0.769916,0.4785279929637909,0.6172005772590637,0.5073507785797119,0.8773345824,0.6400269150733948,0.8470876097679139,0.8619121789932251,0.8982789158821106,0.8131997942924499,0.748715603351593,0.8782579064369201
1332.0,0.8897101998329162,0.8955480098724365,0.9048993825912476,0.7366531968116761,0.5308379886725586,0.4140752851963043,0.8275171160697937,0.34354240298271177,0.61006760597229,0.2208113968372345,0.3386638,0.8209609627723694,0.2881592035293579,0.37144660353660586,0.9065205931663514,0.528017807006836,0.4879291355609894,0.769592,0.4787119925022125,0.6170111775398255,0.5073015809059143,0.8764481897999999,0.6401622653007507,0.8438842058181762,0.8596590518951416,0.8972750186920166,0.8139366030693054,0.7479162096977234,0.8779203414916992
1333.0,0.8894927978515625,0.8954350113868713,0.9051841259002685,0.736624789237976,0.530291998115039,0.4141453206539154,0.823772644996643,0.34399359822273257,0.609576404094696,0.221248596906662,0.34006220000000004,0.8210640907287597,0.2881078004837036,0.37185040712356565,0.9064273953437805,0.5288092017173767,0.4884255528450012,0.769268,0.47889599204063416,0.6168217778205871,0.5072523832321167,0.8755617972,0.6402976155281067,0.8406808018684387,0.8574059247970581,0.8962711215019226,0.8146734118461609,0.7471168160438537,0.8775827765464783
1334.0,0.8892753958702088,0.8953220129013062,0.9054688692092896,0.7365963816642761,0.5297460075575195,0.4142153561115265,0.8200281739234925,0.3444447934627533,0.609085202217102,0.22168579697608948,0.3414606,0.8211672186851502,0.28805639743804934,0.3722542107105255,0.9063341975212097,0.5296005964279175,0.48892197012901306,0.768944,0.4790799915790558,0.6166323781013489,0.5072031855583191,0.8746754046,0.6404329657554626,0.8374773979187011,0.8551527976989746,0.8952672243118286,0.8154102206230164,0.7463174223899841,0.8772452116012573
1335.0,0.889057993888855,0.895209014415741,0.9057536125183105,0.7365679740905762,0.529200017,0.4142853915691376,0.8162837028503418,0.34489598870277405,0.6085940003395081,0.22212299704551697,0.342859,0.8212703466415405,0.288004994392395,0.37265801429748535,0.9062409996986389,0.5303919911384583,0.4894183874130249,0.76862,0.4792639911174774,0.6164429783821106,0.5071539878845215,0.873789012,0.6405683159828186,0.8342739939689636,0.8528996706008911,0.8942633271217346,0.8161470293998718,0.7455180287361145,0.8769076466560364
1336.0,0.889208996295929,0.8949862122535706,0.9054268598556519,0.7366845846176148,0.5285920139509521,0.4142614245414734,0.8134818315505982,0.3454333901405334,0.6080710053443908,0.22236439883708953,0.34356800000000004,0.8210137844085693,0.28819599747657776,0.373004812002182,0.9058130025863648,0.5306727886199951,0.48979275226593016,0.768242,0.47948739528656004,0.6166907787322998,0.5071213960647583,0.8729448076,0.6405275583267211,0.8333943963050843,0.8506017327308655,0.8930931210517883,0.8168058276176453,0.744470226764679,0.8764859199523926
1337.0,0.889359998703003,0.8947634100914001,0.9051001071929932,0.7368011951446534,0.5279840109019043,0.4142374575138092,0.8106799602508545,0.34597079157829286,0.6075480103492736,0.22260580062866211,0.344277,0.8207572221755981,0.2883870005607605,0.37335160970687864,0.9053850054740906,0.530953586101532,0.4901671171188354,0.767864,0.4797107994556427,0.6169385790824891,0.5070888042449951,0.8721006032,0.6404868006706238,0.8325147986412048,0.8483037948608398,0.8919229149818421,0.8174646258354187,0.7434224247932434,0.8760641932487487
1338.0,0.8895110011100769,0.8945406079292297,0.9047733545303345,0.7369178056716919,0.5273760078528564,0.41421349048614503,0.8078780889511108,0.34650819301605223,0.6070250153541565,0.22284720242023467,0.344986,0.820500659942627,0.28857800364494324,0.37369840741157534,0.9049570083618164,0.5312343835830688,0.49054148197174074,0.767486,0.47993420362472533,0.6171863794326782,0.5070562124252319,0.8712563987999999,0.6404460430145263,0.8316352009773255,0.8460058569908142,0.8907527089118957,0.8181234240531922,0.7423746228218079,0.875642466545105
1339.0,0.8896620035171509,0.8943178057670593,0.9044466018676758,0.7370344161987304,0.5267680048038086,0.4141895234584808,0.8050762176513672,0.34704559445381167,0.6065020203590393,0.22308860421180726,0.345695,0.8202440977096558,0.288769006729126,0.374045205116272,0.9045290112495422,0.5315151810646057,0.490915846824646,0.767108,0.480157607793808,0.6174341797828674,0.5070236206054688,0.8704121944,0.640405285358429,0.830755603313446,0.8437079191207886,0.8895825028419495,0.8187822222709655,0.7413268208503723,0.8752207398414612
1340.0,0.8898130059242249,0.8940950036048889,0.9041198492050171,0.737151026725769,0.5261600017547607,0.41416555643081665,0.8022743463516235,0.34758299589157104,0.6059790253639221,0.22333000600337982,0.346404,0.8199875354766846,0.2889600098133087,0.37439200282096863,0.9041010141372681,0.5317959785461426,0.49129021167755127,0.76673,0.4803810119628906,0.6176819801330566,0.5069910287857056,0.86956799,0.6403645277023315,0.8298760056495667,0.8414099812507629,0.8884122967720032,0.819441020488739,0.7402790188789368,0.8747990131378174
1341.0,0.8896190047264099,0.8941064000129699,0.904172956943512,0.7371228218078614,0.5255720019340515,0.4143974244594574,0.7997538328170777,0.34799699783325194,0.6053086161613465,0.2234642058610916,0.3476208,0.8204320430755615,0.2890288054943085,0.37482600212097167,0.9036372065544128,0.5316043853759765,0.4915143609046936,0.766132,0.4803376078605652,0.6177831888198853,0.5069216251373291,0.8684807894,0.6403872847557068,0.8307048082351685,0.84053475856781,0.8875645279884339,0.8200984120368957,0.7391762137413025,0.8744367361068726
1342.0,0.889425003528595,0.894117796421051,0.9042260646820068,0.7370946168899536,0.5249840021133423,0.41462929248809816,0.7972333192825317,0.34841099977493284,0.6046382069587708,0.2235984057188034,0.3488376,0.8208765506744384,0.28909760117530825,0.3752600014209747,0.9031733989715576,0.5314127922058105,0.49173851013183595,0.765534,0.4802942037582397,0.6178843975067139,0.5068522214889526,0.8673935888,0.640410041809082,0.8315336108207703,0.8396595358848572,0.8867167592048645,0.8207558035850525,0.7380734086036682,0.8740744590759277
1343.0,0.88923100233078,0.8941291928291321,0.9042791724205017,0.7370664119720459,0.5243960022926331,0.4148611605167389,0.7947128057479859,0.3488250017166138,0.603967797756195,0.2237326055765152,0.3500544,0.8213210582733155,0.28916639685630796,0.3756940007209778,0.9027095913887024,0.5312211990356446,0.49196265935897826,0.764936,0.48025079965591433,0.6179856061935425,0.5067828178405762,0.8663063882,0.6404327988624573,0.8323624134063721,0.8387843132019043,0.8858689904212952,0.8214131951332092,0.7369706034660339,0.8737121820449829
1344.0,0.8890370011329651,0.8941405892372132,0.9043322801589966,0.7370382070541381,0.5238080024719238,0.41509302854537966,0.7921922922134399,0.3492390036582947,0.6032973885536194,0.223866805434227,0.3512712,0.8217655658721924,0.28923519253730773,0.37612800002098085,0.9022457838058472,0.5310296058654785,0.4921868085861206,0.764338,0.4802073955535889,0.6180868148803711,0.5067134141921997,0.8652191876,0.6404555559158325,0.8331912159919739,0.8379090905189515,0.8850212216377258,0.822070586681366,0.7358677983283997,0.8733499050140381
1345.0,0.8888429999351501,0.8941519856452942,0.9043853878974915,0.7370100021362305,0.5232200026512146,0.4153248965740204,0.789671778678894,0.3496530055999756,0.6026269793510437,0.22400100529193878,0.352488,0.8222100734710693,0.2893039882183075,0.3765619993209839,0.9017819762229919,0.5308380126953125,0.49241095781326294,0.76374,0.4801639914512634,0.6181880235671997,0.5066440105438232,0.864131987,0.6404783129692078,0.8340200185775757,0.8370338678359985,0.8841734528541565,0.8227279782295227,0.7347649931907654,0.8729876279830933
1346.0,0.8887668013572693,0.8937697887420655,0.9045273900032044,0.7367640018463135,0.5227200031280518,0.41550549268722536,0.7877332925796509,0.35001660585403443,0.6016373872756958,0.22414640486240386,0.3532458,0.8222343921661377,0.2894641876220703,0.3767090022563934,0.9004227757453919,0.5314700126647949,0.4927724957466125,0.762168,0.4804845929145813,0.6177692174911499,0.506591010093689,0.8629829882000001,0.6404369115829468,0.8339340090751648,0.8373511910438538,0.8826717019081116,0.8230817794799805,0.7332358002662659,0.872616982460022
1347.0,0.8886906027793884,0.8933875918388366,0.9046693921089173,0.7365180015563965,0.522220003604889,0.4156860888004303,0.7857948064804077,0.3503802061080933,0.600647795200348,0.22429180443286895,0.35400360000000003,0.822258710861206,0.28962438702583315,0.37685600519180296,0.8990635752677918,0.5321020126342774,0.49313403367996217,0.7605959999999999,0.48080519437789915,0.6173504114151,0.5065380096435547,0.8618339894,0.6403955101966858,0.8338479995727539,0.837668514251709,0.8811699509620666,0.8234355807304382,0.7317066073417664,0.8722463369369506
1348.0,0.8886144042015076,0.8930053949356079,0.9048113942146301,0.7362720012664795,0.521720004081726,0.41586668491363527,0.7838563203811646,0.3507438063621521,0.599658203125,0.22443720400333406,0.3547614,0.8222830295562744,0.2897845864295959,0.37700300812721255,0.8977043747901916,0.5327340126037597,0.49349557161331176,0.759024,0.48112579584121706,0.6169316053390503,0.5064850091934204,0.8606849906,0.6403541088104248,0.833761990070343,0.8379858374595642,0.8796682000160218,0.823789381980896,0.7301774144172668,0.8718756914138794
1349.0,0.8885382056236267,0.8926231980323791,0.904953396320343,0.7360260009765625,0.5212200045585632,0.4160472810268402,0.7819178342819214,0.3511074066162109,0.5986686110496521,0.22458260357379914,0.35551920000000004,0.8223073482513428,0.28994478583335875,0.3771500110626221,0.8963451743125915,0.5333660125732422,0.4938571095466614,0.757452,0.4814463973045349,0.6165127992630005,0.5064320087432861,0.8595359918,0.6403127074241638,0.8336759805679321,0.8383031606674194,0.8781664490699768,0.8241431832313537,0.7286482214927673,0.8715050458908081
1350.0,0.8884620070457458,0.8922410011291504,0.9050953984260559,0.7357800006866455,0.5207200050354004,0.41622787714004517,0.7799793481826782,0.3514710068702698,0.5976790189743042,0.22472800314426422,0.356277,0.8223316669464111,0.2901049852371216,0.3772970139980316,0.8949859738349915,0.5339980125427246,0.494218647480011,0.75588,0.4817669987678528,0.6160939931869507,0.5063790082931519,0.858386993,0.6402713060379028,0.8335899710655212,0.8386204838752747,0.8766646981239319,0.8244969844818115,0.7271190285682678,0.8711344003677368
1351.0,0.8878664016723633,0.8918280005455017,0.9045016050338746,0.7360440015792846,0.5202833414077759,0.4166449546813965,0.7783249378204345,0.35192700624465945,0.5966572165489197,0.2247246026992798,0.357236,0.822387969493866,0.2901647865772247,0.37744120955467225,0.8914487838745118,0.5337916135787963,0.4947423875331879,0.75285,0.48161559700965884,0.6167233943939209,0.5065210103988648,0.8569375988,0.6403715014457703,0.833372175693512,0.8388441443443299,0.8753343224525452,0.8249785900115967,0.7259936213493348,0.87065509557724
1352.0,0.8872707962989808,0.891414999961853,0.9039078116416931,0.7363080024719239,0.5198466777801514,0.4170620322227478,0.7766705274581909,0.35238300561904906,0.5956354141235352,0.22472120225429534,0.358195,0.8224442720413208,0.29022458791732786,0.3775854051113129,0.887911593914032,0.5335852146148682,0.49526612758636473,0.74982,0.48146419525146483,0.6173527956008911,0.5066630125045777,0.8554882046,0.6404716968536377,0.8331543803215027,0.839067804813385,0.8740039467811584,0.8254601955413818,0.7248682141304016,0.8701757907867431
1353.0,0.8866751909255981,0.8910019993782043,0.9033140182495117,0.736572003364563,0.5194100141525269,0.41747910976409913,0.7750161170959473,0.35283900499343873,0.5946136116981506,0.22471780180931092,0.35915400000000003,0.8225005745887757,0.29028438925743105,0.37772960066795347,0.8843744039535523,0.5333788156509399,0.49578986763954164,0.74679,0.4813127934932709,0.6179821968078614,0.5068050146102905,0.8540388104000001,0.6405718922615051,0.8329365849494934,0.8392914652824401,0.8726735711097717,0.825941801071167,0.7237428069114685,0.8696964859962464
1354.0,0.8860795855522156,0.8905889987945557,0.9027202248573303,0.7368360042572022,0.5189733505249023,0.4178961873054504,0.7733617067337036,0.35329500436782835,0.5935918092727661,0.22471440136432647,0.360113,0.8225568771362305,0.2903441905975342,0.3778737962245941,0.8808372139930725,0.5331724166870118,0.4963136076927185,0.74376,0.4811613917350769,0.6186115980148316,0.5069470167160034,0.8525894162000001,0.6406720876693726,0.8327187895774841,0.8395151257514953,0.871343195438385,0.8264234066009521,0.7226173996925354,0.8692171812057495
1355.0,0.885483980178833,0.890175998210907,0.9021264314651489,0.7371000051498413,0.5185366868972778,0.41831326484680176,0.77170729637146,0.353751003742218,0.5925700068473816,0.22471100091934204,0.361072,0.8226131796836853,0.29040399193763733,0.37801799178123474,0.8773000240325928,0.5329660177230835,0.4968373477458954,0.74073,0.48100998997688293,0.6192409992218018,0.5070890188217163,0.851140022,0.64077228307724,0.8325009942054749,0.8397387862205505,0.8700128197669983,0.8269050121307373,0.7214919924736023,0.8687378764152527
1356.0,0.8851601839065552,0.8902529954910279,0.9023981094360352,0.7370688080787658,0.5179680109024047,0.4187040090560913,0.770889675617218,0.3538546025753021,0.591960608959198,0.22511039972305297,0.3619456,0.8227423310279847,0.2905423939228058,0.37833919525146487,0.8761176228523254,0.5336928129196167,0.4968192517757416,0.739894,0.4806443929672241,0.6189257979393006,0.5072360157966613,0.8500400184,0.6403793811798095,0.8328447937965393,0.8398518681526184,0.8688704609870911,0.8277052044868469,0.7205887913703919,0.8683466672897339
1357.0,0.8848363876342773,0.8903299927711487,0.9026697874069214,0.7370376110076904,0.5173993349075318,0.41909475326538087,0.770072054862976,0.35395820140838624,0.5913512110710144,0.22550979852676392,0.3628192,0.8228714823722839,0.29068079590797424,0.37866039872169494,0.8749352216720581,0.5344196081161499,0.49680115580558776,0.739058,0.4802787959575653,0.6186105966567993,0.5073830127716065,0.8489400148,0.6399864792823792,0.8331885933876038,0.8399649500846863,0.8677281022071839,0.8285053968429565,0.7196855902671814,0.867955458164215
1358.0,0.8845125913619996,0.8904069900512696,0.9029414653778076,0.737006413936615,0.5168306589126587,0.4194854974746704,0.7692544341087342,0.3540618002414703,0.5907418131828308,0.22590919733047485,0.3636928,0.8230006337165833,0.2908191978931427,0.37898160219192506,0.8737528204917908,0.5351464033126831,0.49678305983543397,0.738222,0.4799131989479065,0.6182953953742981,0.5075300097465515,0.8478400112,0.6395935773849487,0.8335323929786682,0.8400780320167541,0.8665857434272766,0.8293055891990662,0.718782389163971,0.8675642490386963
1359.0,0.8841887950897217,0.8904839873313903,0.9032131433486938,0.7369752168655396,0.5162619829177857,0.41987624168396,0.7684368133544922,0.35416539907455447,0.5901324152946472,0.2263085961341858,0.3645664,0.8231297850608825,0.29095759987831116,0.37930280566215513,0.8725704193115235,0.5358731985092163,0.49676496386528013,0.737386,0.4795476019382477,0.6179801940917968,0.5076770067214966,0.8467400076,0.6392006754875184,0.8338761925697327,0.8401911139488221,0.8654433846473694,0.8301057815551758,0.7178791880607605,0.8671730399131775
1360.0,0.8838649988174438,0.8905609846115112,0.9034848213195801,0.7369440197944641,0.5156933069229126,0.4202669858932495,0.7676191926002502,0.35426899790763855,0.5895230174064636,0.22670799493789673,0.36544,0.8232589364051819,0.2910960018634796,0.37962400913238525,0.8713880181312561,0.5365999937057495,0.49674686789512634,0.73655,0.47918200492858887,0.6176649928092957,0.5078240036964417,0.845640004,0.6388077735900879,0.8342199921607971,0.8403041958808899,0.8643010258674622,0.8309059739112854,0.71697598695755,0.8667818307876587
1361.0,0.8837939977645874,0.8896965861320496,0.9037597894668579,0.7364216208457947,0.5143719792366028,0.42044333815574647,0.7672481775283814,0.35491359829902647,0.5888216137886048,0.2270197957754135,0.3668012,0.8235615611076355,0.29116080403327943,0.3797990083694458,0.8717166185379028,0.5372531890869141,0.497248238325119,0.737102,0.4792086064815521,0.6163681983947754,0.5072112083435059,0.8452947975999999,0.6384886503219604,0.8353981971740723,0.8399043321609497,0.8634616255760192,0.8318971753120422,0.7159129858016968,0.8663535237312316
1362.0,0.8837229967117309,0.8888321876525879,0.9040347576141358,0.7358992218971252,0.513050651550293,0.42061969041824343,0.7668771624565125,0.35555819869041444,0.5881202101707459,0.2273315966129303,0.3681624,0.8238641858100891,0.29122560620307925,0.37997400760650635,0.8720452189445496,0.5379063844680786,0.4977496087551117,0.737654,0.47923520803451536,0.6150714039802552,0.5065984129905701,0.8449495911999999,0.638169527053833,0.8365764021873474,0.8395044684410096,0.8626222252845764,0.832888376712799,0.7148499846458435,0.8659252166748047
1363.0,0.8836519956588745,0.8879677891731262,0.9043097257614136,0.7353768229484559,0.5117293238639832,0.42079604268074033,0.7665061473846435,0.35620279908180236,0.5874188065528869,0.2276433974504471,0.3695236,0.8241668105125427,0.291290408372879,0.3801490068435669,0.8723738193511963,0.5385595798492432,0.49825097918510436,0.738206,0.47926180958747866,0.6137746095657348,0.5059856176376343,0.8446043848,0.6378504037857056,0.8377546072006226,0.8391046047210693,0.8617828249931335,0.833879578113556,0.7137869834899903,0.8654969096183777
1364.0,0.883580994606018,0.8871033906936645,0.9045846939086915,0.7348544239997864,0.5104079961776733,0.4209723949432373,0.7661351323127746,0.35684739947319033,0.586717402935028,0.22795519828796387,0.3708848,0.8244694352149964,0.2913552105426788,0.38032400608062744,0.872702419757843,0.5392127752304077,0.49875234961509707,0.738758,0.4792884111404419,0.6124778151512146,0.5053728222846985,0.8442591784,0.6375312805175781,0.8389328122138977,0.8387047410011291,0.8609434247016907,0.8348707795143128,0.7127239823341369,0.8650686025619507
1365.0,0.8835099935531616,0.8862389922142029,0.9048596620559692,0.7343320250511169,0.5090866684913635,0.42114874720573425,0.7657641172409058,0.35749199986457825,0.5860159993171692,0.22826699912548065,0.372246,0.82477205991745,0.29142001271247864,0.380499005317688,0.8730310201644897,0.5398659706115723,0.4992537200450897,0.73931,0.47931501269340515,0.6111810207366943,0.5047600269317627,0.843913972,0.6372121572494507,0.8401110172271729,0.838304877281189,0.8601040244102478,0.8358619809150696,0.7116609811782837,0.8646402955055237
1366.0,0.884145200252533,0.8862157940864563,0.9045306324958802,0.734388017654419,0.5067358374595642,0.42145033478736876,0.7652629375457763,0.35790119767189027,0.5850921988487243,0.2286547988653183,0.3733134,0.8243402719497681,0.2916520118713379,0.3808176040649414,0.8720428109169006,0.5400829792022706,0.4994130849838257,0.7390760000000001,0.4796436131000519,0.6108944177627563,0.504457426071167,0.842032778,0.6371357202529907,0.8414508104324341,0.8372707605361939,0.8591719031333923,0.8363527894020081,0.7109951853752137,0.8642767906188965
1367.0,0.8847804069519043,0.8861925959587097,0.904201602935791,0.734444010257721,0.5043850064277648,0.4217519223690033,0.7647617578506469,0.3583103954792023,0.5841683983802796,0.22904259860515594,0.3743808,0.8239084839820862,0.2918840110301971,0.38113620281219485,0.8710546016693115,0.5402999877929687,0.49957244992256167,0.738842,0.4799722135066986,0.6106078147888183,0.5041548252105713,0.840151584,0.6370592832565307,0.8427906036376953,0.8362366437911988,0.8582397818565368,0.8368435978889466,0.7103293895721435,0.8639132857322693
1368.0,0.8854156136512756,0.8861693978309632,0.9038725733757019,0.7345000028610229,0.5020341753959656,0.42205350995063784,0.7642605781555176,0.35871959328651426,0.5832445979118347,0.2294303983449936,0.3754482,0.8234766960144043,0.2921160101890564,0.3814548015594482,0.8700663924217225,0.540516996383667,0.4997318148612976,0.738608,0.48030081391334534,0.6103212118148804,0.5038522243499756,0.8382703899999999,0.6369828462600708,0.8441303968429565,0.8352025270462036,0.8573076605796814,0.837334406375885,0.7096635937690735,0.863549780845642
1369.0,0.886050820350647,0.8861461997032165,0.9035435438156127,0.7345559954643249,0.4996833443641663,0.42235509753227235,0.7637593984603882,0.3591287910938263,0.5823207974433899,0.22981819808483123,0.3765156,0.8230449080467224,0.29234800934791566,0.38177340030670165,0.8690781831741333,0.5407340049743652,0.49989117980003356,0.738374,0.48062941431999207,0.6100346088409424,0.5035496234893799,0.836389196,0.6369064092636109,0.8454701900482178,0.8341684103012085,0.856375539302826,0.8378252148628235,0.7089977979660034,0.8631862759590149
