Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
2348.0,0.7735725998878479,0.6338693261146545,0.9041988134384156,0.4202944040298462,0.29058309178651126,0.1650061309337616,0.6183307051658631,0.3068234086036682,0.5175763964653015,0.42924920916557313,0.7620058,0.7815378308296204,0.3421605885028839,0.3775150001049042,0.5949429988861084,0.5903279900550842,0.29684250354766845,0.49006,0.3828902065753937,0.5256339907646179,0.47123812437057494,0.5736386064000001,0.38328643441200255,0.46042675375938413,0.5437036871910095,0.6101162195205688,0.7552431941032409,0.23976379930973052,0.5845909714698792
2349.0,0.7758538007736206,0.6342361450195313,0.9042277574539185,0.41791120171546936,0.29037018989325564,0.17169474065303802,0.6176429033279419,0.3069062113761902,0.5180901885032654,0.42920160889625547,0.7618864,0.7812902331352234,0.34206278920173644,0.3787539958953857,0.59235999584198,0.5896979928016662,0.29748653769493105,0.49378,0.38656160831451414,0.524740993976593,0.4705709755420685,0.5731837992000001,0.3788510799407959,0.46219422221183776,0.542163348197937,0.6084944486618042,0.7549975872039795,0.23838939666748046,0.5818911790847778
2350.0,0.7781350016593933,0.634602963924408,0.9042567014694214,0.41552799940109253,0.290157288,0.17838335037231445,0.6169551014900208,0.30698901414871216,0.5186039805412292,0.42915400862693787,0.761767,0.7810426354408264,0.341964989900589,0.3799929916858673,0.5897769927978516,0.5890679955482483,0.2981305718421936,0.4975,0.39023301005363464,0.5238479971885681,0.469903826713562,0.572728992,0.37441572546958923,0.4639616906642914,0.5406230092048645,0.6068726778030396,0.754751980304718,0.2370149940252304,0.5791913866996765
2351.0,0.781862199306488,0.6344651222229004,0.9042856454849243,0.4117900013923645,0.2898704228,0.18507227897644044,0.6162672758102417,0.3074250102043152,0.519261384010315,0.42897140979766846,0.7617436,0.7807950258255005,0.3420703947544098,0.3811925947666168,0.5873475909233093,0.588785195350647,0.29877463579177854,0.499222,0.3927784085273743,0.5226887941360474,0.4691279649734497,0.5717495922,0.36998016238212583,0.46436710357666017,0.5390825867652893,0.6055337429046631,0.7537855863571167,0.23559019565582276,0.5765829086303711
2352.0,0.7855893969535828,0.6343272805213929,0.9043145895004272,0.40805200338363645,0.28958355760000004,0.19176120758056642,0.6155794501304627,0.3078610062599182,0.5199187874794007,0.42878881096839905,0.7617202,0.7805474162101745,0.3421757996082306,0.38239219784736633,0.5849181890487671,0.5885023951530457,0.29941869974136354,0.500944,0.3953238070011139,0.5215295910835266,0.4683521032333374,0.5707701924,0.3655445992946625,0.46477251648902895,0.5375421643257141,0.6041948080062867,0.7528191924095153,0.2341653972864151,0.5739744305610657
2353.0,0.7893165946006775,0.6341894388198852,0.9043435335159302,0.40431400537490847,0.2892966924,0.19845013618469237,0.6148916244506836,0.30829700231552126,0.5205761909484863,0.42860621213912964,0.7616968000000001,0.7802998065948487,0.3422812044620514,0.38359180092811584,0.5824887871742248,0.5882195949554443,0.3000627636909485,0.502666,0.3978692054748535,0.5203703880310059,0.4675762414932251,0.5697907926,0.3611090362071991,0.4651779294013977,0.5360017418861389,0.6028558731079101,0.7518527984619141,0.23274059891700744,0.5713659524917603
2354.0,0.7930437922477722,0.6340515971183777,0.9043724775314331,0.40057600736618043,0.2890098272,0.20513906478881835,0.6142037987709046,0.3087329983711243,0.521233594417572,0.42842361330986023,0.7616734000000001,0.7800521969795227,0.34238660931587217,0.38479140400886536,0.5800593852996826,0.587936794757843,0.30070682764053347,0.504388,0.40041460394859313,0.5192111849784851,0.4668003797531128,0.5688113928,0.35667347311973574,0.46558334231376647,0.5344613194465637,0.6015169382095337,0.7508864045143128,0.2313158005475998,0.5687574744224548
2355.0,0.7967709898948669,0.6339137554168701,0.904401421546936,0.3968380093574524,0.288722962,0.21182799339294434,0.6135159730911255,0.3091689944267273,0.5218909978866577,0.4282410144805908,0.76165,0.7798045873641968,0.342492014169693,0.38599100708961487,0.5776299834251404,0.5876539945602417,0.3013508915901184,0.50611,0.40296000242233276,0.5180519819259644,0.4660245180130005,0.567831993,0.35223791003227234,0.46598875522613525,0.5329208970069885,0.6001780033111572,0.7499200105667114,0.22989100217819214,0.5661489963531494
2356.0,0.8002283930778503,0.6335163354873657,0.9044753313064575,0.39571300745010374,0.2883850990597626,0.22216953635215758,0.6121537804603576,0.3094897925853729,0.5225927948951721,0.42803741097450254,0.7617572,0.7796087741851807,0.34254100918769836,0.3873042047023773,0.5758919835090637,0.5881085991859436,0.30225496292114257,0.505988,0.40436460375785827,0.5170015811920166,0.46546521186828616,0.5663567899999999,0.35027281641960145,0.4659182012081146,0.5308604121208191,0.5982421278953552,0.7486692070960999,0.22841140031814575,0.5635968446731567
2357.0,0.8036857962608337,0.6331189155578614,0.904549241065979,0.39458800554275514,0.28804723611952515,0.23251107931137086,0.6107915878295899,0.30981059074401857,0.5232945919036865,0.4278338074684143,0.7618644,0.7794129610061645,0.34259000420570374,0.38861740231513975,0.5741539835929871,0.5885632038116455,0.3031590342521667,0.5058659999999999,0.40576920509338377,0.5159511804580689,0.46490590572357177,0.564881587,0.34830772280693056,0.46584764719009397,0.5287999272346496,0.5963062524795533,0.7474184036254883,0.22693179845809935,0.5610446929931641
2358.0,0.8071431994438172,0.6327214956283569,0.9046231508255005,0.3934630036354065,0.28770937317928774,0.2428526222705841,0.609429395198822,0.3101313889026642,0.5239963889122009,0.42763020396232604,0.7619716000000001,0.7792171478271485,0.3426389992237091,0.38993059992790224,0.5724159836769104,0.5890178084373474,0.30406310558319094,0.505744,0.4071738064289093,0.5149007797241211,0.46434659957885743,0.563406384,0.3463426291942596,0.4657770931720734,0.5267394423484802,0.5943703770637512,0.7461676001548767,0.225452196598053,0.5584925413131714
2359.0,0.8106006026268006,0.6323240756988525,0.904697060585022,0.3923380017280579,0.2873715102390503,0.2531941652297974,0.6080672025680542,0.31045218706130984,0.5246981859207154,0.4274266004562378,0.7620788000000001,0.7790213346481323,0.3426879942417145,0.3912437975406647,0.5706779837608338,0.5894724130630493,0.3049671769142151,0.5056219999999999,0.4085784077644348,0.5138503789901734,0.46378729343414304,0.5619311810000001,0.34437753558158873,0.46570653915405275,0.5246789574623107,0.5924345016479492,0.7449167966842651,0.2239725947380066,0.5559403896331787
2360.0,0.8140580058097839,0.6319266557693481,0.9047709703445435,0.39121299982070923,0.28703364729881287,0.2635357081890106,0.6067050099372864,0.31077298521995544,0.5253999829292297,0.42722299695014954,0.762186,0.7788255214691162,0.34273698925971985,0.3925569951534271,0.5689399838447571,0.5899270176887512,0.30587124824523926,0.5055,0.4099830090999603,0.5127999782562256,0.4632279872894287,0.560455978,0.34241244196891785,0.4656359851360321,0.5226184725761414,0.5904986262321472,0.7436659932136536,0.2224929928779602,0.553388237953186
2361.0,0.8170464038848877,0.6306367874145508,0.9048448920249939,0.3949003994464874,0.28660492300987245,0.2738777458667755,0.6053427457809448,0.3109855890274048,0.5258805871009826,0.4272063970565796,0.762082,0.7786296963691711,0.3427561938762665,0.39394659399986265,0.5693737864494324,0.5901870131492615,0.30677536129951477,0.504222,0.41047040820121766,0.5119115829467773,0.46256932616233826,0.5590431810000001,0.3404472529888153,0.4642553985118866,0.5205578804016113,0.5886433601379395,0.742111599445343,0.22099179327487944,0.5508766889572143
2362.0,0.8200348019599915,0.6293469190597534,0.9049188137054444,0.3985877990722656,0.28617619872093203,0.2842197835445404,0.6039804816246033,0.3111981928348541,0.5263611912727356,0.42718979716300964,0.761978,0.778433871269226,0.34277539849281313,0.39533619284629823,0.5698075890541077,0.5904470086097717,0.3076794743537903,0.502944,0.410957807302475,0.5110231876373291,0.4619106650352478,0.557630384,0.3384820640087128,0.4628748118877411,0.5184972882270813,0.5867880940437317,0.7405572056770324,0.2194905936717987,0.5483651399612427
2363.0,0.8230232000350952,0.6280570507049561,0.9049927353858948,0.40227519869804385,0.28574747443199155,0.2945618212223053,0.6026182174682617,0.3114107966423035,0.5268417954444885,0.4271731972694397,0.7618739999999999,0.778238046169281,0.3427946031093597,0.39672579169273375,0.570241391658783,0.590707004070282,0.3085835874080658,0.501666,0.4114452064037323,0.5101347923278808,0.46125200390815735,0.556217587,0.3365168750286102,0.46149422526359557,0.5164366960525513,0.584932827949524,0.739002811908722,0.21798939406871795,0.545853590965271
2364.0,0.826011598110199,0.6267671823501587,0.9050666570663453,0.40596259832382203,0.28531875014305114,0.3049038589000702,0.6012559533119202,0.3116234004497528,0.5273223996162415,0.42715659737586975,0.76177,0.778042221069336,0.34281380772590636,0.39811539053916933,0.5706751942634583,0.5909669995307922,0.3094877004623413,0.5003879999999999,0.4119326055049896,0.5092463970184327,0.4605933427810669,0.5548047899999999,0.3345516860485077,0.4601136386394501,0.5143761038780212,0.5830775618553161,0.7374484181404114,0.21648819446563722,0.5433420419692994
2365.0,0.8289999961853027,0.6254773139953613,0.9051405787467957,0.4096499979496002,0.2848900258541107,0.3152458965778351,0.5998936891555786,0.31183600425720215,0.5278030037879944,0.4271399974822998,0.761666,0.7778463959693909,0.342833012342453,0.39950498938560486,0.5711089968681335,0.5912269949913025,0.3103918135166168,0.49911,0.41242000460624695,0.5083580017089844,0.45993468165397644,0.553391993,0.33258649706840515,0.45873305201530457,0.5123155117034912,0.5812222957611084,0.7358940243721008,0.21498699486255646,0.5408304929733276
2366.0,0.830966591835022,0.6245855331420899,0.904623293876648,0.4162271976470947,0.2843971252441406,0.32538906335830686,0.5982352018356323,0.31190980076789854,0.5280336022377015,0.4271795988082886,0.7617558,0.7777637243270874,0.3428770124912262,0.40082399249076844,0.5709656000137329,0.591595196723938,0.31205250024795533,0.497442,0.4118496060371399,0.5077864050865173,0.4594096660614014,0.550505793,0.32367687225341796,0.456477677822113,0.510667359828949,0.5789109706878662,0.7336112141609192,0.21328759491443633,0.5384772300720215
2367.0,0.8329331874847412,0.6236937522888184,0.9041060090065003,0.42280439734458924,0.28390422463417053,0.3355322301387787,0.5965767145156861,0.311983597278595,0.5282642006874084,0.42721920013427733,0.7618456,0.7776810526847839,0.3429210126399994,0.40214299559593203,0.5708222031593323,0.5919633984565735,0.31371318697929385,0.495774,0.4112792074680328,0.5072148084640503,0.4588846504688263,0.547619593,0.31476724743843076,0.4542223036289215,0.5090192079544067,0.5765996456146241,0.7313284039497375,0.21158819496631623,0.5361239671707153
2368.0,0.8348997831344604,0.6228019714355468,0.9035887241363525,0.42938159704208373,0.28341132402420044,0.3456753969192505,0.5949182271957397,0.31205739378929137,0.5284947991371155,0.4272588014602661,0.7619353999999999,0.7775983810424805,0.34296501278877256,0.40346199870109556,0.5706788063049316,0.5923316001892089,0.3153738737106323,0.494106,0.4107088088989258,0.5066432118415832,0.4583596348762512,0.544733393,0.3058576226234436,0.45196692943572997,0.5073710560798645,0.5742883205413818,0.7290455937385559,0.2098887950181961,0.5337707042694092
2369.0,0.8368663787841797,0.6219101905822754,0.9030714392662048,0.43595879673957827,0.28291842341423035,0.3558185636997223,0.5932597398757935,0.3121311902999878,0.5287253975868225,0.42729840278625486,0.7620252,0.777515709400177,0.34300901293754577,0.40478100180625914,0.570535409450531,0.5926998019218445,0.3170345604419708,0.492438,0.41013841032981874,0.5060716152191163,0.45783461928367614,0.541847193,0.29694799780845643,0.4497115552425385,0.5057229042053223,0.5719769954681396,0.7267627835273742,0.208189395070076,0.531417441368103
2370.0,0.8388329744338989,0.6210184097290039,0.9025541543960571,0.44253599643707275,0.28242552280426025,0.3659617304801941,0.5916012525558472,0.3122049868106842,0.5289559960365295,0.42733800411224365,0.762115,0.7774330377578735,0.34305301308631897,0.40610000491142273,0.5703920125961304,0.59306800365448,0.3186952471733093,0.49077,0.40956801176071167,0.5055000185966492,0.4573096036911011,0.538960993,0.28803837299346924,0.4474561810493469,0.50407475233078,0.5696656703948975,0.7244799733161926,0.20648999512195587,0.5290641784667969
2371.0,0.8399513840675354,0.6202164888381958,0.9020368456840515,0.44802339673042296,0.28187533020973204,0.37610538601875304,0.5899426817893982,0.31226779222488404,0.5293045997619629,0.42705480456352235,0.762064,0.7773503661155701,0.34316681027412416,0.40715980529785156,0.5688202142715454,0.5935881972312927,0.3203560173511505,0.48909199999999997,0.4084830105304718,0.5048788189888,0.4566850781440735,0.5348275898,0.27912831902503965,0.4435842752456665,0.5024265229701996,0.567138385772705,0.722491979598999,0.20465899705886842,0.5267461776733399
2372.0,0.8410697937011719,0.6194145679473877,0.9015195369720459,0.45351079702377317,0.28132513761520384,0.386249041557312,0.5882841110229492,0.3123305976390839,0.5296532034873962,0.42677160501480105,0.7620129999999999,0.7772676944732666,0.34328060746192934,0.4082196056842804,0.5672484159469604,0.5941083908081055,0.3220167875289917,0.48741399999999996,0.40739800930023196,0.5042576193809509,0.4560605525970459,0.5306941866,0.2702182650566101,0.4397123694419861,0.5007782936096191,0.5646111011505127,0.7205039858818054,0.20282799899578094,0.5244281768798829
2373.0,0.8421882033348084,0.6186126470565796,0.9010022282600403,0.45899819731712344,0.2807749450206757,0.396392697095871,0.5866255402565003,0.31239340305328367,0.5300018072128296,0.4264884054660797,0.761962,0.7771850228309631,0.3433944046497345,0.40927940607070923,0.5656766176223755,0.5946285843849182,0.3236775577068329,0.485736,0.40631300806999204,0.5036364197731018,0.4554360270500183,0.5265607834,0.26130821108818053,0.43584046363830564,0.4991300642490387,0.5620838165283203,0.7185159921646118,0.2009970009326935,0.5221101760864257
2374.0,0.8433066129684448,0.6178107261657715,0.9004849195480347,0.46448559761047364,0.28022475242614747,0.40653635263442994,0.5849669694900512,0.3124562084674835,0.530350410938263,0.4262052059173584,0.761911,0.7771023511886597,0.34350820183753966,0.41033920645713806,0.5641048192977905,0.5951487779617309,0.3253383278846741,0.484058,0.4052280068397522,0.5030152201652527,0.4548115015029907,0.5224273802,0.252398157119751,0.43196855783462523,0.49748183488845826,0.559556531906128,0.7165279984474182,0.199166002869606,0.5197921752929687
2375.0,0.8444250226020813,0.6170088052749634,0.899967610836029,0.46997299790382385,0.27967455983161926,0.4166800081729889,0.5833083987236023,0.31251901388168335,0.5306990146636963,0.4259220063686371,0.76186,0.7770196795463562,0.34362199902534485,0.4113990068435669,0.5625330209732056,0.5956689715385437,0.32699909806251526,0.48238,0.40414300560951233,0.5023940205574036,0.45418697595596313,0.518293977,0.2434881031513214,0.4280966520309448,0.4958336055278778,0.5570292472839355,0.7145400047302246,0.19733500480651855,0.5174741744995117
2376.0,0.8452920198440552,0.6159145712852478,0.8998364806175232,0.47152639627456666,0.2790558100652954,0.42279155254364015,0.5809154629707336,0.31281101107597353,0.5310368061065673,0.4261872053146362,0.7619504,0.7764842748641968,0.3435926020145416,0.4118228077888489,0.5597704172134399,0.5959973812103272,0.3270136177539825,0.48092399999999996,0.4032906055450439,0.5014260172843933,0.4533572316169739,0.5142885806,0.23849937915802003,0.42252997159957884,0.49365983009338377,0.5539435386657715,0.7119350075721741,0.19521300494670868,0.5153068661689758
2377.0,0.846159017086029,0.6148203372955322,0.8997053503990173,0.47307979464530947,0.27843706029897153,0.4289030969142914,0.578522527217865,0.31310300827026366,0.5313745975494385,0.42645240426063535,0.7620408,0.7759488701820374,0.3435632050037384,0.4122466087341309,0.5570078134536743,0.5963257908821106,0.32702813744544984,0.479468,0.4024382054805756,0.500458014011383,0.45252748727798464,0.5102831842,0.23351065516471864,0.4169632911682129,0.4914860546588898,0.5508578300476075,0.7093300104141236,0.1930910050868988,0.5131395578384399
2378.0,0.847026014328003,0.6137261033058167,0.8995742201805115,0.4746331930160522,0.2778183105326477,0.4350146412849426,0.5761295914649963,0.31339500546455384,0.5317123889923095,0.42671760320663454,0.7621312,0.7754134654998779,0.3435338079929352,0.4126704096794128,0.5542452096939087,0.5966542005538941,0.3270426571369171,0.478012,0.40158580541610717,0.4994900107383728,0.45169774293899534,0.5062777878,0.22852193117141723,0.4113966107368469,0.48931227922439574,0.5477721214294433,0.706725013256073,0.19096900522708893,0.5109722495079041
2379.0,0.8478930115699768,0.612631869316101,0.8994430899620056,0.47618659138679503,0.27719956076632385,0.44112618565559386,0.5737366557121277,0.31368700265884397,0.5320501804351807,0.4269828021526337,0.7622215999999999,0.7748780608177185,0.34350441098213197,0.4130942106246948,0.5514826059341431,0.5969826102256774,0.3270571768283844,0.47655600000000004,0.4007334053516388,0.49852200746536257,0.4508679986000061,0.5022723914,0.22353320717811584,0.405829930305481,0.48713850378990176,0.5446864128112793,0.7041200160980224,0.18884700536727905,0.5088049411773682
2380.0,0.8487600088119507,0.6115376353263855,0.8993119597434998,0.47773998975753784,0.276580811,0.4472377300262451,0.571343719959259,0.31397899985313416,0.5323879718780518,0.4272480010986328,0.762312,0.7743426561355591,0.34347501397132874,0.4135180115699768,0.5487200021743774,0.5973110198974609,0.3270716965198517,0.4751,0.3998810052871704,0.4975540041923523,0.45003825426101685,0.498266995,0.21854448318481445,0.400263249874115,0.4849647283554077,0.5416007041931152,0.7015150189399719,0.18672500550746918,0.5066376328468323
2381.0,0.8490876078605651,0.6102838397026062,0.8991808295249939,0.4771341919898987,0.27590737979999996,0.45334898829460146,0.5689509034156799,0.31433039903640747,0.5322617769241333,0.4270925998687744,0.7623518,0.7738072752952576,0.3435658097267151,0.4133634090423584,0.546681797504425,0.5971606135368347,0.32708621621131895,0.47433400000000003,0.3995236039161682,0.49670600295066836,0.44913896918296814,0.4946083964,0.21355599761009217,0.39353800415992735,0.4827910602092743,0.5384291529655456,0.6984262108802796,0.18431300520896912,0.5046878457069397
2382.0,0.8494152069091797,0.6090300440788269,0.899049699306488,0.4765283942222595,0.2752339486,0.45946024656295775,0.5665580868721009,0.3146817982196808,0.5321355819702148,0.426937198638916,0.7623916000000001,0.773271894454956,0.3436566054821014,0.41320880651474,0.5446435928344726,0.5970102071762085,0.32710073590278627,0.47356800000000004,0.399166202545166,0.49585800170898436,0.44823968410491943,0.4909497978,0.20856751203536988,0.38681275844573976,0.48061739206314086,0.5352576017379761,0.6953374028205872,0.18190100491046907,0.5027380585670471
2383.0,0.8497428059577942,0.6077762484550476,0.8989185690879822,0.4759225964546204,0.2745605174,0.4655715048313141,0.5641652703285217,0.3150331974029541,0.5320093870162964,0.42678179740905764,0.7624314,0.7727365136146546,0.3437474012374878,0.41305420398712156,0.5426053881645203,0.5968598008155823,0.32711525559425353,0.472802,0.39880880117416384,0.4950100004673004,0.4473403990268707,0.4872911992,0.20357902646064757,0.3800875127315521,0.47844372391700746,0.5320860505104065,0.6922485947608947,0.17948900461196898,0.5007882714271545
2384.0,0.8500704050064087,0.6065224528312683,0.8987874388694763,0.4753167986869812,0.2738870862,0.4716827630996704,0.5617724537849427,0.3153845965862274,0.5318831920623779,0.42662639617919923,0.7624712,0.772201132774353,0.34383819699287416,0.41289960145950316,0.5405671834945679,0.5967093944549561,0.32712977528572085,0.472036,0.39845139980316163,0.49416199922561643,0.446441113948822,0.4836326006,0.1985905408859253,0.3733622670173645,0.476270055770874,0.528914499282837,0.6891597867012024,0.17707700431346893,0.49883848428726196
2385.0,0.8503980040550232,0.605268657207489,0.8986563086509705,0.47471100091934204,0.273213655,0.47779402136802673,0.5593796372413635,0.31573599576950073,0.5317569971084595,0.4264709949493408,0.762511,0.7716657519340515,0.3439289927482605,0.41274499893188477,0.5385289788246155,0.5965589880943298,0.3271442949771881,0.47127,0.3980939984321594,0.4933139979839325,0.4455418288707733,0.479974002,0.193602055311203,0.3666370213031769,0.4740963876247406,0.5257429480552673,0.68607097864151,0.17466500401496887,0.4968886971473694
2386.0,0.850812804698944,0.6042818784713745,0.8983148574829102,0.474466598033905,0.27250255365774534,0.4820504724979401,0.556956696510315,0.3160277962684631,0.5318390011787415,0.42634299397468567,0.7623106000000001,0.7712292909622193,0.3439595937728882,0.4127507984638214,0.5390295863151551,0.596762192249298,0.3267010927200317,0.47049,0.397666996717453,0.4923089981079102,0.44450838565826417,0.477967203,0.19585975110530854,0.3603545844554901,0.47182207703590395,0.5219674706459045,0.6823411822319031,0.17211840450763702,0.4950879395008087
2387.0,0.851227605342865,0.60329509973526,0.8979734063148499,0.47422219514846803,0.27179145231549073,0.4863069236278534,0.5545337557792663,0.31631959676742555,0.5319210052490234,0.4262149930000305,0.7621102000000001,0.770792829990387,0.34399019479751586,0.41275659799575803,0.5395301938056946,0.5969653964042664,0.32625789046287534,0.46971,0.3972399950027466,0.4913039982318878,0.443474942445755,0.475960404,0.19811744689941407,0.35407214760780337,0.46954776644706725,0.5181919932365417,0.6786113858222962,0.16957180500030516,0.493287181854248
2388.0,0.8516424059867859,0.6023083209991456,0.8976319551467895,0.473977792263031,0.2710803509732361,0.49056337475776673,0.5521108150482178,0.31661139726638793,0.5320030093193054,0.42608699202537537,0.7619098,0.7703563690185546,0.34402079582214357,0.4127623975276947,0.5400308012962342,0.5971686005592346,0.325814688205719,0.46893,0.39681299328804015,0.4902989983558655,0.4424414992332458,0.473953605,0.20037514269351958,0.34778971076011655,0.4672734558582306,0.514416515827179,0.6748815894126892,0.16702520549297334,0.4914864242076874
2389.0,0.8520572066307068,0.601321542263031,0.8972905039787292,0.473733389377594,0.27036924963098147,0.49481982588768003,0.5496878743171691,0.31690319776535036,0.5320850133895874,0.4259589910507202,0.7617094,0.7699199080467224,0.3440513968467712,0.41276819705963136,0.5405314087867736,0.5973718047142029,0.32537148594856263,0.46815,0.39638599157333376,0.4892939984798431,0.4414080560207367,0.471946806,0.20263283848762512,0.3415072739124298,0.4649991452693939,0.5106410384178162,0.6711517930030823,0.16447860598564149,0.4896856665611267
2390.0,0.8524720072746277,0.6003347635269165,0.896949052810669,0.473488986492157,0.2696581482887268,0.4990762770175934,0.5472649335861206,0.31719499826431274,0.5321670174598694,0.42583099007606506,0.761509,0.7694834470748901,0.3440819978713989,0.412773996591568,0.5410320162773132,0.5975750088691711,0.32492828369140625,0.46737,0.3959589898586273,0.4882889986038208,0.44037461280822754,0.469940007,0.20489053428173065,0.33522483706474304,0.46272483468055725,0.5068655610084534,0.6674219965934753,0.16193200647830963,0.48788490891456604
2391.0,0.8523344039916992,0.5989649176597596,0.8965550422668457,0.475617790222168,0.2688818097114563,0.5028688311576843,0.5448346018791199,0.31756719946861267,0.5324280142784119,0.4260441899299622,0.7616382,0.7690717458724976,0.34421499967575075,0.41295740008354187,0.542859411239624,0.5978228092193604,0.3243706881999969,0.46666,0.3956149935722351,0.4874859988689423,0.4393123388290405,0.4699244084,0.20895942449569702,0.3311847925186157,0.46042550802230836,0.5027693152427674,0.6633931994438171,0.15966760516166686,0.4862945079803467
2392.0,0.8521968007087708,0.5975950717926025,0.8961610317230224,0.47774659395217894,0.2681054711341858,0.5066613852977753,0.5424042701721191,0.3179394006729126,0.5326890110969543,0.42625738978385924,0.7617674,0.768660044670105,0.34434800148010253,0.41314080357551575,0.5446868062019348,0.5980706095695496,0.32381309270858766,0.46595000000000003,0.3952709972858429,0.4866829991340637,0.4382500648498535,0.4699088098,0.21302831470966338,0.3271447479724884,0.45812618136405947,0.4986730694770813,0.6593644022941589,0.1574032038450241,0.4847041070461273
2393.0,0.8520591974258422,0.5962252259254456,0.8957670211791993,0.47987539768218995,0.26732913255691526,0.5104539394378662,0.5399739384651184,0.3183116018772125,0.5329500079154968,0.42647058963775636,0.7618966,0.7682483434677124,0.34448100328445436,0.4133242070674896,0.5465142011642456,0.5983184099197387,0.32325549721717833,0.46524,0.39492700099945066,0.4858799993991852,0.4371877908706665,0.4698932112,0.21709720492362977,0.3231047034263611,0.4558268547058105,0.4945768237113953,0.6553356051445007,0.15513880252838136,0.48311370611190796
2394.0,0.8519215941429138,0.5948553800582885,0.895373010635376,0.4820042014122009,0.26655279397964476,0.5142464935779572,0.5375436067581176,0.31868380308151245,0.5332110047340393,0.4266837894916534,0.7620258,0.7678366422653198,0.34461400508880613,0.4135076105594635,0.5483415961265564,0.598566210269928,0.32269790172576907,0.46453,0.39458300471305846,0.4850769996643066,0.4361255168914795,0.4698776126,0.22116609513759614,0.3190646588802338,0.45352752804756163,0.4904805779457092,0.6513068079948425,0.1528744012117386,0.4815233051776886
2395.0,0.8517839908599854,0.5934855341911316,0.8949790000915527,0.4841330051422119,0.26577645540237427,0.5180390477180481,0.5351132750511169,0.3190560042858124,0.5334720015525818,0.42689698934555054,0.762155,0.7674249410629272,0.34474700689315796,0.4136910140514374,0.5501689910888672,0.5988140106201172,0.32214030623435974,0.46382,0.39423900842666626,0.4842739999294281,0.4350632429122925,0.469862014,0.2252349853515625,0.31502461433410645,0.45122820138931274,0.4863843321800232,0.6472780108451843,0.15060999989509583,0.47993290424346924
2396.0,0.851570987701416,0.5921672463417054,0.8945849657058715,0.4888694047927856,0.2649324059486389,0.5218317747116089,0.5326828241348267,0.31915040612220763,0.5346570014953613,0.4266417920589447,0.7625166,0.7670132279396057,0.34486180543899536,0.41425501108169555,0.5519107937812805,0.5987358093261719,0.32158268690109254,0.463496,0.3937700092792511,0.4833797991275787,0.43424439430236816,0.471810609,0.22930406928062438,0.31360727548599243,0.44892876148223876,0.48180068731307985,0.6431926131248474,0.14933300018310547,0.4785138428211212
2397.0,0.8513579845428467,0.590848958492279,0.8941909313201905,0.4936058044433594,0.2640883564949036,0.5256245017051697,0.5302523732185364,0.3192448079586029,0.5358420014381409,0.42638659477233887,0.7628782,0.7666015148162841,0.34497660398483276,0.4148190081119537,0.5536525964736938,0.5986576080322266,0.32102506756782534,0.46317200000000003,0.39330101013183594,0.48248559832572935,0.43342554569244385,0.473759204,0.23337315320968627,0.3121899366378784,0.4466293215751648,0.4772170424461365,0.6391072154045105,0.1480560004711151,0.4770947813987732
2398.0,0.8511449813842773,0.5895306706428528,0.8937968969345093,0.4983422040939331,0.2632443070411682,0.5294172286987304,0.5278219223022461,0.3193392097949982,0.5370270013809204,0.42613139748573303,0.7632398,0.7661898016929627,0.34509140253067017,0.41538300514221194,0.5553943991661072,0.5985794067382812,0.3204674482345581,0.462848,0.3928320109844208,0.48159139752388,0.43260669708251953,0.475707799,0.23744223713874818,0.3107725977897644,0.44432988166809084,0.4726333975791931,0.6350218176841735,0.14677900075912476,0.47567571997642516
2399.0,0.850931978225708,0.5882123827934265,0.8934028625488282,0.5030786037445069,0.26240025758743285,0.5332099556922912,0.5253914713859558,0.31943361163139344,0.5382120013237,0.4258762001991272,0.7636014,0.7657780885696411,0.34520620107650757,0.4159470021724701,0.5571362018585205,0.5985012054443359,0.3199098289012909,0.462524,0.3923630118370056,0.48069719672203065,0.4317878484725952,0.477656394,0.24151132106781006,0.3093552589416504,0.44203044176101686,0.46804975271224974,0.6309364199638366,0.1455020010471344,0.47425665855407717
2400.0,0.8507189750671387,0.5868940949440002,0.893008828163147,0.5078150033950806,0.2615562081336975,0.537002682685852,0.5229610204696655,0.3195280134677887,0.5393970012664795,0.42562100291252136,0.763963,0.7653663754463196,0.34532099962234497,0.41651099920272827,0.5588780045509338,0.5984230041503906,0.3193522095680237,0.4622,0.39189401268959045,0.4798029959201813,0.4309689998626709,0.479604989,0.24558040499687195,0.3079379200935364,0.43973100185394287,0.4634661078453064,0.6268510222434998,0.14422500133514404,0.4728375971317291
