Data ID,Forsterite LASC02
Sample ID,LASC02
Mineral Name,forsterite
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
3340.29,0.727776
3342.45,0.727437
3344.6,0.727006
3346.76,0.726861
3348.92,0.726649
3351.09,0.726408
3353.26,0.725939
3355.4300000000003,0.725433
3357.6000000000004,0.724958
3359.78,0.724705
3361.96,0.724287
3364.14,0.723738
3366.32,0.723086
3368.51,0.722605
3370.7,0.721819
3372.89,0.721194
3375.09,0.720731
3377.29,0.720605
3379.4900000000002,0.720848
3381.69,0.721224
3383.9,0.721893
3386.11,0.722415
3388.32,0.722953
3390.54,0.723634
3392.76,0.723844
3394.98,0.723684
3397.21,0.72317
3399.4300000000003,0.722685
3401.6600000000003,0.722213
3403.9,0.721677
3406.13,0.720743
3408.3700000000003,0.719674
3410.61,0.718795
3412.8599999999997,0.718415
3415.1099999999997,0.718019
3417.36,0.717821
3419.61,0.717894
3421.8700000000003,0.718498
3424.13,0.719444
3426.39,0.72035
3428.66,0.721489
3430.93,0.722991
3433.2,0.724375
3435.48,0.725617
3437.7599999999998,0.726608
3440.0400000000004,0.727727
3442.32,0.728631
3444.61,0.729367
3446.8999999999996,0.729777
3449.19,0.730124
3451.4900000000002,0.730522
3453.79,0.731117
3456.09,0.731545
3458.4,0.731713
3460.7000000000003,0.732121
3463.0200000000004,0.732804
3465.33,0.732963
3467.65,0.732984
3469.97,0.732959
3472.29,0.732925
3474.62,0.732829
3476.95,0.7327
3479.2900000000004,0.732723
3481.62,0.732869
3483.96,0.732766
3486.3,0.732753
3488.6499999999996,0.732746
3491.0,0.732686
3493.35,0.732133
3495.71,0.731399
3498.0699999999997,0.730773
3500.4300000000003,0.730317
3502.79,0.729776
3505.16,0.729782
3507.53,0.730061
3509.9100000000003,0.730566
3512.29,0.731594
3514.67,0.73287
3517.0499999999997,0.734257
3519.44,0.735512
3521.83,0.736399
3524.23,0.737412
3526.62,0.738151
3529.02,0.738387
3531.43,0.738558
3533.83,0.738873
3536.24,0.739203
3538.6600000000003,0.73955
3541.08,0.739691
3543.5,0.739827
3545.92,0.739916
3548.35,0.740002
3550.78,0.740145
3553.21,0.740316
3555.65,0.74033
3558.09,0.740294
3560.5299999999997,0.740273
3562.98,0.740339
3565.4300000000003,0.740185
3567.88,0.740245
3570.3399999999997,0.74038
3572.8,0.740388
3575.27,0.739975
3577.73,0.739899
3580.2000000000003,0.739937
3582.68,0.740014
3585.1600000000003,0.739967
3587.64,0.739677
3590.1200000000003,0.739541
3592.61,0.739514
3595.1,0.739255
3597.6,0.739055
3600.0899999999997,0.738845
3602.6,0.738709
3605.1000000000004,0.738441
3607.61,0.738203
3610.1200000000003,0.737827
3612.64,0.737704
3615.16,0.737407
3617.68,0.737049
3620.21,0.736724
3622.74,0.736527
3625.27,0.735837
3627.8100000000004,0.735473
3630.35,0.73539
3632.8900000000003,0.735165
3635.44,0.734791
3637.99,0.734327
3640.54,0.733677
3643.1,0.73335
3645.66,0.73302
3648.23,0.732862
3650.7999999999997,0.732406
3653.37,0.731952
3655.95,0.731502
3658.5299999999997,0.73113
3661.1099999999997,0.730828
3663.7,0.730579
3666.29,0.730238
3668.8900000000003,0.72994
3671.48,0.729515
3674.09,0.729174
3676.6899999999996,0.728742
3679.3,0.72819
3681.91,0.727522
3684.53,0.727189
3687.15,0.726779
3689.7799999999997,0.726299
3692.4,0.725639
3695.04,0.72486
3697.67,0.724132
3700.31,0.723586
3702.95,0.722928
3705.6,0.72248
3708.25,0.721746
3710.9100000000003,0.721031
3713.5600000000004,0.720337
3716.23,0.719873
3718.89,0.719127
3721.5600000000004,0.718368
3724.23,0.717812
3726.9100000000003,0.717346
3729.59,0.716567
3732.2799999999997,0.7158
3734.9700000000003,0.715074
3737.66,0.714597
3740.36,0.713928
3743.06,0.713179
3745.76,0.712413
3748.4700000000003,0.711506
3751.1800000000003,0.710722
3753.8999999999996,0.710229
3756.62,0.709476
3759.3399999999997,0.708694
3762.07,0.707917
3764.8,0.707212
3767.54,0.706486
3770.28,0.705875
3773.02,0.70513
3775.77,0.704318
3778.52,0.70357
3781.28,0.702901
3784.04,0.702031
3786.7999999999997,0.70121
3789.5699999999997,0.700459
3792.3399999999997,0.699594
3795.12,0.698772
3797.8999999999996,0.698452
3800.69,0.697843
3803.47,0.697002
3806.27,0.696201
3809.06,0.69543
3811.8599999999997,0.694502
3814.67,0.693864
3817.48,0.693388
3820.29,0.692799
3823.1099999999997,0.692012
3825.93,0.69141
3828.7599999999998,0.690781
3831.5899999999997,0.690254
3834.42,0.689741
3837.26,0.689094
3840.1,0.688486
3842.9500000000003,0.688175
3845.8,0.687808
3848.65,0.687344
3851.51,0.686895
3854.38,0.686341
3857.24,0.685732
3860.1200000000003,0.6855
3862.99,0.685084
3865.8700000000003,0.684653
3868.7599999999998,0.684129
3871.6499999999996,0.68366
3874.54,0.683102
3877.44,0.682578
3880.3399999999997,0.682199
3883.25,0.681724
3886.16,0.681121
3889.0699999999997,0.680599
3891.99,0.680013
3894.92,0.67966
3897.85,0.679272
3900.78,0.678868
3903.72,0.678099
3906.66,0.677398
3909.6000000000004,0.676865
3912.55,0.676508
3915.5099999999998,0.675696
3918.4700000000003,0.67479
3921.43,0.674198
3924.4,0.673491
3927.3799999999997,0.672634
3930.35,0.671886
3933.3300000000004,0.671056
3936.3199999999997,0.670286
3939.31,0.669528
3942.31,0.668773
3945.31,0.668047
3948.3100000000004,0.667168
3951.32,0.666005
3954.34,0.665149
3957.35,0.664272
3960.3799999999997,0.663323
3963.4100000000003,0.662062
3966.44,0.660855
3969.48,0.659713
3972.52,0.658498
3975.5600000000004,0.65717
3978.61,0.655816
3981.6699999999996,0.654415
3984.73,0.653176
3987.8,0.651735
3990.8700000000003,0.650358
3993.9399999999996,0.648873
3997.02,0.64731
4000.1,0.645956
4003.19,0.644744
4006.29,0.643256
4009.39,0.641826
4012.49,0.640703
4015.6,0.639964
4018.7099999999996,0.639249
4021.8299999999995,0.638725
4024.9499999999994,0.638266
4028.08,0.638107
4031.2099999999996,0.63803
