Data ID,SRS-99 Aber Spectralon
Sample ID,SRS-99 Aber Spectralon
Mineral Name,spectralon
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,Aberystwyth University
Wavelength,Response
463,0.541501757
464,0.564181505
465,0.598057856
466,0.641226572
467,0.695222387
468,0.743909498
469,0.774588338
470,0.796936832
471,0.813227075
472,0.811011356
473,0.799243181
474,0.796785245
475,0.802988567
476,0.807788177
477,0.811102625
478,0.82174715
479,0.837062009
480,0.842537312
481,0.82844927
482,0.797328818
483,0.77422661
484,0.777565421
485,0.781269299
486,0.761681069
487,0.738243539
488,0.722660228
489,0.71299655
490,0.714910058
491,0.720982628
492,0.727261847
493,0.746660348
494,0.782024291
495,0.819352106
496,0.84909428
497,0.869867531
498,0.883476026
499,0.895159664
500,0.904459994
501,0.908204075
502,0.90592136
503,0.898829801
504,0.894244202
505,0.895600817
506,0.894328883
507,0.884916431
508,0.870691841
509,0.854807651
510,0.838756322
511,0.824861753
512,0.816223292
513,0.812679407
514,0.80666486
515,0.782226899
516,0.728171909
517,0.667484801
518,0.625219982
519,0.588664232
520,0.547999586
521,0.508150178
522,0.483879941
523,0.495350531
524,0.52901864
525,0.55266137
526,0.566868932
527,0.600079796
528,0.652766489
529,0.699756515
530,0.736206227
531,0.757446425
532,0.761080049
533,0.757552175
534,0.742879061
535,0.707351858
536,0.671177285
537,0.654231986
538,0.637401113
539,0.631381013
540,0.666213992
541,0.709529381
542,0.731522186
543,0.743564852
544,0.755163161
545,0.763649819
546,0.762394436
547,0.753258266
548,0.746135252
549,0.750497174
550,0.764184284
551,0.78402356
552,0.804955436
553,0.814783049
554,0.827436698
555,0.853690832
556,0.875161412
557,0.891669977
558,0.909769013
559,0.91921787
560,0.917014697
561,0.911624975
562,0.909570203
563,0.90107828
564,0.89675432
565,0.914425397
566,0.935013806
567,0.944452142
568,0.948157289
569,0.949862006
570,0.950937731
571,0.951752087
572,0.951903134
573,0.952392707
574,0.952871129
575,0.952947746
576,0.953031329
577,0.953021429
578,0.953831537
579,0.953657936
580,0.953635787
581,0.953812493
582,0.954276227
583,0.954351359
584,0.95420879
585,0.954131966
586,0.954898424
587,0.955192085
588,0.95457338
589,0.955174193
590,0.95523236
591,0.955075706
592,0.955255724
593,0.955430243
594,0.955478888
595,0.95602049
596,0.955540997
597,0.955672568
598,0.955452293
599,0.955755566
600,0.955941524
601,0.955617101
602,0.955575404
603,0.95552594
604,0.955596536
605,0.955706255
606,0.955215602
607,0.95522525
608,0.954953585
609,0.954170171
610,0.953901917
611,0.953056934
612,0.951499142
613,0.950682932
614,0.949332023
615,0.947355902
616,0.945541538
617,0.943406198
618,0.940226489
619,0.936451007
620,0.931920416
621,0.927950282
622,0.923119865
623,0.918098693
624,0.914096771
625,0.910073033
626,0.906414605
627,0.903762134
628,0.900609191
629,0.895344776
630,0.887622785
631,0.879105248
632,0.870133202
633,0.860685398
634,0.851392547
635,0.838721375
636,0.813924818
637,0.775660769
638,0.754176896
639,0.754621343
640,0.743256809
641,0.717847091
642,0.703352294
643,0.724562279
644,0.76985387
645,0.787958603
646,0.761683463
647,0.713272184
648,0.676386323
649,0.674302823
650,0.697483673
651,0.70461647
652,0.684371852
653,0.674265419
654,0.663819362
655,0.660164471
656,0.685174364
657,0.710570411
658,0.712663613
659,0.707574824
660,0.70197479
661,0.692895293
662,0.706909877
663,0.7431056
664,0.754111871
665,0.755852615
666,0.783950723
667,0.810885815
668,0.814260185
669,0.818113247
670,0.840339674
671,0.86278985
672,0.867877163
673,0.867850037
674,0.876225554
675,0.884766536
676,0.881266463
677,0.879780482
678,0.898561511
679,0.913348754
680,0.913647923
681,0.916457354
682,0.922917743
683,0.91694483
684,0.906363962
685,0.916178849
686,0.937701467
687,0.949988438
688,0.954404558
689,0.956014955
690,0.957431834
691,0.960050591
692,0.961018829
693,0.962170235
694,0.962972711
695,0.963370358
696,0.963766457
697,0.963328193
698,0.964169198
699,0.964090313
700,0.964594943
701,0.965184479
702,0.964988621
703,0.965491343
704,0.966104783
705,0.965772071
706,0.965098331
707,0.965523806
708,0.96465203
709,0.964700027
710,0.96512129
711,0.964495907
712,0.964650428
713,0.963265598
714,0.962736002
715,0.962305865
716,0.963045593
717,0.96288938
718,0.962430632
719,0.962560115
720,0.961828739
721,0.961538399
722,0.959263208
723,0.958096628
724,0.956890826
725,0.957328127
726,0.956382389
727,0.956543057
728,0.957031802
729,0.957850658
730,0.957254642
731,0.956761694
732,0.9557837
733,0.955992518
734,0.955407419
735,0.955308329
736,0.954075878
737,0.95158403
738,0.948759776
739,0.944275166
740,0.938717963
741,0.929143025
742,0.910316204
743,0.886514147
744,0.88257815
745,0.900718505
746,0.914311439
747,0.918106001
748,0.927068606
749,0.934444907
750,0.934460774
751,0.92711825
752,0.917868059
753,0.919539566
754,0.928694951
755,0.933156818
756,0.930987584
757,0.929686895
758,0.930720554
759,0.934840673
760,0.939090383
761,0.939025196
762,0.935577404
763,0.93047498
764,0.928536623
765,0.929796452
766,0.930436577
767,0.93052547
768,0.930449177
769,0.928972538
770,0.926898083
771,0.92377709
772,0.922187906
773,0.921294521
774,0.920685356
775,0.918348695
776,0.916138889
777,0.916214471
778,0.916731053
779,0.917071496
780,0.917617661
781,0.917411273
782,0.915439751
783,0.912481226
784,0.906408908
785,0.894084398
786,0.88190801
787,0.875912228
788,0.866334536
789,0.843408629
790,0.828312443
791,0.835053164
792,0.836120663
793,0.8083268
794,0.775539566
795,0.770704622
796,0.785388212
797,0.788530346
798,0.760657238
799,0.727947647
800,0.725262119
801,0.751288103
802,0.782197478
803,0.795641057
804,0.783987335
805,0.780679052
806,0.803386277
807,0.820321253
808,0.821998862
809,0.822091004
810,0.826561502
811,0.83402513
812,0.845745704
813,0.857876462
814,0.858033926
815,0.856949381
816,0.86385977
817,0.869147783
818,0.87939242
819,0.892474244
820,0.900106316
821,0.896865533
822,0.888386669
823,0.891841355
824,0.905890283
825,0.91555064
826,0.916473167
827,0.91462139
828,0.912876848
829,0.914364971
830,0.922477454
831,0.931868666
832,0.936446084
833,0.936164582
834,0.93700925
835,0.939653846
836,0.939353318
837,0.937556756
838,0.935805212
839,0.935899469
840,0.939253643
841,0.941753438
842,0.940784984
843,0.938328776
844,0.934993178
845,0.929852567
846,0.926243495
847,0.928038608
848,0.931470794
849,0.935409212
850,0.938313737
851,0.936984257
852,0.933768359
853,0.930347603
854,0.928133837
855,0.926992124
856,0.924659036
857,0.921334544
858,0.918405017
859,0.918342971
860,0.915683912
861,0.915167582
862,0.916393364
863,0.91622915
864,0.916886105
865,0.917342
866,0.917461529
867,0.916690904
868,0.915652853
869,0.913315121
870,0.911451554
871,0.910146653
872,0.908715176
873,0.904535162
874,0.898978544
875,0.893184974
876,0.885485699
877,0.874749221
878,0.85959053
879,0.845492579
880,0.837524528
881,0.831290345
882,0.822700736
883,0.809831456
884,0.796585292
885,0.787222088
886,0.780281333
887,0.773440622
888,0.769500818
889,0.772168877
890,0.780995492
891,0.791829566
892,0.799855604
893,0.805084748
894,0.811345859
895,0.820365155
896,0.829484306
897,0.833781005
898,0.835010063
899,0.83895092
900,0.846954971
901,0.855512657
902,0.861795107
903,0.863352989
904,0.858269456
905,0.847411181
906,0.834714242
907,0.828172097
908,0.830029967
909,0.834868286
910,0.837949697
911,0.840179474
912,0.844054055
913,0.847597049
914,0.847511441
915,0.845849987
916,0.846306863
917,0.850157882
918,0.855998765
919,0.86178212
920,0.867383369
921,0.872935298
922,0.878447258
923,0.883125863
924,0.886932557
925,0.889645085
926,0.891215513
927,0.891977534
928,0.891642851
929,0.890260811
930,0.887528141
931,0.885171635
932,0.88500986
933,0.886703264
934,0.889109225
935,0.890761958
936,0.892074815
937,0.893381849
938,0.894976568
939,0.896219333
940,0.898161443
941,0.899771345
942,0.901238633
943,0.902143205
944,0.902103641
945,0.901568375
946,0.900286208
947,0.899403074
948,0.898081001
949,0.897984332
950,0.89820926
951,0.89869715
952,0.900172448
953,0.902322548
954,0.904525739
955,0.906163235
956,0.906939548
957,0.907179605
958,0.907228367
959,0.905918552
960,0.902379212
961,0.891957437
962,0.870266249
963,0.842211026
964,0.822604499
965,0.813963482
966,0.813941612
967,0.811813796
968,0.806483114
969,0.794468501
970,0.778854905
971,0.773138789
972,0.775999826
973,0.78230573
974,0.786387581
975,0.798650189
976,0.809973863
977,0.812184893
978,0.801565901
979,0.786456332
980,0.779730524
981,0.779174234
982,0.784727819
983,0.791106992
984,0.805369229
985,0.826851266
986,0.84576005
987,0.854745497
988,0.856441124
989,0.858543065
990,0.864888092
991,0.87277463
992,0.881397611
993,0.888491087
994,0.892442492
995,0.893901446
996,0.894980132
997,0.89738072
998,0.898235621
999,0.897366653
1000,0.897232913
1001,0.901386431
1002,0.906925148
1003,0.909333278
1004,0.90649772
1005,0.899842067
1006,0.893442176
1007,0.891506456
1008,0.89448614
1009,0.897053435
1010,0.895735088
1011,0.889446392
1012,0.881942687
1013,0.878035715
1014,0.88196165
1015,0.891574532
1016,0.90028151
1017,0.904982876
1018,0.906087122
1019,0.905859116
1020,0.904843304
1021,0.903606263
1022,0.901963196
1023,0.900198152
1024,0.898312535
1025,0.896734187
1026,0.895081985
1027,0.892921274
1028,0.890735048
1029,0.887828993
1030,0.885260411
1031,0.883120247
1032,0.882620711
1033,0.882701522
1034,0.882172124
1035,0.879448022
1036,0.875224124
1037,0.869105798
1038,0.862009352
1039,0.856162844
1040,0.85279724
1041,0.85261589
1042,0.853566344
1043,0.853977428
1044,0.852515936
1045,0.849287537
1046,0.845143937
1047,0.841732037
1048,0.839215187
1049,0.837502577
1050,0.835418339
1051,0.832892903
1052,0.829576709
1053,0.826712459
1054,0.824784056
1055,0.823246442
1056,0.821018537
1057,0.81714437
1058,0.810805805
1059,0.804163364
1060,0.798170615
1061,0.791597321
1062,0.782441594
1063,0.771081497
1064,0.760934393
1065,0.756101249
1066,0.757797686
1067,0.766524446
1068,0.77865371
1069,0.788596307
1070,0.791817254
1071,0.789147269
1072,0.784218473
1073,0.781539794
1074,0.784188701
1075,0.792020933
1076,0.801416357
1077,0.807807131
1078,0.809731817
1079,0.808189046
1080,0.805137893
1081,0.80155223
1082,0.799352891
1083,0.798950132
1084,0.799413191
1085,0.797855831
1086,0.791644067
1087,0.783209375
1088,0.777860936
1089,0.77925716
1090,0.78526907
1091,0.789698267
1092,0.789030089
1093,0.784264355
1094,0.778840388
1095,0.77622677
1096,0.777053186
1097,0.780363827
1098,0.783724157
1099,0.787676363
1100,0.794547629
1101,0.803756996
1102,0.811715741
1103,0.815059592
1104,0.814062977
1105,0.810568088
1106,0.806160824
1107,0.802597427
1108,0.800824175
1109,0.800779625
1110,0.801486548
1111,0.801968975
1112,0.801233333
1113,0.799508357
1114,0.797421239
1115,0.795672035
1116,0.792644903
1117,0.787874939
1118,0.782604539
1119,0.779489297
1120,0.780788285
1121,0.786970952
1122,0.795446369
1123,0.802462985
1124,0.806554988
1125,0.808457921
1126,0.807652547
1127,0.803831993
1128,0.795793427
1129,0.784111589
1130,0.770767478
1131,0.760182749
1132,0.754905059
1133,0.755215748
1134,0.760186313
1135,0.766977128
1136,0.773082764
1137,0.777591035
1138,0.781275986
1139,0.782338301
1140,0.782323298
1141,0.784967633
1142,0.793792592
1143,0.803146121
1144,0.807531002
1145,0.803040254
1146,0.791033435
1147,0.778291541
1148,0.771369758
1149,0.773478872
1150,0.78069284
1151,0.787337081
1152,0.790933391
1153,0.792871712
1154,0.797039801
1155,0.805431509
1156,0.814521698
1157,0.82092473
1158,0.823702544
1159,0.824054039
1160,0.823333301
1161,0.822403277
1162,0.82097873
1163,0.818931347
1164,0.81687185
1165,0.816131114
1166,0.816888275
1167,0.81757682
1168,0.816978518
1169,0.814926041
1170,0.812003192
1171,0.808819964
1172,0.805332536
1173,0.8019107
1174,0.7980038
1175,0.793523951
1176,0.788647301
1177,0.783488069
1178,0.777587075
1179,0.771031871
1180,0.763638029
1181,0.756294191
1182,0.748628864
1183,0.740253914
1184,0.730235852
1185,0.718111259
1186,0.703500074
1187,0.687660344
1188,0.670483241
1189,0.65306717
1190,0.637083368
1191,0.623642399
1192,0.614891042
1193,0.612455183
1194,0.616240268
1195,0.624375206
1196,0.633964274
1197,0.642933116
1198,0.649708343
1199,0.653964857
1200,0.656466155
1201,0.657410894
1202,0.65775599
1203,0.658351547
1204,0.659648528
1205,0.661181561
1206,0.662654276
1207,0.663812333
1208,0.664218638
1209,0.663320537
1210,0.660988331
1211,0.657332504
1212,0.652616603
1213,0.647888147
1214,0.643926059
1215,0.641847608
1216,0.641698784
1217,0.642947129
1218,0.644827886
1219,0.645935012
1220,0.645391538
1221,0.642981941
1222,0.638425727
1223,0.631835666
1224,0.623536469
1225,0.614136977
1226,0.604112102
1227,0.594107279
1228,0.585010709
1229,0.577556927
1230,0.572246216
1231,0.56953781
1232,0.569715587
1233,0.573006527
1234,0.578651984
1235,0.585020996
1236,0.590514677
1237,0.594003284
1238,0.595123298
1239,0.593716607
1240,0.589820174
1241,0.583599635
1242,0.575819855
1243,0.567869705
1244,0.560618072
1245,0.553725899
1246,0.545808932
1247,0.535863473
1248,0.524489012
1249,0.514582262
1250,0.508130054
1251,0.50453432
1252,0.500803253
1253,0.493563572
1254,0.480676643
1255,0.461755241
1256,0.438689735
1257,0.414702953
1258,0.393499277
1259,0.378644867
1260,0.370015541
1261,0.367384706
1262,0.371971844
1263,0.385963721
1264,0.407241431
1265,0.428209361
1266,0.440993474
1267,0.442555757
1268,0.437415938
1269,0.432111185
1270,0.431051903
1271,0.434935052
1272,0.442426598
1273,0.452443589
1274,0.464409305
1275,0.477303425
1276,0.490221917
1277,0.502527401
1278,0.513806867
1279,0.523911095
1280,0.532416608
1281,0.539070587
1282,0.543775058
1283,0.546826616
1284,0.549256805
1285,0.552088718
1286,0.555968978
1287,0.560733011
1288,0.56577734
1289,0.570528404
1290,0.574429157
1291,0.576777005
1292,0.576363446
1293,0.571594697
1294,0.561969359
1295,0.549370538
1296,0.537330635
1297,0.528995699
1298,0.524824136
1299,0.522165041
1300,0.519182333
1301,0.518054318
1302,0.522691181
1303,0.533329433
1304,0.545367248
1305,0.554686658
1306,0.561539555
1307,0.568629773
1308,0.577564442
1309,0.587603411
1310,0.597507029
1311,0.606742091
1312,0.614663594
1313,0.620208395
1314,0.623363579
1315,0.625109309
1316,0.625506596
1317,0.623471453
1318,0.618123311
1319,0.610510895
1320,0.604396862
1321,0.604728584
1322,0.613387637
1323,0.628234334
1324,0.645230987
1325,0.66167117
1326,0.675917
1327,0.687917816
1328,0.6974693
1329,0.703879847
1330,0.707336126
1331,0.708696917
1332,0.709375058
1333,0.710957033
1334,0.714426227
1335,0.719611271
1336,0.72590111
1337,0.732794597
1338,0.739761533
1339,0.746509112
1340,0.753047693
1341,0.759102497
1342,0.764741348
1343,0.770096753
1344,0.774589544
1345,0.778394294
1346,0.781488269
1347,0.783881666
1348,0.785833793
1349,0.787583798
1350,0.789508754
1351,0.791845766
1352,0.794667086
1353,0.797877971
1354,0.801206441
1355,0.804302963
1356,0.807062336
1357,0.809413955
1358,0.811401407
1359,0.813141629
1360,0.815329808
1361,0.818130086
1362,0.821469437
1363,0.824912999
1364,0.828533294
1365,0.832363667
1366,0.835846181
1367,0.838936115
1368,0.841950881
1369,0.844623098
1370,0.846623429
1371,0.847913219
1372,0.848561597
1373,0.848533481
1374,0.848134934
1375,0.847441106
1376,0.846958526
1377,0.847099385
1378,0.847901555
1379,0.849422186
1380,0.851589719
1381,0.853891523
1382,0.856472498
1383,0.858804452
1384,0.860851052
1385,0.862661159
1386,0.864104588
1387,0.865102373
1388,0.865836476
1389,0.866322584
1390,0.866747852
1391,0.867238181
1392,0.867706676
1393,0.868322996
1394,0.869155991
1395,0.87076196
1396,0.872897543
1397,0.874851191
1398,0.876841334
1399,0.878949476
1400,0.881194319
1401,0.883266974
1402,0.884798675
1403,0.88599887
1404,0.887346683
1405,0.888583715
1406,0.889771724
1407,0.891212849
1408,0.892731293
1409,0.894491756
1410,0.896429321
1411,0.898560062
1412,0.900839195
1413,0.903118931
1414,0.905456132
1415,0.907791605
1416,0.909690515
1417,0.911529773
1418,0.912960566
1419,0.913842917
1420,0.9143756
1421,0.914426531
1422,0.914044652
1423,0.913680809
1424,0.913001165
1425,0.912235076
1426,0.911260394
1427,0.910413638
1428,0.909369719
1429,0.908562959
1430,0.907929458
1431,0.90735551
1432,0.906656111
1433,0.906052787
1434,0.90534905
1435,0.904198607
1436,0.90317357
1437,0.901929842
1438,0.900695582
1439,0.899410913
1440,0.897810839
1441,0.896012891
1442,0.893652623
1443,0.890812547
1444,0.887782022
1445,0.884537945
1446,0.881184104
1447,0.877925825
1448,0.874521935
1449,0.870517385
1450,0.865242413
1451,0.858171977
1452,0.848167775
1453,0.832904324
1454,0.808363187
1455,0.779149853
1456,0.759710159
1457,0.760246586
1458,0.772121465
1459,0.774989126
1460,0.758311424
1461,0.733869098
1462,0.722234195
1463,0.728042651
1464,0.742675832
1465,0.758535524
1466,0.771072866
1467,0.773313281
1468,0.760023719
1469,0.736429832
1470,0.71457659
1471,0.701263655
1472,0.700023131
1473,0.707708537
1474,0.71659106
1475,0.718738433
1476,0.710687627
1477,0.697952492
1478,0.692390294
1479,0.699064388
1480,0.716249384
1481,0.742731038
1482,0.772874288
1483,0.799882721
1484,0.818773505
1485,0.829345553
1486,0.835302527
1487,0.837270251
1488,0.836084519
1489,0.831986864
1490,0.82520927
1491,0.814769954
1492,0.799722656
1493,0.779472269
1494,0.758718251
1495,0.747797921
1496,0.753794729
1497,0.77293556
1498,0.792869516
1499,0.804617306
1500,0.805647077
1501,0.795653018
1502,0.778722335
1503,0.763198514
1504,0.760399757
1505,0.773312084
1506,0.792530819
1507,0.808971011
1508,0.816990497
1509,0.816768809
1510,0.809858726
1511,0.799209737
1512,0.786334697
1513,0.771087257
1514,0.752326586
1515,0.732892076
1516,0.720929339
1517,0.72323927
1518,0.739456082
1519,0.759704102
1520,0.771706106
1521,0.773595197
1522,0.771877034
1523,0.768487877
1524,0.75250952
1525,0.718971677
1526,0.680085755
1527,0.65617658
1528,0.647452466
1529,0.64375496
1530,0.636453476
1531,0.631200113
1532,0.625247126
1533,0.605946905
1534,0.569610098
1535,0.535502177
1536,0.533209103
1537,0.565544249
1538,0.616426613
1539,0.665281574
1540,0.701683361
1541,0.725030612
1542,0.732279581
1543,0.720163853
1544,0.698178806
1545,0.685748276
1546,0.683531846
1547,0.678862637
1548,0.672208784
1549,0.688561523
1550,0.715189724
1551,0.732612824
1552,0.725944319
1553,0.706067576
1554,0.68338538
1555,0.668816162
1556,0.67549724
1557,0.708062741
1558,0.749520755
1559,0.783395531
1560,0.803881295
1561,0.814675931
1562,0.818560007
1563,0.817598528
1564,0.813557006
1565,0.808751573
1566,0.805558652
1567,0.804881879
1568,0.80644625
1569,0.808537337
1570,0.808829027
1571,0.805701266
1572,0.800762363
1573,0.795317291
1574,0.790743716
1575,0.787098698
1576,0.784834028
1577,0.783616949
1578,0.783696419
1579,0.787248881
1580,0.795324734
1581,0.807126767
1582,0.820261295
1583,0.831015134
1584,0.838605041
1585,0.843542495
1586,0.846442925
1587,0.847925189
1588,0.848715443
1589,0.84776282
1590,0.845620856
1591,0.842644232
1592,0.8408564
1593,0.841216472
1594,0.843157214
1595,0.844907246
1596,0.844724105
1597,0.842164451
1598,0.837594458
1599,0.831772538
1600,0.826723502
1601,0.823850216
1602,0.822554036
1603,0.820994318
1604,0.818011007
1605,0.812989718
1606,0.806250788
1607,0.798444071
1608,0.789525386
1609,0.779884658
1610,0.770618285
1611,0.763127333
1612,0.75996521
1613,0.761842088
1614,0.768143933
1615,0.775790063
1616,0.782623655
1617,0.787579397
1618,0.790939475
1619,0.793369214
1620,0.795136058
1621,0.796403618
1622,0.797957594
1623,0.798948323
1624,0.79928738
1625,0.798867269
1626,0.797844149
1627,0.796361435
1628,0.795244409
1629,0.79454555
1630,0.794482415
1631,0.794510819
1632,0.794247803
1633,0.793221812
1634,0.791030123
1635,0.78770501
1636,0.783380474
1637,0.777847688
1638,0.771333893
1639,0.763971488
1640,0.756594233
1641,0.74968244
1642,0.744611354
1643,0.743279957
1644,0.747113516
1645,0.755804348
1646,0.768414149
1647,0.782637335
1648,0.796072742
1649,0.80737262
1650,0.816599258
1651,0.823788287
1652,0.828345752
1653,0.831178448
1654,0.832707665
1655,0.832967153
1656,0.832167998
1657,0.831066317
1658,0.829131344
1659,0.826263737
1660,0.823026275
1661,0.818749475
1662,0.814008941
1663,0.808680743
1664,0.803038184
1665,0.796956065
1666,0.790086752
1667,0.782243999
1668,0.774410021
1669,0.768485591
1670,0.765333467
1671,0.764301383
1672,0.763993709
1673,0.762571862
1674,0.758833082
1675,0.752265629
1676,0.742677938
1677,0.72924038
1678,0.712694654
1679,0.693527345
1680,0.673282547
1681,0.655953902
1682,0.645680366
1683,0.645048917
1684,0.65370977
1685,0.668245148
1686,0.684744614
1687,0.701628497
1688,0.719475335
1689,0.736850789
1690,0.752281478
1691,0.76482701
1692,0.772786997
1693,0.777320387
1694,0.779197409
1695,0.78044768
1696,0.782978714
1697,0.787685381
1698,0.794056742
1699,0.801283634
1700,0.808442198
1701,0.814937516
1702,0.821129147
1703,0.827190431
1704,0.832821641
1705,0.837939554
1706,0.843029225
1707,0.847650176
1708,0.851470928
1709,0.854728883
1710,0.857403908
1711,0.859496975
1712,0.860885549
1713,0.861887033
1714,0.862546733
1715,0.863088227
1716,0.86389028
1717,0.864929114
1718,0.866221766
1719,0.868162139
1720,0.870293942
1721,0.872449784
1722,0.874597202
1723,0.876368078
1724,0.877980572
1725,0.879281126
1726,0.880509356
1727,0.881367056
1728,0.881980379
1729,0.882347768
1730,0.882461321
1731,0.88274735
1732,0.882661724
1733,0.882363041
1734,0.882021887
1735,0.88139024
1736,0.881051633
1737,0.880370738
1738,0.879436799
1739,0.878342642
1740,0.877155524
1741,0.875535722
1742,0.8735984
1743,0.871638596
1744,0.869179292
1745,0.8663462
1746,0.863305172
1747,0.85977152
1748,0.85530032
1749,0.849868559
1750,0.843447635
1751,0.835531298
1752,0.826072343
1753,0.8153162
1754,0.803870963
1755,0.793002077
1756,0.783850193
1757,0.777743819
1758,0.776498255
1759,0.780450488
1760,0.788926886
1761,0.799882892
1762,0.811506977
1763,0.823084982
1764,0.833571998
1765,0.84254039
1766,0.849811472
1767,0.855682712
1768,0.860571593
1769,0.864529856
1770,0.867660371
1771,0.870146648
1772,0.871993655
1773,0.87356798
1774,0.87502733
1775,0.875985182
1776,0.876331574
1777,0.87650783
1778,0.876814316
1779,0.87632783
1780,0.875426048
1781,0.874813121
1782,0.873770282
1783,0.872182178
1784,0.870414146
1785,0.868664105
1786,0.86708132
1787,0.865933775
1788,0.865238237
1789,0.865113812
1790,0.865671407
1791,0.866870315
1792,0.868871069
1793,0.871234523
1794,0.873723761
1795,0.876159665
1796,0.878360678
1797,0.880549001
1798,0.882877661
1799,0.884843648
1800,0.886477994
1801,0.887986628
1802,0.889313381
1803,0.890487539
1804,0.891426734
1805,0.892078064
1806,0.892505762
1807,0.892754117
1808,0.892979639
1809,0.892977848
1810,0.893000285
1811,0.893028878
1812,0.893069216
1813,0.893026358
1814,0.892669481
1815,0.892495592
1816,0.892173761
1817,0.892126934
1818,0.891964187
1819,0.891750077
1820,0.892325807
1821,0.892250081
1822,0.891863612
1823,0.891604862
1824,0.891352664
1825,0.890930618
1826,0.890580041
1827,0.889857134
1828,0.889449821
1829,0.888528698
1830,0.887455538
1831,0.88642016
1832,0.885142367
1833,0.884217473
1834,0.883388285
1835,0.882655397
1836,0.882015119
1837,0.881239607
1838,0.879163775
1839,0.876292046
1840,0.871844327
1841,0.864798047
1842,0.856076066
1843,0.848244437
1844,0.842793488
1845,0.83882024
1846,0.835630442
1847,0.832625936
1848,0.832955624
1849,0.836564327
