Data ID,Orthopyroxene LAPP47B
Sample ID,LAPP47B
Mineral Name,orthopyroxene
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
2450.0,0.550936758518219
2455.0,0.5506085753440857
2460.0,0.5514663457870483
2465.0,0.5518020391464233
2470.0,0.5521053075790405
2475.0,0.5540212392807007
2480.0,0.555686354637146
2485.0,0.5557385683059692
2490.0,0.5566005706787109
2495.0,0.5571816563606262
2500.0,0.5568917393684387
2505.0,0.5572755336761475
2510.0,0.5587693452835083
2515.0,0.5582820773124695
2520.0,0.5584141612052917
2525.0,0.5597099661827087
2530.0,0.5599433183670044
2531.32,0.5596719980239868
2532.55,0.5601009726524353
2533.7900000000004,0.5604299902915955
2535.0299999999997,0.5607650279998779
2536.27,0.56044602394104
2537.51,0.5606849789619446
2538.75,0.5613160133361816
2540.0,0.5612720251083374
2541.2400000000002,0.5612080097198486
2542.49,0.5610479712486267
2543.7400000000002,0.560929000377655
2544.99,0.5616499781608582
2546.2400000000002,0.5623030066490173
2547.49,0.5621989965438843
2548.74,0.5619869828224182
2549.9900000000002,0.5625799894332886
2551.25,0.561968982219696
2552.5,0.5616589784622192
2553.76,0.5623360276222229
2555.02,0.5630099773406982
2556.28,0.5627380013465881
2557.54,0.5629739761352539
2558.8,0.5631570219993591
2560.07,0.5627400279045105
2561.33,0.5617730021476746
2562.6000000000004,0.5622199773788452
2563.86,0.56352698802948
2565.13,0.5641520023345947
2566.3999999999996,0.5646200180053711
2567.67,0.5648379921913147
2568.9500000000003,0.5640590190887451
2570.22,0.563850998878479
2571.5,0.5658980011940002
2572.77,0.5654659867286682
2574.05,0.5645430088043213
2575.33,0.5667300224304199
2576.61,0.5661110281944275
2577.89,0.5656920075416565
2579.17,0.566897988319397
2580.46,0.5668020248413086
2581.74,0.5663890242576599
2583.0299999999997,0.5670719742774963
2584.31,0.5660799741744995
2585.6,0.5690600275993347
2586.89,0.5697159767150879
2588.19,0.5691580176353455
2589.48,0.569815993309021
2590.77,0.5701590180397034
2592.07,0.5707039833068848
2593.36,0.5698760151863098
2594.6600000000003,0.5666670203208923
2595.96,0.5695019960403442
2597.2599999999998,0.5758129954338074
2598.56,0.5754910111427307
2599.8700000000003,0.5735989809036255
2601.17,0.5731160044670105
2602.48,0.5735039710998535
2603.78,0.5738710165023804
2605.09,0.5728430151939392
2606.3999999999996,0.5735870003700256
2607.71,0.5762839913368225
2609.03,0.5762109756469727
2610.3399999999997,0.5759339928627014
2611.6600000000003,0.5766509771347046
2612.97,0.5766670107841492
2614.29,0.5771139860153198
2615.61,0.577895998954773
2616.93,0.5763660073280334
2618.25,0.5782999992370605
2619.57,0.5794010162353516
2620.8999999999996,0.5773630142211914
2622.22,0.5802670121192932
2623.5499999999997,0.5811880230903625
2624.88,0.5804420113563538
2626.21,0.5787259936332703
2627.5400000000004,0.5789470076560974
2628.87,0.5814080238342285
2630.21,0.5794100165367126
2631.5400000000004,0.5799790024757385
2632.88,0.5830209851264954
2634.21,0.5820509791374207
2635.5499999999997,0.5823400020599365
2636.8900000000003,0.5825240015983582
2638.2400000000002,0.5823140144348145
2639.58,0.58262699842453
2640.92,0.5825420022010803
2642.27,0.5821670293807983
2643.62,0.5827509760856628
2644.97,0.5830240249633789
2646.3199999999997,0.5828539729118347
2647.67,0.5838000178337097
2649.02,0.5836920142173767
2650.38,0.582951009273529
2651.73,0.5826870203018188
2653.09,0.5828570127487183
2654.4500000000003,0.5840139985084534
2655.81,0.5833520293235779
2657.1699999999996,0.5837870240211487
2658.5299999999997,0.5838540196418762
2659.89,0.5827720165252686
2661.2599999999998,0.582876980304718
2662.63,0.5834829807281494
2664.0,0.5824289917945862
2665.36,0.5799610018730164
2666.74,0.5805400013923645
2668.11,0.5827199816703796
2669.48,0.582073986530304
2670.8599999999997,0.5778110027313232
2672.23,0.5811229944229126
2673.61,0.5814269781112671
2674.9900000000002,0.577750027179718
2676.37,0.5743119716644287
2677.76,0.5732750296592712
2679.14,0.5724760293960571
2680.52,0.5698170065879822
2681.91,0.5675050020217896
2683.3,0.5625259876251221
2684.6899999999996,0.5576919913291931
2686.08,0.5520920157432556
2687.47,0.5468760132789612
2688.87,0.541031002998352
2690.2599999999998,0.5339930057525635
2691.6600000000003,0.5261809825897217
2693.06,0.5166730284690857
2694.46,0.5063769817352295
2695.86,0.4979420006275177
2697.26,0.4880490005016327
2698.66,0.47587600350379944
2700.07,0.4620479941368103
2701.48,0.44911301136016846
2702.89,0.437377005815506
2704.2999999999997,0.42542698979377747
2705.71,0.41319701075553894
2707.1200000000003,0.40256500244140625
2708.53,0.39298099279403687
2709.9500000000003,0.3851349949836731
2711.37,0.37880000472068787
2712.79,0.3755800127983093
2714.21,0.3713659942150116
2715.63,0.3662410080432892
2717.05,0.36017200350761414
2718.48,0.3467719852924347
2719.9,0.32141000032424927
2721.33,0.3051300048828125
2722.76,0.31973299384117126
2724.19,0.3385410010814667
2725.6200000000003,0.352182000875473
2727.06,0.3620379865169525
2728.49,0.366131991147995
2729.93,0.366023987531662
2731.37,0.36024200916290283
2732.8100000000004,0.35343000292778015
2734.25,0.3576259911060333
2735.69,0.36920300126075745
2737.1400000000003,0.3781850039958954
2738.58,0.3803060054779053
2740.0299999999997,0.38098201155662537
2741.48,0.38439199328422546
2742.93,0.38721001148223877
2744.38,0.3865489959716797
2745.8300000000004,0.3846830129623413
2747.29,0.3858579993247986
2748.75,0.3881259858608246
2750.2,0.3893809914588928
2751.6600000000003,0.3899590075016022
2753.13,0.39081600308418274
2754.5899999999997,0.39084601402282715
2756.05,0.39082300662994385
2757.52,0.3946619927883148
2758.99,0.39605098962783813
2760.46,0.39557498693466187
2761.93,0.39556199312210083
2763.3999999999996,0.39642900228500366
2764.8700000000003,0.39796099066734314
2766.35,0.3988719880580902
2767.82,0.39897701144218445
2769.2999999999997,0.3999139964580536
2770.7799999999997,0.40037399530410767
2772.26,0.40157198905944824
2773.75,0.4030759930610657
2775.23,0.40329301357269287
2776.7200000000003,0.4034459888935089
2778.21,0.40400201082229614
2779.7000000000003,0.40519198775291443
2781.19,0.40602099895477295
2782.68,0.40694600343704224
2784.1800000000003,0.4079729914665222
2785.67,0.40850499272346497
2787.17,0.40871599316596985
2788.67,0.4104439914226532
2790.1699999999996,0.4124799966812134
2791.67,0.4132950007915497
2793.18,0.4138990044593811
2794.68,0.4151670038700104
2796.19,0.416390985250473
2797.7,0.4172990024089813
2799.21,0.4182809889316559
2800.7200000000003,0.41919898986816406
2802.24,0.4198620021343231
2803.75,0.42100998759269714
2805.27,0.4229620099067688
2806.79,0.42386099696159363
2808.31,0.4242910146713257
2809.83,0.42519599199295044
2811.35,0.4261760115623474
2812.8799999999997,0.4268749952316284
2814.41,0.4272199869155884
2815.93,0.42798298597335815
2817.46,0.4290120005607605
2819.0,0.42924800515174866
2820.53,0.429764986038208
2822.07,0.4307990074157715
2823.6,0.43143099546432495
2825.1400000000003,0.431657999753952
2826.6800000000003,0.43198201060295105
2828.22,0.4325160086154938
2829.77,0.4333760142326355
2831.3100000000004,0.43378201127052307
2832.86,0.43377700448036194
2834.4100000000003,0.4339520037174225
2835.96,0.43396899104118347
2837.5099999999998,0.4339570105075836
2839.07,0.43387699127197266
2840.62,0.4335100054740906
2842.18,0.43278199434280396
2843.74,0.43211498856544495
2845.2999999999997,0.43161699175834656
2846.86,0.4314810037612915
2848.43,0.4314729869365692
2849.9900000000002,0.43172401189804077
2851.56,0.43238601088523865
2853.13,0.4332039952278137
2854.7,0.43424201011657715
2856.27,0.435496985912323
2857.85,0.4362049996852875
2859.42,0.43708398938179016
2861.0,0.43821799755096436
2862.58,0.4392080008983612
2864.16,0.43980899453163147
2865.75,0.44049298763275146
2867.33,0.4412420094013214
2868.92,0.44215700030326843
2870.5099999999998,0.4427120089530945
2872.1,0.44293099641799927
2873.69,0.44338300824165344
2875.28,0.44381600618362427
2876.88,0.4442169964313507
2878.48,0.4443199932575226
2880.0699999999997,0.4444360136985779
2881.68,0.4442810118198395
2883.28,0.4443399906158447
2884.88,0.4448849856853485
2886.49,0.4453350007534027
2888.1,0.4457800090312958
2889.71,0.44620001316070557
2891.3199999999997,0.44620901346206665
2892.93,0.44629499316215515
2894.55,0.44668999314308167
2896.16,0.44705599546432495
2897.78,0.4470809996128082
2899.4,0.4474239945411682
2901.03,0.4477519989013672
2902.65,0.4480609893798828
2904.2799999999997,0.4481300115585327
2905.91,0.4478380084037781
2907.54,0.4480989873409271
2909.17,0.4483819901943207
2910.8,0.44841399788856506
2912.44,0.44868800044059753
2914.07,0.44853100180625916
2915.7099999999996,0.44844698905944824
2917.35,0.44883498549461365
2918.99,0.44879698753356934
2920.6400000000003,0.4484589993953705
2922.29,0.44843199849128723
2923.93,0.4487830102443695
2925.58,0.44886600971221924
2927.24,0.44894900918006897
2928.89,0.4491719901561737
2930.55,0.4493440091609955
2932.2,0.44936999678611755
2933.86,0.44924700260162354
2935.52,0.44919800758361816
2937.19,0.44932299852371216
2938.85,0.4492489993572235
2940.52,0.4493409991264343
2942.19,0.4495829939842224
2943.86,0.4497070014476776
2945.53,0.44966599345207214
2947.21,0.4496690034866333
2948.88,0.4498710036277771
2950.56,0.4500020146369934
2952.2400000000002,0.44999000430107117
2953.92,0.4499250054359436
2955.61,0.4497759938240051
2957.29,0.449755996465683
2958.98,0.4496710002422333
2960.67,0.44948500394821167
2962.3599999999997,0.4495759904384613
2964.06,0.44953998923301697
2965.75,0.4496220052242279
2967.45,0.4499329924583435
2969.15,0.4497869908809662
2970.85,0.44964200258255005
2972.55,0.44967299699783325
2974.26,0.4496679902076721
2975.97,0.4493910074234009
2977.68,0.44935500621795654
2979.39,0.4494419991970062
2981.1,0.4497550129890442
2982.8199999999997,0.44982001185417175
2984.5299999999997,0.4492979943752289
2986.25,0.4492909908294678
2987.97,0.44981199502944946
2989.7,0.44998401403427124
2991.42,0.4498940110206604
2993.15,0.44969698786735535
2994.88,0.44966599345207214
2996.61,0.4497140049934387
2998.3399999999997,0.45010799169540405
3000.08,0.450188010931015
3001.8199999999997,0.45021599531173706
3003.55,0.45045799016952515
3005.3,0.45059099793434143
3007.04,0.4504059851169586
3008.7799999999997,0.45033499598503113
3010.53,0.4504069983959198
3012.28,0.45057299733161926
3014.03,0.45092499256134033
3015.79,0.4510459899902344
3017.54,0.4510279893875122
3019.2999999999997,0.45107701420783997
3021.06,0.45138800144195557
3022.8199999999997,0.45154300332069397
3024.58,0.4515169858932495
3026.35,0.4517279863357544
3028.12,0.4517660140991211
3029.89,0.4518980085849762
3031.66,0.45186999440193176
3033.4300000000003,0.4518570005893707
3035.21,0.4520370066165924
3036.99,0.4520139992237091
3038.77,0.4520780146121979
3040.55,0.4524889886379242
3042.3300000000004,0.45250898599624634
3044.12,0.45221200585365295
3045.9100000000003,0.45218798518180847
3047.7,0.452580988407135
3049.4900000000002,0.4530079960823059
3051.29,0.4529370069503784
3053.08,0.45246800780296326
3054.8799999999997,0.4523780047893524
3056.6800000000003,0.4525820016860962
3058.49,0.45253801345825195
3060.29,0.4524970054626465
3062.1,0.4526970088481903
3063.91,0.4528670012950897
3065.72,0.4526430070400238
3067.54,0.45239898562431335
3069.35,0.4524950087070465
3071.17,0.45227301120758057
3072.99,0.45237401127815247
3074.81,0.4526050090789795
3076.64,0.4523470103740692
3078.47,0.4521600008010864
3080.2900000000004,0.4521090090274811
3082.1299999999997,0.4521009922027588
3083.96,0.45211100578308105
3085.79,0.4519850015640259
3087.6299999999997,0.45191800594329834
3089.47,0.4520860016345978
3091.31,0.4521700143814087
3093.1600000000003,0.4521830081939697
3095.0099999999998,0.45221200585365295
3096.85,0.4522710144519806
3098.71,0.4520860016345978
3100.5600000000004,0.45186901092529297
3102.41,0.45186999440193176
3104.27,0.4520550072193146
3106.1299999999997,0.4520519971847534
3107.9900000000002,0.4521239995956421
3109.8599999999997,0.452131986618042
3111.73,0.451990008354187
3113.5899999999997,0.4520910084247589
3115.4700000000003,0.4519360065460205
3117.34,0.45194101333618164
3119.21,0.4521859884262085
3121.09,0.45235100388526917
3122.97,0.452349990606308
3124.86,0.4523729979991913
3126.74,0.4522390067577362
3128.6299999999997,0.4521709978580475
3130.52,0.4522959887981415
3132.4100000000003,0.45232000946998596
3134.3,0.45235100388526917
3136.2000000000003,0.4524089992046356
3138.1,0.4523420035839081
3140.0,0.4522089958190918
3141.9,0.45201799273490906
3143.8100000000004,0.45226600766181946
3145.7099999999996,0.45261698961257935
3147.62,0.4527289867401123
3149.54,0.4526199996471405
3151.4500000000003,0.4525899887084961
3153.37,0.45249998569488525
3155.29,0.45251500606536865
3157.21,0.45262300968170166
3159.13,0.4525870084762573
3161.06,0.4527359902858734
3162.9900000000002,0.45283299684524536
3164.92,0.4528389871120453
3166.8500000000004,0.45295199751853943
3168.79,0.45307600498199463
3170.7200000000003,0.4532319903373718
3172.67,0.45315200090408325
3174.61,0.45295700430870056
3176.55,0.45302900671958923
3178.5,0.453141987323761
3180.45,0.45336800813674927
3182.4,0.4534589946269989
3184.3599999999997,0.45349499583244324
3186.3199999999997,0.4536210000514984
3188.27,0.45359501242637634
3190.2400000000002,0.4536919891834259
3192.2000000000003,0.45385000109672546
3194.17,0.45386800169944763
3196.1400000000003,0.45396798849105835
3198.1099999999997,0.45377200841903687
3200.08,0.4536620080471039
3202.06,0.4538959860801697
3204.04,0.45405998826026917
3206.02,0.45417600870132446
3208.0,0.45399099588394165
3209.99,0.45392099022865295
3211.98,0.45407500863075256
3213.9700000000003,0.4542999863624573
3215.96,0.454272985458374
3217.96,0.4542120099067688
3219.96,0.45425501465797424
3221.96,0.4541809856891632
3223.96,0.4541560113430023
3225.97,0.45415300130844116
3227.98,0.45420700311660767
3229.99,0.4543919861316681
3232.0,0.4546079933643341
3234.02,0.4546999931335449
3236.04,0.4545019865036011
3238.06,0.4544849991798401
3240.08,0.4547179937362671
3242.1099999999997,0.45503801107406616
3244.14,0.45532798767089844
3246.17,0.4554179906845093
3248.2000000000003,0.4554609954357147
3250.24,0.4555230140686035
3252.2799999999997,0.4555499851703644
3254.3199999999997,0.45567500591278076
3256.37,0.4556860029697418
3258.41,0.4556489884853363
3260.46,0.45548200607299805
3262.5099999999998,0.45534300804138184
3264.57,0.45533499121665955
3266.63,0.45534899830818176
3268.69,0.4553309977054596
3270.75,0.4553639888763428
3272.8100000000004,0.45560601353645325
3274.88,0.45572400093078613
3276.95,0.4556030035018921
3279.02,0.45561298727989197
3281.1,0.4560680091381073
3283.1800000000003,0.4564650058746338
3285.26,0.4565010070800781
3287.34,0.45652100443840027
3289.43,0.4564490020275116
3291.51,0.4566810131072998
3293.61,0.4570310115814209
3295.7000000000003,0.45718199014663696
3297.8,0.4571639895439148
3299.9,0.4570870101451874
3302.0,0.4571070075035095
3304.1,0.4570620059967041
3306.21,0.45689600706100464
3308.32,0.45683300495147705
3310.4300000000003,0.4569070041179657
3312.5499999999997,0.4569590091705322
3314.66,0.4572559893131256
3316.79,0.4577060043811798
3318.91,0.4579330086708069
3321.0299999999997,0.4582900106906891
3323.1600000000003,0.45890501141548157
3325.29,0.45932701230049133
3327.4300000000003,0.4596560001373291
3329.5699999999997,0.4599829912185669
3331.71,0.4602940082550049
3333.85,0.4606580138206482
3335.99,0.46067601442337036
3338.1400000000003,0.4607259929180145
3340.29,0.46074599027633667
3342.45,0.46070799231529236
3344.6,0.46067899465560913
3346.76,0.46086400747299194
3348.92,0.46093401312828064
3351.09,0.46086201071739197
3353.26,0.46061500906944275
3355.4300000000003,0.46040600538253784
3357.6000000000004,0.46037501096725464
3359.78,0.46035200357437134
3361.96,0.46029898524284363
3364.14,0.4604400098323822
3366.32,0.4604870080947876
3368.51,0.4604479968547821
3370.7,0.4605279862880707
3372.89,0.4605950117111206
3375.09,0.46048399806022644
