Data ID,Orthopyroxene LAPP47B
Sample ID,LAPP47B
Mineral Name,orthopyroxene
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
300.0,0.11250200122594833
305.0,0.12323199957609177
310.0,0.1283469945192337
315.0,0.13697199523448944
320.0,0.1454160064458847
325.0,0.15703099966049194
330.0,0.17021000385284424
335.0,0.18556900322437286
340.0,0.20115000009536743
345.0,0.21796000003814697
350.0,0.23556900024414062
355.0,0.2532919943332672
360.0,0.2723729908466339
365.0,0.2913399934768677
370.0,0.30636799335479736
375.0,0.3194350004196167
380.0,0.332192987203598
385.0,0.34494099020957947
390.0,0.3568499982357025
395.0,0.36647799611091614
400.0,0.3794209957122803
405.0,0.39199599623680115
410.0,0.4102739989757538
415.0,0.4206550121307373
420.0,0.42668700218200684
425.0,0.4239790141582489
430.0,0.42950600385665894
435.0,0.4442409873008728
440.0,0.45151999592781067
445.0,0.45416200160980225
450.0,0.45542100071907043
455.0,0.4606199860572815
460.0,0.46467098593711853
465.0,0.4698129892349243
470.0,0.4716329872608185
475.0,0.47778600454330444
480.0,0.4800949990749359
485.0,0.4869120121002197
490.0,0.494157999753952
495.0,0.4998440146446228
500.0,0.5030019879341125
505.0,0.47941499948501587
510.0,0.5096179842948914
515.0,0.52121901512146
520.0,0.5264809727668762
525.0,0.530797004699707
530.0,0.5328090190887451
535.0,0.5319380164146423
540.0,0.5288529992103577
545.0,0.5234760046005249
550.0,0.5213950276374817
555.0,0.5309829711914062
560.0,0.5401250123977661
565.0,0.5445839762687683
570.0,0.549347996711731
575.0,0.552486002445221
580.0,0.5532900094985962
585.0,0.5558199882507324
590.0,0.5596500039100647
595.0,0.5628520250320435
600.0,0.5631369948387146
605.0,0.5661889910697937
610.0,0.5670729875564575
615.0,0.5689089894294739
620.0,0.5706369876861572
625.0,0.5737529993057251
630.0,0.5762919783592224
635.0,0.5785940289497375
640.0,0.5798559784889221
645.0,0.5822129845619202
650.0,0.5835710167884827
655.0,0.5862619876861572
660.0,0.588021993637085
665.0,0.5893499851226807
670.0,0.5914250016212463
675.0,0.5926349759101868
680.0,0.594344973564148
685.0,0.5944709777832031
690.0,0.5948140025138855
695.0,0.5932310223579407
700.0,0.5919380187988281
705.0,0.5893139839172363
710.0,0.5846850275993347
715.0,0.5808219909667969
720.0,0.5728110074996948
725.0,0.5654760003089905
730.0,0.5546560287475586
735.0,0.5432419776916504
740.0,0.5292670130729675
745.0,0.5138189792633057
750.0,0.49702000617980957
755.0,0.4786919951438904
760.0,0.45831099152565
765.0,0.4376319944858551
770.0,0.416718989610672
775.0,0.39554399251937866
780.0,0.3733389973640442
785.0,0.35181599855422974
790.0,0.33160200715065
795.0,0.31144100427627563
800.0,0.29243698716163635
805.0,0.27208200097084045
810.0,0.25534000992774963
815.0,0.23928199708461761
820.0,0.22475099563598633
825.0,0.21041999757289886
830.0,0.19755899906158447
835.0,0.1865610033273697
840.0,0.17630800604820251
845.0,0.16736899316310883
850.0,0.15938399732112885
855.0,0.15214799344539642
860.0,0.14591799676418304
865.0,0.13968400657176971
870.0,0.1360439956188202
875.0,0.13089600205421448
880.0,0.12620900571346283
885.0,0.12274499982595444
890.0,0.12126599997282028
895.0,0.11862500011920929
900.0,0.11722300201654434
905.0,0.11467000097036362
910.0,0.1155019998550415
915.0,0.11452300101518631
920.0,0.1158910021185875
925.0,0.11671300232410431
930.0,0.11842700093984604
935.0,0.11921700090169907
940.0,0.12305399775505066
945.0,0.126242995262146
950.0,0.13041600584983826
955.0,0.13496500253677368
960.0,0.14051100611686707
965.0,0.1473499983549118
970.0,0.15529799461364746
975.0,0.16353300213813782
980.0,0.17412300407886505
985.0,0.18477199971675873
990.0,0.19667400419712067
995.0,0.20883500576019287
1000.0,0.22413399815559387
1004.9999999999999,0.23917299509048462
1010.0,0.2567949891090393
1014.9999999999999,0.27348798513412476
1020.0,0.2929210066795349
1025.0,0.31150200963020325
1030.0,0.33065998554229736
1035.0,0.35029301047325134
1040.0,0.3714829981327057
1045.0,0.39076700806617737
1050.0,0.41159701347351074
1055.0,0.43021199107170105
1060.0,0.4493910074234009
1065.0,0.46685200929641724
1070.0,0.4839310050010681
1075.0,0.4988279938697815
1080.0,0.5136849880218506
1085.0,0.5253589749336243
1090.0,0.5383229851722717
1095.0,0.5498700141906738
1100.0,0.5594300031661987
1105.0,0.5677670240402222
1110.0,0.5771300196647644
1115.0,0.5837290287017822
1120.0,0.5888469815254211
1125.0,0.5947059988975525
1130.0,0.6000660061836243
1135.0,0.6021649837493896
1140.0,0.6064599752426147
1145.0,0.6092709898948669
1150.0,0.6118370294570923
1155.0,0.615094006061554
1160.0,0.6165649890899658
1165.0,0.619172990322113
1170.0,0.6198109984397888
1175.0,0.6224460005760193
1180.0,0.623054027557373
1185.0,0.6249819993972778
1190.0,0.6261759996414185
1195.0,0.6269260048866272
1200.0,0.6279950141906738
1205.0,0.6287760138511658
1210.0,0.6279860138893127
1215.0,0.6306489706039429
1220.0,0.6302180290222168
1225.0,0.6308850049972534
1230.0,0.6308310031890869
1235.0,0.630731999874115
1240.0,0.6305819749832153
1245.0,0.6310840249061584
1250.0,0.6303060054779053
1255.0,0.6302919983863831
1260.0,0.6308109760284424
1265.0,0.6306599974632263
1270.0,0.6300510168075562
1275.0,0.6291660070419312
1280.0,0.6286550164222717
1285.0,0.6265720129013062
1290.0,0.6261460185050964
1295.0,0.6252520084381104
1300.0,0.6239320039749146
1305.0,0.6216300129890442
1310.0,0.6212570071220398
1315.0,0.6190969944000244
1320.0,0.6166279911994934
1325.0,0.6138259768486023
1330.0,0.611050009727478
1335.0,0.6085940003395081
1340.0,0.6059790253639221
1345.0,0.6026269793510437
1350.0,0.5976790189743042
1355.0,0.5925700068473816
1360.0,0.5895230174064636
1365.0,0.5860159993171692
1370.0,0.5813969969749451
1375.0,0.5777530074119568
1380.0,0.5717800259590149
1385.0,0.5699309706687927
1390.0,0.5585229992866516
1395.0,0.5459690093994141
1400.0,0.5439839959144592
1405.0,0.5439630150794983
1410.0,0.5426729917526245
1415.0,0.53541499376297
1420.0,0.531512975692749
1425.0,0.52708899974823
1430.0,0.5215929746627808
1435.0,0.5166159868240356
1440.0,0.5099310278892517
1445.0,0.5035520195960999
1450.0,0.49761900305747986
1455.0,0.491362988948822
1460.0,0.4860120117664337
1465.0,0.47789299488067627
1470.0,0.4720509946346283
1475.0,0.4669550061225891
1480.0,0.459416002035141
1485.0,0.45329099893569946
1490.0,0.4470289945602417
1495.0,0.4409550130367279
1500.0,0.4343529939651489
1505.0,0.4277600049972534
1510.0,0.4210990071296692
1515.0,0.415692001581192
1520.0,0.40846601128578186
1525.0,0.4022989869117737
1530.0,0.3968380093574524
1535.0,0.38982701301574707
1540.0,0.3835330009460449
1545.0,0.3782770037651062
1550.0,0.37215399742126465
1555.0,0.36621400713920593
1560.0,0.36005398631095886
1565.0,0.3545050024986267
1570.0,0.34929201006889343
1575.0,0.34292200207710266
1580.0,0.3373349905014038
1585.0,0.33199599385261536
1590.0,0.32708799839019775
1595.0,0.32150998711586
1600.0,0.3165299892425537
1605.0,0.3106499910354614
1610.0,0.30523601174354553
1615.0,0.301147997379303
1620.0,0.2963069975376129
1625.0,0.2911730110645294
1630.0,0.28736600279808044
1635.0,0.28301799297332764
1640.0,0.27896401286125183
1645.0,0.27486899495124817
1650.0,0.2709380090236664
1655.0,0.2674899995326996
1660.0,0.2639240026473999
1665.0,0.2597860097885132
1670.0,0.2566109895706177
1675.0,0.25245600938796997
1680.0,0.24798299372196198
1685.0,0.24533599615097046
1690.0,0.2409520000219345
1695.0,0.2381879985332489
1700.0,0.2353149950504303
1705.0,0.23339800536632538
1710.0,0.23037099838256836
1715.0,0.22718100249767303
1720.0,0.22487199306488037
1725.0,0.22243699431419373
1730.0,0.21977999806404114
1735.0,0.2169940024614334
1740.0,0.21497300267219543
1745.0,0.2122509926557541
1750.0,0.21046899259090424
1755.0,0.20848900079727173
1760.0,0.20638899505138397
1765.0,0.20418499410152435
1770.0,0.20282000303268433
1775.0,0.20099499821662903
1780.0,0.1989089995622635
1785.0,0.197270005941391
1790.0,0.19619299471378326
1795.0,0.19307099282741547
1800.0,0.19289100170135498
1805.0,0.19172200560569763
1810.0,0.1907380074262619
1815.0,0.19006900489330292
1820.0,0.18887099623680115
1825.0,0.18927200138568878
1830.0,0.18747499585151672
1835.0,0.18664999306201935
1840.0,0.18551799654960632
1845.0,0.18484599888324738
1850.0,0.18477599322795868
1855.0,0.1844410002231598
1860.0,0.18402299284934998
1865.0,0.18461400270462036
1870.0,0.18506599962711334
1875.0,0.1850219964981079
1880.0,0.1853650063276291
1885.0,0.18619400262832642
1890.0,0.18625999987125397
1895.0,0.18658100068569183
1900.0,0.18758200109004974
1905.0,0.18819299340248108
1910.0,0.18897399306297302
1915.0,0.18943700194358826
1920.0,0.1907150000333786
1925.0,0.19332300126552582
1930.0,0.1940699964761734
1935.0,0.19534899294376373
1940.0,0.19648100435733795
1945.0,0.19783300161361694
1950.0,0.1991019994020462
1955.0,0.20097999274730682
1960.0,0.20305900275707245
1965.0,0.2044599950313568
1970.0,0.20660200715065002
1975.0,0.20875400304794312
1980.0,0.21163100004196167
1985.0,0.21393699944019318
1990.0,0.21681199967861176
1995.0,0.21910600364208221
2000.0,0.22178499400615692
2005.0,0.22473299503326416
2009.9999999999998,0.22834500670433044
2015.0000000000002,0.23096700012683868
2020.0,0.23475199937820435
2025.0,0.23773899674415588
2029.9999999999998,0.24088799953460693
2035.0000000000002,0.2439350038766861
2040.0,0.24831099808216095
2045.0,0.25085198879241943
2050.0,0.2554109990596771
2055.0,0.25883400440216064
2060.0,0.2636930048465729
2065.0,0.2666989862918854
2070.0,0.27140098810195923
2075.0,0.2762430012226105
2080.0,0.2795349955558777
2085.0,0.28469300270080566
2090.0,0.28890499472618103
2095.0,0.29374799132347107
2100.0,0.2981089949607849
2105.0,0.3043850064277649
2110.0,0.3087039887905121
2115.0,0.31373998522758484
2120.0,0.31918901205062866
2125.0,0.3210720121860504
2130.0,0.3270550072193146
2135.0,0.3325659930706024
2140.0,0.33739200234413147
2145.0,0.3424319922924042
2150.0,0.3483180105686188
2155.0,0.3539789915084839
2160.0,0.35870999097824097
2165.0,0.36356300115585327
2170.0,0.36869099736213684
2175.0,0.3725210130214691
2180.0,0.3769330084323883
2185.0,0.3831320106983185
2190.0,0.38830798864364624
2195.0,0.39320600032806396
2200.0,0.3983120024204254
2205.0,0.4025849997997284
2210.0,0.4080060124397278
2215.0,0.4134790003299713
2220.0,0.4187150001525879
2225.0,0.423088014125824
2230.0,0.428508996963501
2235.0,0.4324760138988495
2240.0,0.4382469952106476
2245.0,0.44273799657821655
2250.0,0.44695600867271423
2255.0,0.45207399129867554
2260.0,0.4567730128765106
2265.0,0.460904985666275
2270.0,0.46479299664497375
2275.0,0.46764200925827026
2280.0,0.47169598937034607
2285.0,0.4734860062599182
2290.0,0.47380900382995605
2295.0,0.47728198766708374
2300.0,0.48203399777412415
2305.0,0.48364999890327454
2310.0,0.48226800560951233
2315.0,0.48096200823783875
2320.0,0.48652398586273193
2325.0,0.49385499954223633
2330.0,0.5010340213775635
2335.0,0.5049020051956177
2340.0,0.5114489793777466
2345.0,0.5160350203514099
2350.0,0.5186039805412292
2355.0,0.5218909978866577
2360.0,0.5253999829292297
2365.0,0.5278030037879944
2370.0,0.5289559960365295
2375.0,0.5306990146636963
2380.0,0.5323879718780518
2385.0,0.5317569971084595
2390.0,0.5321670174598694
2395.0,0.5334720015525818
2400.0,0.5393970012664795
2405.0,0.542294979095459
2410.0,0.5453140139579773
2415.0,0.5450590252876282
2420.0,0.5478079915046692
2425.0,0.5478256940841675
2430.0,0.5479378700256348
2435.0,0.5487977862358093
2440.0,0.5497475266456604
2445.0,0.5502205491065979
