Data ID,Zeolite-Prehnite LAZE03
Sample ID,LAZE03
Mineral Name,zeolite-prehnite
Sample Description,
Date Added,
Viewing Geometry,
Other Information,
Grain Size,
Database of Origin,MICA Files (USGS/RELAB)
Wavelength,Response
300.0,0.4860059916973114
305.0,0.5195080041885376
310.0,0.5425369739532471
315.0,0.5567950010299683
320.0,0.5745109915733337
325.0,0.58371901512146
330.0,0.5944280028343201
335.0,0.6038939952850342
340.0,0.6123480200767517
345.0,0.620917022228241
350.0,0.62984699010849
355.0,0.6381400227546692
360.0,0.6452450156211853
365.0,0.6521850228309631
370.0,0.6583179831504822
375.0,0.6640070080757141
380.0,0.6706730127334595
385.0,0.6745920181274414
390.0,0.6801609992980957
395.0,0.6841580271720886
400.0,0.6847550272941589
405.0,0.6879670023918152
410.0,0.6917650103569031
415.0,0.6936479806900024
420.0,0.6957560181617737
425.0,0.6999779939651489
430.0,0.7035679817199707
435.0,0.704613983631134
440.0,0.7091860175132751
445.0,0.7114400267601013
450.0,0.7130230069160461
455.0,0.7162820100784302
460.0,0.7176740169525146
465.0,0.7200120091438293
470.0,0.7216129899024963
475.0,0.7223970293998718
480.0,0.723397970199585
485.0,0.7258099913597107
490.0,0.7257400155067444
495.0,0.728859007358551
500.0,0.7284070253372192
505.0,0.7301610112190247
510.0,0.730301022529602
515.0,0.7315639853477478
520.0,0.731190025806427
525.0,0.7330489754676819
530.0,0.7335559725761414
535.0,0.7345179915428162
540.0,0.7345529794692993
545.0,0.7359470129013062
550.0,0.7353529930114746
555.0,0.7362200021743774
560.0,0.7362849712371826
565.0,0.7368959784507751
570.0,0.7363569736480713
575.0,0.7367849946022034
580.0,0.7365509867668152
585.0,0.7360320091247559
590.0,0.7359200119972229
595.0,0.7358859777450562
600.0,0.735522985458374
605.0,0.7346919775009155
610.0,0.7348660230636597
615.0,0.735031008720398
620.0,0.7351189851760864
625.0,0.7350159883499146
630.0,0.7353540062904358
635.0,0.7343220114707947
640.0,0.736208975315094
645.0,0.7331200242042542
650.0,0.7339169979095459
655.0,0.7347149848937988
