Sample ID,9_Congo_00004
Species,9_Congo
Subgroup,9_Congo
Group,9_Congo
Library,EXM_MRS
Sample Description,Sample 9
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.09336399999999999
351.0,0.09335900000000001
352.0,0.093357
353.0,0.093282
354.0,0.093196
355.0,0.093189
356.0,0.093132
357.0,0.09301500000000001
358.0,0.092829
359.0,0.092637
360.0,0.09246800000000001
361.0,0.092431
362.0,0.09248300000000001
363.0,0.09260099999999999
364.0,0.092753
365.0,0.09294600000000001
366.0,0.09318199999999999
367.0,0.093348
368.0,0.093454
369.0,0.093508
370.0,0.093584
371.0,0.093694
372.0,0.093862
373.0,0.093934
374.0,0.093927
375.0,0.09412100000000001
376.0,0.094319
377.0,0.09445
378.0,0.094588
379.0,0.0947
380.0,0.09476100000000001
381.0,0.09491300000000001
382.0,0.095099
383.0,0.09523799999999999
384.0,0.09539500000000001
385.0,0.095589
386.0,0.095862
387.0,0.096126
388.0,0.09636499999999999
389.0,0.096577
390.0,0.096781
391.0,0.09698499999999999
392.0,0.097214
393.0,0.097485
394.0,0.097798
395.0,0.098024
396.0,0.098237
397.0,0.098488
398.0,0.098703
399.0,0.09889200000000001
400.0,0.099072
401.0,0.099182
402.0,0.099237
403.0,0.099269
404.0,0.09936199999999999
405.0,0.099513
406.0,0.099707
407.0,0.09993199999999999
408.0,0.100176
409.0,0.100389
410.0,0.100593
411.0,0.100792
412.0,0.10094099999999999
413.0,0.101106
414.0,0.10132400000000001
415.0,0.10151400000000001
416.0,0.101705
417.0,0.10191900000000001
418.0,0.10217999999999999
419.0,0.10244999999999999
420.0,0.10268100000000001
421.0,0.102906
422.0,0.10313
423.0,0.103369
424.0,0.10354799999999999
425.0,0.103687
426.0,0.103856
427.0,0.104039
428.0,0.104242
429.0,0.104488
430.0,0.10472899999999999
431.0,0.10495900000000001
432.0,0.105203
433.0,0.105439
434.0,0.105664
435.0,0.10591300000000001
436.0,0.106143
437.0,0.10633
438.0,0.106531
439.0,0.106725
440.0,0.1069
441.0,0.107098
442.0,0.10729799999999999
443.0,0.107485
444.0,0.107657
445.0,0.107826
446.0,0.10800499999999999
447.0,0.10824199999999999
448.0,0.10851100000000001
449.0,0.10878
450.0,0.109011
451.0,0.109182
452.0,0.109239
453.0,0.10935
454.0,0.109508
455.0,0.109651
456.0,0.10984
457.0,0.110068
458.0,0.11030699999999999
459.0,0.110536
460.0,0.11074999999999999
461.0,0.110975
462.0,0.11114399999999999
