Sample ID,9_Congo_00001
Species,9_Congo
Subgroup,9_Congo
Group,9_Congo
Library,EXM_MRS
Sample Description,Sample 9
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.075581
351.0,0.075545
352.0,0.07546800000000001
353.0,0.075416
354.0,0.075371
355.0,0.075322
356.0,0.07515
357.0,0.074924
358.0,0.07482
359.0,0.07475799999999999
360.0,0.074713
361.0,0.074567
362.0,0.07441099999999999
363.0,0.074289
364.0,0.07428499999999999
365.0,0.074362
366.0,0.074492
367.0,0.074652
368.0,0.074849
369.0,0.07509
370.0,0.075319
371.0,0.07553
372.0,0.075725
373.0,0.075901
374.0,0.07606
375.0,0.07623
376.0,0.076322
377.0,0.076305
378.0,0.07627500000000001
379.0,0.076208
380.0,0.076092
381.0,0.076087
382.0,0.07615999999999999
383.0,0.076266
384.0,0.07641300000000001
385.0,0.076609
386.0,0.076876
387.0,0.077112
388.0,0.077308
389.0,0.0775
390.0,0.077738
391.0,0.07803399999999999
392.0,0.078291
393.0,0.078538
394.0,0.078789
395.0,0.079116
396.0,0.079467
397.0,0.079805
398.0,0.08003500000000001
399.0,0.08017099999999999
400.0,0.08022399999999999
401.0,0.080296
402.0,0.08038000000000001
403.0,0.080436
404.0,0.08055799999999999
405.0,0.080742
406.0,0.08095100000000001
407.0,0.08119300000000002
408.0,0.081457
409.0,0.081701
410.0,0.081928
411.0,0.082136
412.0,0.082301
413.0,0.082483
414.0,0.08271699999999998
415.0,0.082911
416.0,0.083118
417.0,0.083388
418.0,0.083675
419.0,0.083948
420.0,0.08416399999999999
421.0,0.08436199999999999
422.0,0.084546
423.0,0.084723
424.0,0.084908
425.0,0.08511300000000001
426.0,0.08536899999999999
427.0,0.085624
428.0,0.085874
429.0,0.08616199999999999
430.0,0.086404
431.0,0.086602
432.0,0.086874
433.0,0.087118
434.0,0.08730399999999999
435.0,0.087535
436.0,0.087756
437.0,0.087941
438.0,0.088177
439.0,0.088412
440.0,0.08860900000000001
441.0,0.088812
442.0,0.089004
443.0,0.08916299999999999
444.0,0.08935
445.0,0.089544
446.0,0.08971399999999999
447.0,0.089939
448.0,0.090189
449.0,0.090425
450.0,0.090656
451.0,0.090872
452.0,0.09105
453.0,0.09118499999999999
454.0,0.091309
455.0,0.091492
456.0,0.091675
457.0,0.091862
458.0,0.09209099999999999
459.0,0.092292
460.0,0.092469
461.0,0.092727
462.0,0.092943
463.0,0.093101
464.0,0.093249
465.0,0.093407
466.0,0.093572
