Sample ID,9_Congo_00003
Species,9_Congo
Subgroup,9_Congo
Group,9_Congo
Library,EXM_MRS
Sample Description,Sample 9
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.092978
351.0,0.093056
352.0,0.09310600000000001
353.0,0.093151
354.0,0.09318699999999999
355.0,0.093198
356.0,0.093321
357.0,0.093455
358.0,0.09333999999999999
359.0,0.09317700000000001
360.0,0.093012
361.0,0.09295
362.0,0.092888
363.0,0.09278800000000001
364.0,0.092723
365.0,0.092697
366.0,0.09271800000000001
367.0,0.092789
368.0,0.092902
369.0,0.093037
370.0,0.093267
371.0,0.093538
372.0,0.093725
373.0,0.093832
374.0,0.09387000000000001
375.0,0.093949
376.0,0.093919
377.0,0.093739
378.0,0.093651
379.0,0.093656
380.0,0.093761
381.0,0.09396499999999999
382.0,0.09421099999999999
383.0,0.09441700000000001
384.0,0.09469
385.0,0.09499200000000001
386.0,0.095227
387.0,0.095419
388.0,0.09556100000000001
389.0,0.095625
390.0,0.095707
391.0,0.095844
392.0,0.09604900000000001
393.0,0.09627100000000001
394.0,0.09648899999999999
395.0,0.09676
396.0,0.09707700000000001
397.0,0.09743600000000001
398.0,0.097764
399.0,0.098056
400.0,0.098311
401.0,0.09848499999999999
402.0,0.09858800000000001
403.0,0.098649
404.0,0.09870799999999999
405.0,0.09878
406.0,0.0989
407.0,0.099035
408.0,0.09917999999999999
409.0,0.09934699999999999
410.0,0.099542
411.0,0.09976000000000002
412.0,0.09991699999999999
413.0,0.100098
414.0,0.10035
415.0,0.10055
416.0,0.10073700000000001
417.0,0.100944
418.0,0.101154
419.0,0.101341
420.0,0.10147199999999999
421.0,0.10159000000000001
422.0,0.10170799999999999
423.0,0.101845
424.0,0.101989
425.0,0.102153
426.0,0.10237399999999999
427.0,0.102616
428.0,0.10286
429.0,0.103077
430.0,0.103255
431.0,0.103412
432.0,0.10368499999999999
433.0,0.103939
434.0,0.104125
435.0,0.104317
436.0,0.104494
437.0,0.10464999999999999
438.0,0.104883
439.0,0.105107
440.0,0.105259
441.0,0.10545600000000001
442.0,0.10566700000000001
443.0,0.105863
444.0,0.10609600000000001
445.0,0.10632799999999999
446.0,0.106508
447.0,0.106713
448.0,0.106911
449.0,0.107056
450.0,0.107202
451.0,0.107354
452.0,0.10751300000000001
453.0,0.107676
454.0,0.10782
455.0,0.10788
456.0,0.10798999999999999
457.0,0.10814700000000001
458.0,0.108306
459.0,0.10849500000000001
460.0,0.108704
