Sample ID,Standard_00002
Species,Standard
Subgroup,Standard
Group,Standard
Library,EXM_MRS
Sample Description,Setup
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,7,32,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,1.000049
351.0,0.9997029999999999
352.0,0.9988670000000001
353.0,0.9976600000000001
354.0,0.996738
355.0,0.997001
356.0,0.9974190000000001
357.0,0.9978959999999999
358.0,0.998385
359.0,0.998687
360.0,0.998767
361.0,0.998616
362.0,0.9984569999999999
363.0,0.998437
364.0,0.9992570000000001
365.0,1.000013
366.0,1.000033
367.0,1.000024
368.0,1.000114
369.0,1.000484
370.0,1.000967
371.0,1.001435
372.0,1.001624
373.0,1.0017319999999998
374.0,1.001786
375.0,1.001724
376.0,1.001894
377.0,1.002387
378.0,1.00232
379.0,1.001927
380.0,1.001359
381.0,1.000557
382.0,0.9997320000000001
383.0,0.999163
384.0,0.9986740000000001
385.0,0.998377
386.0,0.9985550000000001
387.0,0.9987990000000001
388.0,0.999071
389.0,0.999538
390.0,0.9998480000000001
391.0,0.999935
392.0,1.000463
393.0,1.000583
394.0,1.000025
395.0,0.999877
396.0,0.999731
397.0,0.999323
398.0,0.9991549999999999
399.0,0.9990330000000001
400.0,0.99869
401.0,0.998378
402.0,0.99824
403.0,0.998616
404.0,0.998764
405.0,0.998819
406.0,0.999477
407.0,1.000041
408.0,1.000375
409.0,1.0005410000000001
410.0,1.000597
411.0,1.0005549999999999
412.0,1.000192
413.0,0.9998269999999999
414.0,0.999645
415.0,0.999604
416.0,0.9996670000000001
417.0,0.999819
418.0,0.9998210000000001
419.0,0.9997360000000001
420.0,0.999658
421.0,0.999475
422.0,0.999278
423.0,0.999291
424.0,0.9993890000000001
425.0,0.9995470000000001
426.0,0.9997929999999999
427.0,0.999791
428.0,0.999558
429.0,0.999528
430.0,0.999495
431.0,0.999463
432.0,0.999688
433.0,0.999871
434.0,0.99991
435.0,1.000094
436.0,1.000176
437.0,1.000021
438.0,0.999952
439.0,0.999886
440.0,0.999774
441.0,0.9996689999999999
442.0,0.9996290000000001
443.0,0.999735
444.0,0.9998239999999999
445.0,0.9999250000000001
446.0,1.000085
447.0,1.000159
448.0,1.000146
449.0,1.000051
450.0,0.9998699999999999
451.0,0.999727
452.0,0.999948
453.0,0.9999330000000001
454.0,0.999764
455.0,0.999763
456.0,0.999853
457.0,1.0
458.0,1.000174
459.0,1.000096
460.0,0.999807
461.0,0.999766
462.0,0.9999290000000001
463.0,1.000189
464.0,1.000056
465.0,1.0000419999999999
466.0,1.000189
467.0,1.000208
468.0,1.000137
469.0,1.0000069999999999
470.0,1.000005
471.0,0.999964
472.0,0.9998229999999999
473.0,0.999647
474.0,0.999609
475.0,0.999761
476.0,0.999794
477.0,0.9997400000000001
478.0,0.999636
479.0,0.999858
480.0,1.000022
481.0,0.999997
482.0,1.00009
483.0,1.00011
484.0,1.000005
485.0,0.9999850000000001
486.0,1.00003
487.0,1.000121
488.0,1.000052
489.0,0.999991
490.0,1.0
491.0,1.0
492.0,1.0
493.0,1.0
494.0,1.0
495.0,1.0
496.0,1.0
497.0,0.999991
498.0,1.000033
499.0,1.0001220000000002
500.0,0.9999760000000001
501.0,0.9998600000000001
502.0,0.999877
503.0,0.999964
504.0,0.9999769999999999
505.0,0.999884
506.0,0.999953
507.0,1.000046
508.0,1.000111
509.0,1.0000369999999998
510.0,0.999996
511.0,1.0
512.0,0.999921
513.0,0.999924
514.0,1.0
515.0,0.999931
516.0,0.9999030000000001
517.0,0.9999049999999999
518.0,0.9998309999999999
519.0,0.999884
520.0,1.000005
521.0,1.000005
522.0,1.0
523.0,1.0
524.0,1.0
525.0,1.0
526.0,0.999999
527.0,0.999995
528.0,1.000044
529.0,1.0000799999999999
530.0,1.000009
531.0,1.000006
532.0,0.99997
533.0,0.9998309999999999
534.0,0.9999089999999999
535.0,1.000011
536.0,1.0
537.0,1.0
538.0,1.000003
539.0,1.000004
540.0,0.999923
541.0,0.999876
542.0,0.9998940000000001
543.0,0.9999760000000001
544.0,0.9999750000000001
545.0,0.999912
546.0,0.9999720000000001
547.0,1.00004
548.0,1.000078
549.0,1.0000149999999999
550.0,0.9999899999999999
551.0,1.000008
552.0,1.000068
553.0,1.000041
554.0,0.999983
555.0,0.999931
556.0,1.000012
557.0,1.000062
558.0,1.000003
559.0,0.999997
560.0,1.000003
561.0,1.0
562.0,0.9999429999999999
563.0,0.9999760000000001
564.0,1.00007
565.0,1.000127
566.0,1.000073
567.0,1.000006
568.0,1.0001170000000001
569.0,1.000073
570.0,0.999989
571.0,0.999992
572.0,1.000089
573.0,1.000116
574.0,1.000006
575.0,1.0
576.0,0.999974
577.0,0.9999290000000001
578.0,0.999971
579.0,1.000077
580.0,1.000135
581.0,0.999945
582.0,1.000035
583.0,1.000148
584.0,1.000016
585.0,0.999987
586.0,1.000023
587.0,1.000076
588.0,0.999967
589.0,0.999936
590.0,1.000005
591.0,1.000065
592.0,1.000047
593.0,0.999989
594.0,0.999936
595.0,0.999965
596.0,1.000003
597.0,0.9999979999999999
598.0,1.000047
599.0,1.0000449999999999
600.0,1.0000010000000001
601.0,1.000056
602.0,1.0000149999999999
603.0,0.999932
604.0,0.9999379999999999
605.0,0.999935
606.0,0.999949
607.0,0.999996
608.0,1.0000449999999999
609.0,1.000043
610.0,0.9999979999999999
611.0,0.999995
612.0,1.000026
613.0,1.000059
614.0,1.000055
615.0,1.0001
616.0,1.000091
617.0,1.0
618.0,1.000046
619.0,1.0000449999999999
620.0,0.999996
621.0,0.9999469999999999
622.0,0.999921
623.0,0.999971
624.0,1.000125
625.0,1.0000449999999999
626.0,1.0000149999999999
627.0,1.0000660000000001
628.0,1.000012
629.0,0.999996
630.0,1.0
631.0,1.0
632.0,1.0
633.0,1.0
634.0,1.0
635.0,0.999989
636.0,1.000069
637.0,1.000141
638.0,1.000012
639.0,1.00004
640.0,1.00006
641.0,1.0
642.0,0.9999979999999999
643.0,0.999997
644.0,1.0000069999999999
645.0,1.00006
646.0,1.000029
647.0,0.999995
648.0,1.0
649.0,0.999992
650.0,1.000054
651.0,1.000111
652.0,1.000016
653.0,0.9999469999999999
654.0,0.9999979999999999
655.0,1.0001120000000001
656.0,1.000014
