Sample ID,Standard_00001
Species,Standard
Subgroup,Standard
Group,Standard
Library,EXM_MRS
Sample Description,spectralon only
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,7,32,30 integration times; 10,10 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.991207
351.0,0.991571
352.0,0.9915550000000001
353.0,0.993347
354.0,0.995588
355.0,0.9964660000000001
356.0,0.997269
357.0,0.997671
358.0,0.996664
359.0,0.995963
360.0,0.995857
361.0,0.996577
362.0,0.9968720000000001
363.0,0.9962869999999999
364.0,0.996384
365.0,0.996574
366.0,0.9964740000000001
367.0,0.996666
368.0,0.9974580000000001
369.0,0.999443
370.0,0.99976
371.0,0.998797
372.0,0.998
373.0,0.996664
374.0,0.995004
375.0,0.995056
376.0,0.99437
377.0,0.992158
378.0,0.9915619999999999
379.0,0.9917549999999999
380.0,0.992222
381.0,0.9936499999999999
382.0,0.99543
383.0,0.996778
384.0,0.9975740000000001
385.0,0.9979819999999999
386.0,0.998428
387.0,0.998978
388.0,0.999445
389.0,0.998845
390.0,0.998343
391.0,0.998322
392.0,0.998854
393.0,0.999414
394.0,0.999768
395.0,0.999983
396.0,0.999956
397.0,0.999617
398.0,0.999104
399.0,0.998419
400.0,0.9975320000000001
401.0,0.997001
402.0,0.996944
403.0,0.9975459999999999
404.0,0.9983110000000001
405.0,0.999172
406.0,1.000267
407.0,1.000669
408.0,1.000331
409.0,1.000071
410.0,0.99993
411.0,0.999936
412.0,0.9996269999999999
413.0,0.999411
414.0,0.999512
415.0,0.9996510000000001
416.0,0.999647
417.0,0.999247
418.0,0.999186
419.0,0.999392
420.0,0.9997849999999999
421.0,0.9998980000000001
422.0,0.999876
423.0,1.000186
424.0,1.000215
425.0,1.000017
426.0,0.9998609999999999
427.0,0.999858
428.0,1.000024
429.0,1.0002849999999999
430.0,1.000535
431.0,1.000706
432.0,1.000559
433.0,1.000345
434.0,1.000217
435.0,1.00065
436.0,1.000874
437.0,1.0004439999999999
438.0,1.0001179999999998
439.0,0.999743
440.0,0.9992409999999999
441.0,0.999371
442.0,0.999724
443.0,0.9999469999999999
444.0,1.0002630000000001
445.0,1.000488
446.0,1.000384
447.0,0.9998659999999999
448.0,0.999371
449.0,0.999445
450.0,1.000101
451.0,1.000842
452.0,1.000432
453.0,1.000107
454.0,1.000002
455.0,1.0002
456.0,0.99996
457.0,0.999597
458.0,1.0004819999999999
459.0,1.000582
460.0,0.999808
461.0,0.999718
462.0,1.000041
463.0,1.000565
464.0,1.000529
465.0,1.000063
466.0,0.9994379999999999
467.0,0.999799
468.0,1.000038
469.0,0.999996
470.0,1.0000879999999999
471.0,1.000288
472.0,1.000559
473.0,1.00047
474.0,1.0004680000000001
475.0,1.000683
476.0,1.000564
477.0,1.0003520000000001
478.0,1.000176
479.0,1.000459
480.0,1.0005110000000002
481.0,1.00014
482.0,1.0004680000000001
483.0,1.000559
484.0,1.00014
485.0,1.000243
486.0,1.000424
487.0,1.000494
488.0,1.000171
489.0,1.00003
490.0,1.0002389999999999
491.0,0.9999030000000001
492.0,0.9998900000000001
493.0,1.000442
494.0,1.000437
495.0,1.0003199999999999
496.0,1.000243
497.0,1.0001900000000001
498.0,0.999993
499.0,0.99965
500.0,0.9999089999999999
501.0,1.000181
502.0,1.000235
503.0,1.000167
504.0,1.0001170000000001
505.0,1.000115
506.0,0.999867
507.0,0.999772
508.0,0.9998900000000001
509.0,1.000092
510.0,1.000379
511.0,1.000624
512.0,1.000264
513.0,1.000083
514.0,1.000195
515.0,1.000359
516.0,1.0002389999999999
517.0,0.999996
518.0,1.000126
519.0,1.000184
520.0,1.000168
521.0,1.0001550000000001
522.0,1.0002469999999999
523.0,1.0003140000000001
524.0,0.999974
525.0,0.999997
526.0,1.000184
527.0,1.000248
528.0,1.000171
529.0,1.000083
530.0,1.0001579999999999
531.0,1.00018
532.0,1.000152
533.0,1.000076
534.0,1.000275
535.0,1.000475
536.0,1.0004739999999999
537.0,1.000366
538.0,1.000296
539.0,1.000326
540.0,1.000428
541.0,1.000388
542.0,1.00021
543.0,1.000188
544.0,1.000188
545.0,1.000171
546.0,1.000097
547.0,1.0001120000000001
548.0,1.000152
549.0,1.000023
550.0,1.000013
551.0,1.000089
552.0,1.000194
553.0,1.000266
554.0,1.000249
555.0,1.0001
556.0,0.999881
557.0,0.9998560000000001
558.0,1.000115
559.0,1.000135
560.0,1.0001550000000001
561.0,1.000189
562.0,0.999978
563.0,1.0000390000000001
564.0,1.000258
565.0,1.000235
566.0,1.000055
567.0,0.999853
568.0,0.999844
569.0,1.000052
570.0,1.0001659999999999
571.0,0.999897
572.0,0.9999079999999999
573.0,0.999869
574.0,0.999661
575.0,0.999885
576.0,0.9999939999999999
577.0,0.999936
578.0,1.000111
579.0,1.000061
580.0,0.999928
581.0,1.000043
582.0,1.000127
583.0,1.000145
584.0,1.0000799999999999
585.0,1.000113
586.0,1.000178
587.0,1.000226
588.0,1.0001900000000001
589.0,1.000062
590.0,0.999931
591.0,1.000104
592.0,1.0001090000000001
593.0,1.000085
594.0,1.00025
595.0,1.000203
596.0,1.000119
597.0,1.000124
598.0,1.00018
599.0,1.0001229999999999
600.0,1.000002
601.0,1.000143
602.0,1.00018
603.0,1.000099
604.0,0.999949
605.0,1.000021
606.0,1.000136
607.0,1.000168
608.0,1.0002339999999998
609.0,1.00011
610.0,0.999888
611.0,1.000072
612.0,1.000102
613.0,1.000053
614.0,1.000056
615.0,1.000061
616.0,1.00004
617.0,1.0
618.0,1.000096
619.0,1.000077
620.0,1.000002
621.0,1.000104
622.0,1.000104
623.0,1.000047
624.0,1.0000010000000001
625.0,1.000065
626.0,0.999958
627.0,0.999735
628.0,0.9998319999999999
629.0,0.9999379999999999
630.0,1.000017
631.0,1.000055
632.0,1.0001579999999999
633.0,1.000205
634.0,1.000141
635.0,1.000022
636.0,1.0000499999999999
637.0,1.0001550000000001
638.0,1.0001579999999999
639.0,1.000013
640.0,0.999927
641.0,1.0
642.0,1.000093
643.0,1.000207
644.0,1.0002280000000001
645.0,0.999961
646.0,1.000025
647.0,1.000151
648.0,1.000177
649.0,1.0000799999999999
650.0,1.000099
651.0,1.00017
652.0,1.00011
653.0,1.000209
654.0,1.000334
655.0,1.000378
656.0,1.000216
