Sample ID,4_Watchet_Bay_00005
Species,4_Watchet_Bay
Subgroup,4_Watchet_Bay
Group,4_Watchet_Bay
Library,EXM_MRS
Sample Description,Sample 4
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.16864200000000001
351.0,0.16724799999999998
352.0,0.165958
353.0,0.16486499999999998
354.0,0.163877
355.0,0.16288799999999998
356.0,0.161692
357.0,0.160353
358.0,0.159073
359.0,0.157774
360.0,0.15647
361.0,0.15526
362.0,0.154167
363.0,0.15318500000000002
364.0,0.152034
365.0,0.150958
366.0,0.150128
367.0,0.14921099999999998
368.0,0.148343
369.0,0.147704
370.0,0.147098
371.0,0.14655300000000002
372.0,0.146192
373.0,0.145621
374.0,0.144824
375.0,0.144119
376.0,0.143412
377.0,0.14266199999999998
378.0,0.141573
379.0,0.140453
380.0,0.13953
381.0,0.138505
382.0,0.137534
383.0,0.136824
384.0,0.136112
385.0,0.135492
386.0,0.135235
387.0,0.134932
388.0,0.134574
389.0,0.13442199999999999
390.0,0.13428
391.0,0.134107
392.0,0.134077
393.0,0.13408
394.0,0.134079
395.0,0.134201
396.0,0.134403
397.0,0.134661
398.0,0.13469
399.0,0.134575
400.0,0.134475
401.0,0.133788
402.0,0.13270400000000002
403.0,0.131763
404.0,0.130859
405.0,0.130062
406.0,0.129589
407.0,0.129345
408.0,0.129269
409.0,0.129163
410.0,0.12914199999999998
411.0,0.129242
412.0,0.129448
413.0,0.129671
414.0,0.129855
415.0,0.130014
416.0,0.130107
417.0,0.130075
418.0,0.130081
419.0,0.130102
420.0,0.130108
421.0,0.130082
422.0,0.13004
423.0,0.130024
424.0,0.130046
425.0,0.130109
426.0,0.130229
427.0,0.130332
428.0,0.130438
429.0,0.130701
430.0,0.13097899999999998
431.0,0.131252
432.0,0.131616
433.0,0.131918
434.0,0.13211499999999998
435.0,0.132416
436.0,0.13279
437.0,0.13323600000000002
438.0,0.133716
439.0,0.134149
440.0,0.13446999999999998
441.0,0.134776
442.0,0.135092
443.0,0.135446
444.0,0.135839
445.0,0.136262
446.0,0.13669800000000001
447.0,0.137214
448.0,0.137761
449.0,0.138277
450.0,0.138792
451.0,0.139286
452.0,0.139711
453.0,0.140117
454.0,0.14050700000000002
455.0,0.14086600000000002
456.0,0.141303
457.0,0.141778
458.0,0.142124
459.0,0.142542
460.0,0.143042
461.0,0.143485
462.0,0.14389
463.0,0.144267
464.0,0.144656
465.0,0.145086
466.0,0.14555099999999999
467.0,0.145977
468.0,0.146439
469.0,0.146934
470.0,0.14736000000000002
471.0,0.147775
472.0,0.148208
473.0,0.14870799999999998
474.0,0.149237
475.0,0.149761
476.0,0.15011
477.0,0.150316
478.0,0.15040900000000001
479.0,0.150604
480.0,0.150865
481.0,0.151189
482.0,0.15157500000000002
483.0,0.151968
484.0,0.152344
485.0,0.152724
486.0,0.153119
487.0,0.153528
488.0,0.153883
489.0,0.154286
490.0,0.154767
491.0,0.15521200000000002
492.0,0.155586
493.0,0.155892
494.0,0.156399
495.0,0.156885
496.0,0.157276
497.0,0.15768700000000002
498.0,0.15812400000000001
499.0,0.15859600000000001
500.0,0.159124
501.0,0.159604
502.0,0.160002
503.0,0.16043600000000002
504.0,0.160924
505.0,0.161463
506.0,0.161948
507.0,0.162422
508.0,0.16288699999999998
509.0,0.163298
510.0,0.163729
511.0,0.16418500000000003
512.0,0.16459900000000002
513.0,0.16502199999999997
514.0,0.165467
515.0,0.16594899999999999
516.0,0.16639700000000002
517.0,0.16684200000000002
518.0,0.16738299999999998
519.0,0.16792100000000001
520.0,0.16845400000000002
521.0,0.168991
522.0,0.169563
523.0,0.17017
524.0,0.170812
525.0,0.171423
526.0,0.172016
527.0,0.172611
528.0,0.173266
529.0,0.173963
530.0,0.174678
531.0,0.175386
532.0,0.17615100000000003
533.0,0.17701699999999998
534.0,0.177876
535.0,0.17877300000000002
536.0,0.17974299999999999
537.0,0.180776
538.0,0.181803
539.0,0.182806
540.0,0.183897
541.0,0.18500599999999998
542.0,0.186115
543.0,0.187217
544.0,0.18845199999999998
545.0,0.189791
546.0,0.191025
547.0,0.192323
548.0,0.19371300000000002
549.0,0.19524999999999998
550.0,0.196706
551.0,0.19818000000000002
552.0,0.19982299999999997
553.0,0.201435
554.0,0.203048
555.0,0.20468499999999998
556.0,0.206493
557.0,0.20829
558.0,0.20999099999999998
559.0,0.211757
560.0,0.213523
561.0,0.21530000000000002
562.0,0.217227
563.0,0.219039
564.0,0.22077200000000002
565.0,0.222588
566.0,0.22446000000000002
567.0,0.226349
568.0,0.228187
569.0,0.230087
570.0,0.231956
