Sample ID,4_Watchet_Bay_00004
Species,4_Watchet_Bay
Subgroup,4_Watchet_Bay
Group,4_Watchet_Bay
Library,EXM_MRS
Sample Description,Sample 4
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.21712199999999998
351.0,0.216067
352.0,0.215183
353.0,0.21403199999999997
354.0,0.212864
355.0,0.212013
356.0,0.211236
357.0,0.21038199999999999
358.0,0.209121
359.0,0.20784199999999997
360.0,0.20664100000000002
361.0,0.205761
362.0,0.204834
363.0,0.203736
364.0,0.20296
365.0,0.202344
366.0,0.20178200000000002
367.0,0.20132899999999998
368.0,0.200881
369.0,0.20027
370.0,0.199926
371.0,0.199772
372.0,0.199596
373.0,0.199249
374.0,0.19872599999999999
375.0,0.19821000000000003
376.0,0.197578
377.0,0.196789
378.0,0.19578199999999998
379.0,0.194846
380.0,0.19420500000000002
381.0,0.19356500000000001
382.0,0.193016
383.0,0.19266100000000003
384.0,0.192491
385.0,0.192443
386.0,0.192349
387.0,0.19236599999999998
388.0,0.19247499999999998
389.0,0.192469
390.0,0.192509
391.0,0.192656
392.0,0.19301500000000002
393.0,0.19345600000000002
394.0,0.19392099999999998
395.0,0.194379
396.0,0.194812
397.0,0.19520700000000002
398.0,0.195214
399.0,0.19497
400.0,0.19468800000000003
401.0,0.19405799999999998
402.0,0.19319
403.0,0.192364
404.0,0.191772
405.0,0.19142099999999998
406.0,0.19129200000000002
407.0,0.19142199999999998
408.0,0.191751
409.0,0.19196100000000002
410.0,0.192211
411.0,0.19253499999999998
412.0,0.192766
413.0,0.192958
414.0,0.19313
415.0,0.193355
416.0,0.193632
417.0,0.193975
418.0,0.194325
419.0,0.194655
420.0,0.194935
421.0,0.195169
422.0,0.19535
423.0,0.195451
424.0,0.19561599999999998
425.0,0.195837
426.0,0.196048
427.0,0.196266
428.0,0.196513
429.0,0.196878
430.0,0.197252
431.0,0.197635
432.0,0.198178
433.0,0.19871200000000003
434.0,0.199176
435.0,0.199654
436.0,0.200162
437.0,0.200717
438.0,0.20129999999999998
439.0,0.201872
440.0,0.2024
441.0,0.202912
442.0,0.20341
443.0,0.20389600000000002
444.0,0.204375
445.0,0.204844
446.0,0.205287
447.0,0.205879
448.0,0.206565
449.0,0.20728200000000002
450.0,0.207946
451.0,0.20845199999999997
452.0,0.208535
453.0,0.208791
454.0,0.20926100000000003
455.0,0.20992
456.0,0.210522
457.0,0.21108899999999997
458.0,0.211801
459.0,0.212432
460.0,0.21295999999999998
461.0,0.21351099999999998
462.0,0.214067
463.0,0.214628
464.0,0.215186
465.0,0.215733
466.0,0.216268
467.0,0.216785
468.0,0.217307
469.0,0.217845
470.0,0.21844999999999998
471.0,0.219035
472.0,0.21959499999999998
473.0,0.22042899999999999
474.0,0.221282
475.0,0.221967
476.0,0.221738
477.0,0.22133
478.0,0.221109
479.0,0.221526
480.0,0.22216999999999998
481.0,0.222849
482.0,0.223384
483.0,0.223919
484.0,0.224496
485.0,0.22497299999999998
486.0,0.225442
487.0,0.225934
488.0,0.226406
489.0,0.22685199999999997
490.0,0.227281
491.0,0.22779699999999997
492.0,0.228326
493.0,0.22883900000000001
494.0,0.229324
495.0,0.229815
496.0,0.23032699999999998
497.0,0.23086099999999998
498.0,0.23136900000000002
499.0,0.231843
500.0,0.232424
501.0,0.23298300000000002
502.0,0.233477
503.0,0.23401599999999997
504.0,0.234511
505.0,0.234937
506.0,0.235383
507.0,0.23584499999999997
508.0,0.23630600000000002
509.0,0.23668
510.0,0.237097
511.0,0.237566
512.0,0.23799499999999998
513.0,0.23846399999999998
514.0,0.238962
515.0,0.23936800000000003
516.0,0.23978100000000002
517.0,0.24022500000000002
518.0,0.240733
519.0,0.241233
520.0,0.241735
521.0,0.24228100000000002
522.0,0.242821
523.0,0.243368
524.0,0.243968
525.0,0.24451499999999998
526.0,0.24505600000000002
527.0,0.24565599999999999
528.0,0.246332
529.0,0.247047
530.0,0.24775200000000003
531.0,0.248474
532.0,0.249201
533.0,0.24992699999999998
534.0,0.250755
535.0,0.25165400000000004
536.0,0.252613
537.0,0.25370000000000004
538.0,0.254739
539.0,0.255652
540.0,0.256446
541.0,0.257166
542.0,0.257875
543.0,0.258723
544.0,0.259735
545.0,0.26089
546.0,0.262075
547.0,0.263289
548.0,0.264538
549.0,0.265857
550.0,0.267103
551.0,0.268362
552.0,0.26976500000000003
553.0,0.271051
554.0,0.272289
555.0,0.27353
556.0,0.274963
557.0,0.276452
558.0,0.27792300000000003
559.0,0.27947500000000003
560.0,0.28100400000000003
561.0,0.282504
562.0,0.284119
563.0,0.285642
