Sample ID,4_Watchet_Bay_00003
Species,4_Watchet_Bay
Subgroup,4_Watchet_Bay
Group,4_Watchet_Bay
Library,EXM_MRS
Sample Description,Sample 4
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.25933700000000004
351.0,0.258918
352.0,0.25833300000000003
353.0,0.257689
354.0,0.25723199999999996
355.0,0.257357
356.0,0.25695599999999996
357.0,0.256232
358.0,0.255855
359.0,0.255397
360.0,0.254827
361.0,0.25429999999999997
362.0,0.25379799999999997
363.0,0.253337
364.0,0.253183
365.0,0.253201
366.0,0.253294
367.0,0.253361
368.0,0.253498
369.0,0.253814
370.0,0.254373
371.0,0.255005
372.0,0.255285
373.0,0.255649
374.0,0.256111
375.0,0.256381
376.0,0.25648
377.0,0.25640599999999997
378.0,0.256089
379.0,0.255753
380.0,0.255573
381.0,0.255432
382.0,0.255384
383.0,0.25547000000000003
384.0,0.25593299999999997
385.0,0.256656
386.0,0.257293
387.0,0.258089
388.0,0.259028
389.0,0.25986899999999996
390.0,0.26072399999999996
391.0,0.26160900000000004
392.0,0.26243500000000003
393.0,0.263254
394.0,0.264092
395.0,0.265025
396.0,0.266022
397.0,0.267068
398.0,0.267781
399.0,0.268289
400.0,0.268794
401.0,0.269009
402.0,0.268965
403.0,0.268747
404.0,0.268661
405.0,0.268762
406.0,0.269153
407.0,0.269686
408.0,0.27029800000000004
409.0,0.27085000000000004
410.0,0.271455
411.0,0.27214700000000003
412.0,0.272829
413.0,0.273553
414.0,0.274346
415.0,0.275162
416.0,0.275997
417.0,0.276858
418.0,0.277611
419.0,0.278285
420.0,0.278917
421.0,0.279559
422.0,0.280199
423.0,0.280796
424.0,0.28138799999999997
425.0,0.281994
426.0,0.282653
427.0,0.28336
428.0,0.284111
429.0,0.284896
430.0,0.28567699999999996
431.0,0.286464
432.0,0.287396
433.0,0.288304
434.0,0.289109
435.0,0.289765
436.0,0.29045000000000004
437.0,0.291269
438.0,0.292085
439.0,0.292844
440.0,0.293501
441.0,0.294125
442.0,0.294737
443.0,0.295362
444.0,0.29598800000000003
445.0,0.296599
446.0,0.297164
447.0,0.297868
448.0,0.29863
449.0,0.299339
450.0,0.300101
451.0,0.300862
452.0,0.301472
453.0,0.302144
454.0,0.30287
455.0,0.303577
456.0,0.30434
457.0,0.30513
458.0,0.30582
459.0,0.30659400000000003
460.0,0.307435
461.0,0.308093
462.0,0.308767
463.0,0.309469
464.0,0.310055
465.0,0.310752
466.0,0.311554
467.0,0.312211
468.0,0.312839
469.0,0.313458
470.0,0.314031
471.0,0.314676
472.0,0.315431
473.0,0.31613600000000003
474.0,0.316842
475.0,0.317536
476.0,0.317958
477.0,0.318405
478.0,0.318988
479.0,0.319509
480.0,0.320119
481.0,0.320861
482.0,0.32158099999999995
483.0,0.32222900000000004
484.0,0.32279
485.0,0.323407
486.0,0.324054
487.0,0.324714
488.0,0.32530000000000003
489.0,0.32587299999999997
490.0,0.326454
491.0,0.327026
492.0,0.32752400000000004
493.0,0.32793100000000003
494.0,0.328341
495.0,0.328795
496.0,0.329312
497.0,0.32981099999999997
498.0,0.33035899999999996
499.0,0.33097
500.0,0.331524
501.0,0.332076
502.0,0.332646
503.0,0.33325099999999996
504.0,0.33382399999999995
505.0,0.334343
506.0,0.33486
507.0,0.33533900000000005
508.0,0.335783
509.0,0.336231
510.0,0.336686
511.0,0.337155
512.0,0.337652
513.0,0.338103
514.0,0.338512
515.0,0.33897700000000003
516.0,0.33940800000000004
517.0,0.33982599999999996
518.0,0.34031500000000003
519.0,0.34076700000000004
520.0,0.341196
521.0,0.341657
522.0,0.34212600000000004
523.0,0.342591
524.0,0.343037
525.0,0.34342
526.0,0.343786
527.0,0.344198
528.0,0.344568
529.0,0.344925
530.0,0.34530299999999997
531.0,0.345747
532.0,0.346198
533.0,0.34661200000000003
534.0,0.347063
535.0,0.34754199999999996
536.0,0.348047
537.0,0.348529
538.0,0.348987
539.0,0.349412
540.0,0.34976599999999997
541.0,0.350049
542.0,0.350298
543.0,0.35064999999999996
544.0,0.351059
545.0,0.35151499999999997
546.0,0.35200000000000004
547.0,0.352495
548.0,0.35300899999999996
549.0,0.35357900000000003
550.0,0.35411000000000004
551.0,0.354611
552.0,0.35509599999999997
553.0,0.355553
554.0,0.356004
555.0,0.35646700000000003
556.0,0.35690399999999994
557.0,0.357335
558.0,0.35776600000000003
559.0,0.358151
560.0,0.358535
561.0,0.358938
562.0,0.359407
563.0,0.35982
564.0,0.360201
565.0,0.36064100000000004
566.0,0.361062
567.0,0.361468
568.0,0.361875
569.0,0.362316
