Sample ID,15_Oxia_Sophia_00002
Species,15_Oxia_Sophia
Subgroup,15_Oxia_Sophia
Group,15_Oxia_Sophia
Library,EXM_MRS
Sample Description,Sample 15
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.155677
351.0,0.15460000000000002
352.0,0.153534
353.0,0.15265399999999998
354.0,0.151821
355.0,0.15085
356.0,0.14981
357.0,0.148744
358.0,0.147738
359.0,0.14679399999999998
360.0,0.145876
361.0,0.14474
362.0,0.143492
363.0,0.142212
364.0,0.141501
365.0,0.14097200000000001
366.0,0.140346
367.0,0.139994
368.0,0.139874
369.0,0.139935
370.0,0.13995
371.0,0.140001
372.0,0.140355
373.0,0.140525
374.0,0.14047
375.0,0.14043
376.0,0.140231
377.0,0.139817
378.0,0.139245
379.0,0.138532
380.0,0.137696
381.0,0.137267
382.0,0.137041
383.0,0.136739
384.0,0.136555
385.0,0.136532
386.0,0.13675800000000002
387.0,0.136983
388.0,0.137183
389.0,0.13746
390.0,0.13772700000000002
391.0,0.137963
392.0,0.138161
393.0,0.138546
394.0,0.13919800000000002
395.0,0.139877
396.0,0.14055199999999998
397.0,0.141186
398.0,0.141656
399.0,0.141982
400.0,0.142235
401.0,0.142045
402.0,0.141459
403.0,0.140595
404.0,0.14005599999999999
405.0,0.139822
406.0,0.139657
407.0,0.13963699999999998
408.0,0.139746
409.0,0.139905
410.0,0.140105
411.0,0.14034000000000002
412.0,0.140648
413.0,0.14102800000000001
414.0,0.141481
415.0,0.141761
416.0,0.141994
417.0,0.142295
418.0,0.14252599999999999
419.0,0.142712
420.0,0.142882
421.0,0.143098
422.0,0.14336000000000002
423.0,0.143654
424.0,0.143951
425.0,0.14427500000000001
426.0,0.144698
427.0,0.145239
428.0,0.145867
429.0,0.14643499999999998
430.0,0.147011
