Sample ID,15_Oxia_Sophia_00004
Species,15_Oxia_Sophia
Subgroup,15_Oxia_Sophia
Group,15_Oxia_Sophia
Library,EXM_MRS
Sample Description,Sample 15
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.15127000000000002
351.0,0.149948
352.0,0.148712
353.0,0.14768499999999998
354.0,0.14688800000000002
355.0,0.14638099999999998
356.0,0.145589
357.0,0.144536
358.0,0.143325
359.0,0.142422
360.0,0.141813
361.0,0.14088699999999998
362.0,0.139908
363.0,0.13897199999999998
364.0,0.138191
365.0,0.137582
366.0,0.137156
367.0,0.13684100000000002
368.0,0.13667400000000002
369.0,0.136691
370.0,0.13683
371.0,0.136968
372.0,0.136813
373.0,0.136649
374.0,0.136523
375.0,0.13650299999999999
376.0,0.136312
377.0,0.135841
378.0,0.135114
379.0,0.134401
380.0,0.133917
381.0,0.133635
382.0,0.133488
383.0,0.133377
384.0,0.133366
385.0,0.133431
386.0,0.133485
387.0,0.133692
388.0,0.13403299999999999
389.0,0.134317
390.0,0.134482
391.0,0.134528
392.0,0.134771
393.0,0.135206
394.0,0.135829
395.0,0.136478
396.0,0.137121
397.0,0.13772
398.0,0.13817000000000002
399.0,0.138491
400.0,0.13875099999999999
401.0,0.138512
402.0,0.137907
403.0,0.137294
404.0,0.13686600000000002
405.0,0.136628
406.0,0.136554
407.0,0.136579
408.0,0.136672
409.0,0.13678200000000001
410.0,0.136985
411.0,0.137296
412.0,0.137579
413.0,0.13788999999999998
414.0,0.13825300000000001
415.0,0.13852
416.0,0.138762
417.0,0.139048
418.0,0.139293
419.0,0.139522
420.0,0.139771
421.0,0.139986
422.0,0.14019299999999998
423.0,0.140456
424.0,0.140717
425.0,0.140998
426.0,0.141381
427.0,0.14188800000000001
428.0,0.1425
429.0,0.143129
