,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040,S041,S042,S043,S044,S045,S046,S047,S048,S049,S050,S051,S052,S053,S054,S055,S056,S057,S058,S059,S060,S061,S062,S063,S064,S065,S066,S067,S068,S069,S070,S071,S072,S073,S074,S075,S076,S077,S078,S079,S080,S081,S082,S083,S084,S085,S086,S087,S088,S089,S090,S091,S092,S093,S094,S095,S096,S097,S098,S099,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112,S113,S114,S115,S116,S117,S118,S119,S120,S121,S122,S123,S124,S125,S126,S127,S128,S129,S130,S131,S132,S133,S134,S135,S136,S137,S138,S139,S140,S141,S142,S143,S144,S145,S146,S147,S148,S149,S150,S151,S152,S153,S154,S155,S156,S157,S158,S159,S160,S161,S162,S163,S164,S165,S166,S167,S168,S169,S170,S171,S172,S173,S174,S175,S176,S177,S178,S179,S180,S181,S182,S183,S184,S185,S186,S187,S188,S189,S190,S191,S192,S193,S194,S195,S196,S197,S198,S199,S200,S201,S202,S203,S204,S205,S206,S207,S208,S209,S210,S211,S212,S213,S214,S215,S216,S217,S218,S219,S220,S221,S222,S223,S224,S225,S226,S227,S228,S229,S230,S231,S232,S233,S234,S235,S236,S237,S238,S239,S240,S241,S242,S243,S244,S245,S246,S247,S248,S249
cwl,900.0,904.5,909.0225,913.5676125,918.135450562,922.726127815,927.339758454,931.976457247,936.636339533,941.319521231,946.026118837,950.756249431,955.510030678,960.287580831,965.089018736,969.914463829,974.764036148,979.637856329,984.536045611,989.458725839,994.406019468,999.378049565,1004.37493981,1009.39681451,1014.44379858,1019.51601758,1024.61359767,1029.73666565,1034.88534898,1040.05977573,1045.26007461,1050.48637498,1055.73880685,1061.01750089,1066.32258839,1071.65420133,1077.01247234,1082.3975347,1087.80952238,1093.24856999,1098.71481284,1104.2083869,1109.72942884,1115.27807598,1120.85446636,1126.45873869,1132.09103239,1137.75148755,1143.44024499,1149.15744621,1154.90323344,1160.67774961,1166.48113836,1172.31354405,1178.17511177,1184.06598733,1189.98631726,1195.93624885,1201.9159301,1207.92550975,1213.96513729,1220.03496298,1226.1351378,1232.26581348,1238.42714255,1244.61927826,1250.84237466,1257.09658653,1263.38206946,1269.69897981,1276.04747471,1282.42771208,1288.83985064,1295.2840499,1301.76047015,1308.2692725,1314.81061886,1321.38467195,1327.99159531,1334.63155329,1341.30471106,1348.01123461,1354.75129078,1361.52504724,1368.33267247,1375.17433584,1382.05020752,1388.96045855,1395.90526085,1402.88478715,1409.89921109,1416.94870714,1424.03345068,1431.15361793,1438.30938602,1445.50093295,1452.72843761,1459.9920798,1467.2920402,1474.6285004,1482.0016429,1489.41165112,1496.85870938,1504.34300292,1511.86471794,1519.42404153,1527.02116173,1534.65626754,1542.32954888,1550.04119662,1557.79140261,1565.58035962,1573.40826142,1581.27530273,1589.18167924,1597.12758764,1605.11322557,1613.1387917,1621.20448566,1629.31050809,1637.45706063,1645.64434593,1653.87256766,1662.1419305,1670.45264015,1678.80490335,1687.19892787,1695.63492251,1704.11309712,1712.63366261,1721.19683092,1729.80281508,1738.45182915,1747.1440883,1755.87980874,1764.65920778,1773.48250382,1782.34991634,1791.26166592,1800.21797425,1809.21906412,1818.26515944,1827.35648524,1836.49326767,1845.675734,1854.90411267,1864.17863324,1873.4995264,1882.86702404,1892.28135916,1901.74276595,1911.25147978,1920.80773718,1930.41177587,1940.06383475,1949.76415392,1959.51297469,1969.31053956,1979.15709226,1989.05287772,1998.99814211,2008.99313282,2019.03809849,2029.13328898,2039.27895542,2049.4753502,2059.72272695,2070.02134059,2080.37144729,2090.77330452,2101.22717105,2111.7333069,2122.29197344,2132.9034333,2143.56795047,2154.28579022,2165.05721917,2175.88250527,2186.7619178,2197.69572739,2208.68420602,2219.72762705,2230.82626519,2241.98039651,2253.1902985,2264.45624999,2275.77853124,2287.15742389,2298.59321101,2310.08617707,2321.63660795,2333.24479099,2344.91101495,2356.63557002,2368.41874787,2380.26084161,2392.16214582,2404.12295655,2416.14357133,2428.22428919,2440.36541064,2452.56723769,2464.83007388,2477.15422425,2489.53999537,2501.98769535,2514.49763382,2527.07012199,2539.7054726,2552.40399996,2565.16601996,2577.99185006,2590.88180931,2603.83621836,2616.85539945,2629.93967645,2643.08937483,2656.30482171,2669.58634581,2682.93427754,2696.34894893,2709.83069368,2723.37984714,2736.99674638,2750.68173011,2764.43513876,2778.25731446,2792.14860103,2806.10934403,2820.13989075,2834.24059021,2848.41179316,2862.65385212,2876.96712139,2891.35195699,2905.80871678,2920.33776036,2934.93944916,2949.61414641,2964.36221714,2979.18402823,2994.07994837,3009.05034811,3024.09559985,3039.21607785,3054.41215824,3069.68421903,3085.03264013,3100.45780333
fwhm,9.0,9.045,9.090225,9.135676125,9.18135450563,9.22726127815,9.27339758454,9.31976457247,9.36636339533,9.41319521231,9.46026118837,9.50756249431,9.55510030678,9.60287580831,9.65089018736,9.69914463829,9.74764036148,9.79637856329,9.84536045611,9.89458725839,9.94406019468,9.99378049565,10.0437493981,10.0939681451,10.1444379858,10.1951601758,10.2461359767,10.2973666565,10.3488534898,10.4005977573,10.4526007461,10.5048637498,10.5573880685,10.6101750089,10.6632258839,10.7165420133,10.7701247234,10.823975347,10.8780952238,10.9324856999,10.9871481284,11.042083869,11.0972942884,11.1527807598,11.2085446636,11.2645873869,11.3209103239,11.3775148755,11.4344024499,11.4915744621,11.5490323344,11.6067774961,11.6648113836,11.7231354405,11.7817511177,11.8406598733,11.8998631726,11.9593624885,12.019159301,12.0792550975,12.1396513729,12.2003496298,12.261351378,12.3226581348,12.3842714255,12.4461927826,12.5084237466,12.5709658653,12.6338206946,12.6969897981,12.7604747471,12.8242771208,12.8883985064,12.952840499,13.0176047015,13.082692725,13.1481061886,13.2138467195,13.2799159531,13.3463155329,13.4130471106,13.4801123461,13.5475129078,13.6152504724,13.6833267247,13.7517433584,13.8205020752,13.8896045855,13.9590526085,14.0288478715,14.0989921109,14.1694870714,14.2403345068,14.3115361793,14.3830938602,14.4550093295,14.5272843761,14.599920798,14.672920402,14.746285004,14.820016429,14.8941165112,14.9685870938,15.0434300292,15.1186471794,15.1942404153,15.2702116173,15.3465626754,15.4232954888,15.5004119662,15.5779140261,15.6558035962,15.7340826142,15.8127530273,15.8918167924,15.9712758764,16.0511322557,16.131387917,16.2120448566,16.2931050809,16.3745706063,16.4564434593,16.5387256766,16.621419305,16.7045264015,16.7880490335,16.8719892787,16.9563492251,17.0411309712,17.1263366261,17.2119683092,17.2980281508,17.3845182915,17.471440883,17.5587980874,17.6465920778,17.7348250382,17.8234991634,17.9126166592,18.0021797425,18.0921906412,18.1826515944,18.2735648524,18.3649326767,18.45675734,18.5490411267,18.6417863324,18.734995264,18.8286702404,18.9228135916,19.0174276595,19.1125147978,19.2080773718,19.3041177587,19.4006383475,19.4976415392,19.5951297469,19.6931053956,19.7915709226,19.8905287772,19.9899814211,20.0899313282,20.1903809849,20.2913328898,20.3927895542,20.494753502,20.5972272695,20.7002134059,20.8037144729,20.9077330452,21.0122717105,21.117333069,21.2229197344,21.329034333,21.4356795047,21.5428579022,21.6505721917,21.7588250527,21.867619178,21.9769572739,22.0868420602,22.1972762705,22.3082626519,22.4198039651,22.531902985,22.6445624999,22.7577853124,22.8715742389,22.9859321101,23.1008617707,23.2163660795,23.3324479099,23.4491101495,23.5663557002,23.6841874787,23.8026084161,23.9216214582,24.0412295655,24.1614357133,24.2822428919,24.4036541064,24.5256723769,24.6483007388,24.7715422425,24.8953999537,25.0198769535,25.1449763382,25.2707012199,25.397054726,25.5240399996,25.6516601996,25.7799185006,25.9088180931,26.0383621836,26.1685539945,26.2993967645,26.4308937483,26.5630482171,26.6958634581,26.8293427754,26.9634894893,27.0983069368,27.2337984714,27.3699674638,27.5068173011,27.6443513876,27.7825731446,27.9214860103,28.0610934403,28.2013989075,28.3424059021,28.4841179316,28.6265385212,28.7696712139,28.9135195699,29.0580871678,29.2033776036,29.3493944916,29.4961414641,29.6436221714,29.7918402823,29.9407994837,30.0905034811,30.2409559985,30.3921607785,30.5441215824,30.6968421903,30.8503264013,31.0045780333
snr,2000.0,1992.33870968,1984.67741935,1977.01612903,1969.35483871,1961.69354839,1954.03225806,1946.37096774,1938.70967742,1931.0483871,1923.38709677,1915.72580645,1908.06451613,1900.40322581,1892.74193548,1885.08064516,1877.41935484,1869.75806452,1862.09677419,1854.43548387,1846.77419355,1839.11290323,1831.4516129,1823.79032258,1816.12903226,1808.46774194,1800.80645161,1793.14516129,1785.48387097,1777.82258065,1770.16129032,1762.5,1754.83870968,1747.17741935,1739.51612903,1731.85483871,1724.19354839,1716.53225806,1708.87096774,1701.20967742,1693.5483871,1685.88709677,1678.22580645,1670.56451613,1662.90322581,1655.24193548,1647.58064516,1639.91935484,1632.25806452,1624.59677419,1616.93548387,1609.27419355,1601.61290323,1593.9516129,1586.29032258,1578.62903226,1570.96774194,1563.30645161,1555.64516129,1547.98387097,1540.32258065,1532.66129032,1525.0,1517.33870968,1509.67741935,1502.01612903,1494.35483871,1486.69354839,1479.03225806,1471.37096774,1463.70967742,1456.0483871,1448.38709677,1440.72580645,1433.06451613,1425.40322581,1417.74193548,1410.08064516,1402.41935484,1394.75806452,1387.09677419,1379.43548387,1371.77419355,1364.11290323,1356.4516129,1348.79032258,1341.12903226,1333.46774194,1325.80645161,1318.14516129,1310.48387097,1302.82258065,1295.16129032,1287.5,1279.83870968,1272.17741935,1264.51612903,1256.85483871,1249.19354839,1241.53225806,1233.87096774,1226.20967742,1218.5483871,1210.88709677,1203.22580645,1195.56451613,1187.90322581,1180.24193548,1172.58064516,1164.91935484,1157.25806452,1149.59677419,1141.93548387,1134.27419355,1126.61290323,1118.9516129,1111.29032258,1103.62903226,1095.96774194,1088.30645161,1080.64516129,1072.98387097,1065.32258065,1057.66129032,1050.0,1042.33870968,1034.67741935,1027.01612903,1019.35483871,1011.69354839,1004.03225806,996.370967742,988.709677419,981.048387097,973.387096774,965.725806452,958.064516129,950.403225806,942.741935484,935.080645161,927.419354839,919.758064516,912.096774194,904.435483871,896.774193548,889.112903226,881.451612903,873.790322581,866.129032258,858.467741935,850.806451613,843.14516129,835.483870968,827.822580645,820.161290323,812.5,804.838709677,797.177419355,789.516129032,781.85483871,774.193548387,766.532258065,758.870967742,751.209677419,743.548387097,735.887096774,728.225806452,720.564516129,712.903225806,705.241935484,697.580645161,689.919354839,682.258064516,674.596774194,666.935483871,659.274193548,651.612903226,643.951612903,636.290322581,628.629032258,620.967741935,613.306451613,605.64516129,597.983870968,590.322580645,582.661290323,575.0,567.338709677,559.677419355,552.016129032,544.35483871,536.693548387,529.032258065,521.370967742,513.709677419,506.048387097,498.387096774,490.725806452,483.064516129,475.403225806,467.741935484,460.080645161,452.419354839,444.758064516,437.096774194,429.435483871,421.774193548,414.112903226,406.451612903,398.790322581,391.129032258,383.467741935,375.806451613,368.14516129,360.483870968,352.822580645,345.161290323,337.5,329.838709677,322.177419355,314.516129032,306.85483871,299.193548387,291.532258065,283.870967742,276.209677419,268.548387097,260.887096774,253.225806452,245.564516129,237.903225806,230.241935484,222.580645161,214.919354839,207.258064516,199.596774194,191.935483871,184.274193548,176.612903226,168.951612903,161.290322581,153.629032258,145.967741935,138.306451613,130.64516129,122.983870968,115.322580645,107.661290323,100.0
850.0,0.00803491717092,0.00683886237024,0.00589503402592,0.0051370389631,0.0045189781582,0.00400830198492,0.00358140938776,0.0032208503439,0.00291349759268,0.00264932217463,0.00242055526416,0.0022211030823,0.00204613119794,0.00189176441188,0.00175486690526,0.00163287902509,0.001523694624,0.00142556783329,0.00133704146398,0.00125689148484,0.00118408357919,0.00111773886717,0.00105710664756,0.00100154256232,0.000950490984931,0.000903470722771,0.000860063340247,0.000819903566114,0.000782671370972,0.00074808539077,0.000715897440062,0.000685887913866,0.000657861917224,0.000631645993533,0.000607085348268,0.000584041483426,0.00056239017554,0.00054201974074,0.000522829541198,0.000504728695714,0.000487634962502,0.000471473768992,0.000456177366408,0.00044168409155,0.000427937719976,0.000414886898431,0.000402484645134,0.000390687909151,0.000379457180638,0.000368756145745,0.000358551380025,0.00034881207584,0.000339509799295,0.000330618273182,0.00032211318278,0.000313972001833,0.0003061738363,0.000298699283791,0.000291530307066,0.00028465011982,0.000278043083511,0.000271694614001,0.000265591097024,0.000259719811409,0.000254068859297,0.000248627102773,0.000243384105996,0.000238330082542,0.000233455847194,0.000228752771962,0.000224212745787,0.000219828137608,0.000215591762484,0.000211496850493,0.000207537018145,0.000203706242035,0.000199998834621,0.000196409421861,0.000192932922579,0.000189564529415,0.000186299691197,0.000183134096632,0.000180063659191,0.000177084503112,0.000174192950424,0.00017138550884,0.000168658860594,0.000166009851982,0.000163435483658,0.000160932901621,0.000158499388757,0.000156132357011,0.000153829340021,0.000151587986299,0.0001494060528,0.000147281398949,0.000145211981031,0.000143195846935,0.000141231131248,0.000139316050633,0.0001374488995,0.000135628045951,0.00013385192796,0.00013211904979,0.000130427978608,0.000128777341331,0.000127165821628,0.000125592157101,0.000124055136645,0.000122553597947,0.000121086425116,0.000119652546473,0.000118250932435,0.000116880593542,0.000115540578573,0.000114229972769,0.000112947896166,0.000111693501992,0.000110465975172,0.000109264530903,0.000108088413296,0.000106936894106,0.000105809271507,0.000104704868948,0.000103623034056,0.000102563137596,0.000101524572488,0.000100506752865,9.95091131866e-05,9.85311073839e-05,9.75722080614e-05,9.66319057214e-05,9.57097080405e-05,9.48051391651e-05,9.39177390565e-05,9.30470628529e-05,9.21926802679e-05,9.13541750179e-05,9.05311442715e-05,8.97231981264e-05,8.89299591106e-05,8.81510617045e-05,8.73861518852e-05,8.66348866916e-05,8.58969338089e-05,8.51719711663e-05,8.44596865615e-05,8.37597772958e-05,8.30719498208e-05,8.23959194121e-05,8.1731409844e-05,8.10781530856e-05,8.04358890088e-05,7.98043651061e-05,7.91833362224e-05,7.85725642962e-05,7.79718181115e-05,7.73808730622e-05,7.67995109224e-05,7.62275196293e-05,7.56646930719e-05,7.51108308907e-05,7.45657382828e-05,7.40292258177e-05,7.35011092566e-05,7.29812093811e-05,7.24693518298e-05,7.19653669371e-05,7.14690895827e-05,7.09803590426e-05,7.04990188481e-05,7.00249166523e-05,6.9557904095e-05,6.90978366805e-05,6.86445736526e-05,6.81979778808e-05,6.77579157452e-05,6.7324257029e-05,6.68968748139e-05,6.64756453786e-05,6.6060448102e-05,6.56511653683e-05,6.52476824778e-05,6.48498875596e-05,6.4457671485e-05,6.40709277898e-05,6.36895525925e-05,6.33134445203e-05,6.29425046348e-05,6.25766363624e-05,6.22157454257e-05,6.18597397761e-05,6.1508529532e-05,6.11620269164e-05,6.08201461961e-05,6.04828036262e-05,6.01499173926e-05,5.98214075592e-05,5.94971960153e-05,5.91772064247e-05,5.8861364178e-05,5.85495963447e-05,5.82418316269e-05,5.79380003163e-05,5.76380342504e-05,5.73418667711e-05,5.7049432685e-05,5.67606682236e-05,5.64755110065e-05,5.61939000042e-05,5.59157755027e-05,5.56410790695e-05,5.536975352e-05,5.51017428852e-05,5.48369923806e-05,5.45754483756e-05,5.43170583644e-05,5.40617709368e-05,5.38095357513e-05,5.35603035073e-05,5.33140259196e-05,5.30706556931e-05,5.28301464981e-05,5.25924529456e-05,5.23575305657e-05,5.21253357837e-05,5.18958258986e-05,5.16689590627e-05,5.14446942595e-05,5.12229912845e-05,5.10038107257e-05,5.07871139449e-05,5.05728630583e-05,5.03610209193e-05,5.01515511017e-05,4.99444178812e-05,4.97395862205e-05,4.95370217524e-05,4.93366907644e-05,4.91385601839e-05,4.89425975628e-05,4.87487710641e-05,4.85570494472e-05,4.83674020543e-05,4.81797987978e-05,4.79942101469e-05,4.78106071155e-05,4.76289612493e-05,4.74492446149e-05
851.0,0.00836344863191,0.00709507923836,0.00609873333307,0.00530168127792,0.00465397229218,0.00412038423296,0.00367550496246,0.00330062764108,0.00298173428946,0.00270815273613,0.00247164179346,0.00226575548345,0.00208539313183,0.00192647573533,0.001785709668,0.00166041179263,0.00154837839366,0.00144778581712,0.00135711434303,0.00127508928217,0.00120063498206,0.0011328386061,0.00107092138199,0.00101421560852,0.000962146139597,0.00091421537465,0.000869991017531,0.000829096033596,0.000791200365718,0.00075601406587,0.000723281571254,0.000692776912579,0.000664299684747,0.000637671644185,0.00061273382406,0.000589344078438,0.000567374984874,0.000546712046212,0.000527252143752,0.000508902202834,0.000491578037438,0.00047520334751,0.000459708845812,0.000445031495964,0.000431113845231,0.000417903439395,0.000405352307872,0.000393416509949,0.000382055733626,0.000371232940593,0.00036091405098,0.000351067663188,0.000341664804195,0.00033267870666,0.000324084609602,0.00031585957985,0.000307982351792,0.000300433183275,0.000293193725966,0.00028624690834,0.000279576830032,0.000273168666257,0.000267008581309,0.000261083650005,0.000255381786325,0.000249891678619,0.000244602730457,0.000239505006829,0.000234589184891,0.000229846509053,0.000225268749842,0.0002208481662,0.000216577470915,0.000212449798894,0.000208458678001,0.000204598002199,0.000200862006852,0.00019724524593,0.000193742570989,0.00019034911176,0.000187060258191,0.000183871643843,0.000180779130501,0.000177778793922,0.000174866910629,0.0001720399456,0.000169294540896,0.000166627505036,0.00016403580312,0.00016151654767,0.000159066990025,0.000156684512386,0.000154366620338,0.000152110935905,0.000149915191031,0.000147777221503,0.000145694961259,0.000143666437047,0.000141689763443,0.000139763138159,0.000137884837654,0.00013605321301,0.00013426668606,0.000132523745752,0.000130822944715,0.000129162896059,0.000127542270332,0.000125959792666,0.000124414240096,0.000122904439024,0.000121429262819,0.000119987629575,0.000118578499967,0.00011720087525,0.000115853795352,0.000114536337072,0.000113247612391,0.000111986766849,0.000110752978032,0.000109545454123,0.000108363432537,0.000107206178621,0.000106072984428,0.000104963167551,0.00010387607001,0.000102811057209,0.000101767516928,0.000100744858385,9.97425113224e-05,9.87599251565e-05,9.77965681606e-05,9.68519266841e-05,9.59255044198e-05,9.50168216912e-05,9.41254147906e-05,9.3250835333e-05,9.23926496489e-05,9.1550438204e-05,9.07237950438e-05,8.99123272637e-05,8.91156545054e-05,8.83334084732e-05,8.7565232474e-05,8.68107809772e-05,8.60697191949e-05,8.53417226757e-05,8.46264769246e-05,8.39236770349e-05,8.32330273307e-05,8.25542410376e-05,8.1887039954e-05,8.1231154144e-05,8.05863216422e-05,7.99522881694e-05,7.93288068609e-05,7.87156380055e-05,7.81125487951e-05,7.75193130865e-05,7.69357111693e-05,7.63615295475e-05,7.57965607252e-05,7.52406030049e-05,7.46934602906e-05,7.41549419019e-05,7.36248623916e-05,7.31030413729e-05,7.25893033542e-05,7.20834775765e-05,7.15853978618e-05,7.10949024623e-05,7.06118339187e-05,7.01360389246e-05,6.96673681912e-05,6.92056763232e-05,6.87508216932e-05,6.83026663265e-05,6.78610757855e-05,6.74259190606e-05,6.69970684653e-05,6.65743995334e-05,6.61577909217e-05,6.57471243139e-05,6.53422843311e-05,6.49431584432e-05,6.45496368823e-05,6.41616125635e-05,6.37789810031e-05,6.34016402439e-05,6.30294907797e-05,6.2662435486e-05,6.23003795499e-05,6.19432304033e-05,6.15908976593e-05,6.12432930503e-05,6.09003303665e-05,6.05619253993e-05,6.02279958844e-05,5.98984614478e-05,5.9573243553e-05,5.92522654499e-05,5.89354521265e-05,5.86227302605e-05,5.83140281733e-05,5.80092757856e-05,5.77084045745e-05,5.74113475307e-05,5.71180391193e-05,5.68284152392e-05,5.6542413186e-05,5.62599716152e-05,5.59810305056e-05,5.57055311258e-05,5.54334159998e-05,5.51646288749e-05,5.48991146904e-05,5.46368195461e-05,5.43776906737e-05,5.41216764071e-05,5.38687261557e-05,5.36187903755e-05,5.33718205445e-05,5.31277691364e-05,5.2886589596e-05,5.26482363146e-05,5.24126646078e-05,5.21798306918e-05,5.19496916616e-05,5.17222054703e-05,5.14973309071e-05,5.12750275779e-05,5.10552558858e-05,5.08379770115e-05,5.06231528954e-05,5.04107462183e-05,5.0200720386e-05,4.99930395101e-05,4.97876683929e-05,4.95845725105e-05,4.93837179975e-05,4.91850716318e-05,4.89886008195e-05,4.87942735807e-05,4.86020585353e-05,4.84119248895e-05,4.82238424224e-05,4.80377814731e-05,4.78537129282e-05,4.7671608209e-05,4.74914392606e-05
852.0,0.00871248789932,0.00736593225994,0.0063131529058,0.00547435252022,0.00479509698231,0.00423722735956,0.00377335334638,0.00338340263716,0.00305239410501,0.00276896300161,0.00252436145703,0.00231176700236,0.00212579524498,0.00196215061909,0.00181737225012,0.00168864644252,0.00157366655144,0.00147052703153,0.0013776424561,0.00129368499941,0.00121753572224,0.00114824628353,0.00108500860277,0.00102713064004,0.000974016923102,0.000925152786064,0.000880091533287,0.000838443922467,0.000799869500646,0.000764069429294,0.00073078051184,0.000699770199213,0.000670832394352,0.000643783912672,0.00061846148402,0.0005947192027,0.000572426351497,0.000551465537637,0.00053173109057,0.000513127680778,0.000495569124756,0.000478977348646,0.000463281486345,0.000448417092956,0.000434325456477,0.000420952994502,0.00040825072366,0.000396173792289,0.000384681067498,0.000373734769905,0.00036330014946,0.000353345197467,0.000343840390056,0.000334758459288,0.000326074188547,0.000317764229344,0.000309806936951,0.000302182222662,0.000294871420929,0.000287857169492,0.00028112330117,0.000274654746019,0.000268437442797,0.000262458258598,0.000256704915864,0.00025116592614,0.000245830529611,0.000240688640126,0.000235730794885,0.000230948108569,0.000226332231339,0.000221875310352,0.000217569954486,0.000213409201971,0.000209386490643,0.00020549563056,0.000201730778817,0.000198086416317,0.00019455732635,0.000191138574815,0.000187825491929,0.000184613655321,0.000181498874357,0.000178477175639,0.000175544789558,0.000172698137769,0.000169933821625,0.000167248611363,0.000164639436061,0.000162103374327,0.000159637645548,0.000157239601806,0.000154906720273,0.000152636596162,0.000150426936094,0.000148275551933,0.000146180354998,0.000144139350643,0.000142150633198,0.000140212381205,0.000138322852963,0.000136480382337,0.000134683374839,0.000132930303929,0.000131219707537,0.000129550184813,0.000127920393043,0.000126329044753,0.000124774904992,0.000123256788757,0.000121773558565,0.000120324122178,0.000118907430428,0.000117522475189,0.00011616828745,0.000114843935484,0.000113548523137,0.000112281188185,0.000111041100803,0.000109827462094,0.00010863950271,0.000107476481535,0.000106337684439,0.000105222423103,0.000104130033894,0.000103059876799,0.000102011334419,0.000100983811005,9.99767315461e-05,9.89895409009e-05,9.80217029743e-05,9.70726999267e-05,9.61420314323e-05,9.52292139597e-05,9.43337801003e-05,9.34552779167e-05,9.25932703276e-05,9.17473345216e-05,9.09170613952e-05,9.01020550169e-05,8.93019321188e-05,8.85163216069e-05,8.77448640964e-05,8.69872114672e-05,8.62430264386e-05,8.55119821601e-05,8.47937618266e-05,8.40880583059e-05,8.33945737789e-05,8.27130194056e-05,8.20431149936e-05,8.13845886876e-05,8.07371766719e-05,8.0100622882e-05,7.94746787315e-05,7.88591028475e-05,7.82536608183e-05,7.76581249526e-05,7.70722740454e-05,7.64958931569e-05,7.59287733969e-05,7.53707117205e-05,7.48215107297e-05,7.4280978486e-05,7.37489283253e-05,7.32251786845e-05,7.27095529342e-05,7.22018792151e-05,7.17019902841e-05,7.12097233633e-05,7.07249199958e-05,7.02474259101e-05,6.97770908823e-05,6.93137686121e-05,6.88573165951e-05,6.84075960075e-05,6.79644715885e-05,6.75278115309e-05,6.70974873753e-05,6.6673373906e-05,6.62553490533e-05,6.58432937962e-05,6.54370920723e-05,6.50366306887e-05,6.46417992341e-05,6.42524899997e-05,6.38685978958e-05,6.34900203772e-05,6.3116657367e-05,6.27484111862e-05,6.2385186484e-05,6.20268901691e-05,6.16734313469e-05,6.13247212563e-05,6.09806732082e-05,6.06412025279e-05,6.03062264983e-05,5.9975664305e-05,5.96494369836e-05,5.93274673677e-05,5.90096800404e-05,5.86960012859e-05,5.83863590424e-05,5.80806828583e-05,5.77789038476e-05,5.74809546486e-05,5.71867693827e-05,5.68962836146e-05,5.66094343145e-05,5.63261598209e-05,5.60463998042e-05,5.57700952322e-05,5.54971883365e-05,5.5227622579e-05,5.49613426213e-05,5.46982942925e-05,5.44384245605e-05,5.41816815021e-05,5.39280142762e-05,5.36773730943e-05,5.34297091964e-05,5.31849748239e-05,5.29431231953e-05,5.27041084809e-05,5.2467885781e-05,5.22344111014e-05,5.20036413324e-05,5.17755342269e-05,5.1550048379e-05,5.13271432041e-05,5.11067789192e-05,5.08889165239e-05,5.06735177811e-05,5.04605451988e-05,5.0249962014e-05,5.00417321732e-05,4.98358203178e-05,4.96321917666e-05,4.94308125004e-05,4.92316491472e-05,4.90346689662e-05,4.88398398345e-05,4.8647130232e-05,4.84565092278e-05,4.82679464675e-05,4.80814121594e-05,4.78968770623e-05,4.77143124727e-05,4.75336902134e-05
