,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
2036.13424266,0.9987967648525681,0.8997695849020826,0.9836927727032427,0.9961881714318086,0.8892808332750332,0.999536108051279,0.9413765657594394,0.8636279042432999,0.43328895156594993,0.9988395623737885,0.9996011893793233,0.9785518673305396,0.973553611713395,0.987091985011413,0.9996604221896392,0.9916272005611714,0.9909784152650286,0.9082003404688084,0.9777388327104398,0.9670279614507052,0.9766565444077573,0.8716766622068939,1.0,0.8494983873889224,0.9692365137967339,0.9134536298431082,0.9963427786900237,0.45588055938602245,0.8650412745916922
2045.04724919,0.9993980473288276,0.904029654527623,0.9863367026671618,0.9972774150762406,0.9060494590397421,1.0,0.949395059182821,0.8582584179925374,0.4442240590764553,0.9989577938640998,0.999807442165731,0.9806380974933547,0.9733646740410964,0.9909743108464977,1.0,0.9947682107613526,0.9954084985780982,0.9186494399852437,0.9826213010022599,0.9742031425045228,0.9814809418168139,0.8874647391612033,1.0,0.8446777275104824,0.980994348525588,0.9341753170548325,0.9939212596085486,0.44084359381612753,0.8774730613735358
2053.96130725,0.9996124481843213,0.9093833496904797,0.9879031621459031,0.9987973206755237,0.9211584391704735,1.0,0.9562767908063721,0.8537603932829858,0.45610047057774333,0.9996048579499185,0.9993548922893785,0.9830594778836858,0.9725800276200717,0.9942203719550015,1.0,0.9966348178021729,0.998649701860229,0.9281767034830726,0.9869749241525209,0.9801307242895086,0.9857897805592726,0.9002510886023379,0.994971208360915,0.837274137462108,0.9878752865875787,0.9483393736887586,0.9914745989218842,0.42983407796605666,0.8882266302009934
2062.87694233,0.9999794338147782,0.9146098379688419,0.9888081081061645,0.9994396726949133,0.9337871236353584,0.999870943557911,0.9613182777655891,0.8481674350633791,0.4682343671442249,1.0,0.9998858950824346,0.9853931899158447,0.9727950292711478,0.9968253572720558,1.0,0.9977123091412039,1.0,0.9362577570635533,0.9908646782585185,0.9852440228693228,0.9878135056077378,0.9110452550551082,0.9803353786574405,0.8322426340164605,0.9914028434090653,0.9570863990978258,0.9908372497892531,0.4247464359897934,0.8991900292768772
2071.79414164,0.998912211897615,0.9202409470394431,0.9913834972495333,0.9995974743035438,0.9459685318628054,1.0,0.9669251784893657,0.8432024094882179,0.4810084143337925,0.9995101689198956,0.9995436040183672,0.9871694579019353,0.9730045693101832,0.999034853119483,0.9995900780408491,0.9994742449269143,0.9994692972793513,0.941425241473339,0.9933841378670569,0.9878658908806486,0.9908769818971591,0.9199211402519497,0.957785159817835,0.8303781031458979,0.9918276000477788,0.9622024943953412,0.9885789024694778,0.42528640655145344,0.9077065112333493
2080.71289251,0.9998344189997157,0.9264883865911722,0.9926496602934939,1.0,0.9571624367903074,1.0,0.9696588123185673,0.8387138939193506,0.4943952074103078,0.9997481407203028,0.9992546889620885,0.9882566896972641,0.9732320011063799,1.0,0.9985416970442421,1.0,1.0,0.9442835745844912,0.9927744244925056,0.9906046375194307,0.9922839874873143,0.9278167853753474,0.9465676363502294,0.8275175552442974,0.989051847148121,0.9668048184938173,0.9881323142686697,0.42833619744351953,0.917117326430496
2089.63318245,1.0,0.933536307552102,0.9946698275019497,0.9999392384257051,0.9669030068759616,0.9998689207552296,0.9716604482554307,0.8337205425395456,0.5084230707404576,0.9992254042711803,0.9995250162664019,0.9900721466778782,0.9735289060881341,1.0,0.996113119027417,1.0,1.0,0.9457896800741584,0.9897317498114192,0.9930281852119974,0.9948331826131548,0.9340209567719271,0.9520336515594168,0.8174825706642322,0.985673611990181,0.9673547650903973,0.9877190055251123,0.43264486252253004,0.9253368143503725
2098.55499911,0.9998433684635246,0.9407444950112547,0.9950939345015979,1.0,0.9757862482723566,1.0,0.9702056144350013,0.8291959060402796,0.5228139977368247,0.9996844220211246,1.0,0.9915632323148937,0.9725216483012362,0.9994977460533481,0.9924553077484887,0.999553877964164,1.0,0.9495206486124422,0.987529347876834,0.9945271621842666,0.9958501085863835,0.9411250924952494,0.9610556661964342,0.7966734647779274,0.9836115433872342,0.9645916336432306,0.9863176480374373,0.43814234991815654,0.9327469648943832
2107.47833028,0.9993621978201492,0.9467712213059223,0.9958565275200205,0.9995960094770883,0.984175833627039,0.9996349920607693,0.9668435495605445,0.8253696924826117,0.5376414938300731,1.0,0.9994574115167738,0.9945092029433169,0.9727546676176777,0.9984937906785648,0.986773352760832,0.9993840769775916,1.0,0.9547751787646959,0.9858318036337964,0.9962820883308631,0.9968100017203959,0.9472262123631877,0.9664130999453023,0.7649233204387353,0.9839093490327215,0.9598260099756512,0.9847872853811137,0.44391568228446066,0.9404802490783534
2116.41133382,0.9999704148960424,0.9547471972204009,0.9982207995699725,0.9994501714522347,0.9912102996718024,1.0,0.9623241964842703,0.8212941187582741,0.5525123018388682,0.999629319612711,0.9999552384365737,0.9965841737629975,0.9731520376975998,0.9991595501698355,0.9790900217374465,0.9987477067495991,0.9981251327617655,0.9585231742764553,0.9847907727718035,0.9980458818775949,0.9983805960135728,0.9538858948203855,0.9607892669260486,0.7202807687082974,0.9871841782651524,0.9522962886844368,0.9806742947014232,0.4479221844649166,0.9469942896767636
2125.37093026,0.9992253202473484,0.9619011349930523,0.9993677223830646,0.9996698925063373,0.9965408107863221,1.0,0.9588197864210478,0.818333349251754,0.5672821034905468,0.9989880008939865,0.999980562602577,0.9988724533406129,0.9736246543405183,0.998875385477915,0.9704100623854225,0.9995034664331561,0.9890866314360323,0.9641689584148718,0.985479025073692,1.0,0.9983172024823951,0.9601683108459811,0.9528712867942984,0.6722316794726504,0.9912483101601387,0.9448515993360354,0.9767198897527899,0.4535683004959819,0.9535497110031618
2134.35713173,0.9976961721253487,0.969224616354295,0.999700216059913,1.0,1.0,1.0,0.9583914676616969,0.8141056944034271,0.5819708061272619,0.9987391258016722,0.9999194545884648,1.0,0.9736161372649652,1.0,0.9539584503303637,1.0,0.9720815907073954,0.9702530008885033,0.9851287207011088,1.0,0.9992553322023575,0.9660626145175695,0.9522238511766573,0.6334150266563031,0.9956710686914383,0.9384406672741935,0.9718977729649769,0.46549665094286974,0.9594809522320318
2143.36995005,0.9965823126636955,0.9773403449961492,0.9995635560614371,0.9998689051775658,1.0,1.0,0.9612230983724375,0.8107553897139234,0.5979599747293761,0.9989562833618418,0.9996253345709271,0.9997644860266692,0.9732245637633932,1.0,0.9242860053813086,1.0,0.9502543745025986,0.9791804068489905,0.9897920565005032,0.9997128427700317,0.9992690442686519,0.9732414309274101,0.9634787287625558,0.6031578353369392,0.998975902797921,0.9311024068992074,0.967504100427792,0.4924435408716355,0.9654496211400391
2152.40939672,0.9960817753541424,0.9855735360454658,0.9982634419668583,1.0,0.9973673349620604,0.9964759419953672,0.9656173733389215,0.8071356078877473,0.6144647851527814,0.9991638057999604,0.9997602955653783,1.0,0.9742433277229497,1.0,0.8840659323658214,0.9995526592438984,0.9288221483408443,0.9877449738227304,0.9945662446785994,0.9974403193421979,1.0,0.9786698888250184,0.97526820587014,0.5763780176039309,1.0,0.9240095284245494,0.9625418494561577,0.5400527261352173,0.9704950884856447
2161.47548295,0.9963538751945872,0.9923669195613407,0.998475681574507,1.0,0.9884660010111865,0.9896427658546849,0.972228948506222,0.8032695472855955,0.6306073769454504,0.9979100867518628,0.9988096892561947,1.0,0.9730772626572158,1.0,0.8503057201704973,0.9971438402667534,0.905163673663405,0.99390992032379,0.9973997027856717,0.9901689835686078,1.0,0.9828928932199157,0.9806989731634363,0.5596010357234359,0.9999696569191622,0.9157186666019278,0.9589351546143424,0.605310636709268,0.975002863179802
2170.56821963,0.9979842273653043,0.9968735336238604,0.9986372012400667,1.0,0.9759105475893385,0.9811718339143113,0.9794008603763981,0.8000492935973236,0.6459925133884591,0.9986756301002052,0.9983058273537334,1.0,0.9738156610014284,1.0,0.833075173724209,0.9921006128750478,0.8749051486417695,0.9983956734532278,0.9997346816504085,0.9770914903933633,1.0,0.9871028143388156,0.9798170402706573,0.5592710596507628,0.998896656523879,0.9078186087451913,0.9532288757622314,0.6757884236028078,0.9799708108212054
2179.68761735,0.9990345104652129,0.998982599171407,0.9988858594621647,1.0,0.9566380698977344,0.9702369266679716,0.9857156742825242,0.7963539148506958,0.6618334153226303,0.9988196465412601,0.9975352740193878,0.9993204686370777,0.9746195513957496,0.9997233688885915,0.8273299803379024,0.9844737134545636,0.8368340271465562,1.0,1.0,0.9594011951599103,0.9992916568300065,0.9917775282983456,0.9862643543064658,0.5717217936982237,0.9973196064277982,0.9034937225132547,0.9474872070381121,0.7409496779696353,0.9851867769863595
2188.8336864,0.9996425442216682,1.0,0.9982718516388907,0.9982913280006928,0.9359906254911877,0.9585780190228934,0.9897820568883912,0.7933928584068964,0.6771172748964646,0.9988685991262505,0.9972736206709811,0.9976615799135801,0.9750640305839402,1.0,0.8219711744976268,0.9719139095118738,0.7944818534335967,1.0,1.0,0.9375096534945846,0.998272147525858,0.9950209172830083,0.996823288890937,0.6048285999681856,0.9949997896821465,0.9005767001944976,0.9394351048003279,0.794220923672111,0.9894599336213066
2198.00643675,0.9998509313461371,1.0,0.9979311964196962,0.9921716499812588,0.9176174561959265,0.9427915831581573,0.994454042761874,0.7911983048149314,0.6933830956468668,0.9995982580067381,0.9980653473730183,0.9979327262561245,0.9757825070022188,0.9980016907501956,0.8112540800363418,0.9589263761345994,0.7573160256850334,1.0,1.0,0.9165823319927371,0.996608509074628,0.9980879930190987,1.0,0.6512029581472671,0.9923601452626922,0.896694160238577,0.9300037924685308,0.8364747364486177,0.9932977689614635
2207.20587807,1.0,0.9974210094542021,0.9963577108248842,0.9808260433794108,0.9030094718496123,0.9223877301640221,0.9978009093951655,0.7889969213394455,0.7098794225565922,1.0,0.9982704566453686,0.9987151152829333,0.9773457054079387,0.994405723100607,0.8030758241126845,0.945218221115118,0.753182576071942,1.0,1.0,0.9052261345237248,0.9941799688319669,1.0,0.999742884322881,0.6878264715095627,0.9899916689653587,0.8918108207821345,0.9183534683125841,0.8680486063524852,0.9956433298796428
2216.43201972,0.9994610295106767,0.992005097600748,0.9967064818471705,0.9601855820281802,0.8961170001090913,0.8930074608671422,0.999381514689881,0.7884821541314025,0.7269859983589684,0.9998921910394748,0.997746683371458,0.9986253299520454,0.9777584747477902,0.9879970625338436,0.8392619351782168,0.9374943310582952,0.7941848017922564,0.9978341853229092,1.0,0.9150457811642905,0.988608561616776,1.0,0.9822258447759171,0.7518902730936393,0.9864146119164832,0.8899552371877587,0.9051176311183742,0.8930900459072295,0.9985040119449996
2225.68487077,0.9981653007990736,0.9845241240928666,0.996414674220599,0.9411631212248694,0.8979062370901832,0.8479173745639885,0.9998870010473667,0.786715434748935,0.7423131919457671,1.0,0.9979274789504041,0.9986005072881653,0.9785464826998334,0.975848613910915,0.9083145327526314,0.9370577966389275,0.8472858198832918,0.9890526804839793,0.9946194819181648,0.9338405403966905,0.9815050053349718,1.0,0.9499712100122569,0.8455160813400322,0.9855396451276315,0.8979886663781137,0.8933897396830451,0.9169770404060845,0.9995317794949536
2234.96443997,0.9950577831311848,0.9737678813329037,0.9968628027061179,0.9306517168450027,0.9033196794017591,0.7822462564991117,1.0,0.7867135636809974,0.7574284109813443,0.999744193708977,0.9983151750066428,0.997675833260702,0.9794779014789475,0.9567453422280684,0.9527732477279691,0.9452468957238827,0.8718237566049883,0.9740535060093781,0.9843721105461091,0.9521275887078837,0.9771107665301023,1.0,0.9275354997281625,0.9167757867473517,0.9853642891975126,0.9135710996446493,0.8832502440378267,0.9406508758234338,1.0
2244.27015399,0.991501337754284,0.9613066135879916,0.9976884326369677,0.9376545689306023,0.9080544515166712,0.7051100186084124,0.999811829347726,0.786378317661958,0.7734186868468528,0.9992865909135412,0.9977173158211481,0.9978873831602748,0.9794401360494454,0.939091088445975,0.9765836584762189,0.9543554824257645,0.8663685750973577,0.9602634423764624,0.9716366290108622,0.9691550683161826,0.9763950615778945,1.0,0.9153160508043731,0.9587256139614518,0.9845568072633356,0.9267238475649631,0.871701504517035,0.9642298304105938,1.0
2253.60010501,0.9862479874790392,0.9483442109917086,0.9981876019110236,0.9519524721481253,0.914870497429823,0.6498097041869733,1.0,0.7869542234704447,0.7886873299672645,0.9998508587497822,0.9981133414917853,0.9978396270859303,0.9805000820829455,0.9290603527281873,0.9909478699015835,0.9649233296139598,0.8503859578162446,0.9510000481204025,0.9621035397849503,0.9838955152225778,0.9713233330021834,1.0,0.878405560151849,0.9833484644904021,0.981294149487372,0.9350463155579753,0.8540361299755307,0.9845145912787349,1.0
2262.95428072,0.9800823425227447,0.937447286558515,0.9985911942920312,0.9598568965553261,0.9226838978961827,0.6343415240053077,1.0,0.7882641352836124,0.8030178019430978,0.9998395195210904,0.9982636066420781,0.9976772740081283,0.9810720121691965,0.9262411080148456,0.998667987658442,0.9756359958087497,0.8455884921088397,0.939784314179267,0.9531601043169996,0.9950253745860167,0.9568413713978281,0.9945456959099706,0.8061556598217962,0.9954256089880427,0.9785432137646535,0.9389680656468012,0.834707381178091,0.9960689608227359,1.0
2272.33266852,0.9726723077097371,0.9320372395624882,0.9993171301008706,0.9568915362337399,0.9323398073764202,0.6350492225666108,0.999917313341529,0.789450623072884,0.8156429696143765,0.9999905581880663,0.9988505970665328,0.9987803136621207,0.9815395915282956,0.9223847882738987,1.0,0.9873666905107331,0.8546452452137502,0.9256186090712621,0.9403430293647866,0.999029994538421,0.9333691527467228,0.9748306035427349,0.7018008462590828,1.0,0.9784069317768408,0.9461388156671057,0.8319844299485312,1.0,1.0
2281.73525558,0.9636616286190816,0.9253260582410823,0.9996519954665384,0.9475749884036947,0.942914461892299,0.6196869324131977,1.0,0.791849623421532,0.8265535134778277,0.9989979994633776,0.9986870423899622,0.9987362217560074,0.9833167069705341,0.9119155840454217,0.9981802893393275,0.996428335036612,0.86072603225953,0.9131485595819476,0.9289034239070175,1.0,0.916991945519634,0.936764540140049,0.5794966540069381,1.0,0.9815604112335913,0.9609715213433376,0.8522168734209986,1.0,1.0
2291.16202877,0.9563790734428665,0.9217475270049987,0.9994200447855546,0.9463541218421075,0.9537401930949603,0.5811469723427057,0.9996333465277367,0.7951112416866362,0.8366331608574309,1.0,0.9988973279976572,0.9983729114018767,0.9842601994827485,0.8930886729418474,0.9934166622336866,1.0,0.8490105992279983,0.8974129066441673,0.9164501509299054,1.0,0.9229172282495175,0.8931562686691653,0.48257838197752523,0.9945249135876366,0.986403232446832,0.9771019543439097,0.886181626226569,0.9972797161536342,1.0
2300.61297471,0.9493065241444044,0.9213870921731069,1.0,0.9502728659523595,0.9648421065365766,0.5244598050481878,0.9987882899866092,0.7982192303947436,0.8465670252192015,0.9994305141154648,0.9995312883714401,0.9983517870050788,0.9851960555643423,0.8779176030284223,0.9877391490628792,1.0,0.8272375117579814,0.8809711994732493,0.9005508943325115,1.0,0.9481205021036151,0.8641748072530927,0.42667726392195215,0.9702842857016278,0.992199002473312,0.9893478011162212,0.9171664118100046,0.997582937445922,1.0
2310.08279923,0.9428337481760932,0.9252432105385417,1.0,0.9477846969471587,0.9759762004544502,0.4601527551385848,0.9988243281423633,0.8015961769457504,0.8545187421529066,0.9986278917591127,0.9990153080450285,0.9985140491179347,0.9857605122965106,0.8673388723731308,0.9810026728653154,0.9966109136394921,0.8080354398117533,0.8639663626153978,0.8809023046455676,1.0,0.9734854730468727,0.8395646933273543,0.41192385588824415,0.9276741526696869,0.996268207500779,0.9975337508981645,0.9425037843426844,1.0,0.9976761393430226
2319.55711841,0.9352491072714206,0.938383132866384,0.9987088255877162,0.9082737622176837,0.9863213277937153,0.4054299671015015,0.9988114381296774,0.8057457433056265,0.8656381357498939,0.9971271085100978,0.9991010809176879,1.0,0.9868239913273157,0.85766947875024,0.9744321883271476,0.9883577033859207,0.7938002660922703,0.8599933930820751,0.8613307532039207,0.9994352582096304,0.9907786240788975,0.8441190738272019,0.4720096592457349,0.8917775846358053,1.0,1.0,0.9685033101646051,1.0,0.9921697447456027
2329.03590187,0.9281228602692537,0.9566905846975976,0.997746177273731,0.836422693576072,0.993914193386188,0.37181366108875996,1.0,0.8103662335709605,0.8808887331069086,0.9964285648280131,1.0,0.9995572080917735,0.985476701855021,0.8538109561481265,0.9754142163037773,0.9790933757831005,0.7786461522641849,0.8760352615446816,0.853444677785394,1.0,0.9981523418402752,0.893763083426375,0.6059986941879998,0.9003932615823629,1.0,1.0,0.9879529849767617,0.9960639590412447,0.9836550698993374
2338.51911953,0.9252668077964455,0.9769953321201499,0.9978558395715789,0.7711485843975546,0.9980690580458396,0.37064544126731447,0.9998350439831383,0.8167034236764379,0.8956857043336951,0.9952995807420392,1.0,0.9994727556742702,0.986502497581934,0.8608101698383416,0.977672251775449,0.9704239440062314,0.7654696254136545,0.9110445662128341,0.8681413430754942,0.9998467145469142,1.0,0.9475583992920114,0.7313894201096786,0.9421676687667205,1.0,1.0,0.9973726608523041,0.9841458020389903,0.9697701854669302
2348.0067416,0.9342952953411393,0.9927378019009694,0.9992702406837772,0.7333677754709342,1.0,0.4113379826568018,1.0,0.8231414042143282,0.9093996117720703,0.9956965197051302,0.9994840690522495,0.9985195655308506,0.9860720811925072,0.87714042035778,0.9755606691845661,0.9658829429675659,0.7638446633676796,0.95448841278167,0.9015326799284238,0.9986885369647582,0.9997847678592623,0.9799964244618771,0.7805637997867927,0.9815709367960885,1.0,1.0,1.0,0.9655110327236592,0.9534629446832009
2357.49873856,0.9544872084420883,1.0,1.0,0.7194872503525898,1.0,0.4944863688487402,1.0,0.8307362744667032,0.9202178543987055,0.9946071181832927,0.9987638090266576,0.9975243411019578,0.9872924212713762,0.8998853329219676,0.9678757321677087,0.9657270129982667,0.7767406753171107,0.9851395127743654,0.9362053019147525,0.9957606484609289,0.9982417331579215,0.9900738839270163,0.7696060059580444,1.0,1.0,1.0,1.0,0.9402796520547712,0.9363744861140574
2366.9950812,0.9739043469238746,1.0,1.0,0.7383461504886375,1.0,0.6033369230648383,1.0,0.837976044182633,0.9305079846612873,0.9944351852151899,0.9997949276953,0.9996590534194224,0.9885320726961544,0.9223498780031456,0.966463319288411,0.9715325950853126,0.7986250373339191,0.9948586902299157,0.9554816913508661,0.9951336123522325,0.9934693824768314,0.985665560443464,0.7239912072866224,1.0,0.99783711406959,0.9947972783110943,0.9988302974554283,0.9087020513562286,0.9193232417505353
2376.49574055,0.9873612144385066,1.0,0.9984835997570576,0.7727911979166844,1.0,0.7097855049270174,1.0,0.8448074798334392,0.9376666937567909,0.9939525561615404,0.9993022327843748,0.9990624829891273,0.9884556110823183,0.9420547536257697,0.9626684837891034,0.9775930278718669,0.8213568979375251,0.994670972826809,0.9608049174171649,0.99587308368088,0.9891514129363516,0.9665247135145174,0.6607576693353782,0.972681709204863,0.9943974142840468,0.9814656269478068,0.9906749992074988,0.8691677767016915,0.9044543618754028
2386.00068793,0.9949409392933649,1.0,0.9986261628012315,0.7990985961268079,1.0,0.7980046051766083,1.0,0.8537142889525873,0.9438131053769784,0.9950227371023187,0.9986781737768388,0.9989378508076527,0.9907861078764565,0.9562162757079706,0.9625177888456176,0.9820660793902932,0.8336980656110454,0.9938349434613505,0.9634406094888428,0.9943888668332602,0.9835216583042438,0.9506869253798406,0.6304744980542379,0.9214506692616795,0.9873771282781959,0.9608074647762371,0.9759076346612094,0.8264303098645485,0.8911745388214787
2395.50989495,0.9988027897103957,1.0,0.9969931582663956,0.8289194697184415,1.0,0.8656313302705138,1.0,0.8608366230723563,0.9511777252556711,0.9951367103785314,0.9997793451054782,0.998663311312277,0.991613082623293,0.9673117826416812,0.9759535911329037,0.9870955561891853,0.8415748315333376,0.9959338300465241,0.967349466508005,0.9921396418985087,0.9760902533106174,0.9552408289131336,0.6593709959403353,0.876958309878747,0.9746311577474934,0.93108293300265,0.9573244217128434,0.793184990342796,0.8836927740680447
2405.02333345,1.0,0.9970255428428051,0.9979875447212568,0.870838506260959,0.9978600487799012,0.9153843167420564,0.9963357424544103,0.8708678998462813,0.9601441575819494,0.9943936353844622,1.0,0.998603241579202,0.9932750227760445,0.9821539679195063,0.9923884100427117,0.9886441228114982,0.8463916922889403,0.9988613482045348,0.9720810312843615,0.9905772388841537,0.9743694778614915,0.9740245571500384,0.7255319509333273,0.8574895559827574,0.9596842190620192,0.9000966185240175,0.9399432183082728,0.7969771622533877,0.8804147462602022
2414.54097557,1.0,0.9936508084332896,0.998980172572105,0.9097885147635263,0.9961221864531072,0.9514378838816935,0.9863690251723449,0.8804987871416006,0.9665030816635466,0.9958735371755452,1.0,0.9989275020666734,0.9943058361691127,0.9958669038148119,0.9991955858000502,0.9889547222362287,0.8519688253351887,0.9991753514826082,0.9732632337706761,0.9886762477187742,0.9761902673468409,0.9888652130013852,0.7945437688914069,0.8419122710800694,0.9401884715520247,0.8760487323540087,0.9355303410860131,0.8368811688112924,0.8824250743699015
2424.0627937,1.0,0.9879805531435153,0.9982386417838984,0.9458288722196013,0.9896835084012122,0.9770471711770383,0.969809680797507,0.8911590631767677,0.9730029579897816,0.9975391563905412,0.999496683676544,0.997445032925956,0.994908711446955,0.9997568254610539,1.0,0.9864788072030799,0.85761590926293,0.9965530200719307,0.975153799881209,0.9835696113158254,0.9822976579773602,0.9903588569461752,0.8330764401242144,0.8255851886631594,0.9242525288465516,0.8644760270299774,0.9436626384823382,0.888153356162035,0.8886875405761754
2433.58876046,0.9999226468810746,0.9814398357550015,0.9987418712033814,0.9751719693621835,0.9844960998111231,0.9926833667906397,0.950128424060502,0.9012603300183629,0.9751172790494005,1.0,0.9992241230277605,0.9963124214459795,0.994694428179361,1.0,0.9967092993954833,0.982653160769715,0.8642953433951648,0.9957356805621089,0.9762560219526971,0.9814709921145061,0.9868790045420717,0.9853620107142039,0.8414164297489269,0.8269302483218822,0.9075258743675987,0.8642032339374527,0.95228329148656,0.9275490681158058,0.8995331191124694
2443.11884877,1.0,0.9724392110216903,0.9965919821553708,0.9963801672810371,0.9776579165321887,0.9989225693699951,0.9292240214514398,0.9154424957321028,0.980055690057004,0.9993703961939658,0.9978231874021224,0.9969805278522675,0.9957322539492571,0.9973572264402176,0.9900933541425421,0.9819370700847515,0.874943025166367,0.9960546176197181,0.9802297132392787,0.9787269659872769,0.9911403390294363,0.9841860942256349,0.8395535430343288,0.8591925066453217,0.8972170058179715,0.871196137679622,0.9567050007255359,0.951649250861151,0.9117196626155051
2452.65303176,0.9993395967874015,0.9684224667888393,0.9967746520893643,1.0,0.973984811983335,1.0,0.9152522684905243,0.9276629898228976,0.9832577106253649,0.998188279416487,1.0,0.9962073091184273,0.9973325659528962,0.9944080511178346,0.9873422494493341,0.981056456017704,0.8943329066808954,1.0,0.9925284953992992,0.978120132400819,0.9950828642924139,0.9805443866265486,0.8406094171214827,0.8923572790269861,0.8899180659357935,0.8830648469564499,0.9548731280091485,0.9684273164605071,0.9268009791884337
2462.19128285,1.0,0.966032776379972,0.9978678455018958,0.9963879549335413,0.9718392554346519,1.0,0.9005456305331823,0.9404917799322116,0.9875026129700198,0.9983524027816536,0.9982169365517025,0.9966985266254565,0.9975595958937581,0.9889258830015349,0.9909392491468123,0.9862562794823505,0.9129154733547985,1.0,1.0,0.9799789704877668,0.9987332365910686,0.9797722039056393,0.8486201650437096,0.912292245416741,0.8942746962404913,0.8951254013604609,0.9535343427195838,0.9808804906075717,0.9414354886796058
2471.73357568,0.9943460738857641,0.9681628835184369,1.0,0.9932635754879408,0.973992114681975,1.0,0.8997233588054616,0.9514068527277557,0.9895812455107629,0.9991214357615378,0.9994679512595755,0.9947346355732747,0.9992427144456876,0.990313131789165,0.9934944948615788,0.9900841898043342,0.9339183684533627,0.9977442375460476,0.9987302627441652,0.9851625390959323,1.0,0.9817680921727406,0.8743473188070175,0.936087898289277,0.9029418610784349,0.9095719062511122,0.9662070717851152,0.9876858651916405,0.9570153122262632
2481.27988414,0.9941866711854364,0.9767972040815025,0.9991609351485408,0.9886947747062207,0.9773379753369327,0.9993232291496685,0.9175907809119808,0.9661222116197528,0.9958369313068307,0.9997041231617847,0.9968557392645374,0.9989892583704536,0.9952750099967609,0.9919416926895959,0.9945369846541067,0.9913384182266373,0.9585127756595319,0.9973626709724532,1.0,0.9883567148844247,0.9993937889862955,0.9848690720319571,0.9124978297091272,0.9820010167852549,0.9255482554749903,0.9287046764140294,0.9823722766299438,0.9930718718765901,0.9686022596681956
2490.83018234,0.9962390745747024,0.9852773953522331,1.0,0.9985872964295972,0.9878558317366019,0.9965145014948075,0.9489044705115478,0.9816862917022542,0.9970006851112505,0.9966408994992618,1.0,0.9992381535226218,1.0,0.9938927950179652,0.9946551027612008,0.9957814813658823,0.9762412806646987,0.9960265082777303,0.9980746651494788,0.9916613701438897,0.9992218128471232,0.9920545140774869,0.9570697095734337,1.0,0.9559785981056174,0.9589518898792257,1.0,0.9974076383135669,0.9851732315079208
2500.38444467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
