Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2143.36995005,0.9963660921394036,0.9782542575814348,0.9992507149588349,1.0,1.0,1.0,0.960917056592685,0.8120278847667114,0.5981028800540273,0.9990920076246701,0.9998337092803105,1.0,0.9734665029275762,1.0,0.9239170508216153,1.0,0.9507197092945653,0.9793046918566124,0.9893886908356654,0.9999347982543328,0.9998235454470511,0.9732173663354025,0.9630017414728371,0.6028853931621121,0.998656922807117,0.931186965813259,0.9681976150520739,0.4924073227753957,0.9648771005109571
2152.40939672,0.9956706632073943,0.9861750824786994,0.9990103296646478,1.0,0.9967862548541072,0.9964196714563843,0.9656536354185267,0.8085408509565163,0.6143584216715827,0.9988321482502767,0.9994809751802365,0.999973119232591,0.9736006096501386,1.0,0.8840445172476528,0.9997433949015457,0.9294483301129672,0.9876133279396606,0.9940800763595895,0.997017111806659,1.0,0.9786570695841331,0.9756836156929245,0.5765328573501944,1.0,0.9237369159185406,0.963472927715657,0.5400057766335212,0.9701744540765045
2161.47548295,0.9961932984650732,0.9926043997623158,0.9987702623863821,1.0,0.9886339385884771,0.990145738759444,0.9720043916189705,0.804922368779019,0.6303438906022264,0.9984721046749591,0.9989173723601016,1.0,0.9737351316568881,1.0,0.8502629643053968,0.9974560952004411,0.9057216111185883,0.9939922297090782,0.9976823392162226,0.9899523595238433,1.0,0.9829738482680033,0.9804547370397803,0.5598681801856531,0.9998366378537188,0.9156659834314982,0.95891482379696,0.6049769834272268,0.9752404257241047
2170.56821963,0.9975295098907121,0.9970647788303342,0.9985500702017905,1.0,0.9749345893626175,0.9811602913498133,0.9796749717975446,0.8013725839615113,0.6459234095376959,0.998370596115353,0.9980797890098531,1.0,0.9739622428768365,1.0,0.8335418597351696,0.992446344201059,0.8747872011629017,0.9980931268093155,0.9995305629152669,0.9771904660098603,1.0,0.9867365884126741,0.9800636325437871,0.5590772949509399,0.9989877029361076,0.90843383298664,0.9541663678320578,0.6757401227811175,0.980164054880722
2179.68761735,0.9988017327644287,0.9996405839175896,0.9983142270657573,0.999806415361297,0.9562786654988064,0.970591730368684,0.9858844424865646,0.7979168846739852,0.6615090101229144,0.9986709370608118,0.9977041628857966,0.9993707685818906,0.9744273938567403,1.0,0.8272929137192457,0.9840481347512364,0.8372223022984895,1.0,1.0,0.9591487934206997,0.9997113680227385,0.9911439705178164,0.9860252751373719,0.5721280735454942,0.997374230793038,0.9034801495420789,0.9481604394116782,0.7408544510800372,0.984928567008545
2188.8336864,0.9995485178818334,1.0,0.9979465716647505,0.9979755879424667,0.9360607543939287,0.958823109384108,0.9901265483909408,0.7948023051723835,0.6776937807101863,0.9991098769143458,0.9977484933303795,0.9985759696579758,0.9752574088377358,1.0,0.8218685067027652,0.972219706066723,0.7949963888044443,1.0,1.0,0.9375843082691865,0.9987630786727918,0.9952496228989034,0.9962710058176351,0.6050939526011331,0.9950752914819642,0.9004574417875297,0.9402629788935513,0.7945257236059526,0.989347222726703
2198.00643675,1.0,1.0,0.9972134430137989,0.9922832990613171,0.9174054592769101,0.9433832945838101,0.9942611964261108,0.7925162493413899,0.6938165753507166,0.9994732301003391,0.9977224038150064,0.9985257359618881,0.9761380409694497,0.9987165474698549,0.8115062792091436,0.9584730517919618,0.7577780567564849,1.0,1.0,0.9159624231237454,0.9973025079012683,0.9980496640307919,1.0,0.650999250361709,0.9926166351693579,0.896791691082972,0.9304570271498643,0.8362930052695162,0.9931853913519921
2207.20587807,0.9998849313270083,0.997776493933958,0.996478935476482,0.9799674094856047,0.9029322017278973,0.9225312796064703,0.9978240225019666,0.7907072351687185,0.7098883722219291,0.9999000562815505,0.9977445622033415,0.9988375589264855,0.9769677269480714,0.99526697873761,0.8030001873815491,0.9456131950683249,0.7534167783823947,1.0,1.0,0.9052146275027949,0.9941670518098756,0.9997540110011962,0.9996897202370898,0.6878600398157246,0.9895969024731653,0.8916918842768128,0.9190925883234212,0.8677584082572772,0.9963140183019067
2216.43201972,0.9992590056809901,0.9927043911579496,0.9965451722448658,0.9608940943853851,0.8966115344412443,0.8930435505591501,0.9997284433031841,0.7892897555274868,0.7261660655091152,1.0,0.9978002737153746,0.998945707653353,0.9778398404448484,0.9884417726753764,0.8399301198319651,0.9375673345684608,0.7950730950691566,0.997416726107286,0.9994506277682135,0.9145479639683702,0.9884419940187535,1.0,0.9822391945734998,0.7519872790484554,0.986399919684285,0.889657729348635,0.9063246494466246,0.892879462942519,0.9986172545008849
2225.68487077,0.9977328374893175,0.9846198059945396,0.9967368956267624,0.9415375539535962,0.8979434761194256,0.8477067234365409,1.0,0.7884016332699451,0.7421727630698904,1.0,0.997904951083669,0.9987260131519261,0.9785084696304566,0.9759510966517533,0.9082345330104187,0.937558810709346,0.8474618872631394,0.9887556575215729,0.9948288885556257,0.9341554172581338,0.9815864188118869,1.0,0.9504701745235725,0.8454459046576143,0.985238729530213,0.8975976584761908,0.8940662508938272,0.9163798240275727,0.9998967675123661
2234.96443997,0.9949891431597431,0.9739889228469099,0.9969368808224839,0.9311571942651932,0.9026496078693935,0.7821875064689199,0.9999087639044779,0.7880437897310824,0.7578933391661445,1.0,0.9978870910849074,0.9984502968028885,0.9790914025131456,0.9575020621891357,0.9528646158722881,0.9450756864929973,0.8724449987969332,0.9737922446049267,0.9844165098755829,0.9519984057260886,0.9775134102346004,1.0,0.9273349648255884,0.9168710976785848,0.9855036841530741,0.9133929129850293,0.8838518648634685,0.9404838736832258,1.0
2244.27015399,0.991239332836224,0.961484058997138,0.997880907984111,0.9373835266381922,0.9080895917368167,0.7054360085143967,0.9997951655118446,0.7879838101053278,0.7733709466618107,0.9999955598531219,0.9977573569885786,0.9982408133853838,0.9797589150619024,0.939240093509556,0.9760605056205613,0.9546273545657127,0.8671538875256756,0.959830380466252,0.9720552274195571,0.9686249925712468,0.9764204095484025,1.0,0.9151287252735407,0.9592307815276058,0.9844903414835645,0.9270914514152863,0.8728473017568454,0.9639700684585562,1.0
2253.60010501,0.9865113908298178,0.9490468353641875,0.9983433220036895,0.9519784331502401,0.914251335565849,0.649526861526929,1.0,0.7885441078168193,0.7883560583577844,0.9999073278653561,0.9979416727056619,0.9986899770824784,0.9804616103739714,0.9295816350769248,0.9906868515543203,0.9641196721435801,0.8510035204880474,0.9511648559224697,0.962514324206978,0.9839529610205264,0.9716711646719135,1.0,0.8786223077671399,0.9829504736396246,0.981471872212766,0.9350896026054338,0.8550988508457419,0.983758001792072,1.0
2262.95428072,0.9802939665432819,0.9389055364627679,0.9986578714618102,0.9602502573887827,0.9220051401954042,0.6342794013370547,1.0,0.7898635940429986,0.802574181038421,0.9997179936947767,0.9982844827048915,0.9987537639206482,0.9812573755968326,0.9266297850563211,0.9983897092089506,0.9752204603151641,0.8463240294253854,0.9397074725074616,0.9530407568122055,0.9947995090243125,0.9565021182116346,0.9935900996715312,0.8066153200382244,0.9950056675160148,0.9782134676239452,0.9393047155364034,0.835639492953514,0.9964752880582176,1.0
2272.33266852,0.9726515593207626,0.9317621569523644,0.9992338842045914,0.9567316508513568,0.9315804429253368,0.6348276652517205,1.0,0.7913488097017609,0.8153379600788241,0.9997968759097827,0.998670182930857,0.9990315070431083,0.9820164400866295,0.9227061084229463,1.0,0.9868477911755817,0.8556236858522995,0.925897885038035,0.9401650974888698,0.9999172101120656,0.9335987349796074,0.9737055779748819,0.7024098941534175,1.0,0.9784401166366572,0.9463925927629605,0.8326395634566788,1.0,1.0
2281.73525558,0.9640015348327581,0.9263625631388737,0.9995583474490868,0.9478096344895838,0.9423762581590356,0.6193413752725239,1.0,0.793585309680747,0.826464189679769,1.0,0.9989150482138159,0.9987872103591001,0.9829480704504232,0.9117362449914076,0.9981710433770612,0.9959480238033008,0.8617395767987541,0.9129106704014841,0.9285819104309103,1.0,0.9173783568424217,0.9361552843136753,0.5800952674506009,1.0,0.9817864559869278,0.9612389251974005,0.8530969113485025,0.9994159781946771,1.0
2291.16202877,0.9560367990617876,0.9222250947952708,0.9991207607519644,0.945517563145663,0.9536152230953014,0.5807024557104341,1.0,0.7968660676225087,0.8362451533681432,1.0,0.9991589516030324,0.9986608837657232,0.9840864584080672,0.8934974696355846,0.9940390616601205,1.0,0.8502728785909057,0.8977647822049228,0.9160291835844604,1.0,0.9231830976365685,0.8926952369749295,0.4826893332084201,0.9936516633827908,0.9869951779179422,0.9772177383960412,0.8877638862181796,0.9969560884756686,1.0
2300.61297471,0.9491070280264051,0.9209843454564516,0.9998535580919452,0.9505962819768353,0.9647434925262985,0.5239292289163935,0.9993136387053982,0.7999683548839579,0.8460100662356942,0.9996844502876298,0.9996993045541119,0.9987588552358418,0.985117165192291,0.8778118344430439,0.9879621492890973,1.0,0.8280295153953025,0.881022170089056,0.9005805234228225,1.0,0.9480396621948686,0.8638038971600275,0.4268655673516491,0.9704350960588496,0.9920625822848695,0.9893590635630504,0.9182862342031235,0.9974359398563465,1.0
2310.08279923,0.9427137096472108,0.9255881753936064,1.0,0.947503528659969,0.9754447819213471,0.46004652920649175,0.9989511932178557,0.8035632869446412,0.8545367772770416,0.9989344850126741,1.0,0.9995493109321505,0.9857593148218492,0.8673591030071934,0.9802968390131714,0.9957348760055627,0.8092507245220043,0.8646004305785996,0.880997797985642,1.0,0.9740278432621501,0.839459322014838,0.4123922124225702,0.9278280308946545,0.9965358186354745,0.9967954881816479,0.9429494284550919,0.999870366367567,0.9976337774566405
2319.55711841,0.9351157492426575,0.938490890135637,0.9988944381775622,0.9087843488206225,0.9852424696682592,0.4052624623362012,1.0,0.807643004461357,0.8655053910687177,0.9983543703669523,0.9999708449341429,1.0,0.9862815423694021,0.857809434899636,0.9749612785177065,0.9880314338392546,0.7951959122714232,0.86027299896734,0.8609855161271944,1.0,0.9905568214046412,0.8439177222626504,0.4728965996163195,0.891711504006645,1.0,1.0,0.9691634397050274,1.0,0.9920812867349745
2329.03590187,0.9273362001672192,0.9577881583020987,0.9979546347279261,0.836354928707901,0.9929811473052872,0.3718689168868814,1.0,0.8127397109662172,0.8807581453467446,0.997592316935064,1.0,0.9998676635965478,0.9865882404019675,0.8540289693633066,0.9754652569662675,0.9790097979582424,0.7797101740034624,0.8762354996424921,0.8535788063589926,1.0,0.9983111177354267,0.8938620236824188,0.6075419656300882,0.8999146354329156,1.0,1.0,0.9886225842308228,0.9953721744533894,0.9828979086304078
2338.51911953,0.9254766135556832,0.9782524435573005,0.9982386534954834,0.7714159482904553,0.9979176014357785,0.3703498929000579,1.0,0.8187877324622773,0.8961669191322952,0.9970911818312287,1.0,0.9987850494616441,0.9866567145339262,0.8609750644135704,0.9780629484567095,0.970520090342119,0.76618411697207,0.9110225578198275,0.867693598034923,1.0,1.0,0.9480269828444166,0.7328051610612255,0.9416162152137957,1.0,1.0,0.9983623245823838,0.9838395607944533,0.9700928600475585
2348.0067416,0.9352560030180295,0.9934837478614433,0.9993455941791507,0.733910318364853,1.0,0.41140986338289454,1.0,0.8253940505420986,0.9097252066745025,0.996582498864784,0.9998824841462383,0.9981357419455005,0.9867489200357968,0.8774291356906552,0.9746268478174399,0.9653205814882158,0.7650783504442427,0.9547927612475455,0.9012381930154313,0.9986181848227608,0.9999006798766392,0.979708552881909,0.7818483538432938,0.9818099251657412,1.0,1.0,1.0,0.9651194112262017,0.9542981018585373
2357.49873856,0.9544424511362574,1.0,1.0,0.7202922935012374,1.0,0.49471512294597614,1.0,0.8328048010728243,0.9210266583250957,0.9957855554155028,0.9997755218725592,0.9983777563262048,0.9872092667269478,0.8990722026655772,0.9677563819122464,0.9654636806067499,0.7782636335015568,0.985409655439923,0.9355288386554155,0.9968078945607143,0.9972606852406142,0.990124209512357,0.7704197742763643,1.0,1.0,1.0,1.0,0.9397805857738499,0.9370692176587322
2366.9950812,0.9739860240188799,1.0,1.0,0.7385659693840049,1.0,0.6028432671769904,1.0,0.8399609918665479,0.9302719783297555,0.9953740854979899,0.9997434442307167,0.9990742815156269,0.9879679890888636,0.9219432782646254,0.9652715882397616,0.9698766687174255,0.7998708108713886,0.9956098756657007,0.9549729472261821,0.995949973720214,0.9936528215135203,0.9849018620207591,0.7255619716595418,1.0,0.9983170525388996,0.994539408605948,0.9990763941811908,0.9080500485464199,0.9201938501874725
2376.49574055,0.9876937255345735,1.0,0.9994285505460225,0.7725264233825709,1.0,0.709664597295348,1.0,0.8469953230562923,0.9376091949446848,0.995419335176502,0.9997718387458017,0.9994339059803812,0.9889152680845588,0.9413788642048512,0.9623268839273399,0.9757380729645945,0.8220557562262688,0.9954253913788136,0.9611055126530447,0.9957952271597201,0.9888458675833166,0.9675652894317917,0.6618998585255739,0.9722344032017246,0.9943045790719945,0.9815119807583726,0.9912159822293046,0.8689888872036683,0.905013442484263
2386.00068793,0.9955457373223632,1.0,0.998824092495316,0.7992121062245775,1.0,0.7973024467886175,1.0,0.8551605650960079,0.9437809452326551,0.9957302584527009,0.9997870813436078,0.9988697496079981,0.9900053806558593,0.9549315842639542,0.9621426113390905,0.9808562485680755,0.8359587028018857,0.9948859886951253,0.963644091316977,0.9948813108354535,0.9823770357103899,0.9521753839629385,0.6313779668095172,0.9213490438125055,0.9865809933027515,0.960064420466872,0.9765851818935702,0.8252770049505342,0.8928162621573765
2395.50989495,0.9991463601959102,1.0,0.9981378615839512,0.8297190448424331,1.0,0.8650072268182543,1.0,0.8638035519651008,0.950989730332486,0.9960339947010212,0.9998864033759552,0.9981994237893042,0.9914339785178572,0.9672100262035861,0.9745150184799084,0.9848755669139674,0.8430963830788216,0.9966713273068756,0.9666826179651518,0.9934923499004561,0.9760224350881813,0.955408102820713,0.6608264258038892,0.8770213600967209,0.9751595252163193,0.9310348283513347,0.9575380548136034,0.7923078738004173,0.8846985312548168
2405.02333345,1.0,0.9983335170479359,0.9980361100521891,0.870248052464137,0.9985792749739019,0.9158060953939281,0.9970403542623135,0.8726193960092776,0.959635053150476,0.9961910152181872,0.999893156811589,0.9979225056850856,0.9928358869136138,0.9818521788022694,0.9909840088096048,0.9868999702757231,0.8480795238739071,0.9995094257000923,0.9706758263608817,0.991633314386917,0.9734787457429673,0.9751355615028005,0.7273602751907787,0.8562591803087518,0.9596164184257384,0.8997319335509145,0.9419247086032007,0.7950029671468175,0.8815096985082749
2414.54097557,1.0,0.9946981471167372,0.9984649034956556,0.9096943251672537,0.9948998359900583,0.9525937301866013,0.9862772207771401,0.8826570510669891,0.9667106879341056,0.9970418234451619,0.9998245887761615,0.9978003693082147,0.9938132545724038,0.9947539866697996,1.0,0.9866917323393111,0.853214333014444,0.999870925781156,0.9737768772790619,0.9890453276166541,0.9763418150938347,0.9892131408976274,0.7972799403310851,0.8420470127773069,0.94118281398449,0.8753263537161793,0.937232121528912,0.835579112775346,0.8836236450357375
2424.0627937,1.0,0.9886167412813802,0.9984378907129983,0.9454753774014587,0.98958702892701,0.977237006441396,0.9698647821306614,0.8936659793389852,0.9719882453561389,0.9985048099369199,1.0,0.9971558493167793,0.9946593057936,1.0,1.0,0.9837289610458992,0.8590039931066463,0.9973715019077485,0.9747921972847666,0.9860784537604091,0.9819882125131173,0.9903367951182473,0.8360806748918233,0.8256679220820016,0.9232965827141861,0.8635326541017557,0.9439217083661077,0.8862607706641743,0.8905591203374426
2433.58876046,1.0,0.980512139191494,0.9979147890581436,0.9750052392836427,0.9834607445096489,0.9920729708983669,0.9498839182028552,0.9051674559568595,0.9761081102385796,0.9996304874321776,1.0,0.9960663430902948,0.995444663532072,0.9997254192168873,0.9963712781995837,0.9802991924324077,0.8665094983652603,0.9959615571977427,0.9756697095069198,0.9830463368356596,0.9875952991516509,0.9879477155007804,0.843612332012294,0.8265419497487727,0.9077113609209733,0.8630744446559844,0.9542572252162664,0.9254391566102955,0.9013845736854091
2443.11884877,1.0,0.9719575039565089,0.997511440284355,0.9943300180399035,0.9775803385785095,0.9993715274865448,0.9299282612807299,0.9177314696884559,0.9798469869423756,1.0,0.9998948647184288,0.9951778732313611,0.9963952754367291,0.9974267190423909,0.9898418774249231,0.9786744781631199,0.8784572857247547,0.9975825242095324,0.9811512976894551,0.9805190938715684,0.9924060099719213,0.9866332863990399,0.8423178322105102,0.8581304957792861,0.8964551261879498,0.8706742493818577,0.959276814125094,0.9499418695417472,0.9147554821834507
2452.65303176,1.0,0.9658681316898309,0.9974963918673212,1.0,0.9731935795478617,1.0,0.9128166750999575,0.9307468505469161,0.9831325885881144,0.9996075783666503,0.9999312820297634,0.9948098319219534,0.9973900941031166,0.993310512947626,0.98772929911088,0.9796143937911508,0.8959559236181178,0.9996964009974902,0.9916150023660482,0.97971675980754,0.9963753516543953,0.9840872185841504,0.8432808637526066,0.8919348098468245,0.8912781849664674,0.8832672507662476,0.9568671098687404,0.9649168929455689,0.9293685954358953
2462.19128285,0.9991146035255717,0.9643513184446917,0.9977545908098118,0.9972572068681024,0.9712875326119627,1.0,0.9008697809752327,0.9430620826624289,0.9863421147781354,0.9989294549766812,0.9998674377443945,0.99495500552105,0.9981086759177502,0.9886094442137098,0.9904267395940743,0.9827845602545321,0.9162742310638282,1.0,0.9996371746710527,0.9814091472383736,0.9991045561466012,0.9819924914377063,0.851633481262393,0.909606817189632,0.8922371708357666,0.8962382391742999,0.9563904374033685,0.975937014910825,0.944345352377072
2471.73357568,0.9961109440804983,0.9673208511401115,0.9983176958055373,0.9916442668079619,0.9726214223191901,1.0,0.9016655225188286,0.9560528067135927,0.9899907921663236,0.9991409048102017,0.9997474516790449,0.9958882068520852,0.9985344504029868,0.9869258943205962,0.993305713014754,0.9865543478366732,0.9377439171865111,0.9988982847884492,1.0,0.9849136159512303,1.0,0.984946007098395,0.8768272767268035,0.9364126740884897,0.9030489477679148,0.9093296451944649,0.9681643253083515,0.9844985662305639,0.9590868406209465
2481.27988414,0.993938852190214,0.9737284888594471,0.9990788932587988,0.9916922319429585,0.9778249484640708,1.0,0.9176588990364307,0.9699978994999463,0.9939221418484055,0.9996479180252951,1.0,0.9974348037191708,0.9988899809883378,0.9896335150988715,0.9932703739481666,0.9907527071458097,0.9596227039178865,0.9969502980989868,0.999956255552582,0.989904294201003,1.0,0.990384323653933,0.9172118234887641,0.9819785581328073,0.9243605627159042,0.9281989691353131,0.9868642738882948,0.9899776246065994,0.9732348431022841
2490.83018234,0.9954159581737485,0.9835115900052477,0.9997551828368422,0.9973699676578477,0.9869820691117002,0.9994469710537318,0.9479483433836251,0.9849617132102746,0.997225399881407,0.9997350876341466,1.0,0.9990048421470393,0.9993513601354781,0.9946936043256391,0.9938748271013993,0.9952695347519125,0.9810242831969762,0.9961610008178965,0.9995988552228062,0.9954538572481525,0.9991928231580718,0.9945626704262434,0.9616629028458268,1.0,0.9552182510093459,0.9585702178577075,1.0,0.9941477404055977,0.9868018023076349
2500.38444467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
