,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
2098.55499911,0.8732118289774435,0.6807370918165253,0.9032340906285076,0.7211889625347109,0.3501950160828722,0.6643594613850389,0.7063236719016306,0.3287638979440666,0.3003169484033581,0.43725499256020056,0.7551843746705557,0.8159003248218475,0.33451725101205876,0.4849840466052609,0.7906175037124186,0.6613153347412322,0.5554405869458374,0.6029982474509843,0.4986336721138324,0.5939964965548802,0.5097353779176734,0.6817735575516358,0.5584068205586418,0.4677903389083767,0.6462695549241877,0.6801255067934499,0.7902315744861308,0.164230645955714,0.6929455740990713
2107.47833028,0.871930929287406,0.6829127384051393,0.9038634202087948,0.719845308414425,0.3509020133441728,0.6635674912600964,0.7010162815555558,0.3266391693871585,0.30859339563159605,0.4374284705074423,0.755006752850393,0.8180737422389287,0.334700625996004,0.48449269973641906,0.7796601525053637,0.6610062148002381,0.5514393874631985,0.6046150744677818,0.4970170590807688,0.5941267637322442,0.51004859772716,0.6835989645443803,0.5583885596617744,0.4458963729222344,0.6426739006243201,0.6733634654383378,0.7866167377438075,0.16446050608652796,0.696930158611457
2116.41133382,0.8716008371026013,0.6864639182809229,0.9059496475681911,0.7186906568275047,0.35108916513408406,0.663260719291989,0.6948926082539039,0.32442061702199115,0.3168780121682012,0.4371517462045427,0.7556152335034853,0.8195294148749662,0.3349409498558834,0.4848150348097141,0.7672025070091465,0.6603917694519397,0.5452602212134773,0.6052632490034983,0.49573699953956796,0.594261977208095,0.5106771120406743,0.6857941995339563,0.5520112093590341,0.4167928110101506,0.6410120190842976,0.6647044422986739,0.7809536961637101,0.16398975024866563,0.6999871749058925
2125.37093026,0.870087733060516,0.689384160391323,0.906928145754538,0.7177971925926065,0.35063690184285096,0.6625180956923461,0.6895204709423761,0.32264528045867746,0.325088241754249,0.4367563883707959,0.7558668573358223,0.8211591793715416,0.33520764124352664,0.484677972577783,0.7540515642656518,0.6606991053799008,0.5351997801402335,0.6070881736425799,0.4953273527703425,0.5945051900745393,0.5104700730879768,0.6876763540767713,0.5443461599451724,0.3860938327766171,0.6398252965069112,0.6561484059061603,0.7754299726360665,0.16407242850156173,0.703046434844938
2134.35713173,0.867889754275225,0.6923876636975328,0.9071650152761209,0.7169802404488677,0.3494983665791653,0.6608088105197554,0.686368499403126,0.32037257583759055,0.33323933299617275,0.43653306480140586,0.7560539272558281,0.8218323506139974,0.3353088669318293,0.4852256443251197,0.7349972318397568,0.6608355999526475,0.5209364924793001,0.6091660824728687,0.4943950477362507,0.5935128507743141,0.5107757453152286,0.6892415916585329,0.5408645866160907,0.36106615640533346,0.638826150063249,0.6483509106880432,0.7692322825489043,0.16635323969834884,0.7056184144075965
2143.36995005,0.8660516007537542,0.69591678229034,0.9069743017760011,0.7148438092545183,0.34687191660908484,0.6579331358327277,0.6855416560246548,0.3184478210092025,0.3421210817147588,0.43651360129730543,0.7560646811575924,0.8212985531399141,0.3352785974915666,0.48498353736628463,0.7060215732978938,0.6599423604657632,0.5042678233206807,0.6130018773138599,0.49597642093669225,0.5916152697990753,0.5106098091573905,0.6916812144115071,0.5441183320757046,0.3412139320369584,0.6370689572900979,0.6399532780245537,0.7633902650782406,0.1738427223298588,0.7081919940296337
2152.40939672,0.8647482326560768,0.6994861638211014,0.9057279038724818,0.7128889501126808,0.34331092197689683,0.6524918517956568,0.6858040848869316,0.3164197103041795,0.35128230460021737,0.4364896385746848,0.7563999960064266,0.8211496777111441,0.33573466951390574,0.4847018342948835,0.669414962791763,0.6581321230060861,0.488017927515432,0.6165743846286663,0.497606700052056,0.5885402037437969,0.5108107159601697,0.6928348391661777,0.5475932109957024,0.32356876367425547,0.6338261989699012,0.6317665653916202,0.7571169293801825,0.18831560397578792,0.7100643594300735
2161.47548295,0.8641176820110292,0.7019915339521089,0.9058537254674612,0.7104892168769149,0.3376135139179499,0.6449016221475886,0.6876043558338939,0.3142972802158975,0.36021864721150326,0.43582733485677005,0.7559137244716716,0.8207212641088991,0.33543813767543196,0.4839928545401316,0.6381792520766872,0.6550280243509055,0.47081380005698703,0.6186142940908234,0.49825866208465136,0.5825234225845546,0.5103353814790649,0.693101325125852,0.5474202609123603,0.31173219656625445,0.6296301944321933,0.6228066016812628,0.7519255368578055,0.2084548896415047,0.7115221839312957
2170.56821963,0.8646642447143635,0.7028450239869739,0.9059335829504546,0.7070043178565308,0.3307156030125483,0.6362770948309264,0.6897554339474045,0.3124298532935028,0.36870457151160807,0.43604743853765887,0.755764848608904,0.8194522588050335,0.3357985403345535,0.4830881512414563,0.6196985871537892,0.650196584798867,0.4504308740735739,0.619580861450919,0.49865562956756526,0.5731152662266016,0.5084612910629984,0.6933289100377126,0.5436914283277379,0.3091501538984098,0.6247696548279023,0.6141632863314832,0.7451049998274946,0.22978692992768596,0.7132950731629052
2179.68761735,0.8647037729673722,0.7019848767804495,0.9060924096214279,0.7032669018704146,0.3216171412032386,0.6261025787781213,0.691254581839543,0.31037907848129725,0.37743448553041126,0.43599681518626565,0.7554159598680804,0.8172597592596146,0.33618242435525364,0.48135129071064303,0.6099163653675107,0.6436814981583417,0.42635642290166476,0.6187393281789046,0.49801662724781504,0.5610441220614542,0.5060116243762595,0.6938535537673175,0.5440130591465925,0.3135982460624985,0.6195921595745454,0.6079774955495266,0.7382778216942693,0.24869351999023617,0.7152265369866483
2188.8336864,0.8643552568585751,0.700341946603351,0.9054681862271603,0.6982200173363129,0.31215578592777204,0.6155194742424325,0.6911372590415582,0.3086170871067008,0.3858327631926884,0.4359050777424339,0.755454376114883,0.8142649911197822,0.33644345258661107,0.47987593023041614,0.6004788951835452,0.6339616514527514,0.4004989434903042,0.6166878483435859,0.4968570290346742,0.5465761208605943,0.503402601042808,0.6933491153827482,0.5465453493099443,0.3292091596489059,0.613956912388317,0.6027598958056383,0.7296761934635876,0.26306177653506035,0.7164528661885396
2198.00643675,0.8636574060819693,0.6964666227152999,0.9050903377265824,0.690100083418729,0.30355190687903416,0.6023541349087106,0.6914106722746742,0.3071560001632505,0.394774161160616,0.4361104056492432,0.756291303958397,0.8128456499429841,0.3367996427105383,0.47662650461174255,0.5872096016512145,0.6239938878041595,0.3776696293396459,0.6126345503031962,0.4948816478658738,0.5327405335020193,0.5004691689059299,0.6926974599699548,0.5449648135140344,0.35171570991794326,0.6081335187894916,0.5969120742377051,0.72003809535752,0.27333404760375174,0.7173458438863292
2207.20587807,0.8629032877313898,0.6903426976548936,0.903594395012664,0.6783882506741152,0.296278242441955,0.5863295637543161,0.6907322851415467,0.30569357309521633,0.4038299099623554,0.4361729065371766,0.7566848263178771,0.8118378095590508,0.3374479729078635,0.4726186097457473,0.5758925239302313,0.6135954003235905,0.37158970455586704,0.6066126443019381,0.4918492286008909,0.524536270843307,0.49715380450069224,0.691223883631556,0.537896920288019,0.3685779935724442,0.6024850294474482,0.5904201795676965,0.7087260985824544,0.27976702855955826,0.717146695727587
2216.43201972,0.8614676179507424,0.6822738929915865,0.903845569491196,0.6603454723058352,0.2915925458440883,0.5647234279017115,0.6888085745499045,0.30488441293504553,0.41321652962039507,0.43600620302396054,0.7565266091400576,0.8101147369143147,0.33769981182277925,0.4672869295113931,0.5962786796980303,0.607120334224469,0.3876758736237846,0.5984858477929773,0.4880213542959259,0.5286328344078086,0.4922761446748854,0.6882974040091695,0.521613250304821,0.399745173216368,0.5961145579027105,0.5859542713310982,0.6962442540206973,0.28382451068406656,0.7173060976690228
2225.68487077,0.8593752002408024,0.672824191945044,0.9035166481185989,0.6435566476498348,0.2897442253104624,0.5333632946877029,0.6861299516620107,0.30359102528726273,0.4215744062590449,0.43593344770515435,0.756903441458101,0.8084389102122067,0.3380814265669799,0.4592699959983608,0.6393591093865902,0.6053910460737829,0.4091823760994929,0.5864302298527614,0.481279398896409,0.5378787093094465,0.48665630345145494,0.6835955945462757,0.4977992155312677,0.4459833475264361,0.5913889082704392,0.587984810748844,0.6849796735589273,0.2872821484234631,0.7161387883679938
2234.96443997,0.8557191398765366,0.6611993000066214,0.9038589564533323,0.632711805290597,0.28904214515351634,0.48933463019319756,0.6831742983633399,0.3029782332959382,0.429795545399214,0.43549292883471163,0.7574375069169558,0.806031432163582,0.3385130244730651,0.4480375204327035,0.6643087747543056,0.6092369449282179,0.41641169975385417,0.5708132291773319,0.4722299496584211,0.5467634105253688,0.48240272344297214,0.6785697681301409,0.47950662643884234,0.47967455617301313,0.5870795635876359,0.5948778377040549,0.6749856250888268,0.29044692875301775,0.7145650272725879
2244.27015399,0.8516757932098511,0.648502645814647,0.904547636202195,0.6338185652831155,0.28809016491886424,0.43853451682820993,0.6797165084340104,0.3022349098172949,0.4384968648479118,0.4349639827583648,0.757223895256651,0.8045388550911676,0.33861033761912346,0.437561921999546,0.6743487690474356,0.6136520136873934,0.4091349986684621,0.5560830311069538,0.4620688591684365,0.5548599646116195,0.4799752686870376,0.6722261519634144,0.46674013425762007,0.4974950308580612,0.5823843030032241,0.6000748069714876,0.6639616639245448,0.293356215681689,0.7115895575025241
2253.60010501,0.8461756562589688,0.6355686872626842,0.9049382671684897,0.6397873514988469,0.28776272216623106,0.40179980694215967,0.6765107465111019,0.3018401958129105,0.44677179616330814,0.4348793913575311,0.7577665841405821,0.8028357612020961,0.33908774225866156,0.4307093052320397,0.677579240239491,0.6189744483090492,0.3969633700087677,0.5441273410572834,0.45351660189133347,0.5615892360290352,0.47541059539508757,0.6634265843055936,0.4416524338694792,0.5060044050750344,0.5762400653041752,0.6020520158189868,0.6483329019601385,0.2950508144441308,0.7077476827858539
2262.95428072,0.8398930580783118,0.6241179182500892,0.9052418865090949,0.641349508316555,0.2877054586077412,0.39008174375586874,0.6729078952148461,0.30172467575406603,0.4544978404908616,0.4345438432709315,0.7581242560580962,0.8010353840776758,0.3393971829492206,0.4272349044005984,0.6760906878768227,0.6243607461129945,0.3901378190485316,0.5311681259771428,0.44530966428261376,0.566205012524997,0.46626389785571815,0.6499246079692019,0.3994540155061463,0.5078756951698973,0.5704118403005591,0.6011401007178916,0.6315244212881989,0.29396848524818103,0.7021564327339174
2272.33266852,0.8325457646661836,0.6163880932181509,0.905839706766292,0.6355904983326544,0.2881716921007806,0.3884212835666558,0.6676907612945516,0.301557063641444,0.4612398493049018,0.43427927176907305,0.7588147113763747,0.8002465765301131,0.3396710019068767,0.42329130109281143,0.6701905324528225,0.6303656341297973,0.38970315123999655,0.5166898036648101,0.43536985312664533,0.5667301860187192,0.45280146950089956,0.6273080850195895,0.34247653346022694,0.5058290258044246,0.5661189722014295,0.6022675363636704,0.627368073421732,0.290548643711232,0.6955698090597675
2281.73525558,0.8238340765629717,0.6078453473552172,0.9060821658910883,0.6256370043105459,0.2888630650407611,0.3768940657081655,0.6625724888653776,0.30184894845257687,0.4669941500920769,0.4335185692910309,0.7589350921821257,0.7985306906586004,0.3403991160873871,0.41632932047457016,0.6613923861111609,0.6346286972847776,0.38780952966563237,0.5033246661470598,0.42616127777294177,0.5655164070794935,0.44287093807775096,0.593404109356527,0.27825192475462107,0.500200839692989,0.5637154432208834,0.6082003544935073,0.6405333802946627,0.2850002588527951,0.6873255617832728
2291.16202877,0.8166138181117141,0.6013993662002538,0.9058067405306296,0.6210799457919919,0.2895689411529445,0.3513137003562904,0.6552232044106662,0.3024655785903797,0.4722630709729845,0.43362268087614086,0.7593402603353657,0.7965569963465886,0.34083997333687516,0.40560111378457897,0.6506724016069275,0.6353628506120517,0.37786875337603903,0.4883276162693623,0.41657685648675336,0.5616633127826408,0.44376521255487333,0.5567681387021151,0.22784099907436323,0.4897453417041545,0.5622441165829738,0.6148397695319607,0.6639224785327582,0.2786599141145082,0.6779233149341137
2300.61297471,0.8095869383589662,0.5970672812728248,0.9062750499662598,0.6198986047784496,0.2902937083561265,0.3149506098192466,0.6475517940652734,0.3030149424865207,0.47743969861582625,0.432875300838289,0.7600700277139067,0.7948538958822413,0.3412786521845395,0.39661028366148415,0.6394111686483299,0.6332725173504049,0.363587896433974,0.4731433789832137,0.4055302320091622,0.5570819325772655,0.45389183700154356,0.5299765175198745,0.19806808538444065,0.4702349256595055,0.5612609518690427,0.61891989208216,0.6849098879477975,0.27316567823713706,0.6672915818439963
2310.08279923,0.8030823348179744,0.5954577227209846,0.9061735425436872,0.6144984382068954,0.2909621039927156,0.2743375795112291,0.6404438125651956,0.30366128021720623,0.4814844755817953,0.43202518789350264,0.7599245125661543,0.7932963379229143,0.34158820850238836,0.38975798541354634,0.6275390924858139,0.6282284770356941,0.3506558461081421,0.45787276229638696,0.3929279551712477,0.5518526331753576,0.46398888517184456,0.5063894823896059,0.1881322087102868,0.44229285094867266,0.5592490646740529,0.6203717654007599,0.7015261154569257,0.2682240363199921,0.6548796679897079
2319.55711841,0.795632892229228,0.599771325711193,0.9043435474672598,0.5851402889478691,0.29133758193652964,0.23987422838556755,0.6333087538930224,0.3045939479418584,0.4873167192680625,0.4308751509910748,0.760234572756555,0.7927859706750979,0.3420707960809849,0.3833621268536893,0.6158792431462103,0.6201416807309442,0.3400695411508469,0.4496945135386639,0.3805219392916486,0.5451591388438094,0.4701368263133125,0.5006511258465558,0.21253332016381246,0.41816616668509404,0.5570125886211522,0.618224793128287,0.7185208139145611,0.26257480520995014,0.6404551867975539
2329.03590187,0.7885817043154983,0.6072694545855574,0.9028132687611549,0.5352548829185128,0.2908516537134712,0.21836106056751337,0.6269271170949854,0.305699659220609,0.49548357602446413,0.43007290817549076,0.7611640020244415,0.7894440371145255,0.3417173048583972,0.37960703969432097,0.6090492642169071,0.6114663138402974,0.32923810236464357,0.4519756008505518,0.3734143371412195,0.5390796325350525,0.47151466170960954,0.5212106257048532,0.269269575987659,0.4151959201246435,0.5521806024450776,0.6144403503211924,0.7305361709303567,0.25566199304903425,0.6242312952383319
2338.51911953,0.785205607419092,0.6158726079753354,0.902262942962662,0.49013031431056087,0.2893279710654818,0.21633422368138458,0.6174162033569777,0.30744619833799625,0.5033845772499964,0.42908718117204664,0.7613539131245308,0.7863792816076126,0.34218613336303094,0.38069744707825703,0.6029974728153917,0.6032151489516335,0.3193967192228444,0.463763668581433,0.37619928923369783,0.5316818439067619,0.47025553087927285,0.5431647566845876,0.32030863516816627,0.4271830627529453,0.5446815340127358,0.6066377594826023,0.7350473134059529,0.24678594088877667,0.6048323637332648
2348.0067416,0.7919944123141662,0.6214304917006718,0.9028985283256105,0.46299441999204427,0.2871436843074306,0.23907308210691094,0.6081082507334977,0.30922079415665765,0.5106575975474248,0.4287603538357566,0.7610367139480257,0.7826347971428222,0.34215014151086776,0.3858855377445938,0.5942356707072398,0.5975793672693648,0.3144957660883976,0.4793373794184138,0.3869237964832706,0.5237548638108225,0.4667873777023723,0.551966145251563,0.33642317447311815,0.4374624248521655,0.5338044011346235,0.5959295734504997,0.7345092491947728,0.23639716439262556,0.5842407359267083
2357.49873856,0.8082966242069944,0.6215564440879128,0.9029114675341545,0.4512593893348755,0.2843760867074926,0.2865320540490369,0.5976817522805506,0.3114203629557223,0.5162848712289978,0.42779362639181934,0.7605636336035667,0.7788673305536004,0.3426884138685125,0.3938216682835617,0.582145572455358,0.5946907560148557,0.3155635736497534,0.4879167094341123,0.3979188758698273,0.5149275045414109,0.46270241149926805,0.5477018235746712,0.3261028460023878,0.43790568492054893,0.520069981954712,0.5813506299003934,0.7267579538052278,0.22464323492605448,0.5635256773788166
2366.9950812,0.8239196089120266,0.6162183553181917,0.9020527911298184,0.46020619801762674,0.28057177305802306,0.34851294217485773,0.5838466983406195,0.3134711820084082,0.5215981654534558,0.42722429229770076,0.7614245134894118,0.7775421522282052,0.34323501095613146,0.4015383086901999,0.573910910670773,0.5954764831145307,0.3201251977744936,0.48575917307965394,0.4021190365313439,0.5073173763967412,0.45714199941191574,0.5353308573843201,0.30134496159582325,0.42546604884288275,0.5041522651406831,0.5636391462125145,0.7141463967269869,0.21169895766730537,0.5431997413528075
2376.49574055,0.834433957345882,0.6087681149962423,0.8991625283947906,0.47874993832735546,0.2757922079124699,0.4084360086701015,0.5673502843190342,0.3153544216335051,0.5251402759861912,0.4265245298208909,0.7611250919973038,0.774084327350582,0.34332588305029804,0.4079520454126646,0.5643021375491868,0.5963948788449408,0.3247846443861646,0.47864649184404057,0.40031973338127785,0.5004043376898485,0.4518207893822888,0.515162698869123,0.269919638429173,0.4005655257353923,0.48765012216255715,0.541567982356296,0.6966222479703975,0.19730945881327264,0.5245088826878099
2386.00068793,0.8399215460180149,0.6001475818128681,0.8977668909742822,0.49198196834287966,0.2699424420642507,0.4571438770212767,0.5462688915352335,0.31800285799552497,0.5281050683676677,0.4264931782750855,0.7607250766286539,0.7709856237588987,0.3442541376066744,0.41187567953385185,0.5568710946306848,0.5963170347978598,0.3251073981227967,0.4712194848395333,0.3973617634134005,0.4923770112309537,0.4459319649242201,0.4971059181253956,0.2527796686702985,0.3668162359884825,0.4695172899264965,0.5159225513457039,0.6746867700480036,0.18266870575299773,0.5070477103614094
2395.50989495,0.8422281899915772,0.5902688915035184,0.8947752456850928,0.5071879111233335,0.2633946355645913,0.493455665570762,0.5231617980852511,0.3199733340892936,0.5317541150646857,0.42605291791554806,0.7616396022505055,0.7677693049767067,0.34466240960996414,0.41442176431247496,0.5572454753403489,0.5965508361591461,0.323545409221983,0.4651782496338407,0.39490485319888974,0.4839965773305092,0.4392724894842673,0.4898710000894333,0.25972550999469146,0.3370425017338519,0.4489219166836637,0.48611695915837344,0.6504779152143678,0.1705821882927566,0.4931169975722929
2405.02333345,0.8422606757701737,0.5782053744724105,0.8941476890828568,0.5295883296797798,0.2559105863565433,0.5191210525731585,0.4958079858747529,0.32300889228268087,0.5363039805083346,0.42524711051252634,0.7618821249956031,0.7647199163947167,0.3453619845017739,0.4185268069157699,0.559128837836701,0.5946586306565592,0.3207220605499744,0.45948587162833876,0.39275274544532235,0.4759774427216729,0.43522698371984325,0.4897461190220001,0.28089789132448456,0.31779463096734284,0.42768491059917607,0.4565240532820365,0.627510520476613,0.16667662072040987,0.4816586168651091
2414.54097557,0.839608377476658,0.5659561804665706,0.8935210769320848,0.5498813331474495,0.24855252864331795,0.5366762513042229,0.4656131417528619,0.32588426415243255,0.539384739692743,0.4253968165549037,0.7619470486902554,0.7619632822832512,0.34584150278262843,0.42208677486989116,0.5553975154608612,0.59201072425706,0.31812393511325926,0.4525456491332447,0.38914288089244925,0.46781832843546944,0.43278392506632324,0.4872875744638334,0.30223822419428825,0.30046321267891296,0.40489400664665065,0.431264896132645,0.6134954546941918,0.17011483245380943,0.47311995773753657
2424.0627937,0.836706659813476,0.5524680101358418,0.8913373824658067,0.5681244038093292,0.24007450292376584,0.5480834597249605,0.43293151761589965,0.3291272869023853,0.542530080577601,0.4256300563982708,0.7615796883612113,0.7578244631943509,0.34617263736004666,0.42142338007642394,0.5482451398638329,0.5876905081199704,0.31548646522758067,0.44426329037532003,0.3858010169917868,0.45819199065386684,0.43223123715676354,0.4780493389768623,0.31104778396524874,0.2832687052576332,0.3841361804218615,0.4126976938122447,0.6077127441781416,0.1753402765305731,0.46678484416160493
2433.58876046,0.828122786246286,0.5385914739465872,0.8902583136452908,0.5820762244048271,0.2319775049185514,0.5537138258254176,0.3997309823202789,0.3321470352130717,0.5432214499132898,0.42620212634639876,0.7613831615214055,0.7539513395177052,0.3462201278314569,0.4191960840486709,0.5360623975011598,0.5825849704844794,0.3131628176214174,0.4368020953041022,0.38213767121389275,0.45001898275982294,0.43098111117400123,0.4657003568747269,0.3080653953833514,0.27237521010882015,0.363515230932002,0.3997252190801992,0.602065842345018,0.17767212756608106,0.46268406360007114
2443.11884877,0.8196215992102046,0.5235011604847559,0.8868170354200865,0.5909337558468656,0.22357287299519668,0.5539909385801774,0.36700973699722284,0.33665543778636503,0.5454834929201056,0.42524216136897575,0.7603182208467971,0.7514403762014438,0.3467055156298927,0.41561900436343585,0.522185158182699,0.5793514913084912,0.3122003070648517,0.4298476955323959,0.37959659078057,0.44158711773218623,0.4295702628840588,0.45522089293933793,0.30123181002347493,0.2712974098302915,0.3458567411139563,0.3900306939298856,0.5935816700543951,0.17668019791439524,0.45903322873884184
2452.65303176,0.8077719891371571,0.5112172070397721,0.8854589555494826,0.589187859387974,0.21596453917205577,0.5513391156720581,0.33788072622230836,0.3404211034291803,0.5467751847944607,0.42404524585337977,0.7619784218440003,0.7478454174693939,0.3473887162611517,0.41192122914563833,0.5104669523809062,0.5760497491645795,0.3142210671085616,0.42441562496343516,0.38023681222191197,0.43415170244764795,0.4280035627686451,0.4436421094993365,0.2954452815881103,0.2696013617010165,0.3296204308474826,0.38224634337105307,0.581138160410261,0.17407385538479517,0.4565510669056784
2462.19128285,0.7969120200494966,0.4998601228853467,0.8849116915821529,0.5822024844456418,0.2087366312094645,0.5453331171845874,0.30918214823906437,0.34437948802044677,0.5486465083827609,0.42342165494855694,0.7605224505691744,0.7452033600924579,0.34759365542401627,0.40719171294505596,0.5020530192966495,0.5763331951566347,0.315765575755002,0.4167278936593859,0.37894664329330846,0.42781495104260947,0.4262952602344352,0.4334044014233861,0.2920683399508011,0.2630930555037254,0.3177449369239171,0.374176121035845,0.5690356637480305,0.170510621587793,0.4535314514869433
2471.73357568,0.7799562747583186,0.49084722109664836,0.8852865486720011,0.5755102973124555,0.20243522784811865,0.5381113790750698,0.28564876188348354,0.34761826367625,0.5493202988050819,0.4230635037996792,0.7613728446917778,0.7407381928887192,0.34830578102815984,0.4053163134001444,0.4930605675870177,0.575808841843209,0.31793725627638536,0.40768218784475246,0.3739356585750266,0.42289121580534905,0.4235606084108266,0.42439921902854577,0.2946563403475506,0.25710510591245556,0.3072334884116897,0.3666913503089535,0.5652454926865659,0.1658464784307828,0.45064310651931566
2481.27988414,0.7673282151404304,0.48501529290069023,0.8827719003956173,0.5680685002076212,0.19634934613354815,0.5277538698222959,0.2676212706721036,0.3522279928474906,0.5523178814450472,0.4226324238813128,0.759281293865594,0.7409046832985328,0.3470489776068762,0.40356078523281785,0.48327734301254327,0.573795026447328,0.32108513307888614,0.3993801178327144,0.36985408801808267,0.4170666410873553,0.418851485320392,0.4158329724334074,0.30108743966987406,0.2562880139390796,0.30103361067398343,0.36060664755708205,0.563223832541774,0.16086447693047062,0.44558270876388095
2490.83018234,0.7563703453170422,0.4789224338215667,0.8817405631495207,0.5689757578208022,0.19161593491274365,0.5162661803523775,0.2522506275932931,0.3571273050749041,0.5524870272613642,0.4206634842647179,0.7615598657344186,0.7380868223305578,0.3488261450665008,0.4019500772956029,0.47305180026608257,0.5736360721442249,0.3216986103273987,0.3906761589427784,0.362120701282524,0.41125285863207584,0.4143387868883135,0.4088813740597573,0.30908222615146186,0.24712872170853858,0.29661669791051937,0.3581516446730702,0.5616143197281731,0.15564915326738557,0.4425131363636602
2500.38444467,0.7466103580172438,0.4756492529811274,0.8792893374718843,0.5649804229231407,0.18705089610514936,0.5080104661801637,0.24005087709326436,0.36299406842851556,0.5536703696003437,0.42141287585742676,0.7551225453921625,0.7356333361099147,0.34887350729602856,0.4020121013806337,0.4653155752363858,0.573353235427431,0.32405214766046414,0.3840313384348262,0.35578021790972825,0.4074443577297549,0.41024639766278903,0.4020978789398456,0.3158729409707696,0.2291225139168514,0.2953748724583616,0.35872778407936373,0.5462709073500952,0.15012027127501593,0.43832479723612794
