Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2053.96130725,0.8761031711739314,0.6684463150979112,0.8971207849003978,0.7227671109719388,0.34113777572902654,0.660550719141795,0.7098885197385222,0.3415092789858142,0.2629585904865007,0.43681395386241445,0.7523631010268838,0.8102454151090154,0.3341477265543701,0.48068209484737856,0.8284356151707158,0.6588986086690433,0.5601052453480345,0.5978990955067397,0.5025217751921306,0.5897344261308509,0.5053546265261636,0.6644628698396593,0.5942362304908976,0.5093497633143018,0.6684408562167486,0.6852874447933665,0.8071949111458598,0.17048518093511447,0.6683792405671658
2062.87694233,0.8755740129631262,0.6702582606399881,0.8980830952250318,0.7229108541733494,0.3438133375344862,0.6625500142853673,0.7113507156614182,0.3388517897223677,0.26984715970268125,0.437025147562453,0.7527798437135806,0.811605737555403,0.3341722679408137,0.4824966470650623,0.8228318566937688,0.6599482169240916,0.5602119548561868,0.6013017440086338,0.5036167314325947,0.5917473380495893,0.5067567909416444,0.6700168898913279,0.5826698375687409,0.5029907273702114,0.6666374111647239,0.6880895067797984,0.8033246502122963,0.16661298598168064,0.6743618118446051
2071.79414164,0.8752720508810203,0.672392081350079,0.8999458577218186,0.7229128781301952,0.34602406701820365,0.6636411993154883,0.7123034844192063,0.3362580330375437,0.2770365213698768,0.4371381909836926,0.753287075133296,0.8129144398951412,0.3342921114149859,0.48385037826229954,0.8157593438907452,0.660890496234852,0.5600578762467696,0.6029709241413428,0.5036135451897726,0.5930776918908776,0.5077656137468192,0.6743757599303651,0.5659903151716092,0.4982163207561006,0.6627332095807207,0.6887504614885879,0.7996112127292878,0.16488647321774974,0.6797710047576231
2080.71289251,0.8748077244816167,0.6748583681604855,0.9015862397453368,0.7226984938806558,0.34784121559524284,0.663967920811353,0.7121148991961566,0.3338298931639377,0.2844694508711228,0.43708725519779823,0.7536870521673537,0.81374558802678,0.3344727159504764,0.4848970630217443,0.8082234898265684,0.6617753922204015,0.5594953552053328,0.6029360776194911,0.5027600804887914,0.5934993425728591,0.5084914049284786,0.6771561128827934,0.5558614324568102,0.4928285250228958,0.6574615638046233,0.6882602582680372,0.7964695122919467,0.16427851498089766,0.6847074224785791
2089.63318245,0.8741288485822551,0.6776834461085929,0.9027293984710806,0.7220949712861051,0.3492737508751195,0.6639341769837196,0.7101560108481392,0.33137016563708754,0.2922009066315083,0.43710820543473533,0.7542487099260842,0.8145564560406676,0.33465037481340604,0.4853639562337856,0.800058821626417,0.6618997702074597,0.5581098950804961,0.6025506752189131,0.5007467547678707,0.5936227340075569,0.509099371588615,0.6790646457707485,0.5558771842907374,0.4834368396951617,0.6515308790791653,0.6854227658044879,0.7936884651549996,0.1641377402499894,0.6891840565484368
2098.55499911,0.8733474858401757,0.6804927460661732,0.9035247719077998,0.7210443792721138,0.35028221651424085,0.6639617127891156,0.7064372583507131,0.3289240446541314,0.3002563581423424,0.43726305821870165,0.7547788484285215,0.8162512126058066,0.33477589979985856,0.4851739623549805,0.7910123774815677,0.6615207074797306,0.5555448965917194,0.6029387982370722,0.49849767376755016,0.5938035913500179,0.50964528735062,0.681275299834634,0.5587165172263966,0.4679229431298442,0.6461734464737549,0.6800897778937065,0.7905761002118513,0.16430021198742437,0.6932149923598162
2107.47833028,0.8723349969842397,0.6833604765362181,0.904375407315486,0.7198083248313656,0.3508849453055706,0.6638268436115423,0.7010156923180347,0.3265823375453147,0.3085946680837951,0.4373145917763425,0.7552849823637473,0.8182124798666918,0.3348586066066847,0.48469564666199233,0.7799293879604532,0.6610578160779421,0.5513984064689313,0.6040323957800805,0.4968446564959146,0.5940923568498664,0.5099899169890473,0.6834992342234755,0.5580917832421433,0.4456308354522878,0.6426516899086921,0.6729671467934664,0.7863742155127054,0.16437889206620915,0.6968109586544775
2116.41133382,0.8713557926479191,0.686380201666229,0.9059643389047906,0.7186476685338712,0.3510393885985211,0.6631498691888106,0.6946587844544801,0.3245046353054789,0.316844950330149,0.43713290537747124,0.7557032984576242,0.8196045855833759,0.3349835666226577,0.48455446117986256,0.7670582948301996,0.660611786937653,0.5449755159523587,0.6056405681927755,0.49580680405881644,0.5944588196433789,0.5103183823880127,0.6855891608678896,0.5520489847600304,0.4168631768740431,0.6410062598743882,0.6647730170738794,0.7812156136682116,0.16405192951207628,0.7000260385443351
2125.37093026,0.8700100002466247,0.6895055838292771,0.906801838252824,0.7176293840458667,0.35059349631277875,0.6624306017315635,0.6894838380887034,0.3225236818283827,0.3249196910693619,0.43683274696406355,0.755952163429269,0.820942863230213,0.3351228744998241,0.48468859986289115,0.7538346909173734,0.6604917013607061,0.5350256421022599,0.6071162597970916,0.49522224921133784,0.5944847166839885,0.5104941588246839,0.687469223830605,0.544348795773006,0.3862414930453036,0.6399131714286821,0.656310695280005,0.7755786783219101,0.1640319610575618,0.70287137901815
2134.35713173,0.8681640068167787,0.6928123951866603,0.9069947938347348,0.7164694431223776,0.3493223317265236,0.6608989088871738,0.6861709159891373,0.3204814953191236,0.33343483331435503,0.43665597564068576,0.75621893207464,0.8218317129524872,0.33521692957480353,0.4848533834594397,0.7348096972662985,0.6604066353189595,0.5208471010728847,0.6094012664348144,0.49499728689839445,0.5936889592134251,0.5106268815233815,0.6896482568355266,0.5408845413090856,0.3609533538924917,0.638530786540108,0.648042045883319,0.7695282379116046,0.16636776383940652,0.7054294403182901
2143.36995005,0.8659614683757887,0.6963647401312921,0.9067289764614894,0.714834467084279,0.34695526223656353,0.6578467673569319,0.685207788422913,0.3184411281698222,0.3422631022372665,0.43652695521300783,0.7563038702804425,0.8216412344691245,0.3353481688130963,0.4848944757127923,0.7057540722419434,0.6597126454312755,0.5043885448739178,0.6129640484726351,0.49581682740735356,0.5919026181218681,0.5108566021629944,0.6917097133388596,0.5439240178724072,0.34106406528852906,0.6369728501847626,0.6399627694265067,0.7633778882118237,0.1738524797654768,0.7076858568849703
2152.40939672,0.8645089616286618,0.6997013172176331,0.9064466078940002,0.7127476403580784,0.34319817509050243,0.6523820440486001,0.6857142044071899,0.3164554959573585,0.35128384699524745,0.4363158889993782,0.7562476648237482,0.8210075163671541,0.33549956232949574,0.4846300781597768,0.6693987299032504,0.6580585929102297,0.4882020645692092,0.6163751607921766,0.4974097857051075,0.5884259309599071,0.5107760595492497,0.6928744363422176,0.5478899398282685,0.32365789657463434,0.6339391006706377,0.6315314168310419,0.7572864868075465,0.1883241135651532,0.7097448026746491
2161.47548295,0.8641161212958357,0.7019389526358798,0.9061645492330839,0.7102259479440503,0.33776160205145844,0.6451699364664151,0.6873296828766458,0.3144204198943043,0.3601325754346284,0.43606106066738126,0.7560315719681795,0.8204167825628229,0.335651456145439,0.4839422743768256,0.6381339059275876,0.6550650496793111,0.47094185071990585,0.6185472864272757,0.4984499722286477,0.5825104408461781,0.509939547473213,0.6932101360858859,0.5473350583640795,0.31188134333681283,0.629653401454339,0.6227219224955826,0.7513434948705582,0.20836804113477012,0.7116118363828307
2170.56821963,0.8644282551282418,0.7027508283364408,0.9059006357771964,0.7070268236879393,0.33047846860998553,0.636223674642552,0.6898322541018886,0.31241462066464315,0.3687316402387021,0.43591969638131156,0.7556073876144369,0.8192457184394031,0.3358357818866825,0.48292360936054557,0.6200197262049281,0.650286418865898,0.45019321410591184,0.6192739462671423,0.4986076664999429,0.5732664800333858,0.5083749553790197,0.693126456965527,0.5438666678198377,0.3090415597915303,0.6249275384685713,0.6145305253236462,0.7452685655222983,0.2298020419475665,0.7133533047249527
2179.68761735,0.8646806577424238,0.7022101065069554,0.9056225074158769,0.7030513828493495,0.32159217661360917,0.6262989683924179,0.6912565203927906,0.3104478245421139,0.3773180891484582,0.4359545754704179,0.7555347942238382,0.8170869491412768,0.33610299297450397,0.4815101865684211,0.6098502603419249,0.6432979852329924,0.4263654152553818,0.6186195005124617,0.4980741536386829,0.5609684422360652,0.5061416137051814,0.6934682163886131,0.5439070113966133,0.31381771118428115,0.6197209279524378,0.6079191390561313,0.7382308237729067,0.24869635051280362,0.7149579775921262
2188.8336864,0.8644727057871512,0.7000971884096231,0.9052243042554526,0.6979190211406611,0.31227699828391686,0.6156574300902865,0.691261446250148,0.3086163205297249,0.3862320581959662,0.43605034231538864,0.7557822536375293,0.8147899640290769,0.33649717870415696,0.47951987940884583,0.6003524537126101,0.6340871884965424,0.4005604704534309,0.6164103626175944,0.49687454138724935,0.546670812256483,0.5035714817911453,0.6935695255567867,0.5462556459532332,0.329348031648988,0.6140921678179057,0.6026305034901409,0.7297465115398116,0.26320027813131497,0.7162915214046157
2198.00643675,0.8640053320854183,0.6961225778602158,0.9044930349847137,0.6900971072348645,0.3035815704868293,0.6027256573741412,0.6911603017213216,0.3071095024373571,0.39509395705030065,0.43611318873132143,0.7559767378915068,0.813099782938261,0.3369095103340073,0.4766431093146203,0.5873285713985016,0.6236557414324908,0.3776937345072867,0.61260618809043,0.49495468801807996,0.5324114627423991,0.5007428924343822,0.6927349922586805,0.544964892504356,0.35159756850832874,0.6083731988629687,0.5969271148631027,0.7198164249760293,0.27331442699029884,0.7171863916034217
2207.20587807,0.862929254731708,0.6902469578501519,0.9037605297550748,0.6777138270595874,0.2963549784822632,0.5864267722219333,0.6906321374717155,0.30578864671535094,0.4039102220009145,0.43620407341099376,0.7562085831958335,0.8117007802307982,0.3373047724516457,0.4727350540179008,0.5757626779751001,0.6138386329002997,0.37148243188130564,0.606817979716079,0.4920788081057675,0.5245418865994388,0.49707658100890184,0.6911210255552933,0.5378264523255538,0.36858513809710874,0.602321083092867,0.5902913258368835,0.7087251284216912,0.27971501183964936,0.7175529987944868
2216.43201972,0.8614085607287879,0.6824163026640381,0.9037580570091355,0.660752853442275,0.2918586955105948,0.5647639964088625,0.6889318827194003,0.30461940970855866,0.4128279756096012,0.43615206232332715,0.7564666357228077,0.810130427553189,0.3377153703887894,0.4672370459979459,0.5966609967994061,0.6071838027569487,0.3878555503501865,0.598409880847335,0.48769603441966025,0.5283388154602212,0.49212661999494056,0.6884867897104456,0.5215378797889305,0.39978240650031815,0.5961757839202416,0.5857078785202042,0.6966035662063658,0.28380056195749614,0.717312254936055
2225.68487077,0.8591076441577781,0.6725552848284024,0.9038701838219266,0.6437335237380886,0.2898655052638626,0.5332590307958016,0.6860922177907571,0.3036543592023462,0.421574416505536,0.4360170828424481,0.7567626817674104,0.8082887182307943,0.33805590525456314,0.4590916748438523,0.6391883940770986,0.6057602548292358,0.40897661543974034,0.5863968094136895,0.4813325103534477,0.5380342130248201,0.48663430888411546,0.6841104650229239,0.4979407926340338,0.4459274027891052,0.5912724035735585,0.5876773039273844,0.684931236779222,0.28713941889862715,0.7163267770903042
2234.96443997,0.8557544740762617,0.6610201850692173,0.9039900755874063,0.632976295426246,0.28894148402503245,0.48933447223014664,0.6829191459633633,0.3028926728812108,0.4301413913294279,0.4356892686649643,0.7569659213814495,0.8063977373959055,0.3383672176098911,0.44819950836549644,0.6642372265974582,0.6092021480440054,0.41638832809306686,0.5707708123012999,0.4722122055275716,0.5466431413701381,0.4825431616232031,0.6786221204995168,0.4792467601450301,0.47970084454643114,0.5872207199154162,0.5947088884372795,0.6748791135925074,0.29044118078397246,0.7144932838990983
2244.27015399,0.8515346286118286,0.6482988426708363,0.9047887498164529,0.6335547658474734,0.2882196935077814,0.43877977564450865,0.6797261819685342,0.30224336828006954,0.43855408829770565,0.4352907826154144,0.7570843295276537,0.8045567862083055,0.33870847166881785,0.4374720455714848,0.6738333354944411,0.6139331954174193,0.4091670804148245,0.5559118515512022,0.46223795841032134,0.5544894579269,0.4799332070199095,0.6724952474905844,0.46645165316622494,0.49772929731504634,0.582397043866174,0.600258580406124,0.664269609078364,0.29332443236718275,0.7116148708480512
2253.60010501,0.8464750468870106,0.6357217075861143,0.9051486802741652,0.6397220471495223,0.28769114190626227,0.4016728297602553,0.6767462149331077,0.301830161649544,0.4466706634956458,0.4348552771741892,0.7574430189837967,0.803245083898925,0.3390625210715822,0.4308224806422121,0.6772283470377051,0.6185967838146569,0.3968989227970262,0.5442712223483425,0.4536890874851056,0.5615334195992414,0.47553033662768074,0.6638984622152737,0.44153881686414115,0.5057677592570243,0.576390338826055,0.6020246118864482,0.6485808918307625,0.29487257830348224,0.7075115633787066
2262.95428072,0.8401372896155059,0.6247757342379796,0.9053742024452538,0.6415279486695028,0.287622062240998,0.3900989270299845,0.6728749256432168,0.301705161224575,0.4543354548804984,0.4343753181465461,0.7579234930764218,0.8016171061545636,0.3394495488397863,0.4273152623947188,0.6757124500397109,0.6242651481420644,0.39010617259158653,0.5311446609237384,0.4452414274938792,0.5659661019876563,0.4660525724752514,0.6497069523269117,0.39944314203815984,0.5076258564889976,0.5702593998560584,0.6012995512517632,0.631678249161024,0.29413783400876004,0.7020737078273738
2272.33266852,0.8325803885342604,0.615896949640048,0.9058387794043502,0.6353992990094031,0.2880706561633861,0.3883498347468395,0.668189314126553,0.30163830575553247,0.46115810132166424,0.4340122151220802,0.7584375661630428,0.8001574175003684,0.33982441802248314,0.4233693701552729,0.6699842225387463,0.6302380425309437,0.38975368935760113,0.5168367067118347,0.43528353460019337,0.5671015638440688,0.4528715667372154,0.6269218235395004,0.34253613685203477,0.5057899011589291,0.566171957591069,0.6023720189790827,0.6273073024177451,0.29059854529620366,0.6953638228038632
2281.73525558,0.824166638676271,0.6082202183716823,0.9060744653223707,0.6257068141869334,0.2888375584114691,0.3767548252381276,0.6623776566729254,0.3018539668729168,0.46703628678262804,0.4337029912704588,0.7588447637751629,0.7982733398380286,0.3402600582902297,0.4162077295891269,0.6612287963200052,0.6345600657533984,0.3878470306187123,0.5031563474117343,0.42601817653644247,0.5653634434599252,0.44302057171728265,0.59328404446315,0.27831863842593024,0.5001922019725941,0.5638731251463801,0.6083110679407611,0.6406208374696467,0.28484482899018737,0.687448242013168
2291.16202877,0.816353309908021,0.6014077349906594,0.9056152689905936,0.6204451023395026,0.2896762494250608,0.3511193715437111,0.6553306227691016,0.3024627572191238,0.47213838934894625,0.4332607268765306,0.7592519610814842,0.7964808882391562,0.3407685181087128,0.40577619709423746,0.6509716571643261,0.6356330238171523,0.3779965257716487,0.48845458836087957,0.41639804846492845,0.5616566731433236,0.4438594320220609,0.5566780525740173,0.22768945129013365,0.48929997313793183,0.5626034480033871,0.6148525427966302,0.6645047321834492,0.27855846452822397,0.678172496307024
2300.61297471,0.8094384842636536,0.5965048984200882,0.9062248118532418,0.6200223774055679,0.2904152636913102,0.3147061889659316,0.6476721647783323,0.30299485353424277,0.47722168314414015,0.4326138155162418,0.7598868646619629,0.7948642822981511,0.3412401906341551,0.3965800334396405,0.639496029251845,0.6332413922915144,0.3634934111643031,0.47307999311365145,0.40556399281404415,0.5569132169955341,0.4538223221516405,0.5298854297893774,0.19795720536544212,0.47028640786947856,0.5611996876923283,0.6188655146474715,0.6851161599673794,0.27309231344584567,0.6673999565110764
2310.08279923,0.8029918344497554,0.5953782439310554,0.9062994564610277,0.6142283046772399,0.29096091676314534,0.2743455825370456,0.6402174176525295,0.3037081334049329,0.4815923576858793,0.43177699158247557,0.7603388755718279,0.7937970412353453,0.34157682216736734,0.3898120439280858,0.6270765192425171,0.6277627732572963,0.3507311932777897,0.45809273517593635,0.39299845017844104,0.5516593432857644,0.464219553484936,0.5064053528876554,0.18813704527587435,0.4423392177990203,0.5594090885842173,0.619850152690415,0.7012046855340776,0.26813387909519615,0.6548841691095869
2319.55711841,0.7955213795197464,0.5995359347033054,0.9045390599790117,0.5853841148705204,0.29118212036548413,0.23984336400959888,0.6336665543677826,0.3045980568749055,0.4873416336614944,0.4310152149619817,0.7605092810437561,0.7924561976538084,0.3418719548453672,0.3834965110625903,0.6162504049689217,0.6201394864041807,0.34020409944511165,0.4496983682547189,0.3804044350395857,0.5456683661415769,0.47000715466101917,0.5005581307724726,0.21267229768831944,0.4181031356741335,0.5570162239939586,0.6181615083640333,0.7183328362521667,0.26253928907974783,0.6403547646855482
2329.03590187,0.7879056019064742,0.6076570742151461,0.9029310135955319,0.5351324180494686,0.29074753462258063,0.21846108380651702,0.6264092614140152,0.30586610129128716,0.49551220908592186,0.43017560076707145,0.7607243982181849,0.7894588005589518,0.3420920929924124,0.3798027298281753,0.6091657257513622,0.6117304638317139,0.3292149181167252,0.4519065084004686,0.3735154275458516,0.5391811852572308,0.4715689736614827,0.5212396840667974,0.2695937420135961,0.41493670985991904,0.5522959109255181,0.6139756176263332,0.730333416347569,0.25548500617851827,0.6236330663544619
2338.51911953,0.7853663338991579,0.6163508486257612,0.9024398188391317,0.4902265825378168,0.2894582837285783,0.21623402705325584,0.6175456519503851,0.3074850830634666,0.5037595968321337,0.4294505227408732,0.7608820956663105,0.7857072528420802,0.3422291537127857,0.3808974339316169,0.6033712447868144,0.6037032535905376,0.31921152910562567,0.46354466925026727,0.3760561966818639,0.5318373820261625,0.4702387371604295,0.543342848672792,0.3204601801924055,0.42688628348172925,0.544454774992526,0.6066413312326782,0.7350653026509343,0.24674525611385745,0.6048435198061489
2348.0067416,0.7927815635325229,0.621579832823238,0.9026986359640781,0.4632661777016708,0.28732273975934447,0.23920091348021455,0.6082517966834339,0.3093037557318222,0.5109472933596237,0.4287233905993724,0.7608890192070525,0.7823023153066332,0.3423746892459535,0.38617009784047723,0.5938470507345384,0.5977716859719374,0.3145026236541564,0.47924247162138467,0.3868584530771139,0.5237189213137186,0.4668147411841405,0.5516482586079241,0.3364429952197467,0.4375134484978231,0.5336734263941286,0.5957232316749442,0.7337900846420609,0.23637159246306383,0.5844927411551938
2357.49873856,0.8082209913976268,0.6212382766717668,0.9025446747365242,0.45169417557275376,0.2843837074731451,0.286775135394891,0.5973952978739465,0.3114140671241229,0.5168475562549688,0.4278727024978326,0.7609037560218997,0.779601314372447,0.34264941233055374,0.39365602328735494,0.582300264499128,0.5951832323714066,0.31565370153198546,0.48776387778531777,0.39770318916463004,0.5153971125357006,0.4622110508052107,0.5475093338983397,0.32588851590365475,0.4378422968357718,0.5199607985798408,0.5814476836890098,0.7267814083733898,0.22462646938623212,0.5636172382401804
2366.9950812,0.8239400524631098,0.6163229903886427,0.9014896397354191,0.46027057030371815,0.28051540781277917,0.34837110111881525,0.5836438893084969,0.3134135622089939,0.5215765969097652,0.4271904036043849,0.7609757345821682,0.7772544001089862,0.34302917524174265,0.40158589157229196,0.5734766074034267,0.5952340922037259,0.32006181324814337,0.4858051349113869,0.4019869007806702,0.5075887833387287,0.4571799965150899,0.5346342745092181,0.3014412781803554,0.4257537315779884,0.5043046138760657,0.5636291387007026,0.7142274047797933,0.21167894022729158,0.5433232444233681
2376.49574055,0.834655327000077,0.609016132191049,0.8995302688920206,0.4785091535070135,0.2756900774418535,0.40854523885782257,0.5666384570156164,0.31535246314650195,0.5252204006059586,0.4267070244559703,0.7610939165745199,0.7746387432739424,0.3434757226810595,0.4079188785992638,0.564421822487395,0.596156213867352,0.3244626010069949,0.4786575654584724,0.40053617989998913,0.5001475252495524,0.4516251594686766,0.5153789143713631,0.26984982493633214,0.40062958012987626,0.48753361696736386,0.541766958133967,0.6967909217104191,0.19742652458391605,0.5243794899624095
2386.00068793,0.8403616100697061,0.600084027067323,0.897541511474629,0.49197164943518945,0.26996583096270976,0.45695378010478827,0.5463306226673034,0.3177031245496765,0.5282008723157876,0.42633970607155397,0.7612016447475711,0.7712990175998843,0.34397321367780836,0.411616231687576,0.5570213253117485,0.5965965268981194,0.32536012135074466,0.47133487141944647,0.39754586767826255,0.49233041954380985,0.4453474715945445,0.4974905458516799,0.25260355759497755,0.3669812100655342,0.46908694438754717,0.5157314173673264,0.6748307063420285,0.182593422602843,0.5074660171111588
2395.50989495,0.8424367161309922,0.5899091772418944,0.8954791298194258,0.5075930452671924,0.26341138104099243,0.49334220129911704,0.5231973028938104,0.3202171636918428,0.531764425958152,0.4259705262979993,0.7613737499168796,0.7678778264993701,0.34459065801192096,0.41470694104232286,0.5568442248154724,0.5963444770721534,0.3234757294376912,0.4651078134360558,0.39474189231313916,0.48429354873290037,0.4391671095182227,0.489500830657069,0.2597066960334638,0.3372338653327428,0.44913256899008064,0.48633051670287,0.6501912500421886,0.17059472971414008,0.4930994163683128
2405.02333345,0.8421689796717181,0.5787074519217486,0.8939473867810585,0.5291401594511354,0.2561198122943557,0.5196296146504815,0.4962487661542065,0.32277862200660296,0.536136821434367,0.425539441149341,0.7614740690029592,0.764763108560879,0.3451999554982756,0.41876354712660585,0.5588138333980989,0.5948645252709512,0.32068257170202946,0.45933655041441945,0.39230353752827085,0.47604982090231157,0.4347446995102476,0.48977705278977324,0.2809219185347534,0.31747408764318513,0.42764065943738616,0.45660559408923446,0.6282967046125608,0.1664944872510284,0.48161335913409037
2414.54097557,0.8398814571707296,0.5663995489701698,0.892895962395659,0.5497303425872287,0.2482802423523521,0.5376217397992974,0.46571315374516475,0.3257807199831563,0.539619430051367,0.42540943969659534,0.761515627432348,0.7617674462925194,0.34566099289314534,0.4220172648560223,0.5563747610677019,0.5920281866982012,0.31788517386160614,0.45238172656699316,0.38947603140399023,0.46748632623441905,0.4327566535989323,0.4868604268856695,0.30249422420678856,0.3006172258730643,0.4053262658656065,0.4312034591915159,0.6139660031330919,0.17012315462761926,0.47304893546979976
2424.0627937,0.8352954115284636,0.5527733238658459,0.8914307708980301,0.5678133446273658,0.24009163935843578,0.5485047036373014,0.43315036331150486,0.32912707161742855,0.5420845314294335,0.4255452138152818,0.761744841961555,0.758367711364085,0.3460768427954694,0.42196242119964306,0.5480719772865982,0.5875374589587631,0.31526768017470724,0.4441191513574206,0.38579474557281884,0.4587830447984199,0.43199020405960903,0.477376009785529,0.3113099482428285,0.28337420574423566,0.3837603030781825,0.4125720105163284,0.6071171560178406,0.1752886044649739,0.46698019127810486
2433.58876046,0.828741835955336,0.538133366342929,0.8895162977515366,0.5818738976725065,0.23178179432054863,0.5537067243837455,0.3998705379123335,0.33263630744140277,0.5438949343852624,0.4255374596699663,0.7616909542770453,0.754626641678445,0.34647240924348605,0.4193848308060384,0.5358123102104828,0.5827861853257239,0.31320829607409256,0.43636167897626094,0.3820539801171082,0.4500929897804982,0.4311785188431464,0.46619801454852,0.3079657386497933,0.2722977367183507,0.3636277564655559,0.3995621127907653,0.6024292904020709,0.177638060098239,0.46276968965296955
2443.11884877,0.8201964226397357,0.5233925567947575,0.8877101542484483,0.5896120000426345,0.22361102083102544,0.554589684586224,0.36757626296975837,0.33652053656234837,0.5454900721218994,0.4252061733974481,0.7611972621576225,0.7510417807667886,0.3469276870365292,0.41595895913630354,0.5220883653991655,0.5791374742912258,0.3126657161542113,0.42993542071740104,0.38010907273634187,0.441676752225439,0.42999284880953126,0.455566059216648,0.30128529764592515,0.2709866368637698,0.34561773815344293,0.39019405406883934,0.5941736957280532,0.17677791579863153,0.45961158929863705
2452.65303176,0.8096443763496609,0.5101181584359888,0.8862547752658108,0.5890804017794598,0.21585263848647326,0.5517030202556329,0.33731470859564705,0.34054923107628976,0.5468295266010473,0.4244485842161477,0.7608101795145534,0.7478554306022429,0.34740023087063504,0.4117841150027624,0.5108064088689318,0.5770326632918799,0.3139651803214362,0.42368260304049193,0.3800531949615305,0.4340696897829881,0.42842295612626224,0.44439709934651467,0.2954087054322385,0.2694703567602557,0.33019539594943254,0.38277210597727446,0.5812363900308398,0.17389951515721383,0.4567787664669376
2462.19128285,0.7966885163040888,0.49933849256224644,0.8850457771860372,0.5827229250952669,0.20868945008873316,0.5462220973813067,0.3096715153027688,0.34429066771326783,0.5481268447095382,0.42357109256865744,0.7603419032743992,0.7450584312357047,0.34777662191497355,0.4073852268994585,0.5020371093600469,0.5762576777084981,0.31606004602572885,0.41661243743783705,0.3789860131961427,0.42757465999385774,0.4263067474939662,0.4334772250909844,0.29208374450179914,0.26228569523625955,0.3171090612086022,0.3751218382289062,0.5695110671115631,0.1701490251649266,0.45380626917795075
2471.73357568,0.7820060198998181,0.49086961476480895,0.8841117617661487,0.5747036070949847,0.20222969290962994,0.5379925767410549,0.2866930694144549,0.34825824646047454,0.5496739779825502,0.42308067560480944,0.7598256128523349,0.7428565078072049,0.34805071352941025,0.40426102898596616,0.49331582999355467,0.5758350045108851,0.31832901510620143,0.408074027813954,0.37495754003152615,0.42184366661783,0.42340334251559475,0.4247973878981619,0.2944021758105719,0.2571300632873143,0.3073760799062588,0.3671177357689622,0.5650303832694636,0.16584966423423692,0.45039951893653746
2481.27988414,0.7679851228839891,0.48404433804315333,0.8833565770938917,0.5700415156264058,0.196534950975889,0.5276778765103901,0.2681265226125628,0.3525544854355532,0.5513835116926554,0.42272196914262994,0.7595931245025388,0.741112840389248,0.34830148733707483,0.40296152870623414,0.48311546256050264,0.5756629279839326,0.32050155189905793,0.3991709777547094,0.36890547352660175,0.4167007438537517,0.41959457635121944,0.41711664243665986,0.30146252204732554,0.2561829216509482,0.3007733814698999,0.3609825368679765,0.5642942518458121,0.1609411561314444,0.44640107602179274
2490.83018234,0.7567792379510214,0.4787239892797024,0.8825250847920022,0.5686544227805893,0.19154313843130494,0.5167537456584687,0.25254952203408587,0.35720182606171863,0.5527403876862987,0.42218725610729235,0.7590137772186862,0.7393776305384209,0.3485920334420836,0.4026233936611074,0.4732395282171877,0.5756779679228555,0.3222739468848919,0.39072042664443196,0.3627343983366858,0.4117269403257021,0.41546117142876904,0.40880132623973986,0.3092856521262772,0.24699530239598663,0.29652904411247144,0.3586387626415065,0.5599690213197529,0.15575753654985044,0.4418366288480546
2500.38444467,0.7478340175528438,0.47642353172006613,0.8813041666221815,0.5654741800126866,0.18715709335484387,0.5063794575855741,0.24068877135419967,0.3618459950600692,0.5538003525103021,0.42173527037503317,0.7583058189453741,0.7371980359761555,0.3489523225773553,0.402371397999755,0.46598372594586507,0.5758218500686195,0.3230074620144449,0.38405841776014776,0.35683530865838914,0.4062661078144338,0.4120291572283359,0.4009130755176172,0.3144980713290934,0.22836696325853997,0.2955489465446379,0.3594252218464343,0.5479269277370262,0.15077808948878912,0.43681972572957756
