,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
1648.57498892,0.9975528428652768,0.9986706880159173,0.999106306007262,0.9993790442583745,0.9999450604239732,0.9999049543766675,1.0,0.9995699712631374,0.9999332459825546,1.0,0.9999021921811121,0.9994149114044169,0.909599176606667,0.9136277098759222,0.916805536679533,0.9039514214820467,0.9813080894319538,0.9918776531777,0.9923862089820165,0.9916704279732571,0.9996858000796414,0.9990191005684685,0.9992332364820108,0.9993694750159207,0.9995786647953162,0.9993841014561546,0.9998803749934237,1.0,1.0,0.9999082482306221,0.9996817426278654,0.9999473320558803,0.9998921512967069,0.9999243230530839,0.9999929209073714,0.9995887310917525,0.9996605201083993,0.9999297858675554,1.0,0.9998441588628639,1.0,0.9995320194433529,1.0,0.998635893163648,0.9998833298179008,1.0,0.9993435650658569,0.9971735037621656,0.9847796367478204,0.9948821223997593,0.9943194146248743,0.9943068977664662
1655.33520858,0.9985576706795241,0.9995683098844117,0.9999008895387992,0.9995497858978242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9998452723139855,0.910852938860867,0.9142343426818651,0.9176132950709708,0.905064010555678,0.9916295444431338,0.9971636410391141,0.9972726270217556,0.9966779536354095,1.0,0.9996352104331325,1.0,0.9997304897486036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999666933228541,1.0,0.9998702124440021,1.0,1.0,1.0,1.0,1.0,0.9998409611655588,1.0,0.9986305578709954,1.0,1.0,0.9993449502624068,0.997118670967545,0.9847874979827016,0.9952710710522307,0.9945034451707864,0.9944367002899113
1662.47344048,0.9994095553514553,1.0,1.0,0.9996064780866614,1.0,1.0,0.9995011876490754,0.9997466311836757,1.0,1.0,0.9999545702669522,1.0,0.9116566920126673,0.9144452642060977,0.9182097120713768,0.9060090455406679,0.9984807417808265,1.0,1.0,0.9998259560299979,1.0,0.999905286068563,1.0,1.0,1.0,1.0,1.0,0.9999055560563592,0.9999458722735782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999824476455125,0.9998145875937261,0.9999928466139504,0.99949563122039,1.0,0.9997553775942714,0.9988779525869639,0.9998900603069785,0.99982085106046,0.9993400913051301,0.9970359365110524,0.9844059541979164,0.9954209115217111,0.994599850374267,0.9945010127580322
1670.05561049,0.9993982475859186,0.9998717918498947,0.999638653343145,0.9994057791999447,0.9997529049651559,0.9997266348346836,0.9984369096698352,0.9990857035270548,0.9997070560692407,0.999797457831257,0.9993904574398025,0.999752965871273,0.9118634213615919,0.9142417807103083,0.9187602819692554,0.90680025718942,1.0,1.0,1.0,1.0,1.0,0.9997358974751056,1.0,1.0,0.9996931442669862,1.0,0.9999724566169997,0.9991316477258684,0.9993652175893699,0.9995648774159589,0.999575530064807,0.9999437296303616,0.9998503954211694,0.9998183989451778,0.9997703412810452,0.9997862505859294,0.9995956714660829,0.9996448760634832,0.9989124763362038,0.9988389703320892,0.9980515946615238,1.0,0.9989756095766524,0.9987607787863315,0.9994214559990494,0.9994687412016777,0.9993449609331386,0.9969686525313165,0.9836968758780904,0.995301807119071,0.9944619795952028,0.9944812613993
1678.16902352,0.9995933498842592,1.0,0.9997806423567229,0.9997660101104185,0.9998751382590263,0.9998885412574208,0.9980705532072998,0.9986814129408605,0.999855524173009,0.9998706028424931,0.9993452899126578,0.9998173108606081,0.9124262702696982,0.9147771158339134,0.9196783119442369,0.9080854886359173,0.9979790362936378,0.9993595185676858,1.0,1.0,1.0,0.9998649182125258,1.0,1.0,0.9996403771282546,1.0,1.0,0.9993193834616736,0.999674661878995,0.9999615338189803,0.9994571929716656,1.0,0.9997925957736411,0.999877053628221,0.9998413065760391,0.9997568777037628,0.9996181297526315,0.9997254728792856,0.9979989813256799,0.997661889068032,0.9970182773005246,0.9996744704275321,0.9993181971220634,0.9991502058122752,0.9996918913362954,0.9996227728449487,0.9993573979889283,0.9969472088137346,0.9833201120777194,0.9952199914276462,0.9944603016748674,0.9946784693918389
1686.55255666,1.0,1.0,1.0,1.0,1.0,1.0,0.9983847868260369,0.9989055196123938,1.0,1.0,0.9995050155251199,1.0,0.9131936600580507,0.9160333975697208,0.9207120576225937,0.909439240718678,0.9880803094911681,0.9951847490933377,0.9972193284076346,0.9961101996921988,1.0,1.0,1.0,1.0,0.999857178003674,1.0,1.0,1.0,1.0,1.0,0.9998409017390414,1.0,1.0,1.0,1.0,0.9999220934912291,0.9998627933433883,0.9999725128814313,0.9965155712099161,0.9959901244553377,0.9952365823713449,0.9991764013091528,0.9996551723297099,0.9997234198197581,1.0,0.9999158068334776,0.9993362457643706,0.9969188403389911,0.9831921240845,0.9951022219564357,0.9945952168266664,0.9948900179658641
1694.9652068,1.0,1.0,0.999891480749307,1.0,1.0,1.0,0.9985764242863387,0.9995293220277615,1.0,1.0,0.9996638072692055,1.0,0.9140717417102968,0.9174511114551103,0.921401663287629,0.9104798462164998,0.9678929446534147,0.9860707106561285,0.9890937853309494,0.9866306949676062,1.0,1.0,0.9994050570459704,1.0,1.0,0.9994570019313551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99998029121902,1.0,0.9998494313368825,1.0,0.9944056496617059,0.9936689369137911,0.9923753677839868,0.9980153748584374,0.9996069990341121,0.9996841925991197,1.0,1.0,0.9993528288412166,0.996878750099394,0.9830922311992659,0.9948341071681192,0.9946388100402827,0.9948855330089421
1703.40698655,1.0,1.0,1.0,1.0,1.0,1.0,0.9984586692255003,1.0,0.9999194494263354,0.9997594517019914,1.0,1.0,0.9152511528846873,0.9185664391828829,0.9219978211287553,0.9116526803480883,0.9382386198740257,0.9724902389967205,0.9756372668793031,0.9720672931987042,0.9990270490047067,0.9997952750171836,0.9957023589053033,0.999288149944772,0.9995486554876878,0.9967876482019226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9922962695530984,0.9915155169370441,0.9894865547996563,0.9969528592302858,1.0,0.9996383814224004,1.0,1.0,0.9993408221385821,0.9968366019047009,0.9830936834123999,0.9948508266365639,0.9947896825676522,0.9948897874807549
1711.87790799,1.0,1.0,1.0,1.0,1.0,1.0,0.9979077877168583,0.9997590457564356,0.9995250734256851,0.9991393953208043,1.0,1.0,0.9162823884482695,0.9189713549724762,0.922550212194339,0.9127632494009535,0.9022603228188468,0.9550579464536134,0.9574672991116727,0.9534986187501596,0.9961544109669274,0.9985710949884732,0.9887112927112985,0.9968866682106272,0.998221333624282,0.991349802545239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9997549531119903,1.0,1.0,0.9909180046179965,0.9897014116739851,0.9870453933281261,0.995772145100287,1.0,1.0,1.0,1.0,0.999300568564202,0.996812762777536,0.9829709788178089,0.9949977450903662,0.9947013744000106,0.9948068344468532
1720.37798277,1.0,1.0,1.0,1.0,1.0,1.0,0.9968822059600001,0.9988536636886006,0.9990732313254502,0.9983811900145944,0.9995740826495841,1.0,0.9172329407943776,0.9186704589844533,0.9228011655849563,0.9135112929536198,0.8651762752957219,0.9356913850188949,0.937156065722423,0.9330061535274438,0.9915952627259659,0.9955433681923964,0.9789754892256662,0.9926389111597971,0.9959135675773243,0.9830951331444917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993824036373911,0.9995283220206754,0.9995377603815291,0.9999814317961737,0.9904335870670026,0.988141627129908,0.9857688134203251,0.994693506273097,1.0,1.0,1.0,0.9999665460120855,0.9992747962098709,0.9967995102669829,0.9825037205904784,0.9950278609071049,0.9943475290565222,0.9946465245773857
1728.90722205,1.0,1.0,1.0,1.0,0.9998335461660007,1.0,0.9953718764689466,0.9977406678834817,0.998548127499924,0.9972464692717379,0.9985259071091286,0.9996532658354333,0.9179852889888143,0.9179250803157871,0.9228458898350076,0.9134984906700033,0.8328402269403218,0.9177559005674925,0.9176228362891553,0.9138185207226273,0.9859717738415886,0.9913281309062834,0.9676072652168896,0.9874960526420801,0.992903170771715,0.973202035294715,1.0,1.0,1.0,0.9999091116075111,1.0,1.0,1.0,1.0,0.9987805465043221,0.9989890099568899,0.9988651456133473,0.9998238509426651,0.9909185692516476,0.9879953820246461,0.9861096539930767,0.9941779363003282,1.0,0.9998573784430345,1.0,1.0,0.9992809848396937,0.9967930752830546,0.981741841401198,0.9950885533119078,0.9941764128930335,0.9945821480515588
1737.46563653,1.0,1.0,0.9995463756014008,0.9999170171736826,0.999041682438582,0.9995972668068365,0.9936826688387753,0.9964044601399183,0.9975802646576097,0.9953281997817663,0.9970569711650921,0.9988705264276465,0.9178787277604156,0.9171023994001486,0.9225386478983707,0.9129742553368958,0.8092988696983398,0.9039644613511173,0.9019804535207006,0.8994464357651202,0.9806400103702791,0.9871959656786367,0.9572918328543075,0.982475380771666,0.9898864825519569,0.9639552620745416,0.9996208183098645,1.0,1.0,0.9993230011515964,1.0,1.0,0.9997031608339141,0.9999337280571335,0.9982920369808637,0.99776224178269,0.9981528753457136,0.999058199296884,0.9917514407367134,0.9891880642100425,0.9876615101855369,0.9947169086933189,1.0,0.9992402845264338,0.9997098092372276,1.0,0.9992832356341999,0.9967835539884722,0.980780967422867,0.9950081560570635,0.9940981523503818,0.9944413664051671
1746.04891596,1.0,1.0,0.9985566186471229,0.9998634749482889,0.9980309773067049,0.9992246486246943,0.9922126752634993,0.9954147997508567,0.9964587526123824,0.993604397419368,0.9955090821344301,0.9976890866478052,0.9172181560484353,0.9166984239240854,0.9224155020801444,0.9126501551415188,0.7977380181945196,0.8968492486550036,0.8936980848467139,0.8926459766343775,0.9776300266994506,0.9844972221272954,0.9514954197436227,0.979042861929774,0.9879029582567044,0.9584543382747162,0.9988904992242793,0.9998485449916975,1.0,0.9983448251122571,0.9999050582044401,1.0,0.9991401606708245,0.9997935603338253,0.997498253013281,0.9965290213974191,0.9974465941234585,0.9979665990201055,0.9919220294271763,0.9903430815131358,0.9890877509357576,0.9957672591614087,0.9999959158884585,0.9986569601588786,0.999539554132573,1.0,0.999233205020312,0.9967805259655603,0.9800445873248911,0.9949728646714686,0.9941103918657057,0.994444948056957
1754.65358123,1.0,0.9998434471969961,0.9976537824948127,0.9999926528639433,0.9964945172323891,0.9988037770357815,0.9910660163846714,0.9949801259641785,0.9953919785456593,0.992110081801697,0.9939301475297814,0.9965658304350026,0.9169906233637828,0.9165778502831131,0.9225977207376701,0.9126898210116753,0.7975970111512863,0.896852728358107,0.8936613285787806,0.8934432063896371,0.9778354285650434,0.9838560252765783,0.9518303555321203,0.9783567935525352,0.9875210650753005,0.9584441448601198,0.997741016836108,0.9992827549918806,0.9996673301164412,0.9968084159051588,0.9996940261585855,1.0,0.998675855393878,0.9992066326941804,0.9961875811088677,0.9954452395760641,0.996203959497118,0.9970508227137566,0.9920077635710597,0.9909599316541315,0.9894500439528631,0.9962243097345616,0.9999166983674214,0.9979207136311777,0.9994289173284067,0.9998775868922771,0.9991616024400299,0.9967604552143127,0.9793721827204733,0.9949831744510721,0.9941455201206248,0.9945391643788536
1763.27958128,0.999951274501992,0.9995313227098769,0.9968469551948814,1.0,0.9948396468504055,0.9981841261966552,0.9904003600463602,0.9946715991423825,0.9942933980062677,0.9907042532600756,0.9923542434912705,0.9954251821253534,0.917410348355136,0.9169874097995674,0.9233129660210401,0.9130769266077654,0.8048184081513328,0.9015181178100268,0.8993462967691406,0.8992955327379152,0.9798954626459428,0.9843939844840125,0.9559449091828149,0.9799370923908493,0.9884349429806571,0.962033787098271,0.9961467216404523,0.9986821801835376,0.9987013916401252,0.9948957256059064,0.9995308504080992,0.9999011066019985,0.9982300265204782,0.9987181848387385,0.9947997121993684,0.9944924497564263,0.9947366110303792,0.9964224173145336,0.9929461968927907,0.9918115478889407,0.9903207549206372,0.9962551371863322,0.9999964363206052,0.9966431042289423,0.999144746082096,0.9997744182552935,0.9991375704785075,0.9966772229811993,0.9786420648673143,0.9950124175931415,0.9941293308354873,0.9946135259406952
1771.92686491,0.9995331485300565,0.9990351976419833,0.9958646572109047,0.999956427075951,0.9933502993069276,0.9970216370794752,0.9896541824445234,0.9941354120675486,0.993095556319029,0.9892652400940793,0.9908796841306945,0.9941828571078769,0.9180599790653923,0.9175323151749203,0.9238494933062884,0.9136461330920842,0.8153901805299035,0.9078995019661172,0.9070897072468203,0.9073554294959962,0.9822554919687337,0.9849896585658295,0.9611194568434135,0.9822285262502088,0.9894159382275636,0.9664195891620649,0.9943307180565969,0.9983037147135194,0.997532984826176,0.9921925401729303,0.9993503997109987,0.9996271553670869,0.9974734476066877,0.9982073347744771,0.9936225174176292,0.9933035624337058,0.9938014383588883,0.9956681723246112,0.9942369426719398,0.9930195575008465,0.992035411312266,0.9962835245744971,0.9997708278895345,0.9955305859557044,0.9986536359346198,0.9995775131106972,0.9991421675211551,0.9966185900432822,0.9778205607258361,0.9948277459671868,0.9939499835117782,0.9944877941560657
1780.59538078,0.9991620948785535,0.9986813575409045,0.9951986084924173,0.9993581739294436,0.9923679105771993,0.9960169012601635,0.9883076350912157,0.9929978038460875,0.992247189588952,0.9885387208861991,0.9900732147487913,0.9934899039847025,0.9188220230721298,0.9183150458733215,0.9243110074351484,0.9145446970335936,0.8293753131305207,0.9159004373177372,0.9166511306389094,0.9172791264749549,0.9854097056835548,0.9863966591093657,0.9680437848247516,0.9852346917180982,0.9902810292724019,0.9721921664445093,0.9932658099793816,0.9982709006854618,0.9970749730144397,0.9900072768109532,0.9994552247525534,0.99948616856458,0.9969421096092732,0.9980819334201412,0.9929664660077105,0.9921301510186648,0.993787019867589,0.9955031387039928,0.9962747590287095,0.9952612976192785,0.9940838420473586,0.9966297502521243,0.9996008376591184,0.994945019201932,0.998063195874494,0.9995498349120363,0.9991589019640039,0.9965666750132443,0.9771267644364761,0.9946462364077422,0.9938221309287388,0.9943089640238868
1789.28507741,0.999045098309574,0.9986979627517026,0.9951189490160411,0.9989669678145063,0.9916800947482425,0.9947955695131315,0.9862053500453757,0.9908244664491243,0.9920755963475524,0.9881501736043398,0.989629525659382,0.9932729707824016,0.9196350799000309,0.9191299128648813,0.925104687104653,0.9155082517763222,0.8469375099178974,0.9259543931865758,0.9284294824750803,0.929181516391211,0.9895179949852094,0.9883917387114926,0.9769139263621893,0.9891707761137223,0.9914928658435662,0.9797381560851003,0.9925111512689494,0.9982419853047273,0.9973273819918147,0.9885198483141768,0.9994508307282287,0.9992624514851629,0.9968888727462304,0.9982989633448489,0.9922890585253297,0.9912387512548115,0.9937774064346393,0.9956803670211491,0.9982896404682602,0.9974878999056739,0.9959595853391918,0.9972060031646552,0.9995322965932578,0.9946382771385838,0.9980934794693178,0.9993409618979259,0.9992570679570927,0.9965059007171174,0.9767269501576712,0.9945542295531509,0.9936675349888764,0.9940876855789783
1797.9959032,0.9991685292886253,0.9991116449010139,0.9950286242036209,0.9993834883566887,0.9909297717686768,0.9933653509775161,0.9845493635381489,0.9893669903421601,0.9922660150217057,0.9880314074539117,0.9893730824330912,0.9928362143418691,0.9204554622463649,0.9200506905413367,0.9258466996384802,0.9167125689054975,0.8657603225808705,0.9373014200819428,0.9410021253527766,0.9417093527345253,0.9939247869248194,0.990339833258433,0.9857219145407847,0.9933911013946946,0.9930385021330308,0.9875054544841776,0.9922560838030717,0.9982787141056111,0.9980396782861737,0.9880785295800885,0.99953317788698,0.9991561067198406,0.9972464210759547,0.9988174382634135,0.9913489521529597,0.9906671295547337,0.9938019520023856,0.9956253388598391,0.9991850228708592,0.998873907683366,0.9975924839534964,0.9982874668024775,0.9997354567285615,0.9940355609176974,0.9987327095212845,0.9993182752387273,0.999327623455808,0.9965005033087126,0.976546723218607,0.9944315984942365,0.9936664001239688,0.9938420321385566
1806.7210252,0.999556937039834,0.9997232409984838,0.99485770964553,0.9998714461179146,0.9899055313361033,0.9923029166684137,0.9833689892088645,0.9888026934336371,0.9924336380517292,0.9879295947508917,0.9893917324469484,0.9923075325714331,0.9216141127598139,0.9211563974968485,0.9269111810330121,0.9180441486573949,0.8821113530846891,0.9478013220391234,0.9522653698512018,0.9529016590356966,0.9974688047551737,0.9920100423173912,0.9927491027251214,0.996703533486237,0.9947773382960928,0.9937639796597528,0.992588800203051,0.9990011145090987,0.9991551573759384,0.9882571893071112,0.9998594207025021,0.9995759321360664,0.9980010759338147,0.9996344585580345,0.9907015917200195,0.9902681220540845,0.9938946438820816,0.9954181726623406,0.9993932805539886,0.9996008335666712,0.9990710346825392,0.999376057774336,1.0,0.9931796778113255,0.9997152729442194,0.9997055554276343,0.999302038199441,0.9964989605139457,0.9762724312325671,0.994178636982517,0.9936346374984631,0.993728988513518
1815.45600983,1.0,1.0,0.9944953013237045,1.0,0.9884573416571882,0.9914260572811218,0.9821255731397293,0.988610441452259,0.992113088780101,0.987382689569844,0.9889726807365871,0.9916695237316143,0.9231608365375759,0.9224112791426354,0.9283618356359402,0.9193100646728465,0.8942501620403288,0.9558755556315319,0.9610265269209468,0.9616646378429566,0.9996803739912657,0.9927799313009901,0.9977472272397264,0.9989314478773544,0.9965727317628618,0.9980515920037137,0.9929303667954831,1.0,1.0,0.9878935005606263,1.0,1.0,0.9985713965045615,1.0,0.9904747591221317,0.9898969555825524,0.9935154483129764,0.9953084730159218,0.9998260178897006,1.0,1.0,1.0,1.0,0.9929053681431249,1.0,1.0,0.9992268482256265,0.9965169201892436,0.975893288598409,0.9941011544954188,0.9934673095462485,0.9938129531417581
1824.20079533,1.0,0.99923978781643,0.9931885499601735,1.0,0.9867022345087354,0.9904363932506361,0.9804300059937356,0.9888045862097702,0.9911645248128759,0.9860999163496522,0.9877523465042662,0.9907038620631472,0.9241977549647852,0.9230381586241027,0.9291786923258917,0.9206283530694472,0.9011607785504506,0.9608696218272076,0.9664819580739213,0.967095470632406,1.0,0.9925646409012314,1.0,1.0,0.9973911296711784,1.0,0.992239285396241,1.0,0.999084461395137,0.9858109249195964,1.0,1.0,0.9984970225924611,1.0,0.990335885501397,0.9894831622972942,0.992801977119651,0.9950927357162951,1.0,1.0,1.0,0.9998072162634126,1.0,0.9920459588373445,1.0,1.0,0.9992172586377296,0.9965116396520243,0.9753767179525379,0.9941959893020283,0.9933947000082595,0.9938669220994601
1832.95532041,0.9988766041999219,0.9964051846490908,0.9908550941323511,1.0,0.9849962294870526,0.9893403461271365,0.9789441984853755,0.9881269874424119,0.9897184265428823,0.9844172570904282,0.9857548424957528,0.988981238194559,0.9248251486347058,0.9231191875721239,0.9297108872467755,0.9223183698553151,0.9020350652928222,0.9618387635878151,0.9678460447262114,0.9680010170005137,0.9998695042399893,0.9915544072747626,1.0,0.9996490996255866,0.9968714549607833,0.9999603696018005,0.989425655126994,0.9990525253385318,0.9949061923435748,0.9817152757394972,0.9991937981649712,0.9999156183416918,0.9971231000360166,0.9993548262314982,0.9898117817217363,0.9881938422173319,0.9916997235729375,0.9942985115583763,1.0,1.0,1.0,0.9993647778997404,1.0,0.9900802081922636,0.9996307757207269,0.9997247607634812,0.9992492078154631,0.9964707160702028,0.9751001887927866,0.9941916955322333,0.9932746464854073,0.9936949452851549
