,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
2143.36995005,0.46448692816476755,0.4479712096296744,0.36268653853835003,0.17914404899810726,0.15241733148387024,0.14317985665925567,0.09390692073033186,0.08878670600769704,0.4538102384023152,0.47413878704083484,0.46158030721774135,0.4561048490149349,0.27566356050780627,0.26203965733722573,0.3152018274654987,0.32571687906907887,0.16042562309399347,0.3080722655057858,0.35740695961811575,0.21626344334318182,0.47400103034752705,0.45491963918270123,0.43878990244209903,0.4300447219299148,0.37589272790793776,0.4667891171649345,0.27508500232841765,0.17835266654416723,0.17351585484388193,0.20081150816672758,0.3707935666053421,0.2840932666836366,0.2722557064272731,0.31347148254512197,0.45760546061121304,0.4579494180326422,0.41920646451652716,0.43079814406260913,0.13698995627773908,0.14964484094602898,0.13078851229531405,0.18927267311670404,0.16351721695171392,0.153354992453583,0.15703344787698717,0.15884663107059666,1.0,1.0,0.5921331053890804,0.9981848300265197,0.997432949334559,0.998321960172286
2152.40939672,0.4573539975922481,0.44372063670128986,0.3593820819316493,0.1782455420366178,0.1514875849048031,0.1417857163881323,0.09324647892655437,0.08822938089442929,0.45267054356761743,0.47326146496749727,0.46126067389495595,0.45577875586604044,0.2760185977951082,0.2619906491012877,0.31528690215693933,0.325674698648924,0.1590086017512002,0.3056361152521839,0.3544868841299878,0.21518543561462522,0.4694156682707929,0.45144737009789104,0.43294542032374983,0.42695691169800315,0.37373619598804053,0.4611185191422563,0.27389006825310797,0.1770660152871822,0.1723317248683687,0.20003326581963948,0.36509677402735274,0.2796943368582701,0.2669313560593957,0.3072727361480742,0.456243356298335,0.4571110983048897,0.41873175597933115,0.43036579742256725,0.13388258473590384,0.1462624172719424,0.12744805928091837,0.18593387820799553,0.16233362795933526,0.1521564321865859,0.15601828971396745,0.1578217780332962,1.0,1.0,0.5918510080985117,0.9982030276832162,0.9979452992462622,0.9982464850139621
2161.47548295,0.44941809464345495,0.43879545804407466,0.35512664799279103,0.17698156063979661,0.1502967384858341,0.1404834618155029,0.09238435526581004,0.08758841581535225,0.45138586070788594,0.4716420190458458,0.4599355259013321,0.454724818280919,0.2755506145856412,0.2609925112870018,0.3141071478365666,0.3249358615956755,0.15744705405025974,0.3023476619354217,0.35131217146747873,0.2136595475362705,0.463420569807472,0.4470802759211835,0.4256624349216825,0.42176858944986356,0.3699456144981157,0.4537252439183616,0.27138727411092106,0.17553061969985637,0.17061011403230647,0.19831480190165335,0.3563436534409928,0.2728502846680401,0.25989583493648305,0.2990403101393846,0.45448679408340353,0.45539291654588315,0.41692102484228444,0.42945637874572706,0.13070090079801747,0.1427826546678983,0.12420730345700713,0.18256444458591012,0.16041986162114485,0.1503248736824783,0.15423859800128314,0.15560726696371938,0.9998356774362311,1.0,0.5907833087779616,0.9983441241152734,0.9984548863312019,0.9985948400834328
2170.56821963,0.44256438987598734,0.43329064091380576,0.3501741191314593,0.17565619143432365,0.14887117067942854,0.13898379304893202,0.09157858351048767,0.08692951813308476,0.44968803996148854,0.4696664577884958,0.45785639013317103,0.45252561529323293,0.27523059270753925,0.259845355531996,0.3130060929530433,0.32366264570821246,0.1560050965504429,0.2990050878488376,0.34720575513097596,0.21203937832904363,0.4557909381618157,0.44256559703990067,0.4171736576557673,0.4165234921383354,0.3661979009138648,0.4456127415551405,0.268747604947647,0.17364699839410636,0.16863885598767764,0.19622410418040215,0.3465256889948932,0.2647489056553197,0.2517444116040263,0.28975604334837113,0.45288933573454887,0.45281237278220426,0.4149545805315214,0.4276484688029484,0.12796961808057306,0.13989418991372882,0.12178879431297664,0.17961044110271732,0.15772436795822564,0.1474563711045829,0.15123577021049145,0.15216536177087725,0.999814051231802,1.0,0.5890683943496366,0.9985371523793536,0.997538003040012,0.9986707006343767
2179.68761735,0.4351212261290888,0.427153871331964,0.34530504744848195,0.1735117214326392,0.14747979145161455,0.13772079531846748,0.09050561336628568,0.08625812475421746,0.4477709973336756,0.46705516071561537,0.456075108887875,0.4507438147228936,0.27440815053393575,0.25893176457223804,0.31165413407952675,0.3226364779769896,0.15460545025055777,0.2958280344468798,0.343726210864045,0.2109870154172943,0.4477213429806011,0.43729476805204043,0.4087405812710556,0.41077276014944314,0.36177305766283857,0.4369852481596643,0.26521184258724734,0.17156455074509852,0.16636687989259288,0.19376494888187684,0.33652393227005023,0.25647020875070753,0.24346106111991056,0.28039752195455525,0.45035608567473095,0.45083991663414336,0.41277102288849526,0.42572746039449133,0.125616527048237,0.13713013717798414,0.11944640249811513,0.1766706219415938,0.15355945846330046,0.14368294462092004,0.14673960587239518,0.14763203342796263,1.0,1.0,0.587041871381481,0.999134431729038,0.9980261492584381,0.9989370794090601
2188.8336864,0.42706785105299416,0.41973511743874486,0.33970580839976494,0.17076015156465263,0.1464265071268764,0.13655531960537853,0.08937347989804405,0.08568386648575992,0.44549226308311785,0.4654624952268952,0.4538321886380746,0.44903222707441737,0.2735259586144685,0.2578437869218457,0.31070090983992804,0.3213404375860281,0.15303024697677753,0.293156276810747,0.34021447166988683,0.20967458653263085,0.4391372338441077,0.4319068588986588,0.40041098804135405,0.4046334937040338,0.35746421942565243,0.42876571611799247,0.2614527194777967,0.16970706296629637,0.1633520505921572,0.19179738082173156,0.32747490677843666,0.2491805889896922,0.23580299818159736,0.2721941262160432,0.4489217838540253,0.448734760965261,0.4105687957839718,0.42442423620322595,0.12284340702335138,0.13406831721914853,0.11662169913749884,0.17349758021015402,0.14836076607801033,0.13871503962165105,0.1412211968310226,0.14222499362455462,1.0,1.0,0.5857204342951495,1.0,0.9978768566593756,0.9988289125116678
2198.00643675,0.4182745151235828,0.4120342980237755,0.3331702168793812,0.16745759089932716,0.1453860857297658,0.1352508818293223,0.08839794934339225,0.0852902197936611,0.4441836781299982,0.46322959703829686,0.4525452698533961,0.44742553205390423,0.27259349773994446,0.25702832620608257,0.31011745501937504,0.32073401239582644,0.15174086783941726,0.29090640150751446,0.3367963789589845,0.20805856397066722,0.4306129224594136,0.426422215847726,0.3921759946048647,0.3986983064853765,0.35333096610559844,0.4201001579978099,0.25776271107539667,0.16814071015436574,0.16047650201043473,0.18956221469024742,0.32088880693705396,0.24383582682691873,0.2303416330202645,0.26615369443802417,0.44690105025725035,0.4469198326217334,0.40856268850155736,0.4225214017033429,0.11964744297770383,0.13068491088534262,0.11364714338119285,0.17009294532291808,0.14296485206388804,0.13346906204088524,0.13579084086341645,0.13656699347296805,0.9999657778958236,0.9999399546868077,0.5848710392806905,0.9991352567836217,0.99762027776756,0.9987397346833915
2207.20587807,0.4108262371621482,0.4049609817096332,0.3267100828977092,0.16437855897448966,0.14468318070371083,0.13435388946708307,0.08766375105818737,0.08471518898436864,0.44286059888004536,0.4619778354800339,0.45091258056568206,0.44650433917726007,0.2718660496173989,0.256338048543913,0.3095106370138502,0.32037898303735074,0.15054884412186229,0.2884867074733259,0.3332128446716751,0.2067246838249478,0.42455185828370096,0.4217896318612868,0.38506990282740666,0.3941221295426752,0.3496476060482173,0.41246435753859395,0.2549934216683233,0.1668438556802844,0.15834571345278778,0.18789353255436966,0.318990859118372,0.24238328775991186,0.228539223375903,0.26403839463536377,0.44550655268829453,0.4450971432013794,0.40727016567448704,0.4206352763066241,0.11708367677532695,0.128128611563841,0.11170567739294487,0.16726313618115815,0.13843759114294998,0.12915849468289226,0.13120294941968588,0.1320896698251531,0.9992652445753465,1.0,0.5843952861285544,0.9980934019934372,0.9972269568290104,0.998776505323641
2216.43201972,0.40914563880222254,0.40218875512711505,0.32232216939316494,0.1628643561456787,0.1440461142732492,0.1335880676350456,0.08672629962254845,0.08418687377689163,0.44232771174696145,0.46141548628563905,0.45028741775852227,0.44528321429324813,0.27185387594267024,0.2561685899506324,0.30911312051435097,0.3202739777685202,0.14949571653533858,0.28646713905627424,0.3303528690621037,0.20566048262756256,0.4203497584277753,0.41980322095336536,0.3809533188986786,0.3910048139518821,0.347426789296767,0.4085167794380624,0.2531138135723372,0.1661135726307304,0.15692847478999025,0.1867938409054166,0.3222408457129862,0.24503563998279157,0.2307279335536928,0.26683430135345987,0.44365825411266246,0.4435676483753979,0.40619404978241797,0.4194827829170864,0.11775676219721674,0.1290204224822192,0.11228265618085448,0.16827510441737184,0.1362609502592455,0.1269840806588748,0.12853793838138097,0.1294476556311657,0.9998864725858279,1.0,0.5839904296392608,0.998629500253255,0.9981995885165872,0.998091192251872
2225.68487077,0.4093682662985452,0.4024375022975046,0.3195085030496405,0.1628304793280488,0.14368288834379273,0.1330569483958146,0.0858445436460002,0.08403510579881189,0.44116207981905403,0.4610314455242617,0.44915121275507264,0.4448419240865694,0.27166683555720067,0.25579795223496904,0.30907865091418874,0.3196940972769662,0.14876851429100377,0.2855993453300307,0.3294937307656777,0.20512363067396083,0.41985530018474226,0.41918335964796904,0.381101012267547,0.3903401118917178,0.34729249049224664,0.40857516918687226,0.2511296382849843,0.16488197351223954,0.1555099629990208,0.1853416316437836,0.3268415180245334,0.24897031155830923,0.23399464764989455,0.2711164254844546,0.44264882221505514,0.44227290437995387,0.4058422661762588,0.418905938122886,0.1195445096488708,0.1308092420589523,0.11410412102866718,0.17051133189020878,0.1360396660395217,0.12693744994205772,0.1281581784913012,0.12910647869493888,0.9999114839402855,1.0,0.5843178371207198,0.9985014604811406,0.9979923828942703,0.9979587776667156
2234.96443997,0.40724676571039464,0.4028642422559349,0.31763505187592994,0.16379015180067535,0.14331185129254903,0.13277445090359374,0.08530761271013874,0.08388124578057501,0.44010507874194005,0.4590953428298508,0.44820384736528707,0.4434914399291713,0.2719626726901293,0.25612004455562476,0.3093064882747185,0.31947237402076134,0.1481056786653237,0.28575294343984636,0.3292547458283322,0.20553284845905215,0.4204232659468894,0.42062699642336254,0.3827483997640858,0.3903165400519006,0.34800143398551214,0.41045612006319426,0.24858563266817563,0.1637673363045768,0.15371700376636047,0.18346266066254338,0.32996215293392195,0.2519611857908847,0.23650053423871617,0.273693725414177,0.441820972137989,0.4412762275015857,0.40519750214956957,0.4186215895635758,0.12098868242384295,0.13212293944736853,0.11521963705237302,0.17178986413623623,0.137353271203891,0.12856383904774793,0.13001795471822392,0.13097256423925774,1.0,1.0,0.5850762693627486,0.9987415651985206,0.9978462431040684,0.9977899343419596
2244.27015399,0.4031886321330314,0.40253754364508926,0.3152725430436785,0.16497126099849774,0.14327136870614637,0.1324522274896294,0.08487930206526416,0.0839836859795511,0.43855225930308966,0.45720124785833255,0.4461657612493507,0.442107229239031,0.2722780798376769,0.2568805987699722,0.3096203715594235,0.31963177429695777,0.14726728572633255,0.285529328324985,0.3281865065000865,0.20609472218334696,0.42124335196946766,0.42126573249045945,0.38393479008905407,0.38980905408123895,0.34776496851573996,0.41165049967494693,0.24592266646259253,0.1619151291397182,0.15140498383800896,0.18134044646196032,0.33239797997382126,0.2543891700256375,0.23834165926619463,0.2749927218069454,0.44150371542222594,0.44040045107109466,0.40503202613350126,0.41849924755928897,0.12162180553517705,0.1326669694944657,0.1152668054057983,0.17243541278896068,0.13897282286894938,0.13077949390659024,0.13230745950165512,0.13322668039245106,1.0,1.0,0.585986201467712,0.9978861695319706,0.9967923754912189,0.9976926056496955
2253.60010501,0.3999179856621868,0.40150582162999454,0.3127180647113999,0.16637563881514236,0.14309782114860198,0.13223788007034787,0.08463607264334586,0.08434790284848728,0.43664640961068657,0.45481612957959344,0.4442039502085708,0.43988976847846745,0.2726408857414847,0.2573394347289205,0.31016655363265355,0.3203456210422015,0.14643284122824826,0.2850796784634162,0.3263429495259938,0.20638220456911194,0.4213487056786139,0.42162216901246696,0.3842422970844406,0.38988720791651094,0.34779007912067417,0.41186556531702995,0.24273965819636764,0.1597951061987242,0.14840397738570493,0.17873490932476166,0.3340146149488079,0.2562581106308887,0.23952130519177015,0.2757592291757584,0.4413824579027493,0.4400668491706926,0.4046338555720209,0.4185624099588262,0.12125518942662226,0.13279232601527438,0.11428657525253483,0.17252402285147858,0.14057376362098883,0.1326000271156782,0.1342889634696385,0.13501891907343486,1.0,0.9995798032745782,0.5866001671760364,0.9984695606708567,0.9966631599502161,0.9981506951033465
2262.95428072,0.39807496922687,0.4007546299869824,0.31179065203197,0.16812794852242707,0.14305711537641494,0.13217176979673215,0.08437556295862406,0.08483896030931615,0.4338069597890802,0.4522433632508061,0.44094513342981845,0.43721252456132476,0.27340039902724145,0.25814461216449136,0.3106544511477121,0.3214009535325172,0.1460809690628573,0.283930775983455,0.32466750547886103,0.20542926438783113,0.42188970039461143,0.42168131020328087,0.38476942764616223,0.3896838470588033,0.3482669796284709,0.4127891183455193,0.23808514632441885,0.1574561002684204,0.14473713612015285,0.17549198443895503,0.33453047078554315,0.2570372102938097,0.2403103363589597,0.2754459350228466,0.441620924538403,0.44002887416890224,0.403903979106128,0.4188692117288147,0.12034647489031672,0.13213169341453504,0.1131697989748673,0.17183491016466557,0.1419585660554253,0.13402358934061379,0.13646933215239418,0.13710464639207867,1.0,0.9996335199622685,0.5877100820608233,0.9985466486119995,0.9973448308673748,0.9974675099184335
2272.33266852,0.3959315402452652,0.3997845036785522,0.31041006203359556,0.1694486589414196,0.14300425947158998,0.13174530929137734,0.08393400499134572,0.08522180006808427,0.42948787764107915,0.44805439958017806,0.43643428874773,0.43298170579979944,0.27381502790200823,0.25809847545860104,0.31119494203120723,0.3220736757429465,0.14597440466093992,0.28333431348788535,0.32356649895303513,0.2051973305594314,0.42272886135183785,0.421855425454791,0.38546491266962324,0.3895214015112862,0.349054552317698,0.4140484478790712,0.2323338319307361,0.1546785576655713,0.14064994940941022,0.17157270283099396,0.3336066289982946,0.25696535301694384,0.23978321923061968,0.2743783547160613,0.44114322942749334,0.4388312991619075,0.4027870700479871,0.41820116918082917,0.11902358858798841,0.13040961368524287,0.11149916527121893,0.17052492974509909,0.1434863801128232,0.13556081476313211,0.13883459673388554,0.13903263137137525,1.0,0.9999861537961177,0.5903365816955383,0.9990639166050223,0.996130848507506,0.9966325666864836
2281.73525558,0.39242871657234474,0.39699847145323464,0.3081060759785102,0.16975798919253834,0.14285622322525923,0.13121841843261076,0.08378885115855701,0.08541566412946006,0.4237923289858707,0.44227481891257586,0.43043496729377245,0.4271734964410347,0.27431165279316044,0.258480062997706,0.3112393068083937,0.3225501496715285,0.14579261735063417,0.2831991480857994,0.3227055991318877,0.20591295001040127,0.42186425842725145,0.4227559702030699,0.38643551092215445,0.3897040420891958,0.3494789982258763,0.41500159511375145,0.22619137462909086,0.15108941704746598,0.1365260290669917,0.16681866250921135,0.33135783383142575,0.2561246711981031,0.23872903400775258,0.2725584102386867,0.4391565941897753,0.43726290694606745,0.40175179623204293,0.41638361224867965,0.1175365947593594,0.12886182162149723,0.10952808683070275,0.16893221161106783,0.14470054170350197,0.13684728433744162,0.140240903818821,0.1398097527447972,1.0,0.9999569907580422,0.5915248228844673,0.9993379364524874,0.9967073626128812,0.9956502596323108
2291.16202877,0.38717044413362084,0.3915621147854431,0.3038512790254241,0.16896261277389207,0.14249949423801123,0.1311172178360681,0.08395672804956868,0.0855985602710172,0.41753284639739,0.4349330631606537,0.4234752348129045,0.4201135058415921,0.27445438069567973,0.2587360061531422,0.3116914707971917,0.3231475059633377,0.1456070535795755,0.28282421520711976,0.3211258091461695,0.20657964827163233,0.41948475102318644,0.42259613065980217,0.38593893538642593,0.3881172869161226,0.3482705954339966,0.4141409506733801,0.22072099654983218,0.1480720972732958,0.1328523952099995,0.16274369089223406,0.3287819382917164,0.2543135048020976,0.23650836000263223,0.26979965571560655,0.4376395107215283,0.43648513859550325,0.40101801464949133,0.4142767312953212,0.11556070346705324,0.1266825970858525,0.10753610903943335,0.166688377313234,0.14462308975651458,0.13657742603105746,0.14013619940508698,0.13946471719435405,1.0,1.0,0.594070670552509,0.9991152793411165,0.9962623222290099,0.996699748907373
2300.61297471,0.37931887573851475,0.3841791806817486,0.2987400015894055,0.16730220087612124,0.14311308139269233,0.13139556519250345,0.08403285915836003,0.08605163090056418,0.41171827345324785,0.4287586132111334,0.41757813072081124,0.41426747180877144,0.2751066257659028,0.25896242429137295,0.3120357118296509,0.323652481965751,0.14568476978679873,0.281815604766699,0.31927149792188686,0.2071514676414647,0.41496673755114966,0.4212249160947975,0.38430352291357794,0.38618692845304703,0.34655325557347744,0.412448886300444,0.21721638071165875,0.14600307858499653,0.13000155411421552,0.16034559468951015,0.3257737943380075,0.2516389681463682,0.2336887875331845,0.26692039304866866,0.43636067943561035,0.4355098932427977,0.39974160467331293,0.4136920156617224,0.11327187360038403,0.1241778031290327,0.10564801359808423,0.1642723626597627,0.14328049728889067,0.1355801673046412,0.1382341857532325,0.13808042898984685,1.0,1.0,0.5966077774603823,0.9976512079595785,0.9951468727762445,0.9951579424329144
