Sample ID,2_Atacama_Red_00002
Species,2_Atacama_Red
Subgroup,2_Atacama_Red
Group,2_Atacama_Red
Library,EXM_MRS
Sample Description,Sample 2
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.105778
351.0,0.10496
352.0,0.104205
353.0,0.103428
354.0,0.102615
355.0,0.101761
356.0,0.10074299999999999
357.0,0.099574
358.0,0.098284
359.0,0.097111
360.0,0.096069
361.0,0.09497
362.0,0.093933
363.0,0.093001
364.0,0.092158
365.0,0.09137
366.0,0.090602
367.0,0.089976
368.0,0.089429
369.0,0.088875
370.0,0.08839999999999999
371.0,0.087984
372.0,0.08759600000000001
373.0,0.08709099999999999
374.0,0.086471
375.0,0.08590099999999999
376.0,0.085328
377.0,0.084732
378.0,0.084008
379.0,0.083246
380.0,0.082514
381.0,0.081831
382.0,0.08120100000000001
383.0,0.080624
384.0,0.080122
385.0,0.079684
386.0,0.07925900000000001
387.0,0.078931
388.0,0.078696
389.0,0.078466
390.0,0.078281
391.0,0.078159
392.0,0.07813500000000001
393.0,0.07819899999999999
394.0,0.078347
395.0,0.078578
396.0,0.07883
397.0,0.079057
398.0,0.079041
399.0,0.078878
400.0,0.07873000000000001
401.0,0.078186
402.0,0.077349
403.0,0.076503
404.0,0.075775
405.0,0.075197
406.0,0.07482899999999999
407.0,0.074614
408.0,0.074512
409.0,0.074412
410.0,0.074379
411.0,0.074433
412.0,0.07456800000000001
413.0,0.07470500000000001
414.0,0.074796
415.0,0.074903
416.0,0.074944
417.0,0.074821
418.0,0.074745
419.0,0.074695
420.0,0.07464
421.0,0.074592
422.0,0.074547
423.0,0.074485
424.0,0.074475
425.0,0.074504
426.0,0.074515
427.0,0.074522
428.0,0.074537
429.0,0.07461000000000001
430.0,0.074713
431.0,0.074839
432.0,0.075011
433.0,0.075201
434.0,0.075393
435.0,0.075546
436.0,0.075723
437.0,0.075961
438.0,0.076215
439.0,0.076462
440.0,0.076683
441.0,0.076892
442.0,0.0771
443.0,0.077319
444.0,0.07751999999999999
445.0,0.077722
446.0,0.077943
447.0,0.078238
448.0,0.078575
449.0,0.078909
450.0,0.07925
451.0,0.079593
452.0,0.079947
453.0,0.080208
454.0,0.08042099999999999
455.0,0.080717
456.0,0.080931
457.0,0.08110300000000001
458.0,0.08141
459.0,0.08165599999999999
460.0,0.081821
461.0,0.082008
462.0,0.082159
463.0,0.08226599999999999
464.0,0.082343
465.0,0.08245200000000001
466.0,0.08260300000000001
467.0,0.082753
468.0,0.08291399999999999
469.0,0.08308600000000001
470.0,0.08327899999999999
471.0,0.083464
472.0,0.083637
473.0,0.083868
474.0,0.084131
475.0,0.08440099999999999
476.0,0.084546
477.0,0.084604
478.0,0.084594
479.0,0.08458199999999999
480.0,0.084647
481.0,0.084815
482.0,0.084955
483.0,0.085101
484.0,0.08526099999999999
485.0,0.08542999999999999
486.0,0.085642
487.0,0.085903
488.0,0.08611100000000001
489.0,0.086317
490.0,0.086537
491.0,0.08676299999999999
492.0,0.08698499999999999
493.0,0.08719900000000001
494.0,0.087409
495.0,0.087638
496.0,0.087891
497.0,0.08813399999999999
498.0,0.08838599999999999
499.0,0.08865500000000001
500.0,0.088953
501.0,0.089219
502.0,0.08943799999999999
