Sample ID,2_Atacama_Red_00003
Species,2_Atacama_Red
Subgroup,2_Atacama_Red
Group,2_Atacama_Red
Library,EXM_MRS
Sample Description,Sample 2
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.120194
351.0,0.119156
352.0,0.117964
353.0,0.116926
354.0,0.115961
355.0,0.114979
356.0,0.113866
357.0,0.112662
358.0,0.111516
359.0,0.110166
360.0,0.108628
361.0,0.107211
362.0,0.105952
363.0,0.10487500000000001
364.0,0.103888
365.0,0.10306900000000001
366.0,0.102468
367.0,0.101776
368.0,0.101111
369.0,0.100631
370.0,0.10016
371.0,0.099659
372.0,0.09906599999999999
373.0,0.098405
374.0,0.09766400000000001
375.0,0.096755
376.0,0.09575900000000001
377.0,0.09472200000000001
378.0,0.093744
379.0,0.092834
380.0,0.092
381.0,0.09123799999999999
382.0,0.090523
383.0,0.089805
384.0,0.08920600000000001
385.0,0.088737
386.0,0.08839499999999999
387.0,0.088113
388.0,0.08787800000000001
389.0,0.08769
390.0,0.087546
391.0,0.08744500000000001
392.0,0.087379
393.0,0.087362
394.0,0.0874
395.0,0.087502
396.0,0.08764799999999999
397.0,0.08781900000000001
398.0,0.087769
399.0,0.08758200000000001
400.0,0.08740600000000001
401.0,0.086813
402.0,0.085875
403.0,0.084797
404.0,0.08392
405.0,0.08326399999999999
406.0,0.082785
407.0,0.08250199999999999
408.0,0.082384
409.0,0.082286
410.0,0.08224500000000001
411.0,0.082271
412.0,0.08242100000000001
413.0,0.082591
414.0,0.082722
415.0,0.082779
416.0,0.08277200000000001
417.0,0.0827
418.0,0.08259499999999999
419.0,0.08248799999999999
420.0,0.08242100000000001
421.0,0.082378
422.0,0.08233599999999999
423.0,0.08224500000000001
424.0,0.082174
425.0,0.08212199999999999
426.0,0.08204800000000001
427.0,0.08205899999999999
428.0,0.082163
429.0,0.082302
430.0,0.082454
431.0,0.082614
432.0,0.082813
433.0,0.083006
434.0,0.083173
435.0,0.083306
436.0,0.08345599999999999
437.0,0.08365600000000001
438.0,0.08396699999999999
439.0,0.084312
440.0,0.08463100000000001
441.0,0.08488699999999999
442.0,0.08509499999999999
443.0,0.085258
444.0,0.085454
445.0,0.08568899999999999
446.0,0.08597099999999999
447.0,0.086327
448.0,0.086723
449.0,0.08712099999999999
450.0,0.087512
451.0,0.087873
452.0,0.088156
453.0,0.088436
454.0,0.08872400000000001
455.0,0.089026
456.0,0.089277
457.0,0.089489
458.0,0.08971299999999999
459.0,0.08996
460.0,0.090211
461.0,0.090374
462.0,0.090528
463.0,0.090694
464.0,0.09089
465.0,0.09104699999999999
466.0,0.091169
467.0,0.09134600000000001
468.0,0.09152900000000001
469.0,0.091712
470.0,0.091907
471.0,0.09212300000000001
472.0,0.09235900000000001
473.0,0.09257199999999999
474.0,0.092883
475.0,0.093306
476.0,0.09345
477.0,0.093486
478.0,0.093475
479.0,0.093362
480.0,0.093361
481.0,0.093552
482.0,0.093721
483.0,0.09391500000000001
484.0,0.094143
485.0,0.09438200000000001
486.0,0.09462799999999999
487.0,0.094873
488.0,0.09512000000000001
489.0,0.095345
490.0,0.095545
491.0,0.09577999999999999
492.0,0.096015
493.0,0.096243
494.0,0.09650399999999999
495.0,0.096766
