Sample ID,2_Atacama_Red_00001
Species,2_Atacama_Red
Subgroup,2_Atacama_Red
Group,2_Atacama_Red
Library,EXM_MRS
Sample Description,Sample 2
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,40,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.116077
351.0,0.115021
352.0,0.11399200000000001
353.0,0.112918
354.0,0.111879
355.0,0.11100199999999999
356.0,0.10996600000000001
357.0,0.108817
358.0,0.107712
359.0,0.1066
360.0,0.105479
361.0,0.104362
362.0,0.10325799999999999
363.0,0.102177
364.0,0.10123900000000001
365.0,0.100397
366.0,0.09962
367.0,0.098911
368.0,0.098273
369.0,0.097704
370.0,0.09716
371.0,0.096662
372.0,0.096281
373.0,0.095756
374.0,0.09508599999999999
375.0,0.094576
376.0,0.09391999999999999
377.0,0.09301399999999999
378.0,0.092059
379.0,0.09105
380.0,0.08999499999999999
381.0,0.089058
382.0,0.08827299999999999
383.0,0.087682
384.0,0.087179
385.0,0.08679600000000001
386.0,0.086616
387.0,0.086504
388.0,0.086416
389.0,0.086241
390.0,0.086092
391.0,0.085992
392.0,0.08583299999999999
393.0,0.085739
394.0,0.085759
395.0,0.085877
396.0,0.086047
397.0,0.086231
398.0,0.08622
399.0,0.086064
400.0,0.085862
401.0,0.085296
402.0,0.084436
403.0,0.08346999999999999
404.0,0.082627
405.0,0.08194499999999999
406.0,0.08146300000000001
407.0,0.08120799999999999
408.0,0.081146
409.0,0.081105
410.0,0.081095
411.0,0.08111
412.0,0.081174
413.0,0.081251
414.0,0.08132400000000001
415.0,0.08133599999999999
416.0,0.08132500000000001
417.0,0.081319
418.0,0.081342
419.0,0.081359
420.0,0.081329
421.0,0.081257
422.0,0.081156
423.0,0.081051
424.0,0.080939
425.0,0.080839
426.0,0.080803
427.0,0.08083800000000001
428.0,0.08093299999999999
429.0,0.081044
430.0,0.081145
431.0,0.08123799999999999
432.0,0.08139900000000001
433.0,0.08157
434.0,0.08172700000000001
435.0,0.08186299999999999
436.0,0.082001
437.0,0.082155
438.0,0.082381
439.0,0.082627
440.0,0.082854
441.0,0.083056
442.0,0.083258
443.0,0.083483
444.0,0.08367699999999999
445.0,0.083862
446.0,0.084069
447.0,0.08434
448.0,0.08467000000000001
449.0,0.085054
450.0,0.08543300000000001
451.0,0.085775
452.0,0.086016
453.0,0.086235
454.0,0.086449
455.0,0.086676
456.0,0.086899
457.0,0.08712400000000001
458.0,0.087374
459.0,0.087625
460.0,0.087858
461.0,0.088027
462.0,0.08812900000000001
463.0,0.088186
464.0,0.088285
465.0,0.088431
466.0,0.088612
467.0,0.08875
468.0,0.088918
469.0,0.089114
470.0,0.089228
471.0,0.089391
472.0,0.089642
473.0,0.08982699999999999
474.0,0.09009700000000001
475.0,0.090474
476.0,0.090601
477.0,0.090573
478.0,0.090443
479.0,0.09044600000000001
480.0,0.090502
481.0,0.09058899999999999
482.0,0.09073
483.0,0.090884
484.0,0.09103199999999999
485.0,0.091207
486.0,0.091392
487.0,0.09158
488.0,0.09178499999999999
489.0,0.092019
490.0,0.09228199999999999
491.0,0.09251200000000001
492.0,0.092738
493.0,0.092973
494.0,0.09322100000000001
495.0,0.093459
496.0,0.093677
497.0,0.09389900000000001
498.0,0.09415699999999999
499.0,0.09445600000000001
