Sample ID,10_Otago_00004
Species,10_Otago
Subgroup,10_Otago
Group,10_Otago
Library,EXM_MRS
Sample Description,Sample 10
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,50,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.08204800000000001
351.0,0.081867
352.0,0.081716
353.0,0.081493
354.0,0.081228
355.0,0.080958
356.0,0.080724
357.0,0.08049899999999999
358.0,0.080212
359.0,0.079859
360.0,0.079458
361.0,0.079142
362.0,0.078857
363.0,0.078585
364.0,0.078295
365.0,0.078081
366.0,0.078011
367.0,0.077953
368.0,0.077923
369.0,0.07793
370.0,0.07810800000000001
371.0,0.078392
372.0,0.078601
373.0,0.07880899999999999
374.0,0.079014
375.0,0.07918
376.0,0.079276
377.0,0.079294
378.0,0.079325
379.0,0.079305
380.0,0.079189
381.0,0.079179
382.0,0.079253
383.0,0.07938200000000001
384.0,0.07952200000000001
385.0,0.079693
386.0,0.079954
387.0,0.08023
388.0,0.08049899999999999
389.0,0.08072599999999999
390.0,0.080964
391.0,0.081233
392.0,0.081548
393.0,0.08187
394.0,0.08218500000000001
395.0,0.08255900000000001
396.0,0.08299
397.0,0.083474
398.0,0.083927
399.0,0.084342
400.0,0.084726
401.0,0.084964
402.0,0.085072
403.0,0.085115
404.0,0.085105
405.0,0.08507999999999999
406.0,0.085129
407.0,0.08529099999999999
408.0,0.08555199999999999
409.0,0.085769
410.0,0.086066
411.0,0.086478
412.0,0.086858
413.0,0.087249
414.0,0.08766600000000001
415.0,0.088053
416.0,0.088433
417.0,0.088824
418.0,0.089161
419.0,0.089497
420.0,0.089908
421.0,0.090306
422.0,0.090702
423.0,0.091139
424.0,0.091548
425.0,0.091934
426.0,0.092324
427.0,0.092713
428.0,0.093116
429.0,0.09359
430.0,0.09408899999999999
431.0,0.094602
432.0,0.095129
433.0,0.09565
434.0,0.096152
435.0,0.096615
436.0,0.097091
437.0,0.097614
438.0,0.098152
439.0,0.098685
440.0,0.09919399999999999
441.0,0.099611
442.0,0.100015
443.0,0.10048299999999999
