Sample ID,10_Otago_00002
Species,10_Otago
Subgroup,10_Otago
Group,10_Otago
Library,EXM_MRS
Sample Description,Sample 10
Date Added,"02/20/2024,02/20/2024"
Viewing Geometry,
Other Information,"Acquired with 1    RS-3500_SN17580H8 [3]
Name: Instrument, dtype: object; 7,32,30,20,50,30 integration times; 100,100 scans averaged"
Composition,
Resolution,2.8nm@700nm 8nm@1500nm 6nm@2100nm
Grain Size,
Locality,
Database of Origin,ExoMars Mission Reference Samples
Wavelength,Response
350.0,0.194217
351.0,0.193525
352.0,0.193034
353.0,0.192421
354.0,0.191878
355.0,0.191689
356.0,0.19127300000000003
357.0,0.190657
358.0,0.18998
359.0,0.189381
360.0,0.18885100000000002
361.0,0.188136
362.0,0.187503
363.0,0.187056
364.0,0.18682500000000002
365.0,0.186707
366.0,0.186613
367.0,0.18675999999999998
368.0,0.187028
369.0,0.18726199999999998
370.0,0.18744700000000003
371.0,0.18758299999999997
372.0,0.187671
373.0,0.18779099999999999
374.0,0.187953
375.0,0.18813
376.0,0.188295
377.0,0.18843
378.0,0.188535
379.0,0.188593
380.0,0.18858799999999998
381.0,0.188691
382.0,0.188877
383.0,0.18910900000000003
384.0,0.189362
385.0,0.189691
386.0,0.190199
387.0,0.19094
388.0,0.19186
389.0,0.19262100000000001
390.0,0.193488
391.0,0.194524
392.0,0.19555499999999998
393.0,0.19659700000000002
394.0,0.19764099999999998
395.0,0.19858399999999998
396.0,0.199524
397.0,0.200538
398.0,0.201206
399.0,0.201628
400.0,0.201955
401.0,0.202089
402.0,0.20206
403.0,0.201925
404.0,0.201985
405.0,0.20224699999999998
406.0,0.20263899999999999
407.0,0.203253
408.0,0.204055
409.0,0.204816
410.0,0.205655
411.0,0.20659400000000003
412.0,0.207481
413.0,0.208408
414.0,0.209421
415.0,0.210311
416.0,0.211153
417.0,0.212008
418.0,0.212848
419.0,0.21368099999999998
420.0,0.214512
421.0,0.215391
422.0,0.216329
423.0,0.21735800000000002
424.0,0.218306
425.0,0.219223
426.0,0.22030999999999998
427.0,0.221407
428.0,0.222498
429.0,0.223661
430.0,0.224878
431.0,0.22613499999999997
432.0,0.227389
433.0,0.2286
434.0,0.229751
435.0,0.230875
436.0,0.232027
437.0,0.23324899999999998
438.0,0.23445
439.0,0.235625
440.0,0.236763
