,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1094.78823545,0.9964021030220145,0.9997477800385962,0.9986776050021858,0.9998743550420742,1.0,0.7569255281949877,0.9919050207135628,0.6462892618705566,1.0,0.713066390518941,0.493710253947618,0.9707504698907804,0.9009035908959444,0.9433900276563353,0.9994066301488108,0.9238935800998939,0.936040802573389,0.9978408876766113,0.9780800375845081,0.9943216564325065,0.9870598547170875,1.0,0.9867957829582169,0.9991505358118893,0.9994826606837526,0.9996174372204818,0.9657252720935581,0.9990530808068605,1.0
1100.05281299,0.9960471578864383,0.9997355476520889,0.9988779715174545,0.9999416151973358,1.0,0.7631018044521929,0.9896271088490805,0.6590806795873873,1.0,0.7122293874459205,0.4979572357047225,0.9708108835298463,0.8988600757256611,0.941382171815482,0.9994004568401738,0.9225806733404419,0.9354138095163002,0.9979262862718213,0.9772222630386841,0.9937968908284244,0.9893635311216407,0.9999479853938583,0.9877618274247864,0.9990064276566342,0.998766103913033,0.9997261315513517,0.9692293054891571,0.9997390161878666,0.9999875576424744
1105.31879326,0.9959154656873681,0.9998098935618195,0.9991053585911427,1.0,0.9999192055101136,0.7701828937697155,0.9871617606723476,0.6721964443025178,1.0,0.7117887156714038,0.5024566462554794,0.9714163089236656,0.8969437981298378,0.939048626702967,0.99931554718399,0.9216887152311636,0.9348140249152868,0.9982058196774704,0.9766082461549183,0.9933862365026029,0.9914627374838141,1.0,0.9886911531555224,0.9986921481635607,0.9980110215278677,0.9998947523621637,0.9729995695365014,0.9999117908954684,1.0
1110.586164,0.9959336183374542,1.0,0.9991662229402639,0.9999065448633399,0.9998704798891555,0.7776654720470139,0.9846144495695698,0.6856483977943539,1.0,0.711475228152531,0.5069579561454489,0.9722327906911035,0.8949037357700065,0.9370985113164183,0.9993494010907747,0.9210069722371695,0.9342400834091606,0.9988723388246871,0.976186621067609,0.9927217385268534,0.9935079066900855,0.9997967179833307,0.9897610678012257,0.9986792019016838,0.9973450806082248,0.9998430317616968,0.9762308008293215,1.0,0.9999638538791995
1115.8549131,0.9955852789865463,1.0,0.9992286614837456,0.9999263270593184,0.9998100719442128,0.7852612863977797,0.9826103412280298,0.6990422611257783,1.0,0.7115843004241413,0.5118038874122636,0.97305124614104,0.8930263290225304,0.9357193845272701,0.9996556447587274,0.9208183345956105,0.9330827261156498,0.9995823471946882,0.9760119465330611,0.9918863025448408,0.995932926647517,0.9991011713374752,0.9906778992541327,0.9985609730702072,0.996778130687437,0.9995043887867504,0.9792467765650507,1.0,0.9998734045461223
1121.12502863,0.9956818573022042,1.0,0.9990949855864182,0.9998630785328817,0.9993765024983994,0.7926909211202754,0.9803412061566441,0.7128413428318683,1.0,0.7116236884100764,0.5170856552037244,0.9739821307918727,0.8910582822848667,0.9351463350619416,0.9997910844534234,0.9204550438488932,0.9322413874713253,1.0,0.9752939233905097,0.9910522042445268,0.9976454582341955,0.9983964480107985,0.991449792324047,0.9989091103845014,0.9968011058149867,0.9994261429470697,0.9819694535690121,1.0,0.999257059768455
1126.42117712,0.995906019593489,1.0,0.9985620789307776,0.9995801794407911,0.9988836254085103,0.8003889774045169,0.9776352199714132,0.7266164370339859,1.0,0.7119219759016353,0.5220155958169117,0.9756108538417136,0.8892701370909832,0.9345873722802833,1.0,0.9197476528185514,0.9322060542326254,0.9997840333074854,0.9747326179987365,0.9910785779121267,0.9985184503586846,0.99729461768662,0.9922647651664811,0.9993806131460474,0.996329366415535,0.9988550782752282,0.9851574963732153,1.0,0.9984266388633254
1131.75559815,0.9959532479526196,0.9999800132570339,0.9983570643064903,0.9995182925815547,0.9977714908040529,0.8082146033114951,0.973817048308073,0.7400002498601728,1.0,0.712639080982427,0.5264867099807106,0.977868188890965,0.8874918007996683,0.9337656337320208,0.9997223459333149,0.9188106266117796,0.931833812515414,0.9988476441248931,0.9746165318903525,0.9915856375098192,0.9994988734016087,0.9950135280290608,0.993226073511956,0.9998928366686536,0.9944751469925585,0.9980859281978113,0.9876371359169523,1.0,0.9972757790214997
1137.12876151,0.9959614324613716,1.0,0.9979043365414909,0.9995782211758597,0.9962732052421804,0.8162655911047637,0.9679805190998553,0.7530802878273358,1.0,0.7139616512717024,0.5308561428756843,0.9808197236983494,0.8855930806195725,0.9329520153552567,0.9996642566099504,0.9184600047400954,0.9315881712096855,0.9978441535147683,0.9745962772934368,0.9909183690543317,0.9999682052299748,0.9913634797692724,0.9938207746910327,1.0,0.9913626382108353,0.9969009605743026,0.9893831116458726,1.0,0.9955824585626815
1142.54114608,0.996127959706441,0.9999383880012885,0.9974446470109479,0.9996448599553935,0.9942293509582721,0.8247945209695555,0.9587247546036258,0.7660516242623491,1.0,0.7161087595276057,0.5353920125476506,0.9831071383218267,0.8838297513201626,0.9327044374194273,0.9996992680578356,0.9182155879547648,0.9316009571049038,0.9966749385788635,0.9741870696505197,0.9897802397090528,1.0,0.9866259654779991,0.9942193368120071,1.0,0.9875033197732839,0.995280433450273,0.9912792163481435,0.9995124032779625,0.992692528014202
1147.99324008,0.996414684994646,0.9997174951404905,0.997558237993569,0.9994740056069071,0.9920656783777045,0.8339042119690188,0.943348279177786,0.7786648473573498,1.0,0.7189216338539356,0.5394550241490466,0.9850491047295632,0.8819111126778859,0.9330770319987174,0.9995051060888351,0.9184120088667943,0.9320726343166297,0.9955490603457093,0.9737923512485971,0.9886196029628977,0.999466661690094,0.9811867505545292,0.9947968154222713,1.0,0.982459995731383,0.9926313313049948,0.9931818525197145,0.9980738786454454,0.9884790373626615
1153.48554133,0.9959978741976481,0.9997429872731561,0.9978716501241962,0.9994676348385314,0.9909538849575567,0.8435479495555606,0.9226471882198487,0.7906731160748999,1.0,0.7211966275687782,0.5434431440323739,0.9873787175490066,0.8801900511680348,0.9336650704505798,0.9994727392559102,0.918632597014853,0.9327302078717733,0.9944710668844559,0.9731234674826227,0.9889570884007131,0.9989060734703382,0.9778298256344461,0.9954662128804015,0.9999622254419344,0.9751827264360803,0.9887253304180988,0.9946111687139154,0.996090148967107,0.9831128809740333
1158.99647413,0.9954318679129709,0.9998083726380323,0.9985456598360553,0.9992701572405148,0.9911240934496488,0.8528761843991438,0.9054519359563429,0.8021335852507977,1.0,0.7225230193023134,0.5471046214638083,0.9898806632376076,0.8781805330121523,0.9343717333900652,0.9996959156028753,0.9191197309186824,0.933272631182395,0.9937144975937927,0.9732606495989891,0.9899664321074976,0.9989632400772902,0.9775031804146375,0.99586317334165,1.0,0.9664531597029684,0.9839624152479014,0.9954919077293923,0.9939725419011346,0.9771700393447537
1164.48107738,0.9955841076128946,0.9998182959119472,0.9994055795840119,0.9993046693767886,0.9920146116253127,0.8617673321642788,0.9042358046379805,0.8132713833442491,1.0,0.7239770291457037,0.5500666385206197,0.9918427183944448,0.8760638259703417,0.9351588912570621,0.9998591559475769,0.9196194022790002,0.9336377956614877,0.9934112871901115,0.97407784958436,0.990746735539772,0.9996443981760844,0.9798265593006347,0.9965488566501182,0.9999515917545362,0.959960700073042,0.9783285490690213,0.9959208883968582,0.992167189115566,0.9713662873803146
1169.93996942,0.9961296445972614,0.9998828140842125,0.9996579164010864,0.999406925912392,0.9928976104035482,0.8714123826686491,0.917007259341189,0.8239260599903849,1.0,0.7255233299164456,0.5523635401111241,0.9939464298296145,0.8739099905521961,0.9362639304406223,1.0,0.9202637441784646,0.9340331981808021,0.9934468289058599,0.9748138008102192,0.9900749950307289,1.0,0.9827810555512008,0.9972218862703013,1.0,0.9592307747998637,0.9723736851296063,0.9967099420960166,0.9907808673026012,0.9662746384980255
1175.3737451,0.9965382581295166,1.0,0.9996489771198782,0.9993860474578317,0.99379789682954,0.8819614627136402,0.9325308958687881,0.833550907882901,1.0,0.7268322291552217,0.554429209251178,0.9960529172779624,0.872281820538195,0.937331382620273,0.9996872570913511,0.9207629981632134,0.9346096001137646,0.9937436216694415,0.9754636694518358,0.9897717823422055,0.9999603471442927,0.9855225786645951,0.9977996591589849,0.9999948760609677,0.9638413495484031,0.9676695325658632,0.9969629956319276,0.9895834854794632,0.9627683665739039
1180.78297699,0.9961647787444703,0.9999441831125305,0.9991267986164531,0.9996329741933118,0.9946034921765678,0.8933089390341764,0.9446792408990415,0.8426542401724992,1.0,0.727209527192286,0.5563510365902737,0.9981767256923795,0.8708132206186593,0.938441238075203,0.999807181228072,0.9216848410305555,0.936096576879405,0.9944472652949962,0.9762748154359767,0.9900414817595613,1.0,0.9877906505841857,0.9987486263218063,1.0,0.9699666943596896,0.9649655646813398,0.9972897375542148,0.9883827393784484,0.9611497154017503
1186.16821657,0.9960879058906416,0.9999020554135084,0.9982716242019352,0.9996129902019044,0.995106427591994,0.9049715386023184,0.9521980359147914,0.8512020000377665,1.0,0.7280801394307286,0.5580821648137448,0.9997954507664155,0.869169065943487,0.9396976655440693,1.0,0.9235263722718506,0.9382248036342202,0.995210453572351,0.9771818861600989,0.9907538847663836,1.0,0.9895226539704485,0.9998068605830155,1.0,0.9752399022436148,0.9631580865502102,0.9975352300504384,0.9871745190300405,0.9604726661550899
1191.52999524,0.9964373898914959,0.9997715564202636,0.9975587394870397,0.9996500207475688,0.995438596690035,0.9163786631713475,0.9563095873168136,0.859134610659399,1.0,0.7287111158002857,0.5593540074173827,1.0,0.8672262082532508,0.9410473020156047,1.0,0.9250189953559842,0.9399405282688298,0.9962716544556166,0.9781284088742426,0.9920610035554537,1.0,0.9908185976228909,1.0,1.0,0.9786230243637276,0.9623153099823943,0.998112549403401,0.9860751223911551,0.9601170592549947
1196.89576018,0.9967022963671596,0.9995742287083572,0.9972370989459359,0.9997913671520657,0.9959155536211055,0.9267386579875655,0.9598273092816322,0.8669203317914104,1.0,0.7286039644663477,0.5607613250842327,1.0,0.8654050420849441,0.9426882807373841,0.9998340107610326,0.9261097572617791,0.9409618894240253,0.9976813881755154,0.9786313634367917,0.9938622786294,1.0,0.9920833676596166,1.0,0.9995161950213957,0.9808181263345902,0.9622459651125327,0.9987263208715822,0.9842033078534488,0.9599929904730138
1202.26638934,0.9970945883330669,0.9994649758619878,0.998031881676446,0.9995762625640972,0.9965976994717447,0.9359525278305598,0.9649431511473585,0.8742323555942026,1.0,0.72792104209833,0.5621622807512155,1.0,0.863929530460022,0.9446292598096288,0.9997190631018175,0.9272332917673447,0.9419310858513948,0.9992085430223607,0.9793356809075241,0.9962941307026885,1.0,0.9931499437244861,0.9997134242134263,0.9988280563686595,0.9824547483927181,0.9623933368176057,0.9991738817422137,0.9823379463604035,0.9602619911619031
1207.64185238,0.9969874212436102,0.9995334689624978,0.9985555191470522,0.9993965970222591,0.9971118180100058,0.945249029899553,0.9704296656054795,0.8807044041099255,0.9998607339975892,0.7269877013965187,0.5633783650649483,1.0,0.8627229146414406,0.9469106038472223,0.9992174320108427,0.9287634099990166,0.9435089548356678,0.9996497600870696,0.9807610483836,0.9988421978624413,1.0,0.9940455372973835,0.9996357425431972,0.9975282036799243,0.9841947967973048,0.9631018033509223,0.9995072782322422,0.9810452073064235,0.9610164942139593
1213.0221192,0.9966126658473524,0.9992207836203666,0.9985685974068181,0.9993639566452082,0.997638700609072,0.9541479531726579,0.9746006982121452,0.8866488659790623,1.0,0.7261358686914147,0.5643262805148512,1.0,0.8617587480630363,0.948948832753123,0.999124239082416,0.9307337619121412,0.9453854994065074,0.9997570067022441,0.9819052318553994,1.0,1.0,0.995288612827403,0.9997487875781343,0.9955732220000469,0.9865723125041644,0.9651790899659275,0.9999957107862663,0.9797207688032651,0.9615651598595639
1218.40715994,0.9967320718833321,0.9988883608583213,0.9980947560283179,0.9992503767716324,0.9979988788409886,0.9622220935600437,0.9774238145455738,0.8924582970801876,1.0,0.7251108459146944,0.5654993815474835,1.0,0.86067203358486,0.9508133404226317,0.9984533824866377,0.9321625402952258,0.9470975125837978,1.0,0.9827888054592275,1.0,1.0,0.9963364838720717,1.0,0.9927492980097175,0.9889911337661945,0.9681143266766753,1.0,0.9783556181562428,0.9618625110177054
1223.79694502,0.9967770495995908,0.9988720912257135,0.9974389371209617,0.999461153190124,0.9981858499790838,0.9701779670131595,0.9794397972361119,0.897718119967849,1.0,0.7233681874721448,0.5667982114492581,1.0,0.8594591654857117,0.9525710068753284,0.9971046134241385,0.9331898101604111,0.9485812187365921,1.0,0.9830829908648955,0.9992402103838292,0.9999918738654451,0.9973425304490804,0.9998569447676297,0.9889218899187666,0.9912052078684096,0.9702371872979204,1.0,0.9769789876771261,0.962630693458765
1229.190873,0.9967478620596841,0.9990442206581541,0.9971472915824232,0.9997892994806991,0.9983119968410356,0.9772481063390437,0.980492490867426,0.9030342886130106,1.0,0.7213661850986101,0.5683498346278157,0.9999714524960766,0.858455309452255,0.9545157053282722,0.9952853881314035,0.934684814319807,0.950187309691715,1.0,0.9830275460273494,0.9985781495818388,1.0,0.9980978755226281,0.9994360948900756,0.9851259290403284,0.993009155591157,0.9718847440562961,1.0,0.9756832000387661,0.9635813260994178
1234.58829679,0.9968067660409965,0.9993400989998044,0.9967220541692267,0.99993680094054,0.99835612868418,0.9826461243405931,0.980894798805506,0.9080101593313931,1.0,0.7199471725943937,0.5699354658561985,1.0,0.8576615909511071,0.9563616808752923,0.9936967477692177,0.9361526499454703,0.951918531438013,1.0,0.9834799675138155,0.9992492059777704,1.0,0.9987938503090649,0.9996158483323685,0.9818257517485134,0.9944736726695993,0.9742215768940243,0.9999659956689917,0.9746176224169336,0.9647060968110439
1239.98919257,0.9971402741532887,0.9995268341538573,0.9966865332428508,1.0,0.9984846685801327,0.9871425202936414,0.981838647332209,0.9126392812955629,1.0,0.7192113063517123,0.5714988315064832,1.0,0.8566624370363368,0.9583744149176133,0.9926827581315835,0.9374921809588038,0.9540705808436075,1.0,0.9845023503277703,1.0,1.0,0.9990705657550905,0.9999840592968278,0.9788593922518652,0.9963001785372426,0.9775225284892763,0.999988251155492,0.9735775252017207,0.9660321634025731
1245.39353673,0.997424317956965,0.9998297151175052,0.9970450742705491,1.0,0.9984582834083623,0.991055221913555,0.9832475068521636,0.9174467318520834,1.0,0.7179681043722413,0.573145045074847,1.0,0.8558008896630204,0.9599868152959116,0.9927309176526892,0.9392655203499691,0.9559265166692248,0.9998448104189123,0.9857243714486379,1.0,1.0,0.9993937321773906,1.0,0.9754901055949119,0.9977608930551376,0.980747742705711,0.999999072634754,0.9729320181531201,0.9674235772676097
1250.80130588,0.9974104112626831,0.9998135047766793,0.997806348586626,0.9999739970062049,0.9987689472090973,0.9945437518086195,0.9845324239894072,0.9221960055794501,0.9998828468433377,0.7163916584780017,0.5750895833852266,1.0,0.8551544222762715,0.9612908428033239,0.9934688786779943,0.9408409625268352,0.9573445094200616,0.9992520334823238,0.987442967787838,0.999706474297601,0.9999605549000501,0.9999159750793728,1.0,0.9710797724268402,0.9989225939384768,0.9834332409101131,1.0,0.9718430429871159,0.9689560589119266
1256.21247686,0.9976911227696401,0.9998297513924088,0.9986235568559425,0.999827482806021,0.9991661243497103,0.9974271213758977,0.9851211946508901,0.9265579065218829,1.0,0.714760775189477,0.5774059386134887,1.0,0.8545923025915284,0.9626977175034419,0.9940986392339005,0.9423477031845681,0.9588276814401202,0.9985221888877459,0.9885965993562071,0.9997288054253566,1.0,1.0,0.9990979310409948,0.9644894257900631,0.9998440721195605,0.9858905351989276,1.0,0.9713423850592378,0.9703315580764537
1261.62708732,0.9976058441335807,0.9999762642872857,0.9993404540320252,0.9993443441903637,0.9995542071955702,0.9994545239549866,0.9852409150689936,0.9305340427064543,1.0,0.7132209323236788,0.5799384279788035,1.0,0.8540826995568096,0.9644667203609434,0.9940636193968958,0.9435938054441917,0.9608758018095671,0.9980143779388132,0.9893757525800105,1.0,1.0,1.0,0.9971610479735536,0.9569004169092098,1.0,0.9878820363544492,0.9998690874484921,0.9709982888601972,0.9718562482675996
1267.05580532,0.9973903632307356,1.0,0.9995926859511607,0.9987221309637854,0.9998686503855746,1.0,0.9853023192264876,0.934328448388425,0.9995874363289383,0.7115569381956186,0.5824942232432508,1.0,0.8535536544827241,0.9662314482470836,0.99329934160309,0.9450718212682828,0.9628766753889724,0.9973401894635234,0.989384123792687,0.9992809796086897,0.9999517823571726,0.9994813747146031,0.9933716843449174,0.9529673907864288,0.9997934086449615,0.9891056635257149,1.0,0.9714506036740683,0.9731543364695451
1272.49861965,0.9971933005474363,0.9999164293963745,0.9993864523455619,0.9978756810378455,1.0,1.0,0.9850195882190267,0.9379461651296133,0.9989021349032338,0.709563782687447,0.5852899689176588,1.0,0.8532275790796693,0.9681494062664834,0.9915049141286155,0.9465905537459008,0.9648329896894949,0.9960239523562407,0.9901023495874042,0.9985963095422755,1.0,0.998659176874409,0.9887387514644794,0.9567361685032718,0.9997099206848823,0.9902056889932296,0.9999324894186037,0.9718463576763084,0.9743459529669587
1277.95551888,0.9969540729591266,0.9996579169388948,0.9990056900053894,0.9967843194869896,0.9999005410765628,1.0,0.9839599994473912,0.9413408477209158,0.9977791668636504,0.7079617325671081,0.5884728790403915,1.0,0.8531977183431663,0.9699759175964859,0.9893707995118035,0.9479310232305893,0.9668401441017884,0.9943547672472162,0.9903490994975523,0.998563040655421,1.0,0.9980309477766622,0.9868525580080355,0.9662717716905675,0.9995878216233997,0.9909787863802721,1.0,0.9720196227356503,0.9754529274354204
1283.42649147,0.9968761702045144,0.999632239021898,0.9986907284195143,0.995575011983266,1.0,0.9999546375138546,0.9819087679464693,0.9447556544375916,0.9962730888740161,0.7066754172212552,0.591896035945174,1.0,0.8533659757941128,0.9719074293108577,0.9868027753872505,0.9497999077143838,0.9687677382262416,0.9941738811518391,0.9909602666110969,0.9978571336977917,0.999984656528287,0.9982914937516235,0.9894465313327626,0.9777873449996345,0.9992452260969803,0.991629281451567,1.0,0.97246084911567,0.9764811391443653
1288.9115257,0.9972263846184422,0.9999425757015041,0.9982110905620869,0.9948592538761308,1.0,0.9994662460785136,0.9790536613424744,0.9483906032072243,0.9948060327894551,0.7056723263953226,0.5955530747055807,1.0,0.8539687014113405,0.9736189826629689,0.9836324108605822,0.9516423028322938,0.9700677261633446,0.9963955563303522,0.9923224486324789,0.9967742960493775,1.0,0.9983607934012455,0.9922764569697654,0.9883582128424866,0.998246739035387,0.9922065179122179,0.9998173200855771,0.9729529910594749,0.9772876919443677
1294.41060969,0.9974328618258802,1.0,0.9978662334406201,0.9947816356875377,1.0,0.9988882648361551,0.9755559786901176,0.9516730284279896,0.993269165401802,0.7044382336035341,0.5998289858761087,1.0,0.8546114687819164,0.9753857428475268,0.9793915957524584,0.9529253248431986,0.9713998254034483,0.9988647804291639,0.9940336595246093,0.9959764019729064,0.9998357416386895,0.9967941459886571,0.9921978139361297,0.9954208751213551,0.996949072784281,0.9922968533527784,0.9997900727413926,0.9732390931328112,0.9777676323981512
1299.91690127,0.9974427175545671,0.999879507085373,0.9974553573405416,0.9949061525189438,1.0,0.9975848063658276,0.9720819560176421,0.9547329198074278,0.9910257297113687,0.7029103333532356,0.6045752660430163,1.0,0.8553917660996422,0.9774447903497182,0.9751259431193421,0.954558076345161,0.9728418445082564,0.999932519071415,0.9952616126384086,0.9948030648487047,0.9996716542573829,0.9953481622232213,0.9922687705284244,0.9989914253347818,0.9951741404477051,0.9919996121525337,0.999725050867071,0.9734936802570023,0.9781653123657555
1305.42577023,0.9970608563011507,0.9997298596821848,0.997637130411472,0.9950486746129206,0.9995470260586881,0.9955582891657024,0.9685167549286052,0.9578861985841606,0.988660934450431,0.7018769910380159,0.6091791928181167,1.0,0.8563102483238214,0.9792991292614386,0.9715616841723278,0.9565975023968825,0.9746861424154528,1.0,0.9957680027914484,0.9946386917054785,0.9993049906024253,0.9939107082898309,0.993605622682939,1.0,0.9925348684936756,0.9909595801904416,1.0,0.9736092714885171,0.9781600678054552
1310.93719838,0.9967644053327556,0.9999431853062065,0.9974936466422493,0.9954635866304804,0.9986736074425092,0.993073993308869,0.9638344879342293,0.9609052379697833,0.9861112968679414,0.7016231354292801,0.6139470007403629,1.0,0.8574104791287092,0.9811647038107404,0.9684775377643934,0.958235077583071,0.9764561589273348,1.0,0.996048814934172,0.9946076462573314,0.9986561887659282,0.9914319914317898,0.994409482876135,0.9991316682258912,0.9891887677685719,0.9896660834324953,1.0,0.9735556909323186,0.9777860708902701
1316.45116775,0.9970067722274009,1.0,0.9972410252569759,0.9957278452093701,0.9969262085546725,0.9908974197628959,0.9574719296653222,0.9639500109132764,0.9828198697870612,0.7010035484712319,0.6191499322438778,0.999943829528044,0.8586605226320628,0.9831907406895839,0.9659935155664147,0.9593565600246308,0.9780892881967068,0.999799451486609,0.9969835118560344,0.993438186390986,0.997580069382391,0.9873907401924438,0.9937944218685787,0.9956020894541517,0.9848703846188971,0.9877401418649584,1.0,0.9731243617768436,0.9774270582557512
1321.96766053,0.9970801017672519,1.0,0.9972742973594756,0.9960233195635577,0.994530629417788,0.9893277374169397,0.9483882500842791,0.9666633681144304,0.9791271138346593,0.7004018780576056,0.6244676735584064,1.0,0.8599296095991805,0.9848924153862175,0.9632790370125915,0.9608282651755192,0.9794789107804309,0.9993285186591203,0.9980720229116806,0.9924479918968536,0.9961007550454477,0.9823805650930211,0.9931854423204343,0.9914192377782087,0.9791488307546099,0.984821279014006,0.9998748510574422,0.9721489742612243,0.9766753658197886
1327.4866591,0.996847412724755,1.0,0.9971091424597963,0.9959692711068338,0.991585945831419,0.9879230324515333,0.9361845482474171,0.9692295196765021,0.9747696104481212,0.7000222523309211,0.6299830644576017,1.0,0.8610409600113919,0.9864988564304084,0.9607592348699913,0.9625903567863704,0.980676537804067,0.9986501297672042,0.9984427102216115,0.991848819008077,0.9947927704959745,0.9767139002136358,0.993232131043805,0.9876536541156435,0.9714929596707926,0.9809977805816243,0.9999701804787161,0.9705455888793121,0.9756933152587747
1333.01349556,0.9964886694619897,0.9998634723064175,0.9970930948522474,0.9959920098981532,0.9880258198277366,0.9856249921738442,0.9214050257567677,0.9717188076571558,0.9703614924611622,0.7005036315768339,0.6363809413737376,1.0,0.8620770462146706,0.9881482752148905,0.9583957109949962,0.9643856137681244,0.9820209425083591,0.9967762403703783,0.9983285074860269,0.9915223075603495,0.99353931905153,0.971084990060043,0.993073022444611,0.9820071639632783,0.962299715789418,0.9766180537257924,1.0,0.9679001311265373,0.9745503218403658
1338.5688161,0.9960334698579019,1.0,0.996997582392122,0.9961721205851752,0.9837940825549154,0.9830368230902973,0.9061228285000632,0.9742319482413176,0.9655225906355821,0.701732394457362,0.6430656933352672,0.9998299328962742,0.8633353689905281,0.9896433911766225,0.9554407983064533,0.9655091947437849,0.9834599829562941,0.99379211081991,0.9977878828305943,0.9910191612613579,0.992379690695061,0.9652988377307943,0.9921896134892074,0.9776396200903936,0.9536457822356758,0.9714031998651763,1.0,0.9640980058061019,0.9732836993299286
1344.15282419,0.995552605255144,0.9997806195265586,0.9965706940253658,0.9959720187032011,0.979355109750639,0.9808443061073376,0.8924660832521515,0.9762010916663427,0.9597667251597989,0.7023567238930077,0.6498334905079549,0.9998787652001209,0.864897271997713,0.9909009885284333,0.950878841370732,0.9657379546956639,0.984501904584958,0.9886129050236677,0.9967196717864978,0.9903503987210156,0.9911712393952887,0.959077745730987,0.9905321743176463,0.9769649032551053,0.9475639852139941,0.9658763801148873,0.999889283011806,0.9593018452203735,0.9720605445024076
1349.76572543,0.9944200768728264,0.999428119054453,0.9962849293132857,0.9956647572786893,0.9746905820479979,0.9794999148721771,0.88072293604632,0.9778689036808415,0.9530259520551119,0.7027849139165581,0.6562609096449833,1.0,0.8665340036379895,0.9912120535617622,0.943642470351053,0.9658995381302005,0.9852494744054642,0.9801828489793506,0.9950530282449622,0.988945531597509,0.989790620723161,0.9519297991869389,0.9879836770163917,0.9778014196400727,0.9447013615990739,0.959894322122219,0.9994748676916744,0.9538569975204684,0.9705185662390583
1355.4077275,0.9930060386804279,0.9988869698533996,0.9956217701423389,0.9955644782389218,0.9688752179625476,0.9787419452153332,0.8709867908174328,0.9791797322600955,0.9459427800812577,0.7035392840889602,0.6630080719908502,0.9999653489551287,0.8682730877683413,0.9909788142408267,0.9343499972788584,0.9664196430903326,0.985843627278718,0.969641158887683,0.9921979880078678,0.9873132658193787,0.98842059278204,0.943799487730859,0.9841797123772321,0.97913351314061,0.9428893077064052,0.9535476978700714,0.9992737355066178,0.9484372039332107,0.9689338740223876
1361.07904029,0.9919705276636923,0.9979085286742884,0.9957219954860187,0.9950129482269064,0.9603733872315103,0.9778516826632832,0.8635030791686528,0.9803385611633371,0.9394145841200267,0.7056273427404441,0.6702276182394127,1.0,0.8701107394771476,0.9910008526259453,0.9268920792939346,0.9678221935029331,0.9854057680149514,0.9606330988410902,0.9881024999649508,0.9834027648676924,0.985796256553381,0.9350773071117285,0.9780837571580384,0.9817517051742947,0.940265106673065,0.9477843723433995,0.9994794738089106,0.9434602742429686,0.9670696645880326
1366.77987583,0.991988049502969,0.9966706231303482,0.9956631078062915,0.9941802953718172,0.9477656484318479,0.9763350935114146,0.8566600828347714,0.9825055152886413,0.9325626367290876,0.7083090689727661,0.6781979265476106,0.9990685126248526,0.8723113850577101,0.9905870130714346,0.9199901695737139,0.9691383762298768,0.9844873272016543,0.9501210015204566,0.9835712630805646,0.9776555216501452,0.9814002875561215,0.9238097655456955,0.9687661063911212,0.9853434551162327,0.9350209316257045,0.9425819381289756,0.9999421579166458,0.9386533242130134,0.9650916634600424
1372.46681289,0.9923585228861626,0.9952075397433813,0.9953093107609811,0.9937940394237026,0.9322495033393768,0.9742183133226927,0.8488250714231521,0.9845485281952,0.9250056511581143,0.7114236263651738,0.6862973248851942,0.9973152381536006,0.875144360655197,0.9892782228457404,0.9094835676771149,0.9695359497196415,0.9812918709404248,0.9271102363164255,0.9756834577320698,0.9720943030548032,0.9755604098736168,0.9058935789130299,0.9517517569461856,0.9866915568619862,0.9262965282617664,0.9376973063926818,1.0,0.9334048417005888,0.962533352904072
1378.13342967,0.9925518007746373,0.9930047514586291,0.9951834496169286,0.9937209879285344,0.915046610517565,0.9710565562683481,0.8373996563896139,0.986169290204527,0.9169860359695018,0.7142991370145848,0.6943504830100329,0.9942420449670695,0.877609462841547,0.9853172727879973,0.8934881426376002,0.9689362147647331,0.9765980097621085,0.8827679996712624,0.9565755004848573,0.9649257577601491,0.9684752258109784,0.8758729602328759,0.9156194991933739,0.9848063408318684,0.9133211496451425,0.9331350559262322,0.9996092590870514,0.9269768167437197,0.9591687341860357
1383.78010777,0.9925350373994427,0.989180329913331,0.9947208372355228,0.9928036310775921,0.8946489839177463,0.9686540454879087,0.8208162242525797,0.9877096610899685,0.9080134623209465,0.7178918583297914,0.7023586960009026,0.9917818224686589,0.8798265106257406,0.9750326096753132,0.8743125074084307,0.9686662335460183,0.9690939583367514,0.8411643461411041,0.9302091680687168,0.9521327739272536,0.9570645256776412,0.8267625796509929,0.8445490542925194,0.980175398214908,0.8959340207712567,0.9291204268872207,1.0,0.9184546100893677,0.9547269400308301
