,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
2605.7358606,0.9930862843359443,0.9948670067373924,,0.9522219745990095,0.7362954099637482,,,0.922784153440301,0.9846443389436969,0.9883166035737362,0.9573155779892297,,0.9832426169174483,0.9901517152420887,0.6563725507563799,1.0,,,0.9913448135163414,0.8222175456126756,0.9870809707332295,0.7856278059981023,,0.870370674684025,,0.8055371438581417,0.8126999552460562,0.5151907464219249,0.8886124453725591
2615.33577571,0.9772369373576097,1.0,,0.9542101166406228,0.7287929823041953,,,0.9320232655159674,0.998767442934753,0.99984327092489,0.9682380119060422,,0.985493804043339,0.9938364112161057,0.6485194601997405,0.9972306084951527,,,1.0,0.8117756983160732,0.9790612335199598,0.779689905213872,,0.9060992264712321,,0.8081917317973139,0.8145719515090003,0.5085146226808195,0.8803286520249112
2624.93934211,1.0,0.9976197895089097,,0.975221905387643,0.7123650228359978,,,0.9358501638825392,1.0,0.9934440368247937,0.9687735047208683,,0.9962002735562007,1.0,0.6248662721485182,0.9902287495216826,,,0.9968727251210077,0.7981662397863347,0.9684561347069259,0.7763985903584543,,0.9457046382864153,,0.8138748446339688,0.8222607697766996,0.5033059242141865,0.8742794262092679
2634.5465372,0.9918427486474416,0.9979547901492593,,0.9893877659657238,0.6933650375505108,,,0.9404031408345638,0.9982200762518757,0.9962375605510233,0.9673940859531803,,0.9980718174624191,1.0,0.6036549196837412,0.9966827325703862,,,0.9973970194687263,0.7874790052506921,0.9635820885080832,0.7755770248456539,,0.9788673980010367,,0.8059823139145535,0.8287916480524179,0.48916883080411344,0.8764983892384022
2644.1573386,0.9967479356586858,1.0,,0.9899896195143096,0.6582201539546089,,,0.9569130275572353,1.0,1.0,0.9634643091617726,,0.9908287265305502,0.9893339021066629,0.5794371258455364,0.9841814473317422,,,0.9719262012326432,0.7873341683557483,0.9582943911415441,0.7563370032125066,,1.0,,0.806715913191594,0.8508380738127378,0.49797831727328806,0.858530423865146
2653.77172414,0.9951887851773813,0.9782625004746129,,1.0,0.6287512656021224,,,0.9605631716649772,0.9986016817287173,0.9958383005322035,0.9717635206384725,,0.9969541975269313,1.0,0.5330456214062771,0.9791610548856584,,,0.9255242715817408,0.7679734075412517,0.9292283279749293,0.7408648074594066,,0.9696943832570796,,0.8090418592267242,0.88416887503988,0.5012534550966948,0.8433564618568701
2663.3896718,1.0,0.9749053974219009,,0.9960801229933958,0.5762799697644544,,,0.9660122550956523,0.9982808867232542,0.9824535294199525,0.9889759442435739,,0.994764612252897,0.9950785036257971,0.48471254071565173,0.9767951432423256,,,0.8793523282237654,0.7402684780832958,0.8967439067003778,0.6995521903548132,,0.9336379254781407,,0.7631616304627787,0.8988673225941536,0.4975029177766317,0.8149235314363299
2673.0111598,0.9841573701631007,0.9624708526045467,,0.9813030348873338,0.5310074260989921,,,0.9585995004435988,0.9927978707111488,1.0,1.0,,1.0,0.9409258395320571,0.41003792627540675,0.9512600903229758,,,0.8006658613608345,0.7202972979036055,0.8767377013070069,0.6331569216290006,,0.8722387591411794,,0.7528702734742799,0.959885322006178,0.4951002788456261,0.7966740956910193
2682.63616654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692.26467058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701.8966507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711.53208585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721.17095516,0.9101903706116898,0.7673652973262705,,0.9179369605408662,0.25898006505286114,,,1.0,0.7000702079375118,0.9808428610933273,0.9581805524589807,,0.9559875563086516,0.5057914816852646,0.1358335983225912,0.5583954292812482,,,0.1847858654294273,0.26977758850647104,0.48934430732329537,0.2886648335442744,,0.6936051571774808,,0.5619334965533603,1.0,0.3991588046194318,0.5006712779647347
2730.81323795,0.9158891880466989,0.7255673489782137,,0.8771243858698367,0.24856440665004412,,,0.9727259278060731,0.7078911533769527,0.9932795285593107,0.970083406906013,,0.9571513548839296,0.43596081313372587,0.1280673038764236,0.4556655925221913,,,0.18136001537828933,0.22905152086214997,0.40561127342905245,0.2850656730140379,,0.6080180749102657,,0.49416011448967906,0.9557946517836057,0.3663350169611133,0.41187721941744604
2740.45891371,0.9581198531520791,0.6810722884760922,,0.8069815669583503,0.23028133234352832,,,0.9552939432770555,0.7103336183050303,0.9040234844168301,0.9961297688127435,,0.9772834632196385,0.3940503492780306,0.12723250015280388,0.36948610960998773,,,0.19409643790836095,0.19920438421196407,0.3576718740132969,0.2970193598052628,,0.5318920452018155,,0.4443242636234134,0.9319437132893764,0.32965717178272197,0.3440710896321058
2750.10796212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759.76036301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769.4160964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779.07514249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788.73748162,0.8914295748857597,0.4879949931263431,,0.572816376513087,0.23434843950800086,,,0.9579684974053063,0.9234415643579149,0.9051963611371938,1.0,,0.9820412808242055,0.27008703316900173,0.30659558130931147,0.3206031505440608,,,0.26088518061094296,0.26797441116553145,0.2596414256044785,0.3185483478507502,,0.23508657976806774,,0.24810663015503967,0.7319851723082084,0.176025191983826,0.1577692701699372
2798.40309433,0.8929771343924509,0.4332086293265115,,0.6411329918731535,0.2265077712324967,,,0.9789491764017475,0.794758916973976,0.8886475740503266,0.9054439611094098,,0.9586133520762942,0.24816978520543997,0.32079878394612904,0.3963248286726884,,,0.2740852046135561,0.28507196032417703,0.28330824200664273,0.3139656137409633,,0.20698889548665556,,0.237081716574704,0.6933585969114828,0.17001334720386513,0.1403392673469417
2808.07196129,0.9051440766421012,0.42029450549134395,,0.598552100402016,0.22219042236314548,,,0.9388662020480999,0.8161741603136329,0.8396694445254197,0.9857815420722764,,0.9240691270485201,0.2527121260388107,0.3575676757461973,0.41933398336321526,,,0.27881676219967994,0.3573293531975103,0.29923456073720295,0.33619669291726484,,0.18645998485326762,,0.21670818180657891,0.6058041089118209,0.16259644161547693,0.1316723709265469
2817.74406337,0.9042325839353339,0.4006268562372921,,0.5728091071386349,0.22763415020151143,,,0.9581185579636523,0.8305908010550023,0.8465248330381524,0.9475166537018226,,1.0,0.25570617769822346,0.3764494157797281,0.4964063117061355,,,0.2950336552917764,0.4076605218953957,0.32865918868790167,0.33730778054109317,,0.17972303590476413,,0.21262492775843014,0.5938606140116426,0.15203449093949445,0.12835906222195723
2827.41938157,0.918267142914684,0.3782851323240145,,0.5244946388393996,0.2326939861273071,,,0.946231550156173,0.8256932459015586,0.8578632026990787,0.9791155375376815,,0.9679053070854204,0.2589628686228024,0.3969024682821525,0.5227570437671818,,,0.3053611891530148,0.4455905847641002,0.3634775126170678,0.355125324432528,,0.17766240931297664,,0.2037150742755678,0.5500836160973898,0.14614929246189517,0.12651198158002747
2837.09789707,0.9232666901308527,0.3774957234997288,,0.46990289627702,0.23149366909853814,,,0.9725161430732466,0.8417203244482608,0.8467835649543163,0.95779900187785,,0.9668729197662355,0.2766117741497322,0.41968343967158467,0.5797534230514098,,,0.32202968235033774,0.46862799269492,0.3984499302901002,0.35973510649127094,,0.20545775383322834,,0.20167865889168476,0.4970156569172132,0.14078964323670098,0.12135096017179593
2846.7795912,0.9075143222685708,0.3675010690646165,,0.3909247541062036,0.2398524523630295,,,0.961414957617934,0.8500669135353739,0.8576489398521655,0.9853101105263385,,0.9650339281707982,0.2815260182714308,0.44314433323277647,0.627150801141585,,,0.3409042366573427,0.5117242208786178,0.4227821512433571,0.37362476218342316,,0.2498081231232389,,0.1932927727656257,0.46788504372322776,0.13481136994102946,0.12751582553247273
2856.46444545,0.9270917067150314,0.35111745302847785,,0.31969038129381855,0.24307608978944498,,,0.952260024788179,0.8486302632899012,0.8630135316101546,0.9635823910495793,,0.9647022921975619,0.2911452384725626,0.4603950143768976,0.6654172346277443,,,0.35548730753334135,0.5230519818740709,0.43560810472401706,0.3743897701280662,,0.3184730980643127,,0.19198261992087914,0.42808640039852897,0.13172608050117743,0.12710065117836583
2866.15244146,0.9349116477856905,0.3415770098811923,,0.27990462593858345,0.24811292068489085,,,0.95520964070553,0.877794950096337,0.8516841103011563,0.9659617641386856,,0.961749972987388,0.2970356118703907,0.47588760816575587,0.6922510026107601,,,0.37172852565538,0.5526928108894841,0.46036812466705845,0.38673791597278806,,0.40414915735702683,,0.19254725294721076,0.3949820250892389,0.12971234733763026,0.12849776973052415
2875.84356103,0.9354057460142072,0.32945580875204117,,0.278878376790207,0.25245653962029757,,,0.971899985716939,0.8562737065336429,0.8512566963772317,0.9736153101457852,,0.962638082048122,0.2944059512188208,0.49432307466700015,0.70623317612464,,,0.3855025156964355,0.5708769425633063,0.4736772498906854,0.396701365561093,,0.39877778816676007,,0.20327240580551081,0.35349255293763154,0.1270235741664822,0.13197450491686755
2885.5377861,0.9307013284932111,0.32338932404904835,,0.31234047024107725,0.2550401222137209,,,0.964627968898882,0.8703832386898496,0.8643806307589199,0.9601955338314531,,0.9769219156273703,0.2938510422117745,0.5146119622983973,0.7285531219623675,,,0.41002611665417454,0.5870396806456052,0.49500273109418397,0.4035916406617161,,0.3484149153860605,,0.21477327654635336,0.3233016116990414,0.12706727553088043,0.13705990980401928
2895.23509877,0.9297752995509588,0.31063161701567354,,0.3642073382743375,0.2655125286296937,,,0.9589840957304344,0.8751873738717209,0.8713797983267952,0.9724758294840318,,0.9570851187918737,0.29717311283525477,0.5155902177881924,0.7319510707857971,,,0.4243970573504755,0.5883808686858554,0.5082967967825774,0.4183118506112042,,0.32298360815101906,,0.22777425221786785,0.29725013519260235,0.12724826737182737,0.14135706025653516
2904.9354813,0.9298639104323393,0.30441623518059524,,0.4367112113880152,0.2750322854139809,,,0.9566780372961514,0.8959237875157333,0.8602849503655852,0.9657425938911413,,0.9590015300136486,0.29826207585317094,0.5271440340928666,0.7435895157519219,,,0.43683177490717817,0.6125198956636834,0.5246248183622487,0.4314082703532766,,0.30439985119344815,,0.24120961634835908,0.276427235462043,0.12921082414833548,0.14556427853634663
2914.63891606,0.9386300879526195,0.2961627014999569,,0.5001074789514682,0.2816824405579847,,,0.949749289549452,0.8964570526599263,0.8759217898726793,0.9783677553628023,,0.9550719853074336,0.296161523169366,0.544363888625212,0.7587792625781241,,,0.45386472623989754,0.6348121859981689,0.5394943005936073,0.43583974394817376,,0.3009082400794004,,0.2587490118612666,0.2574775769704487,0.1321107436142063,0.1576568734358993
2924.3453856,0.9495662757222126,0.292563251520558,,0.5547613474194758,0.2915453162421348,,,0.9711929438172936,0.895614838868026,0.8751000068855749,0.9785532887967512,,0.9562049275835632,0.3104973880562259,0.5778463805975463,0.7746976008522785,,,0.48408730762868635,0.6471231792219341,0.549056708299229,0.44088315648547133,,0.3013696963103256,,0.27302410886778633,0.2476825847853972,0.13615863725413932,0.16514279294301956
2934.05487259,0.9327532588188178,0.28523259506309334,,0.5881308934570654,0.30248802557936605,,,0.9677600239127867,0.9105764903581918,0.88086614299522,0.9780265525794896,,0.9700278322646066,0.317102820631671,0.6088333976707323,0.7764252215257349,,,0.5019721073454166,0.6564218333570359,0.5749866149495458,0.45183420147133657,,0.30369474595947826,,0.28424180072266897,0.23913104069197824,0.14223308773918272,0.17758783189302685
2943.76735987,0.944540707664696,0.28974985874738435,,0.6092338586870238,0.31613860190160803,,,0.986458283580723,0.9089918237540785,0.8930917175258434,0.9860458334476486,,0.9680036298539606,0.3340656418990283,0.6426166221534478,0.7841695645130006,,,0.5207205336067787,0.6776709798770206,0.570597304024524,0.4674072027329071,,0.3144150965634275,,0.2925354927611047,0.23241844495701136,0.1492909342337928,0.1873042002319001
2953.48283039,0.9450712707575867,0.28638368983751333,,0.6188616845415166,0.33351608508821357,,,0.9795605920923712,0.9328055329421567,0.8928293299774351,0.9796838048344197,,0.9662788662548782,0.351509705999354,0.6491660548032431,0.807941216197827,,,0.536148580944868,0.696831180099319,0.5913777509680108,0.48266514229584817,,0.32762549315841377,,0.3050309284304192,0.23338018157023566,0.15676585482460664,0.2043730213948083
2963.20126726,0.9624696301452712,0.2932077666697945,,0.6279721295915902,0.3491728029244253,,,0.9750952428603664,0.9173695680139552,0.8917441425067498,0.9641801439126231,,0.9643324834690254,0.3679161177010271,0.6740207449824971,0.8060837596620497,,,0.5642660956008491,0.7058570565829677,0.6116324625593942,0.49847016179043874,,0.33735790431220214,,0.3226378039576694,0.24193290707741114,0.16694739912896966,0.21888739773907062
2972.92265372,0.9578174784770395,0.30174982402394346,,0.6549250461133638,0.37091184698793067,,,0.9788902139735458,0.9329083571846098,0.9027075318110762,0.9749998565192703,,0.9677694507783745,0.39105815777930336,0.703600755083782,0.8367397171716912,,,0.5856600616138586,0.7418487180639721,0.6262546381450256,0.5141808161636372,,0.3532604178695857,,0.3438615897016815,0.25879805370269215,0.1766466903868604,0.23859885203236608
2982.64697313,0.9631799692390647,0.31465689452476586,,0.6669463770603031,0.3868064587408008,,,0.980403902594104,0.9235211443942258,0.9071153086785217,0.974263536626178,,0.964496983119548,0.4131270980555603,0.7419685074287427,0.8312969348723036,,,0.6142414632313675,0.7553831653018602,0.6451387420115294,0.5431052679235089,,0.37349195730249796,,0.36673938626532726,0.28598200366608767,0.18909644995096617,0.25669942934760476
2992.37420903,0.9696904898749801,0.3336619748183297,,0.70299509807549,0.40858386257961965,,,0.9763770677815384,0.9395023151262573,0.9128988662687985,0.987108475168126,,0.9693554492998097,0.4456582462916224,0.7496359833426881,0.8526414421196283,,,0.6417751729634767,0.7699398988681845,0.6709613422093152,0.5631932965546084,,0.3925589752009954,,0.3943840165107592,0.31540064170483595,0.20660971213194051,0.285150640588573
3002.10434504,0.9791105440829664,0.362944332067058,,0.7207249574141545,0.43562263804933116,,,0.982729460085308,0.9380847859238505,0.9294278898559568,0.9819236585317236,,0.9750724055167701,0.4780656786675404,0.7597991183818056,0.8653188234665651,,,0.6671433175806512,0.783191547780863,0.6927433478356131,0.5933911056565975,,0.4234239158749755,,0.4176818908481998,0.3437194934226567,0.22439399503362462,0.3111039061130901
3011.83736494,0.9773136603460787,0.38783268055159825,,0.7511378725485806,0.4578361311513863,,,0.9951781932383069,0.93772033485234,0.9234719548539965,0.9801137283058324,,0.9687797309742607,0.5212415285298073,0.7937934997455662,0.8751447691090369,,,0.6924287589454049,0.804343334056327,0.707467861598763,0.6330657293567887,,0.45174853682613925,,0.45650855105744714,0.37447791696725385,0.2437852478936222,0.34387858522841147
3021.57325265,0.9614586614875696,0.42347986698197776,,0.7782044732606446,0.49468780085585223,,,0.9841407523529139,0.9380661783294172,0.9293572910694214,0.9804899041364686,,0.9768168428998278,0.5676830623296129,0.8224993625120918,0.8825262150344216,,,0.7335677458928651,0.8210901260899495,0.7557992690390116,0.6447896314268329,,0.48704240952546696,,0.48824006152316163,0.4126561157349369,0.2693578527188154,0.37443579990050296
3031.3119922,0.9919062012134007,0.45766516393211054,,0.8177674725370829,0.5287490568964911,,,0.9780375220930948,0.9566737119979746,0.9438942701972037,0.985830025091344,,0.9675809010957452,0.6052520615811355,0.8473623599609039,0.8929612215038475,,,0.7615997458206476,0.8382015645474895,0.7800401392511496,0.689268220447334,,0.5240104927103544,,0.5255984266130455,0.441842770160289,0.29595453385020376,0.41353974295280754
3041.05356775,0.9942143050008979,0.5007989938927452,,0.863336585859093,0.5603692692562943,,,0.9802096809143972,0.9718022055427227,0.9541986154101461,0.9936287843343892,,0.9708050149959144,0.6533338451921753,0.8668088976906502,0.8933513775652168,,,0.7951365554073546,0.8655217254435101,0.7882547600996553,0.7277677651097132,,0.5578616356387531,,0.5761264063001925,0.47560449420943435,0.3348539288259726,0.4673863772319967
3050.79796359,0.9916425422166347,0.5534036391242202,,0.8816454963962401,0.61069144664065,,,0.99187341915591,0.9704291522820904,0.9561747579162901,0.9993449935611218,,0.9836687120411092,0.705033993895623,0.884787845610112,0.912501759327226,,,0.8318124330395397,0.8926766484948276,0.8159102103466958,0.76703964627298,,0.6004712755406192,,0.623853545725079,0.5242822958976574,0.37105229051070393,0.5068563498643551
3060.54516415,0.9867568197631724,0.611629659519231,,0.8988563407247151,0.6604497433976025,,,0.9933920948733302,0.9646588203683283,0.9555474547006473,0.9948693588558722,,0.9811959923978189,0.7573832065804177,0.9140954149727482,0.9374030597776472,,,0.8657306416217608,0.9049138471571954,0.8501896040326193,0.8077617560665076,,0.6550689373352359,,0.6759917445078593,0.5927754762894377,0.4240826013565768,0.5696832126125057
3070.29515395,0.9994256495606505,0.6730195589182699,,0.9260021032989456,0.7259764073659346,,,0.9934438219080656,0.9915933701576262,0.9735724113187794,0.9932363612149838,,0.9913745086025012,0.8072785757774329,0.9406167222432796,0.9519577689589566,,,0.904813075393989,0.9252279157277179,0.8884439719741539,0.8527953410395429,,0.7063629216676655,,0.7351988661404771,0.66912269076965,0.49907742789542775,0.648145846112657
3080.04791767,1.0,0.7484515737379289,,0.9531854762151835,0.8074299596046388,,,0.98672656058812,0.9890835712013721,1.0,0.9992739598963045,,0.9835284762183737,0.859596936958821,0.9507761002028078,0.9547992400255357,,,0.9354069988577554,0.952859684943279,0.9227746518438485,0.8885528748405825,,0.7749373551384141,,0.7860164902686365,0.7622262737377928,0.6035571607572391,0.7337145873564853
3089.80344009,0.9958559204539003,0.8782021065471103,,0.967957607528682,0.8868796381354266,,,1.0,0.9972449650805001,1.0,0.9915247978536028,,1.0,0.9298520270897835,0.9769423449349096,0.9825495545915978,,,0.9686726795773545,0.9829333224192204,0.9526442985270376,0.9470513880252014,,0.8796970703939617,,0.8694682177100939,0.8787827189126772,0.7644864159837127,0.8549599830983179
3099.5617061,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0
