,CAGR01 Calcite,F1CC06B Magnesite,HS433 Halite,LAZE03 Prehnite,bkr1jb329c Siliceous-sinter,GDS26 Epidote,GDS1 Analcime,NBPP22 Clinopyroxene,LAPP47B Orthopyroxene,LAPO05 Fayalite,LASC02 Forsterite,GDS27 Hematite,NCLS04 Plagioclase,LACL14 Chlorite,LAKA04 Kaolinite,LAIL02 Illite,GDS106 Margarite,c1cy29 Vermiculite,LALZ01 Serpentine,LAMO02 Montmorillonite,NCJB26 Nontronite,LASA58 Saponite,GDS23 Talc,F1CC08B Alunite,GDS145 Bassanite,LASF41A Gypsum,LASF21A Jarosite,F1CC15 Kieserite,799F366 Mg-sulphate
2207.20587807,0.9935594681282621,0.9951258117496149,0.996475250696904,0.9776954644510565,0.9028567580120922,0.9225185538881141,0.9978205475569839,0.6999679345225309,0.6891240943887641,0.9998998467806528,0.9949637571651168,0.9988365518714899,0.9766096381428792,0.9914873835045123,0.7576286144557982,0.9455966253579963,0.7467028585093254,0.9984884155341662,1.0,0.9051718918770066,0.9941642169462725,0.999752986787908,0.9979663291348386,0.6876388720782193,0.9895881638110807,0.8916079902316716,0.9190629429685924,0.7095370541305871,0.9963122182858237
2216.43201972,0.9924302819231285,0.9884705483943449,0.996541710731605,0.9580840351371397,0.8965311169965957,0.8930276556618661,0.9997271821557816,0.6971163130243351,0.7047181862773608,1.0,0.9947272008152439,0.9989446485324183,0.9774817639086775,0.9832255292148795,0.7893149733836599,0.9375486114836686,0.7872863750133728,0.9926451786132466,0.9972772578707529,0.914509568796541,0.9884373855633821,1.0,0.9788008237871217,0.7518108583478103,0.9863888374924575,0.8895732679624986,0.9062928496317206,0.7270544617320011,0.9986167374414531
2225.68487077,0.9904055729167369,0.9788151289046417,0.9967337167963405,0.9382056614093698,0.8978638147002242,0.8476862784783473,1.0,0.6947335696098276,0.7200384095410954,1.0,0.9945389356740515,0.9987249379341784,0.9781503942682818,0.9693411472624697,0.8500583727988937,0.9375402366311042,0.8383991222559305,0.9807244083418647,0.9904669282778678,0.9341258216148391,0.9815797878689082,1.0,0.945403168450409,0.845334505113965,0.9852267288180734,0.8975193153393661,0.8940324799631726,0.7430110487400795,0.9998968749384696
2234.96443997,0.9871717906240548,0.9666373641381799,0.9969339892644858,0.9272870826698464,0.902573252608063,0.7821607288749324,0.9999086703511453,0.6928173018993503,0.735070276643513,1.0,0.9942279777155436,0.9984492411519991,0.9787333204051082,0.9495694173118365,0.8881440805447389,0.9450593699677269,0.862296025090914,0.9625647025919429,0.9778881979433075,0.9519767781279279,0.9775056047270314,1.0,0.9206529114752994,0.91680968183566,0.9854917807203422,0.9133259389356937,0.8838166226751627,0.7592136337348766,1.0
2244.27015399,0.9829405972333035,0.9526168053812507,0.9978786286119161,0.9329100953767717,0.908017169966061,0.70540194795843,0.9997950132410289,0.691160454659346,0.7498558743590773,0.9999954859006592,0.9938050653461856,0.9982397697621381,0.9794008166587879,0.9300248557160027,0.9059212541618776,0.9546138350078512,0.8562193876884042,0.9454298705462351,0.9633893674943886,0.9686107496775535,0.9764122969312282,0.9992797564620003,0.9067790079574529,0.9591994806545429,0.984477738523352,0.9270344847555226,0.8728104451013879,0.7746643414905333,1.0
2253.60010501,0.9777414236702792,0.9386852125132974,0.9983414415844856,0.9468455406791432,0.9141834003290208,0.6494876055289948,1.0,0.6900437887750086,0.764153410283481,0.999907197788871,0.9936946436024778,0.9986890669817142,0.980103496389872,0.9190308738725487,0.9155356575905095,0.9641089425325232,0.8394168522559058,0.933528588622592,0.951702226809456,0.9839454971347201,0.9716617812435309,0.9948694418159109,0.8688618130666039,0.9829365236255649,0.9814572383123585,0.9350388491439177,0.8550589930218847,0.7868944782761633,1.0
2262.95428072,0.9710690417151229,0.9270442301303325,0.9986563264621233,0.9544663562160127,0.921942894867408,0.6342388139620123,1.0,0.6895848164842716,0.7776971661270089,0.9997178215092877,0.9937415326425291,0.9987530190375603,0.9808992480829143,0.9146750667844364,0.9186021769334737,0.9752129681079896,0.8339346794533549,0.9188911775967205,0.9400907655267403,0.9947968721688474,0.9564886301804397,0.9819600784951603,0.7959885390150585,0.9950010967473902,0.9781966746602476,0.939257675043899,0.835596335721339,0.7932493381588404,1.0
2272.33266852,0.962989699975788,0.9183747217973482,0.9992327883207955,0.9503505767481453,0.9315252645470083,0.6347872625906801,1.0,0.6892618327323556,0.78982162790765,0.9997967583113753,0.9938305092838873,0.999031009720503,0.9816582968447989,0.9093566291075984,0.9159643117404207,0.9868436862794273,0.8422074197775401,0.9019768571077748,0.9251394673660808,0.9999169507741421,0.9335790872254833,0.9557693537488621,0.6916374265511457,1.0,0.978423561119433,0.9463511836119173,0.8325967037694637,0.7921207137278471,1.0
2281.73525558,0.9539188675135432,0.9114264839799832,0.999557593326913,0.9408645342455032,0.9423290801367158,0.6192997402273492,1.0,0.6895827635573809,0.800350600697909,1.0,0.9937786944424549,0.9987869805473366,0.9825899142966332,0.8971015233678169,0.9091515962220393,0.995946636435464,0.8473066292356141,0.8858950024615717,0.9114832469844513,1.0,0.9173544975161307,0.912484621253532,0.569877389861893,0.9987263881163566,0.9817722788237737,0.9612082875354984,0.8530594247790962,0.7848900426618984,0.9988304270788906
2291.16202877,0.945533264706897,0.9057169757781165,0.9991200282264814,0.9379623660014748,0.953576404521989,0.5806575306758947,1.0,0.6907970101092001,0.8095686694804698,1.0,0.9937253757073836,0.9986609950540893,0.9837282910138946,0.8777246428736084,0.9001972533542834,1.0,0.8350929436383515,0.8677541569741131,0.8968975558134322,0.999316793138349,0.9231611734724081,0.8638641704680111,0.4730467446299486,0.9867928900141113,0.9869846641275322,0.9771986219712284,0.8877348527334088,0.7760357890980979,0.9956638606572634
2300.61297471,0.9381776724566409,0.9028429276817341,0.9998533312016317,0.9423656263880607,0.9647131661134619,0.5238793425110193,0.9993130015321744,0.6918402966184495,0.8187640826709296,0.9996843681108469,0.9939663002154597,0.9987591891783203,0.984758946797263,0.8608970838754535,0.8894594063797802,0.9997926483506455,0.8123042046227824,0.8481218900507301,0.8795081154798292,0.9967860843855956,0.9480248614911878,0.8297311534457814,0.41731874724035495,0.9581355706341093,0.9920557950979813,0.9893490700281321,0.918264703095634,0.7693114221748705,0.9902375421732265
2310.08279923,0.9313580542293951,0.9056758525644683,1.0,0.9386544827456584,0.9754231574396774,0.45999095591069555,0.9989504149618145,0.6932936783672667,0.8267540190268362,0.9989339324585703,0.9939682183316767,0.9995494528316083,0.9854009447482711,0.8492322856677248,0.8772911404522493,0.9947208696577394,0.7929393785230837,0.8288603253450988,0.8581324885034898,0.9933203938422539,0.9740202459872224,0.8002260636835926,0.4021967189287704,0.9105766259438073,0.9965327495010209,0.9967918722352545,0.9429338895360495,0.7638983632201051,0.9821094750259343
2319.55711841,0.9233543093361197,0.9165840039271148,0.9988939630815092,0.8996527363595753,0.9852289105440527,0.4052021662062024,1.0,0.6951500320407723,0.8371009200486016,0.9983534347762605,0.9936046725485607,1.0,0.985923021373942,0.8384738044688826,0.8672133666267985,0.9862168432729119,0.7782217623494951,0.8212184602825621,0.8364075128596684,0.9884780551586163,0.9905538469119968,0.7982253024085423,0.46015304128681833,0.86974253776265,1.0,1.0,0.9691542438090484,0.7565295950424541,0.9707588932918791
2329.03590187,0.9151784905138813,0.9336629401294249,0.9979537717830156,0.8273315067518291,0.9929741616697577,0.3718059103464109,1.0,0.6978634636028446,0.8515844471386977,0.9975910092015426,0.9932993379265265,0.9998431245693045,0.9862295705931469,0.8333672852725462,0.8622923907554383,0.9764041248603449,0.7621159164917936,0.8328426650525462,0.8269721386776154,0.9826716523327654,0.9983104198851446,0.8387482311004968,0.5898269492813693,0.8722205585959287,1.0,1.0,0.9886183335282138,0.7447408838798781,0.9558076023566046
2338.51911953,0.9128519942511507,0.9517862644145484,0.9982379130120973,0.7625137820778016,0.997915147829853,0.3702870562765365,1.0,0.7013714237259899,0.8662086888125229,0.997089605670769,0.9929199224989009,0.9987358488003881,0.9862979007217807,0.8387147677495397,0.8591380207492648,0.9671302259332423,0.747939140721248,0.8620880293494086,0.8383452221986409,0.9752251114733718,1.0,0.8823085671889072,0.7096994072221524,0.906757796845225,1.0,0.9980827803745838,0.9983610188217481,0.7277135996026929,0.9373297504571285
2348.0067416,0.9220058647901848,0.9647273429700247,0.9993453122201852,0.7248960964399237,1.0,0.411350960307869,1.0,0.7053321113708625,0.8790338568518563,0.9965806998458573,0.9923460050253374,0.9980618340589619,0.986389968176623,0.853276860719877,0.8506157153962958,0.9611409716594411,0.7458880698101465,0.8994300795267922,0.8683364592300932,0.9662593676227054,0.9994819303886853,0.9041210413003952,0.7552092263648883,0.9391901501816557,1.0,0.9901814069649053,1.0,0.7054171127778595,0.9160004544501065
2357.49873856,0.9404212914039428,0.969138155288522,1.0,0.7109185788836031,1.0,0.4946638445144448,1.0,0.7099519675663893,0.8896690206748138,0.9957835207675473,0.9917830130936006,0.9982790507940406,0.9868501787947551,0.8728108917090577,0.8390823209554561,0.9604704601524465,0.7577370130581622,0.9239722843147468,0.8988261294277855,0.9568029490656085,0.996418732551707,0.9058110093307901,0.7421140514449264,0.950038955963573,0.9949949742784573,0.9764918001610977,0.9990652898049414,0.6784554571628664,0.8933627806070257
2366.9950812,0.9591670612663662,0.9664483958135313,1.0,0.7284290678147592,0.9975802457381987,0.6028017735380068,1.0,0.714325230080461,0.8983102035330189,0.995371940022537,0.9912947399511761,0.9989506366081666,0.9876087636311959,0.8934499117934508,0.8313360622477922,0.9640385452234959,0.7777185659043692,0.9290955045420615,0.9148599202829842,0.948179545895989,0.9923847851198994,0.892985926216713,0.6968889458748945,0.933978624578826,0.9860148617204372,0.9565219398428804,0.9904525152738155,0.6471774769914275,0.871141066461834
2376.49574055,0.9721445148995425,0.959975896761636,0.99942823330816,0.76137617732781,0.9916589695583514,0.7096327966879312,1.0,0.7185660954543671,0.9051023093341095,0.9954172149381719,0.990866794600785,0.999285198026672,0.988555902172163,0.9106739911190235,0.8231525126298052,0.9690313596144148,0.7981759194878589,0.924389276107682,0.918025149895891,0.940129650425984,0.9871503868137657,0.8691944631096622,0.6338323728197293,0.8887728684323221,0.9744471345583109,0.9292220461871593,0.974887390394663,0.6111117728903958,0.8505927423259534
2386.00068793,0.9793435298254421,0.9508730759195622,0.9988234650308941,0.7870971715769804,0.9823256877447296,0.7972787294021484,0.9995607607561418,0.7237358150397619,0.9107640869566527,0.9957282581874154,0.9904261377301697,0.9986959343826598,0.989645870252404,0.9221359678033234,0.8172762028699311,0.9732697294012032,0.8105091473683947,0.9192654401177501,0.9176904322174915,0.9312650560999086,0.9802551535313359,0.847263522789915,0.6027478082132631,0.8235474719182322,0.9589828068119239,0.8941405039630219,0.9526949203321867,0.5723473094499094,0.8328879340682859
2395.50989495,0.9823515200896649,0.939707829426437,0.9981369123004075,0.8165334697071813,0.9697133964146866,0.8649899467676286,0.9937743593336883,0.7292758574506251,0.9174222077154562,0.9960321531969766,0.9900690938048867,0.9980004253793345,0.99107431302744,0.9323091488275617,0.8219239169536566,0.9764027372312318,0.8162195293122856,0.9161909624044788,0.9177736281624512,0.9218660027583283,0.9734732320823042,0.8418503623030861,0.6289073166520904,0.7656987019107306,0.9397075396319634,0.8524447203124886,0.9263176316716727,0.5415856880036102,0.8189803804738143
2405.02333345,0.9826542601172163,0.9267947781730462,0.9980350791153867,0.8557764377159535,0.9540523393617933,0.9157938867381016,0.9800696458162936,0.7349264588878404,0.9254610834689698,0.996189343378633,0.989620663003853,0.9976981794411862,0.9924760628322947,0.9447007715401915,0.8297761403469242,0.9775453013491542,0.8197933267286516,0.9139656172970553,0.9186995379797044,0.9119469520105385,0.9704907746523116,0.8506056663834594,0.6900353311116184,0.7293690229762231,0.9162959585326456,0.8092909516109417,0.9033987072402969,0.5353387766108331,0.8095617625168637
2414.54097557,0.9806246750278341,0.9119837525870113,0.998464004829453,0.893884327112634,0.9359449604587176,0.9525854859980276,0.957946634528834,0.7415680463566463,0.9319800362177103,0.9970404955568717,0.9890980405054949,0.9975505786315975,0.9934532819468127,0.9553551024079361,0.8311471263822361,0.9764672288545595,0.8234650718695521,0.909358628174011,0.9187151021098634,0.9012819294873029,0.9728930867505526,0.8539451070460394,0.7538796887158852,0.6989347155535954,0.8900123611728937,0.7729164378421222,0.8909749487351053,0.5539792864700451,0.8048601790190694
2424.0627937,0.9759424323615048,0.8949097062630565,0.9984369671765513,0.9283215070469948,0.9160602795351293,0.9772317821455948,0.9296598607938787,0.7489830833766241,0.9367603761022358,0.9985039807641269,0.9888171521856847,0.996880578363077,0.994299188616183,0.9586086920884622,0.8237490672556315,0.9726582202539492,0.8277171666359046,0.9020556542362048,0.9167040190687203,0.8902040130597811,0.9780587921696111,0.8457661518440708,0.7878478349772026,0.6669261519405182,0.8641506482452037,0.7479507876200773,0.8892020576812433,0.5781247580335189,0.8043134758739348
2433.58876046,0.9689922365748262,0.8760361985775238,0.9979136728067587,0.9565571647928609,0.8952106120453076,0.9920700208121682,0.8973095123684335,0.7567652834929572,0.9404210212975379,0.9996301270207849,0.9881754500665038,0.9957655966487892,0.9950844044042735,0.9561698576731181,0.8102946897981925,0.968385927665944,0.8335655058298135,0.895652028204523,0.9145106204236508,0.8790021132191312,0.9831729341337088,0.8344004969904896,0.7920889079113571,0.6487578400208096,0.8403119569838543,0.7326741618979826,0.890556352673634,0.5935122283950779,0.8069646580406833
2443.11884877,0.9597506917192481,0.8568233604896552,0.9975101923352078,0.9747274082138555,0.8743741535951886,0.9993702970504124,0.8643021138822645,0.7653871022382843,0.9437114071157057,1.0,0.9869750354586502,0.9948515248508318,0.9960348678094282,0.9517827379783059,0.7944453221134069,0.9658945394390175,0.8436188641838535,0.8918646486877502,0.9165663010359711,0.8681816124885106,0.9874817765423718,0.8237755402594606,0.7879216022790316,0.6534912612486083,0.8202710503120271,0.7237614564819764,0.8866463737800828,0.5984733714884845,0.8115138832559231
2452.65303176,0.948207944089663,0.8398250008775601,0.9974951689483652,0.9794756297122313,0.8546274227721073,1.0,0.833109086556358,0.7743334558356696,0.9465622739488558,0.999578394793167,0.9859152985239205,0.9944576470637776,0.9970295354441829,0.9456573265859344,0.7820912777637389,0.9659282412852928,0.8589152638139058,0.8883849127150129,0.9231777329100199,0.8587976772894843,0.9909414430537815,0.8119501204468229,0.7857690890605608,0.6578534110067188,0.8054508570578078,0.7182686804060003,0.8756729055428325,0.5966609987277536,0.8167367765095721
2462.19128285,0.9339174063481476,0.8267601075498939,0.9977535046615108,0.9746378081365609,0.8367377492783012,1.0,0.8055257227050557,0.7826457670916322,0.9493372281583871,0.9988710158672008,0.9847575483534003,0.9945767074523129,0.9977479793639988,0.9389767462088524,0.7733947684598659,0.9681504073604058,0.8768075219302663,0.8831651764829327,0.9274046754918476,0.8514704402438694,0.9931564152583816,0.8003279926358331,0.7903674920580256,0.6485077309980891,0.7956608635960427,0.7122236602085645,0.8663184332455252,0.591765591961221,0.8218192462526016
2471.73357568,0.9176747058199933,0.8173869221007143,0.9983168668456446,0.9669845169365978,0.8212076346494357,1.0,0.7876917411137021,0.7914674178229447,0.952532237734275,0.9990532782225017,0.9835455338361371,0.9954833829588229,0.9981736327373759,0.9351592186757344,0.764628455611186,0.9709494797794042,0.8956817905190153,0.874797772341009,0.9244431030783823,0.8455431154384905,0.9935383709029498,0.7925915420862637,0.8103661642971529,0.643986121413699,0.7939009310561523,0.7053731435148458,0.8677736262301845,0.5847942638589381,0.8262165310405131
2481.27988414,0.9022445354800932,0.8106625152574191,0.9990784014477171,0.9648384299437546,0.8083711791803206,0.9970064650103491,0.780572993013659,0.8010246175391226,0.9559963109782119,0.999531049218857,0.9827008173643832,0.9970030374165396,0.9985290492318023,0.9354830677013248,0.7534320137635451,0.9741553826203432,0.9148185241474523,0.8655465524810916,0.9164556587665412,0.840685247635557,0.9917716440280974,0.786537813480182,0.8440335385963716,0.6498981879090991,0.8002792609290048,0.7019588142062194,0.8749543998524181,0.575450174105548,0.8296092889897589
2490.83018234,0.8901138958604119,0.8064014747760706,0.9997550072758997,0.968131194325984,0.798064643328474,0.9928165969864562,0.7818271342866301,0.8113645427423665,0.958853158027772,0.9995888679805498,0.9814267543853781,0.9985458920611552,0.9989903114188854,0.9379950966200888,0.7425577253227955,0.9776585374813331,0.9333660224115006,0.8571523405702173,0.9080522554295941,0.8360716577978747,0.9891748527365491,0.7791405883252823,0.8809659541885354,0.6352194634779409,0.813447033742168,0.7058176795234195,0.8766890717131943,0.5648379696758006,0.8320034862718292
2500.38444467,0.8806567136308786,0.807158460798956,1.0,0.9684166356674134,0.7899650786148847,0.9896008512460341,0.7954537048943551,0.8217049280119535,0.9611989927170824,0.9998243616754889,0.9800042012709526,0.9995138671699682,0.9996388253045282,0.9406969306410686,0.7355727634577259,0.9813549379309987,0.949469923392143,0.8525425725914215,0.9002029133675685,0.8303835752606944,0.9881474560092537,0.7723762154606089,0.9117971668501398,0.5962515451991142,0.8365097712036085,0.7158791170666348,0.8664279457509538,0.5546488789391301,0.8335710651189924
2509.94264572,0.8716388344691833,0.8179060361774407,1.0,0.9627796550115755,0.7836676177886273,0.9881730782232615,0.823674893662266,0.8320180631166227,0.9634888904994036,1.0,0.9786054878358651,0.9998190070968441,0.999991053885591,0.9436231265559654,0.7299266021522317,0.9858868770938263,0.9628792440435112,0.8584445467906925,0.8976983382566294,0.8243634746818044,0.9896770819029672,0.7660821133176837,0.9346153841032887,0.5618801855602362,0.8699146303594745,0.7296581911275503,0.8459911029976316,0.546360525535967,0.8349252035416701
2519.50476033,0.860536507279744,0.8418492964641402,1.0,0.9496336458136789,0.778824808708169,0.9884470544383936,0.8645711459945264,0.8429251306781687,0.9656559257503479,1.0,0.9775100957430668,0.9998663095983054,1.0,0.946751502193914,0.7238488915858544,0.9900100644760809,0.9752773017847369,0.875265161357346,0.9048924803091384,0.8192855635984714,0.9925027182487387,0.7606084063095054,0.9547724142785285,0.5691437351358906,0.909631578808641,0.7446662141852373,0.8335925792870273,0.5407615750123727,0.8364556212637952
2529.07076355,0.8512234162364894,0.8771347232754985,1.0,0.9351856109320759,0.7750152553636316,0.9918942060594136,0.921423705170826,0.8542961906196116,0.9679877466027754,0.9998678437177682,0.9765912483085826,0.9998823354731883,1.0,0.9500098565827325,0.7175757856162842,0.9939785597359541,0.9875293184045696,0.8980077794309559,0.9168213889663203,0.8156578452962341,0.9952432025685416,0.7568117068585487,0.9759702708921016,0.616102573703658,0.953345957786064,0.7577714888363324,0.8392963579612598,0.537597999787139,0.8388174188248044
2538.64063068,0.8563611343482854,0.9161478922863289,1.0,0.9321244706664775,0.7719290961379411,1.0,1.0,0.8652915937643991,0.9703436675256816,0.9998072857157853,0.9758583414303552,1.0,1.0,0.9532372774943672,0.7115941538155984,0.9971246758503816,1.0,0.9217588163522856,0.9265846999813813,0.8135431123059653,0.9973037702014229,0.7554034242646391,1.0,0.6653401799897083,1.0,0.7674186889422476,0.8497652250163991,0.5366114748208063,0.8424992284021885
2548.21433723,0.881586919560266,0.9482849315691975,,0.9366743070577804,0.7695575198069627,,,0.8748259074251883,0.97268141632067,0.9998091095494906,0.9757090187396594,,0.9999109371733227,0.9559408442988342,0.7057672155373902,0.9990664219621911,,0.9424012640124377,0.9332604600489668,0.8134277754042455,0.998851902890176,0.7552405202119747,,0.7031482837833559,,0.7740251689702637,0.8586705924321604,0.5363004744675629,0.8477108521668656
2557.79185893,0.9150210244163963,0.9698767348056666,,0.9379350879840729,0.7673127811884791,,,0.883863930413193,0.975017444349853,0.9997100500565737,0.9760742926154388,,1.0,0.9582478123341079,0.6995143231836808,1.0,,0.9604678641940733,0.9389101759012687,0.8147168116878858,1.0,0.7573062688081084,,0.7244051709252164,,0.7789062078288939,0.8637429960734782,0.5357291441967161,0.8541923969523779
2567.37317174,0.9427428355849582,0.9840931059934441,,0.9363999200942141,0.7646162472757771,,,0.8928500861346966,0.9778040576900189,0.9997155124271347,0.9769326790790477,,0.9998584937242887,0.9613799630480478,0.6908340018637208,1.0,,0.9806143755521675,0.9482424107987738,0.816432060456856,1.0,0.7611337492581617,,0.7381896903089549,,0.7831925922572733,0.8633653355496363,0.5339503005829112,0.8614441010301568
2576.95825182,0.9608783223727954,0.9929938713713368,,0.9364799673306369,0.7610576845356383,,,0.9016822910455482,0.9810743693219898,0.9999208876907192,0.9782929526921345,,0.9994139749694813,0.9661893953796696,0.6815597268727561,1.0,,1.0,0.9613111600572746,0.8177413981301815,1.0,0.7656419540000153,,0.7564659742117193,,0.7878974818471182,0.8562014978289428,0.5306056317222816,0.8689152524750501
2586.54707556,0.9741797342291786,0.9980602380659076,,0.9419080027004197,0.7563110307305284,,,0.910398278006158,0.9848473342555264,1.0,0.9801474652113175,,0.999085460558178,0.9728465356313487,0.6732218512584708,1.0,,,0.974766178900079,0.818251193258101,1.0,0.7705805330591101,,0.7841707416399712,,0.7936425729255971,0.8437521334384901,0.525623965877448,0.8759498807711803
2596.13961955,0.9853134338453724,1.0,,0.9484580662281444,0.749929784455059,,,0.9188210908770158,0.9889990791919095,1.0,0.9825970544550623,,0.9990698219575539,0.9803888587009746,0.6646614923826026,0.9998130585431946,,,0.9869337086467004,0.8175676561646018,0.9986982848925681,0.7754606648669872,,0.8281190250469613,,0.7993185063198949,0.8288706815059986,0.519518761563203,0.8818590171179258
2605.7358606,0.9925951094101338,1.0,,0.9536864124897056,0.741093658973285,,,0.9268576356265147,0.9929451817092391,1.0,0.9854198248022082,,0.9990823051189813,0.9879120577848268,0.6550715664290921,0.999647450374031,,,0.9954170689960937,0.8150438937227368,0.9960312387120571,0.7791304095650251,,0.8719611470337411,,0.8038486807973252,0.8154064330720426,0.512982586214061,0.8858192908484881
2615.33577571,0.996577632608433,1.0,,0.9612744354830753,0.7290969354984111,,,0.9346002009887564,0.9963108847266737,1.0,0.9882885985398752,,0.9995112149285098,0.9945933104377753,0.6432018502517269,0.9998563354787137,,,1.0,0.8110222510144789,0.9912750545881933,0.7808558494015801,,0.913085843146651,,0.8074134674957614,0.810265596657936,0.5065773047966758,0.8867305426201777
2624.93934211,0.9988579730602792,1.0,,0.9744432112773905,0.712960249535237,,,0.9419160866883368,0.9987847842040868,1.0,0.9910777934721262,,0.9998396259956984,0.998996356801915,0.6271062468300208,1.0,,,1.0,0.8053393325708588,0.9839688098490114,0.7794738239123254,,0.9526584157510557,,0.8097702148681362,0.8168310599010085,0.5008979508533057,0.8838297310687271
2634.5465372,1.0,1.0,,0.9893102473639033,0.6917860499814026,,,0.948792721897382,1.0,1.0,0.9935726682240822,,1.0,1.0,0.6043211975083006,1.0,,,0.9920850427267077,0.7973445455328125,0.9737471701219323,0.7740452102439207,,0.9860603883538466,,0.8096127436549332,0.8351480484898731,0.4969354572903545,0.8763688671100544
2644.1573386,1.0,0.9983956714586161,,0.9993606506388021,0.6644573026949236,,,0.9554981734612861,1.0,1.0,0.9956848114503742,,1.0,1.0,0.5737748431312432,0.9971720401044281,,,0.9698707081240021,0.7861844886565351,0.9596404826745194,0.762142790554573,,1.0,,0.8043858933903777,0.8622614163312262,0.4951025009378837,0.8636218345335546
2653.77172414,1.0,0.9930820561173956,,1.0,0.6288662459845853,,,0.9622058877269308,1.0,1.0,0.9974418563154637,,1.0,0.9993910715724587,0.5349354616227734,0.9890912375888434,,,0.9313136936528373,0.7696032626934841,0.9394665659247455,0.7399872327271646,,0.9774926963646436,,0.7932443344868999,0.8909838103869613,0.49513075344948804,0.844861315027417
2663.3896718,1.0,0.9840459097475349,,0.9952543220666011,0.5821597099771375,,,0.968661738839675,0.9955968515742081,1.0,0.9988540999744135,,1.0,0.9923300382972504,0.4846320574222844,0.9725625502671905,,,0.8732026031220067,0.743224964580551,0.9104848712482448,0.7003558880058014,,0.9402950560385982,,0.7761261654044667,0.917652868316371,0.4950254102155462,0.8195273399823534
2673.0111598,0.9987836285243243,0.9687579728230679,,0.9874193568035418,0.5228065097288168,,,0.9738062706816268,0.9826203074906085,0.9996103330669794,0.9998674187325262,,1.0,0.9737712064587035,0.41951678098282713,0.9429070927813862,,,0.7731936510148757,0.698348373590731,0.8686614026839915,0.636699589286259,,0.910003264597848,,0.754442507697558,0.9426854177735259,0.49245414389739206,0.7863624156505954
2682.63616654,0.9940602677952805,0.9435821563070208,,0.9776815931588837,0.46087094215210966,,,0.9774987363204015,0.9528139811130706,0.997794526764822,1.0,,1.0,0.9371608990470789,0.3415655022594598,0.8957176794796881,,,0.6159799974827643,0.6223263555031296,0.8157055180116719,0.5568660139514203,,0.8908587375802192,,0.7283136681496147,0.9664897357869542,0.485927979134593,0.7444782383364515
2692.26467058,0.9834925771646389,0.9058882966154247,,0.9658812066098688,0.4007289419314186,,,0.980616928081972,0.8981722301444138,0.9953307505945909,1.0,,0.9999893959831015,0.8745346078033126,0.25734747781600464,0.827209991545694,,,0.43956054762341823,0.5142955362820466,0.7496681569046519,0.4837778099901974,,0.8805680559547944,,0.6949012500006021,0.9882182945918286,0.47447910771726043,0.6929900453637796
2701.8966507,0.9687529200385627,0.857507940234939,,0.9503522261357801,0.34544605114019344,,,0.9835838283577082,0.8230739987840909,0.991912806823006,1.0,,1.0,0.7686672067191752,0.1861636127783395,0.7426144969422253,,,0.29619826061998944,0.41146418131770296,0.6694194823219949,0.42042542374876374,,0.8471568051398896,,0.6522258615879417,1.0,0.4569744801480398,0.6328777354374319
2711.53208585,0.9550808797257712,0.8109995244647854,,0.9276910770488969,0.2999894423446861,,,0.986817551882325,0.7526618824215396,0.9870374954335223,0.9996363523638241,,0.999941971373927,0.6130123666366925,0.1483781519835829,0.6498368862597531,,,0.2171324403339924,0.33712712363562136,0.5795789212268098,0.34434963786409717,,0.7812379534873466,,0.6009297293329856,1.0,0.4335414584829573,0.5666889353216593
2721.17095516,0.9437556285906702,0.7726248609634045,,0.8967262195567821,0.2671615103604691,,,0.9889155297832554,0.7103917283825041,0.9795737266580115,0.9992627901265837,,0.9997000851829642,0.49196769280749914,0.13608991383199268,0.5488398376866976,,,0.18778081430281104,0.2773658802142771,0.48870113121869535,0.2869517489470969,,0.6975717389019614,,0.54503025159307,0.9881439725578934,0.4051009894296538,0.49571734190998473
2730.81323795,0.9350816831484152,0.7309287503700314,,0.8574884299297516,0.24590553559425335,,,0.9886211871768158,0.7090574405843533,0.9669790471249909,0.9984480836074395,,0.9989815334172139,0.4316526251039895,0.13047537634693746,0.4531639114849652,,,0.1817137882705336,0.22625855448781046,0.41343304487007776,0.2845846337235028,,0.6091669963755619,,0.4890195002319297,0.9669778725805183,0.37212649489411925,0.42123127873177335
2740.45891371,0.9280795761435494,0.6796396918616927,,0.8122141739348376,0.2335332340860423,,,0.9866729811430855,0.7228082810046788,0.9464326916910147,0.9967997422548036,,0.9977336417852868,0.3921923361362483,0.13220681732662712,0.38089633594740024,,,0.18502534738993134,0.1917579518835226,0.3585689117966968,0.29978701640127864,,0.5183222535074565,,0.4324380250092252,0.9380435629335138,0.3360308716180327,0.34848467976759884
2750.10796212,0.9218441661103915,0.6254213593489208,,0.7655406073240957,0.22707421562332258,,,0.9832898724523931,0.7358958519375575,0.9184444608810964,0.9946879266472272,,0.9963979864621284,0.358602000083364,0.14025335335127018,0.333148900368062,,,0.19500073258210296,0.17490159731138458,0.31877098073762217,0.30487876274108794,,0.43526063870717085,,0.37762758510669187,0.9006904001651962,0.29910676682360327,0.28375769351156727
2759.76036301,0.9138860959617554,0.5796665389879453,,0.7203743889594492,0.2240552699765943,,,0.9801503046474153,0.7472925609692718,0.8911644821663833,0.9923472273705018,,0.9949311329159738,0.32906907792327655,0.15128767086364253,0.3062824932044467,,,0.20869748182548203,0.17384971979253008,0.2926739072130212,0.3060735539980123,,0.3640713896474123,,0.32843756912695954,0.8539913543495005,0.263192644270172,0.23232366429453855
