Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
2045.04724919,0.8760989283853307,0.6657674070715427,0.8955514926587154,0.7212843091691585,0.3370450611761821,0.6578377101909337,0.706473857192337,0.3444453052858816,0.256985368656689,0.43625654570923067,0.7520815919803508,0.8083246853735306,0.33416062334864693,0.47764202285389584,0.8308300224010235,0.6565025900733329,0.5584300217758651,0.5928471709830043,0.4996928830127043,0.586096016943472,0.5025365815048872,0.6559385826769347,0.5999867029893124,0.515745393343524,0.6662829830859396,0.6768834260741112,0.8095738681284075,0.17644316337214458,0.6602465513640415
2053.96130725,0.8756422661619792,0.6671697102101709,0.8970245719752078,0.7216528700658146,0.34028607234362657,0.659979171649593,0.7084264138074909,0.3417977381436305,0.2635651263171384,0.436526388767879,0.7523683775093042,0.8099703420124572,0.33414470955700387,0.4798869719746489,0.8267317982103214,0.6580087039117631,0.5593855317311013,0.5973584286165758,0.5015144503447636,0.5886746059491311,0.5044118558984974,0.6630221165365959,0.593442608897278,0.5082317784340927,0.6673997977155697,0.6837530642520411,0.805594538591536,0.17011442280775144,0.6668324071617494
2062.87694233,0.8751049640091658,0.6689483724246769,0.8979816676157252,0.7217708705804514,0.342933577049639,0.6619586682904665,0.7098489458455771,0.3391550345487931,0.2704481994712465,0.43673075624033547,0.7527843370300212,0.8113199386408292,0.334169293103069,0.481678089041342,0.8211032044794303,0.6590345396591637,0.5594745605522853,0.6007378031129362,0.5025826555549859,0.590656001291826,0.5057880883109113,0.668525507304872,0.5818918575401045,0.5018664349365646,0.6655766654881485,0.6865108388363804,0.8016998479548608,0.16624550239785715,0.672761377854505
2071.79414164,0.8747939110621273,0.6710466910940683,0.8998362102658081,0.721746655927835,0.34511653893798305,0.6630320274435578,0.710762046623553,0.33657651425380414,0.2776307370271645,0.43683703425961595,0.7532904750701732,0.8126176184970452,0.3342888926155558,0.48300890000990576,0.8140095913705522,0.6599524706684664,0.5593029203166312,0.6023880469430691,0.5025550769083941,0.5919556787091207,0.5067711932490544,0.6728353442765539,0.5652446939504863,0.49708085441830097,0.6616585469834672,0.6871323594294517,0.7979607687507139,0.16451592275693944,0.6781165547874104
2080.71289251,0.874320714064006,0.6734750875521701,0.9014686927785428,0.7215057579269171,0.34690602834461476,0.6633426041988707,0.7105358147182079,0.33416376182132307,0.2850556014371785,0.4367796123510764,0.753689650663934,0.8134387784671742,0.33446905497538687,0.484032752354337,0.8064534949692609,0.6608122620519603,0.5587234453546833,0.6023388496243157,0.5016789935927577,0.5923482948406547,0.5074711699632979,0.6755696300297763,0.5551292930559101,0.4916836028015828,0.6563768838210776,0.6866048468798273,0.794790835579835,0.16390132535796592,0.6829982361919061
2089.63318245,0.8736333820951094,0.676259652928422,0.9026051926194228,0.7208760076900221,0.3483110147535113,0.6632932301028522,0.7085435206595585,0.3317202103180197,0.2927774860071628,0.4367936196185635,0.7542499516604877,0.8142392993333635,0.3346462650717532,0.4844778107259249,0.7982700598304667,0.6609130190521686,0.5573230403820191,0.6019396622066736,0.49964598004832417,0.592442466906818,0.5080527056069442,0.6774330383828845,0.5551265656379425,0.4822952945367844,0.6504380936730261,0.6837362350055588,0.7919794751320448,0.16375218093000518,0.6874193623388721
2098.55499911,0.8728436464366206,0.6790268951238128,0.9033947532040363,0.719799712241433,0.3492922045010585,0.663304302608705,0.7047959241711006,0.3292909517220907,0.3008216679868223,0.4369408379328088,0.7547787778404564,0.81592032896241,0.3347714980398858,0.484267332838386,0.7892072937421251,0.6605111016787052,0.5547464574905474,0.6023108895732244,0.4973773192742902,0.592592749681608,0.5085713642627074,0.6795957249407648,0.5579373001940698,0.46680563292034016,0.6450705316132108,0.6783793161907581,0.7888368795192319,0.1639049701680422,0.6913939597986115
2107.47833028,0.8718228507810324,0.6818492996001948,0.9042389952451808,0.7185364846663819,0.34986697803471506,0.6631522274285845,0.6993487330795393,0.3269668770700258,0.3091475350429373,0.4369845032240578,0.7552836219950873,0.8178660194870648,0.33485404644651234,0.48376790251642965,0.7781128978569063,0.6600238247679046,0.5505926460068944,0.6033838864207525,0.49570097388722584,0.5928481909918697,0.5088873319970154,0.6817680606961058,0.5572937568421581,0.44456149193265154,0.6415311423902139,0.6712365366459857,0.7846058392939961,0.1639735063646291,0.6949309785564666
2116.41133382,0.8708339875474265,0.6848183010659548,0.9058183626165537,0.7173448916930986,0.349991853993134,0.6624578975380481,0.6929653739464303,0.32490749008990794,0.31738588314907007,0.43679482351464616,0.7557008924175828,0.819243108226831,0.33497869020474486,0.48360180600356817,0.7652331347045992,0.6595503700067171,0.5441687232531995,0.6049674497664045,0.4946345369409096,0.5931772044544481,0.5091838596787656,0.6838012149712993,0.5512488188169655,0.41586561219560364,0.6398587124066993,0.6630221770060956,0.7794170607222456,0.163636624667817,0.6980821810852138
2125.37093026,0.8694795427559007,0.6878902781136503,0.9066484962734369,0.7162938854158144,0.3495172247236545,0.6617206553112672,0.6877587756276043,0.3229454368587816,0.3254484347406661,0.43648678513983574,0.7559492755694304,0.8205658038914911,0.3351176205956085,0.48370898655856276,0.7520023172914839,0.6594005061331952,0.5342308080904303,0.6064177974448095,0.49401855476188755,0.5931651591020939,0.5093268340484007,0.6856226050955773,0.5435526581445435,0.38532715841854637,0.6387354548019513,0.6545401226954091,0.7737506695679082,0.16360522097163355,0.7008619935076087
2134.35713173,0.8676265060038454,0.6911405436017266,0.9068360975409667,0.7151003728025196,0.34821910193877886,0.6601731987193231,0.6844060282659736,0.320923354842311,0.33394883376981477,0.43630136822692395,0.7562154818917138,0.8214399453602416,0.3352114539532322,0.48384552301158407,0.7329919889211489,0.6592842139718217,0.5200810072177778,0.6086731821419543,0.49375944969486374,0.5923327575913805,0.5094254444207768,0.6877390678084221,0.5400772268383188,0.3601079053993115,0.637322607860116,0.646250590715773,0.7676713578142689,0.16592032239049667,0.7033524987578207
2143.36995005,0.8654181439986491,0.6946327377659736,0.9065664190294678,0.7134322193504883,0.3458280914669651,0.6571104461861578,0.6833923141638107,0.31890414250437144,0.342760075505776,0.43616316731557,0.7563005373158764,0.8212381482935853,0.33534232619738413,0.48385758912014054,0.703991160244284,0.6585599266086852,0.503662030061524,0.6121999027978479,0.4945392951899907,0.5905118863457,0.5096191273114914,0.6897353687504539,0.5430802127892582,0.3402714866247048,0.6357334892051668,0.6381492188578365,0.7614916120973534,0.1733635154729593,0.7055392832303968
2152.40939672,0.8639567817851377,0.6979071239230544,0.9062800797003426,0.7113126010884241,0.34205156251205676,0.6516442974481005,0.6838399033880196,0.31694057932379077,0.3517617933708425,0.4359428616624308,0.7562450328430106,0.8205943211378572,0.3354932618744164,0.4835640724716968,0.6677236902587879,0.6568780246831931,0.4875168514198168,0.6155736019455955,0.49608760363059845,0.5870057976106197,0.5095020982740226,0.6908352719692036,0.547004033206424,0.32291212068848274,0.6326729514059813,0.6296966158070906,0.7553696530129039,0.18776360525360913,0.7075260031510665
2161.47548295,0.8635505111154317,0.7000840245504791,0.9059938662249042,0.7087585181161522,0.33660169097219333,0.6444381256076557,0.6853890630856002,0.3149289717151252,0.36059081726404757,0.43567858684842076,0.7560303576569548,0.8199928327882386,0.3356446794914043,0.48284757168225473,0.6365323220898508,0.6538609065862971,0.47030526891858637,0.61771131860286,0.4970831811672276,0.5810696269019795,0.5086304782595126,0.6911063305440847,0.546423188148495,0.3111628134355317,0.6283644035413098,0.620866935385866,0.7493945085331046,0.20770892836486984,0.7093180417417072
2170.56821963,0.8638457049883647,0.7008382326407071,0.9057255259871816,0.7055285146470444,0.3293127320907153,0.6355058229435508,0.6878181069317868,0.31294781521045184,0.3691697899915221,0.43552690067422545,0.755608580494592,0.8188129462631896,0.3358283754072734,0.48180032717191995,0.6184416874371439,0.6490653117175668,0.4496234291421261,0.6184077858673311,0.49719776494043416,0.5718183468863579,0.5070322263261727,0.6909565693208738,0.5429398239731004,0.3083148177996389,0.623616628253711,0.6126523534598664,0.7432869045427668,0.22903235507688532,0.710981298487845
2179.68761735,0.8640806624179108,0.7002429893899411,0.9054428184017901,0.7015243368017094,0.32042778918278914,0.6256005957755388,0.689169570189957,0.3110068777508714,0.37773471953821214,0.43555023768521955,0.7555370438402813,0.8166492667444014,0.3360945693172507,0.48035877801522403,0.6082634729201634,0.6420690678277252,0.42588054498723665,0.6177275487535595,0.4966220220364452,0.559526512880654,0.5047666113571686,0.6912270767524534,0.5429493442028988,0.3130495011100613,0.6183893418820267,0.6060103302553815,0.7362195827072056,0.24782018194681882,0.7125043826983763
2188.8336864,0.8638565410255926,0.6980800954246611,0.9050403508131749,0.6963673604185788,0.31111658461283365,0.6149834166594461,0.6891041286990578,0.3092021026793741,0.3866240992935814,0.4356336554712563,0.7557842124907604,0.8143478677141415,0.3364871143973003,0.47834171083179255,0.5987540631978705,0.632860626999705,0.4001754089645214,0.6154982893929564,0.49538110295788784,0.5452452440592537,0.5021642919612975,0.6912545366258335,0.545255126915013,0.32848762691992733,0.6127410337480608,0.6006840482897079,0.727711328717991,0.26223062358787375,0.7137533422525629
2198.00643675,0.8633735005374704,0.6940619633180914,0.9043061626251226,0.6885325645169147,0.3024231438734448,0.6020886829238137,0.6889292945416329,0.3077220535843439,0.39545982583616085,0.4356837193336559,0.7559786558237823,0.8126503583133995,0.3368976264689146,0.47544117849378315,0.5857349875995923,0.6224381049336202,0.3774019012963277,0.6116804730431891,0.49342128148039865,0.5310039667781203,0.49930329859957023,0.6903466359379369,0.5439359889659692,0.3506078655480566,0.6070022447862048,0.5949434216742652,0.7177635676516744,0.27226577814385744,0.7145612315590439
2207.20587807,0.8622840255988907,0.688150234075985,0.9035706327397776,0.6761584358119312,0.29519224787125037,0.5858460029724453,0.6883254205963654,0.30642863886148897,0.4042481802584882,0.43576107067083764,0.7562103026182906,0.8112423336332438,0.33729104423640316,0.4715134216054568,0.5741680378137658,0.6126283428522474,0.37121029588262927,0.6058876887975757,0.49050811911728864,0.5231237240329397,0.4956071912792104,0.6886591982413134,0.5367958605191708,0.3674830167485128,0.6009312077217386,0.5882734048100176,0.7066601969303824,0.2786002707164913,0.7148387782375843
2216.43201972,0.8607516590435609,0.6802920314543324,0.9035613723352726,0.6592311250380907,0.2906783969960307,0.5642705663201966,0.6865510521672674,0.30528771617206607,0.41313541073265053,0.43569557188190516,0.7564680391645175,0.8096634033492939,0.33769961228579226,0.46600304496345435,0.5949040260026786,0.6059663872893073,0.38749193841648427,0.5974882486412026,0.4860938577901675,0.5268517962685885,0.4906326074322845,0.6859527003319088,0.5205516926415761,0.39848957347736297,0.5947668146469148,0.5836442303978454,0.6945321462717289,0.2826271620565445,0.7145072124745612
2225.68487077,0.8584427499096778,0.6704134330341638,0.903665724797566,0.6422492700566522,0.28865410576448075,0.5329105707155913,0.6836389967088768,0.30435163219027034,0.42184989245693033,0.4355468714645904,0.756763579641962,0.8078141412929523,0.3380383571603225,0.4578589576536512,0.6371461913720482,0.6045089466800927,0.4084904154607586,0.5855036265750792,0.47970779852517526,0.5364436308293405,0.4851176359018351,0.6815093167615939,0.4970406335748089,0.44435334728355563,0.5898372701102098,0.5855319449111124,0.6828519020451952,0.2859076045357385,0.7134298253466858
2234.96443997,0.8550872099921956,0.6588701255945952,0.9037773429423803,0.6314998767631728,0.28769174193897945,0.48920877177396904,0.6803914056928375,0.3036195484437746,0.4303833980746806,0.4352057245008583,0.7569668070152955,0.8059155997331847,0.3383479327432752,0.44698390246464853,0.6619834480061643,0.6078892480481447,0.41584420173109843,0.5699281692420023,0.4705792467312667,0.544948120132387,0.4809957272676503,0.6759566153615142,0.4784133481026932,0.47789199505489355,0.5857537766936398,0.5924500301421022,0.672784146826697,0.2891475979408855,0.7115041218397902
2244.27015399,0.8508703422287408,0.6461486536351339,0.9045634943669812,0.632025037162336,0.2869286134867597,0.4389309533356652,0.6771203018235651,0.3030009008244103,0.43876084420336753,0.4347937579233737,0.7570857106691528,0.8040666075370694,0.3386871871756195,0.4362751417603923,0.6714396551831855,0.6125480361735909,0.40864253507190734,0.5551200116777455,0.4606023528824342,0.5526876742784688,0.4783458133981395,0.6697662744336673,0.4656578965611191,0.495757014667391,0.5809013032584586,0.5978877621402238,0.6621628639418108,0.29196777323932754,0.7085348786443708
2253.60010501,0.8458194189273054,0.6335722700521027,0.9049125946851758,0.6381036712350505,0.28635523624515274,0.4020446344413232,0.6740563907192684,0.30261891393718215,0.4468411293283566,0.4343443370452717,0.7574435828390288,0.8027434622589964,0.33903904301688625,0.4296231192622638,0.6747211738141536,0.6171351532310376,0.39642501047386225,0.5435160041845051,0.45204356388333994,0.5596223509603631,0.47391139412140615,0.6611171608033561,0.44085842045919943,0.5036784910341808,0.5748712799536987,0.5995566121003902,0.6464924210169374,0.2934565279204375,0.7043428608658333
2262.95428072,0.8394993230326032,0.6226191145391443,0.9051273728194936,0.6398413652244378,0.28623590775714725,0.3905551622411041,0.6701014480430132,0.3025253922602409,0.4544694793543742,0.4338500521355526,0.7579224845308872,0.8011053362280797,0.3394235437832452,0.42609537420416604,0.673113843690412,0.6227160304952057,0.3896542933456285,0.5304384053659438,0.4435858365723712,0.5639540175947915,0.4644313335429843,0.646904724871811,0.3989890082296577,0.5054489827011018,0.5687168357650921,0.5987433549219451,0.6296184691096487,0.2926723416036644,0.6988195149393593
2272.33266852,0.8319698137125343,0.6137215439907444,0.9055789840037544,0.6336900135081965,0.28662789564614416,0.3888356118899026,0.6653321856318469,0.30249168624806827,0.461258040552574,0.4334711866911924,0.7584346940158052,0.7996339389718223,0.3397958002201198,0.42213113119153206,0.667314789737343,0.6285936282951465,0.38928560736225565,0.5161912848121863,0.43362783884871964,0.5650022611601805,0.4512723471503706,0.6241528073731283,0.3424198971980693,0.5035430633561905,0.5645921457655412,0.5997110545050661,0.6252018010982687,0.2890981626187847,0.6920275543651255
2281.73525558,0.8235920217811225,0.606018663730029,0.9058022782313755,0.6239976774891346,0.2873324473997362,0.3773365485306991,0.6594390782102613,0.3027408491329102,0.4671055456521455,0.4331450319850582,0.7588406225954373,0.7977402834841602,0.3402282622244818,0.4149717735963898,0.658504186434718,0.6328245226380019,0.3873718325344595,0.5025732171135876,0.4243592572692217,0.5631899009420376,0.4414248720637459,0.5906239606294358,0.2786165253911321,0.4978958892421077,0.562242309066956,0.605506859055786,0.6383522218467845,0.28332218654747765,0.6840335048615952
2291.16202877,0.8158143639284597,0.5991741002345587,0.9053345355271689,0.6187075804967073,0.28810410945231907,0.3519004664800742,0.6523139933699118,0.3033827160366467,0.4721797510152414,0.43268583249470277,0.7592465015040325,0.7959371716900229,0.3407328309479905,0.40456624753370174,0.6481993121035386,0.6338221554289816,0.3775679768717801,0.4879464881926504,0.4147395376265473,0.559417579260593,0.4421962735870824,0.5541586669218019,0.2283446017096186,0.48698790783552715,0.5609113449543814,0.6118909190782668,0.6619890340115652,0.27701645433554384,0.6746846131634084
2300.61297471,0.8089329919598706,0.5942264228333768,0.9059275499024904,0.6182223033268679,0.28877308243573213,0.3157797607100376,0.644578805744397,0.30395013598685805,0.4772329966325681,0.4320228689100267,0.7598784239596704,0.7943084133517221,0.3412006153014019,0.3953916377966378,0.6366840710419843,0.631375895447453,0.3631492080750996,0.472658968854222,0.40391706474309724,0.5546132561106559,0.45202349850130213,0.52745305725866,0.19885192498329798,0.4680182533474166,0.5594440117140159,0.6157547543762338,0.682358579244596,0.27152553333181295,0.6638481182159724
2310.08279923,0.8025207787638747,0.5930289527898964,0.9059888326152153,0.6124044807074123,0.28924781497451346,0.2757643189633692,0.6370459737022429,0.3046983382536548,0.4815764748047902,0.4311715114958942,0.7603286321539199,0.7932251235794254,0.3415341466213906,0.3886323207911457,0.6242348986315316,0.6258653388675021,0.3504666733459021,0.4577645621230399,0.3913810905966334,0.5493023434169835,0.46227432582375677,0.504049005296338,0.18914304511759542,0.44019058113736537,0.5575910209970392,0.6166069371063587,0.6982241002291895,0.26654006328323326,0.6512842057739716
2319.55711841,0.7950964604074015,0.5970711449233864,0.9042282843756324,0.5837144912324336,0.2893956559045555,0.2415918209472843,0.6304052175343616,0.30562422002102535,0.4872857563279289,0.43039395689837673,0.7604993310892858,0.7918693029070077,0.3418262979075259,0.38232411935835353,0.6133662701281922,0.6182256661369719,0.3400092732850364,0.4494205732311948,0.37882109788426915,0.5432568436560989,0.4679399033443566,0.4981502630255572,0.21353312596279284,0.4160579676863462,0.555136086627686,0.6147973953609606,0.7151039367094159,0.26092221134772575,0.6367210639374639
2329.03590187,0.7875329710539278,0.6050368870417976,0.9026190611853925,0.5338061139848179,0.2888877802518609,0.2204622429052059,0.6230577956386989,0.3069276932761113,0.4953934381172853,0.42953843324592506,0.7607144937991148,0.788869365024949,0.342043870234045,0.3786186322600174,0.6062071854068702,0.609807065127945,0.3291000711066612,0.4515981800873592,0.371924792640188,0.5367162069754369,0.4694046664146205,0.5185632264100345,0.2700335282804771,0.41283617024446406,0.5503681538211054,0.6105026474522068,0.7268778157548157,0.2538556881355796,0.6199835864651813
2338.51911953,0.7850087249564403,0.613558783080152,0.9021173534428935,0.4892325760564851,0.28752719173439567,0.21834816415871036,0.6141116074211203,0.30858164566857493,0.5035717721373321,0.42879572044872666,0.7608728224741872,0.7851218599271677,0.3421789178485314,0.37966160095780377,0.6003227916826887,0.6017682515659821,0.31917598253764573,0.4631232950741294,0.374379552464755,0.529323377188443,0.46799489261919824,0.5403628541127143,0.32048994775851847,0.42459934543436845,0.5425027429771477,0.6030790742762501,0.7314263906435919,0.245118253926128,0.6011978366548614
2348.0067416,0.7923528901651627,0.6186333081207493,0.9023582215801911,0.4624792312984636,0.28532266915902205,0.2412137549847822,0.6047335915889238,0.3104360192281313,0.5106936295911187,0.4280500705623295,0.760881881931075,0.7817187399274903,0.34232227054437625,0.3848421852113177,0.590735702612496,0.5958076338576666,0.31450715890378833,0.47866127581172446,0.3850160797388311,0.5211604070333222,0.46450462541868615,0.5484604956391337,0.33633230726821867,0.43503613385442896,0.5317223709617586,0.5920982842148552,0.7300069470260386,0.2347631710450787,0.5808688924880252
2357.49873856,0.8076402184556961,0.6181774936962543,0.9021886237009517,0.45099329806508215,0.2823171782141012,0.28844536172922064,0.5938018725386729,0.31258192284678593,0.5165340850482758,0.42718104959769854,0.7608990111691252,0.77901365505719,0.34259349947148243,0.39220813917456165,0.5791414577085956,0.5931585344630463,0.31564773208393027,0.48707408457880447,0.39568028934992705,0.5127941336470462,0.45984166588293335,0.5442121696022499,0.32587068217470455,0.4352542351588999,0.5180397463081851,0.577788817610897,0.7228969657417704,0.22305290943357375,0.5600263872028328
2366.9950812,0.8231897168091187,0.613185154527233,0.9011254595706283,0.4594687919625981,0.2783867793083247,0.349523904017105,0.5799988586519823,0.31462073262665174,0.5212093668580813,0.42647784466463645,0.7609731945467395,0.7766592629612846,0.3429685003848175,0.40000348302165173,0.5702418608551894,0.5931193043850163,0.3200123020018515,0.4850987569789479,0.39983165370475793,0.5049345414576252,0.45475230657465077,0.5313056330250822,0.30166228239288956,0.42316829459625593,0.502437420208427,0.5599716634505363,0.7102898499371006,0.21015737601572473,0.5397674861443915
2376.49574055,0.8337702233935411,0.6058223544353977,0.8991667544959765,0.4774975674053203,0.2735049224183905,0.40913814784513763,0.5629731611528562,0.31660264719219067,0.5248057667457515,0.42597033887232394,0.7610934780227818,0.7740386346877598,0.3434092242876056,0.4062065698747908,0.5611087947630536,0.5939356898599382,0.324364946126141,0.47798707038317145,0.3982965922635961,0.4974358375751939,0.4491415360287427,0.5120853306345263,0.27040920428914383,0.3981852027883412,0.4857393389321602,0.5381572364279824,0.6928497195136393,0.19597784826889472,0.5208533410784859
2386.00068793,0.8393829722449412,0.5968509835372526,0.8971794066803489,0.490781049360843,0.2677302502576786,0.4570515675105634,0.5426823255047157,0.31899536351552077,0.5277418720770145,0.42557613721279525,0.7612038067189183,0.770701853448821,0.34389984591577544,0.40979126925173237,0.553607018845458,0.5942671555459914,0.3252472220365994,0.4707068526404567,0.3952327204056175,0.4895624162712092,0.4428131352871332,0.4942253577273245,0.25338234625564626,0.3647903733334623,0.4673937951421263,0.5122250947775048,0.6709399254647341,0.1812340080871459,0.5039556949975175
2395.50989495,0.8413975415618665,0.5866524040937073,0.8951198166532492,0.5061802812446206,0.26113197747966305,0.49302555952430444,0.5196043125957159,0.32155305660395883,0.5312504607984562,0.4251783183453067,0.7613782367281862,0.7672854972848469,0.34450842201269927,0.41276669578430986,0.5532376921571178,0.5939055166017738,0.323378032160567,0.46451523242522746,0.3923483282451937,0.4814690445312375,0.43657902599445503,0.4861577394630491,0.2604486840957506,0.33528487486197717,0.4475715135295596,0.4829835835753788,0.6463931857496934,0.1693041946684553,0.4895828517747075
2405.02333345,0.8410928768737329,0.5754430288870369,0.8935850953070013,0.527408853694762,0.2538034838117823,0.518971977390651,0.4927684043427357,0.3241613271776197,0.5355528463628582,0.42471739613780357,0.7614822233179566,0.7641730886457612,0.34510808972720275,0.41668620395303047,0.554970247050617,0.5923221991505545,0.3206131629661916,0.4587787883274528,0.38981968475588846,0.473168761024632,0.43207927873547314,0.4862505265975427,0.2814490391861756,0.3156779288539104,0.42624832033181165,0.4534467847154474,0.6245748638237472,0.16518651229741135,0.4780605435395922
2414.54097557,0.8387926247170232,0.5631480053698639,0.8925244748459348,0.547656375496993,0.24593297316021515,0.536688371062687,0.4624104441616817,0.32720870749238545,0.5389699667008848,0.4245515711272184,0.7615288795146982,0.7611791544747128,0.34556045693362986,0.4198005120002246,0.5523269630252607,0.5893921796184959,0.3178477938449785,0.45187926464175093,0.38690047706233643,0.4645504821831601,0.4299774136099021,0.4831745493760724,0.3027738399920695,0.29895957242225724,0.4041364446262232,0.4282061066443107,0.6102378505000384,0.1686970951472629,0.4694239045718403
2424.0627937,0.8342269883825106,0.5495625825935347,0.8910550545410495,0.5653906926380148,0.2377180863540307,0.5473585988073016,0.4300811691217461,0.33059965112983625,0.5413771716434901,0.4246450250071087,0.7617614845774073,0.7577877023605878,0.3459674047301198,0.41963902579388956,0.5438806039854609,0.5848241765846435,0.3152641521418226,0.44369812953843035,0.3831328572152995,0.4557924634250785,0.42907078198028276,0.4736073811959335,0.3114857139252747,0.2818831736089504,0.3827910894989764,0.4096697273229177,0.6032847913406024,0.17370991814471956,0.4632461876292921
2433.58876046,0.8277291651752304,0.5349930193299609,0.8891429171887593,0.5791193538400842,0.22938446363281495,0.5524038779148771,0.3970822170574139,0.3341551296992648,0.5431339013021401,0.4245934100765025,0.7617159038119045,0.7540618973279744,0.34635346911658643,0.4169835891133368,0.5315234065476323,0.5799954845267009,0.3132350850347905,0.4360265604270592,0.37930116557966864,0.44704593970370965,0.4281066079340388,0.462367763020975,0.3082033318761268,0.27090975196860656,0.3628900500822445,0.3966913886824397,0.5984535888222464,0.17593015889608105,0.4588924092953818
2443.11884877,0.8192831001453798,0.5203444976106434,0.8873382513429701,0.5865844250197201,0.22118910760388832,0.5531775719994846,0.3650984639819569,0.338084011104582,0.5446739819241199,0.4242195440527318,0.7612390076973925,0.7504928558121916,0.3467972960248458,0.41348916081686427,0.5177193429071889,0.5762482387989427,0.3127031031537632,0.4296781499181868,0.37723099113731934,0.43856754097162726,0.42675964167673286,0.4516649910138756,0.3016466371983404,0.2695664740840838,0.3451129288184941,0.3873089255033214,0.590098820214436,0.17497636129761188,0.45556294976304884
2452.65303176,0.8088843479215805,0.5071627962460918,0.885879124087631,0.5858875561236195,0.21340079209069499,0.5502313985501134,0.33516471614550686,0.3421590948245434,0.5459578894010295,0.4234230557548388,0.7608697797452298,0.7473187832309147,0.3472567831526947,0.40925634482099005,0.506312616789408,0.5740122192174854,0.3139831625761292,0.4235127311395784,0.3770069233258884,0.4308828089462182,0.42501894092707565,0.4404332094820284,0.29589875226671764,0.26802240265406047,0.3299161697982879,0.37984533578728574,0.5771367242170261,0.1720283888879759,0.45253786681536035
2462.19128285,0.796156177636253,0.49645761157606777,0.8846617983516077,0.5794554725629565,0.20619801754563127,0.544731671939411,0.30785847471853883,0.3459568127603425,0.5471957087504576,0.42250594748320874,0.7604240941726653,0.7445297427076284,0.34762030670876093,0.40480388395517225,0.49736262770794387,0.5730704817954319,0.3160406219982961,0.41655986967801656,0.37577323968788195,0.42428602832656437,0.4227244715722532,0.4294468193662517,0.2926756345841611,0.2609174139950807,0.31704983838577266,0.37216046022086396,0.5653706481445164,0.16821768212428534,0.44935725550528965
2471.73357568,0.7817811517665733,0.4880444748206868,0.8837131205869386,0.5713933556293108,0.19968483952977703,0.5365381446422162,0.28518548401060134,0.34998246020263923,0.5486732118205218,0.42196520569955953,0.7599356179041136,0.7423261130943195,0.34788199853974827,0.4016025154984182,0.488441321891093,0.5724575339600518,0.31826211076372035,0.40818916777098413,0.3716215673446598,0.4184310547579903,0.41963994280814304,0.42065672628733425,0.2949989366607795,0.25582243967418716,0.3075080890979539,0.36413406347308175,0.5607077914657853,0.163863973683248,0.44573026914370895
2481.27988414,0.7681163471021465,0.4812665468961936,0.8829373338212363,0.5666195737601457,0.1939183228229656,0.526315078423301,0.26688768095442134,0.35433634682709175,0.550303000577157,0.42154860813980377,0.7597301866391017,0.7405713381866429,0.34811934798190186,0.40018481076287143,0.47805203071681873,0.5720694512273943,0.3203804558336675,0.39949332860096687,0.3654832472879842,0.4131411141303518,0.4156510385742121,0.41283848663211853,0.30195928083548673,0.2548637621771614,0.3010634208093957,0.35794437508630456,0.5596862547933632,0.15891059413341052,0.44150194144727356
2490.83018234,0.7572762211657293,0.4759873396012501,0.8820837976416667,0.5650342235012008,0.1888333413368666,0.515518972040428,0.25156420390204637,0.3590397023551158,0.5515806795668552,0.420954307420578,0.7591920481549689,0.7388237164379753,0.34839373890013425,0.3996978029622073,0.4679606371875398,0.5718392828313921,0.32209760175851826,0.39128050428298433,0.35923018698555675,0.4080025344907787,0.4113271699830681,0.4043919225610762,0.30964244966352883,0.24587347121073755,0.2969513930646564,0.35545878600649566,0.5551209264016734,0.1536870464253884,0.43669739739955454
2500.38444467,0.7487228017156946,0.4736808829117562,0.8808475085930431,0.5616792297915669,0.18432974170824407,0.5052891579430726,0.23991526561278426,0.36374661533427266,0.5525622555281537,0.4204343920854516,0.7585380011410315,0.736642263243076,0.3487336064248823,0.3992823444565664,0.4603957516408822,0.5717043476102348,0.32279206351511724,0.38485926496419665,0.3532470594997925,0.40237379810914303,0.40766641346730864,0.39635489863319534,0.31475344729229243,0.22775345140607028,0.29604390120183915,0.3560071873527722,0.5430127047583632,0.14866213319118085,0.431427509460718
