Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
1754.65358123,0.8953015471846862,0.8101123847087243,0.9094623793347062,0.7342134624899214,0.4475064951364347,0.5519756808698912,0.7581886288255147,0.42170523696846096,0.2144425399847969,0.4103160869933415,0.7280513724264152,0.8315134555803909,0.3334354125081141,0.4635253247980084,0.9139421932606746,0.6416637994631428,0.5698488463280176,0.7036218235292981,0.5290495163892711,0.6305894957194702,0.5173640740427449,0.8175733654137454,0.6723414497080941,0.623121283776001,0.7529565665535708,0.7558003215213942,0.8697202228220585,0.4236132898936896,0.811132269842734
1763.27958128,0.8946399380339397,0.8111472045205164,0.9097656550492204,0.7324829996555042,0.44507483401080605,0.5552228377929788,0.7343221456341955,0.4217445905240232,0.21164592841477298,0.41358178716416166,0.7282132235637562,0.829998892070625,0.3340286602430253,0.4621388563108129,0.9133222033183755,0.6447142740452518,0.5698532959615813,0.7008943193853784,0.5287058839688438,0.6315989531758789,0.51932950538153,0.8091345270063056,0.6717434941909087,0.6153698292879588,0.7439980640813755,0.7602295582629085,0.8695892600276321,0.430416434909958,0.8092645503715381
1771.92686491,0.8975619322892762,0.8067894688532654,0.9064614850408337,0.7334382492377378,0.4411346393771745,0.5590700709810077,0.711807431055878,0.42037360243484895,0.20880330753861082,0.41464382642669956,0.732614005955826,0.8311830558909007,0.3336149208810466,0.4635861873728858,0.9125268198669434,0.6451779247639544,0.5700399297514561,0.6995179796056654,0.5280169325895917,0.6289411390744243,0.5208713567917715,0.8034316040228939,0.6684331602406676,0.6202863614302331,0.7388638575815644,0.766462376291112,0.8647505673736069,0.43198647232421916,0.8113697674637174
1780.59538078,0.8922613866328392,0.8065610857252912,0.906534244962842,0.7326306371492278,0.43830827429017966,0.5625619238970452,0.6946643759424503,0.41863152809831644,0.20564143462309195,0.41555897261464414,0.7312723964334079,0.8306474455770476,0.3339448963492336,0.46716650913649743,0.9048308499058222,0.6438022057362573,0.5707161912299734,0.6990525758750638,0.5276254044703211,0.629292439423354,0.519109941891878,0.7986488586365241,0.6680590630881832,0.6397774091654074,0.7397789689846899,0.7700754266366644,0.8639211170091001,0.43719915177687385,0.8063019390378781
1789.28507741,0.8879796286702599,0.8044522693306168,0.9128481784598619,0.7321546607813958,0.4359719053965225,0.5669285813042536,0.6899713778101942,0.41753264249900945,0.20317349952080424,0.41785622592440336,0.7318456824301437,0.8318873219433692,0.333436763357709,0.46683905067234227,0.9069017243643546,0.6479456118519101,0.5687232416418598,0.6974369128852494,0.5277436005978953,0.626695706319655,0.5165295619580039,0.7922928229687907,0.6652868376568857,0.6604507027353329,0.7435353614229947,0.775489600367419,0.85901063709695,0.4400852443076039,0.8048548184060716
1797.9959032,0.8919013224037904,0.7999196488045068,0.9072696845808353,0.7332813217274605,0.4339480434232332,0.5713569018645411,0.683203083406603,0.41636607283760885,0.2002698730373828,0.420095551504893,0.7337075253178227,0.8290045608780839,0.3331750903760843,0.4658497876995957,0.9027909874108176,0.6499350640049762,0.5704551427536022,0.6959880545967779,0.525855887214626,0.6243061986029049,0.5172496612029596,0.7850190146833472,0.6627778112020084,0.682216067835303,0.7461746843817705,0.7866296670069943,0.8612948776657529,0.44171799552511487,0.8046534755020192
1806.7210252,0.8909095698667151,0.7990471504362894,0.9094350401888359,0.7303491388930918,0.4309144527501398,0.5708008632385394,0.6845913058361978,0.41444941924316314,0.19868242763037616,0.4216527601460315,0.736468551417686,0.8286198742327381,0.33451541417367886,0.4688468614444217,0.9004525268624792,0.651955738867409,0.5696258617236389,0.6955515994685197,0.5287807400293159,0.6264993611696374,0.5133849912882421,0.7824614377626797,0.6621338672708117,0.702009839005408,0.7533812685845196,0.7917566243094756,0.8544226887970963,0.4445588140334675,0.8028399923823508
1815.45600983,0.8896886724462798,0.7935569706852336,0.9042634447019029,0.7298716380809227,0.4280837258265872,0.5681653984019532,0.6955827225092083,0.41288908005702174,0.19696032834327554,0.4213312501312267,0.7347386830660035,0.8274347798383437,0.33332704673815294,0.4696924597217734,0.8950013947239236,0.6522138947785348,0.5695221649127954,0.6904455851708841,0.5274410251673372,0.6259112493951278,0.5134419477816725,0.7716081184536052,0.6597483500020381,0.7071294864301039,0.7513783754715795,0.7937548546815982,0.8475999762179091,0.446947378999839,0.8053778995934131
1824.20079533,0.8881501267576994,0.7930525653266576,0.9029085273615225,0.7277789044636244,0.4256426723677368,0.5662835750217191,0.7008401306594643,0.40998678653886433,0.19537615828640373,0.4243887001492148,0.7389059042873569,0.829288910549203,0.33337808911066136,0.4682410857534475,0.8948991254681207,0.6538824664221248,0.5688726485950042,0.6894692528348056,0.5257674588037949,0.6218594765204477,0.511891835590024,0.7712203198670136,0.6564013483262041,0.7092393230588024,0.7547651146091383,0.8005097229364613,0.8368910933549119,0.4464730253138058,0.8010124132366004
1832.95532041,0.8880320658349257,0.7915031128474781,0.9053450546232507,0.7283577941144084,0.42275283838248623,0.5647776307818524,0.709061857798106,0.4068062919553025,0.19285650988540046,0.4267744175141305,0.7380772530747495,0.8263271341941698,0.3335047573357963,0.4695831445613311,0.8930705725907343,0.6503247131999891,0.5655336870171691,0.6844232366973789,0.5286619739795034,0.6196967646124436,0.5118835433093333,0.764444084048658,0.6542140551555636,0.7104866490170327,0.75222670733644,0.7990494164978454,0.8163883003023489,0.44684215958325707,0.7960008072911553
1841.71952428,0.8877521923600997,0.7889117370935991,0.9012600448317125,0.728240055451508,0.416380141171591,0.5696971638202242,0.7043281859345503,0.40638635925708655,0.19274682927202608,0.42616224875633707,0.7397750499762714,0.8250190013493539,0.3325869503967802,0.4643472298787992,0.8921455210339589,0.6523471477476555,0.5674367643229808,0.6819319568800616,0.5252976873037254,0.6174650311720549,0.5119475121930867,0.7518050699408039,0.6532801472575913,0.7054886441381326,0.743899759169871,0.7949910095121835,0.7970607136134076,0.44457558576724165,0.7887631834670509
1850.49334662,0.8848294650325147,0.7839449535892205,0.8981530774777903,0.7294155167286739,0.4099224836173737,0.5810497521294208,0.6932115623999796,0.404567696010011,0.192548019916382,0.42750588491546754,0.7404205847101988,0.8219240060193683,0.3332402546931219,0.4695564618011931,0.8901989647688177,0.6523091465081986,0.5678187355465756,0.6774207554104822,0.5262591215218579,0.6102466306226223,0.5089884809336659,0.7380638388693027,0.648522612417987,0.7038019309074557,0.7331361212229661,0.7843194877898512,0.7846566418820596,0.43984707853506233,0.7861867136214493
1859.27672761,0.8898260457882274,0.7827392684905012,0.9034350735755781,0.7246968732195019,0.3982565591969701,0.5870497504974245,0.6726524662707364,0.40095567058140436,0.19142635161401395,0.42742214776200677,0.7457343213744492,0.8181737597325176,0.33302632156806267,0.46967967474100536,0.8875037771320909,0.651325753090607,0.5643323246030756,0.6670472708055736,0.5226352883850134,0.6032034205373171,0.5072747796449365,0.7139355285557385,0.6456091894356248,0.6975928195654745,0.7174407507109163,0.7662363618323,0.7922305651194171,0.4278324008743095,0.7731362736681079
1868.06353858,0.8802848425704106,0.7759439451671268,0.9012820908418947,0.7274114046514776,0.37759277872515584,0.5897572355005658,0.6365167030908389,0.3974080312872685,0.1928812117114514,0.42816185183548594,0.7421002528153947,0.813608426225862,0.33303618775782207,0.4669695180656197,0.8826315026254441,0.6499381010956139,0.5662748789673352,0.6550865372037712,0.5230263970210794,0.5888454720283952,0.497892944845299,0.6781793547665156,0.6419672452294086,0.6905135457644422,0.6934069141734885,0.743412819586595,0.8076331974095564,0.4154711133206861,0.7586767200503416
1876.84916726,0.8788693544663454,0.771116404845742,0.8997636276656776,0.7208329473878909,0.35007423563255297,0.5931968308226742,0.5881431354346797,0.3974735527973256,0.19281669419311337,0.4302562698959848,0.744873479841581,0.80500792106196,0.33346683204378064,0.46820594557464007,0.8740191823115662,0.6443654573949174,0.5633138016960905,0.6404372946434308,0.5205283862355206,0.5662383417108788,0.4904443440490738,0.6341620684064424,0.6334095492710551,0.6806344893464605,0.6601413915174138,0.707636367086852,0.8254687342577708,0.3930095365839122,0.7454491399661527
1885.63362519,0.8752043963265933,0.7607549996550005,0.8948062013331102,0.7196423833251753,0.3134892821903941,0.5996534780180836,0.5282368000038516,0.3948081116045757,0.19384081809492676,0.43172511026178007,0.7486425272926315,0.7960273919226859,0.33166767986165946,0.46755661011673566,0.8652518718470913,0.6400366099771151,0.5650267733369777,0.6141513490897582,0.5106302168927217,0.5295062580195,0.474269221908108,0.5656154897784056,0.6205193431340281,0.6676940175354888,0.6175812047014846,0.6680661145691175,0.8371869441589933,0.36916083766689584,0.7186553806157366
1894.41692373,0.8815749898737031,0.7516140821175425,0.8953694401717652,0.7173900596173886,0.27788226707636215,0.609420788483149,0.4566316450536658,0.39166194750824773,0.19482930213437774,0.43088473244888786,0.7449055072835021,0.7969298085320389,0.33375607081446124,0.4684920740458817,0.8515058616932348,0.6280576258588523,0.5629509784918446,0.5850415607289597,0.5063589498605242,0.4862384739383892,0.4519623884590836,0.5002698227670881,0.6084590353602273,0.6546073360341987,0.5685245164139263,0.6251823901979464,0.8429616837217239,0.34239067650538646,0.6874321452344002
1903.19907409,0.8762319392877387,0.7330031029177525,0.8859266483402476,0.7155165541148896,0.25546939891815973,0.6109226397168884,0.38788132935562314,0.3897742916588796,0.1939694210088012,0.4329541469812068,0.7484036075519255,0.7977118987854792,0.33284566509471414,0.468320841478552,0.846798490256739,0.620165852185287,0.5576430778126378,0.5624271724734901,0.5010501822372475,0.4540999850060453,0.43227818503911136,0.4483711379232742,0.5922536902670777,0.6414008244307747,0.5027744735550113,0.5821112819530273,0.8465536819215597,0.3157419595455033,0.6471652364981466
1911.98008732,0.8793587265607645,0.7175908337312229,0.8806963417113196,0.7156135948690434,0.24842739111261464,0.6148599255623409,0.3506544725274917,0.38817533674858107,0.1970369998354717,0.43310155381921,0.7454525367946446,0.7910534329588126,0.3338081050374415,0.46697107646317704,0.8410992811520374,0.6147813812353287,0.5588602559528971,0.5456189354990016,0.494079274138109,0.4477826062291636,0.4276663492196599,0.4356911188028694,0.5882150772631145,0.6276915783982575,0.44508232539037057,0.5369432078495908,0.8430162897739262,0.2903830307366577,0.6069846195667876
1920.75997429,0.8794126023171217,0.7050579616247797,0.8711293642977088,0.7137692743312597,0.24905540571127457,0.6194393030033761,0.36147752450219317,0.38256665133134676,0.19858214594520315,0.43177970972176305,0.7472532732266991,0.7940695585248918,0.3335504611673736,0.471125002091666,0.8354897491241764,0.6156211968456823,0.5592110285166313,0.5381318722079644,0.49065100866330147,0.4653425395772204,0.43194523658202827,0.4476443940959797,0.5891891652366658,0.6127893722697918,0.40824626226258637,0.4881089888415498,0.8372537384658477,0.26997318384364205,0.5699214943426001
1929.54914243,0.8777303399370332,0.6922997321182055,0.8757279416480638,0.7085289215756339,0.25237503873603695,0.615630703312138,0.4006426582741356,0.38447985385516054,0.20138050923624407,0.4333954674919922,0.7447158844577744,0.79195990251341,0.3343097535991678,0.468066676296491,0.8292734858819286,0.6167899764593769,0.5561662836583904,0.536881455000282,0.49022759208547995,0.48829024734236853,0.4436245268489397,0.4686487730038301,0.5934971752380627,0.602224978555852,0.40761005746994705,0.43714854230077116,0.8346268443378215,0.254484808707617,0.5470881046052443
1938.35679058,0.8830381400870327,0.6864837864655634,0.8766358274982553,0.7097992262578503,0.2561860912157979,0.6095129396499286,0.4445976218894101,0.3782040258769257,0.2035979945691686,0.43256456416281847,0.7436414766048454,0.7930367012463133,0.3331723793101632,0.4683292601521822,0.8344775998310956,0.6246810690994608,0.5543122088623695,0.5372179002411004,0.4875001622306143,0.5032147421197862,0.45312012213131936,0.48558039218028853,0.5940965036816284,0.5967374263008111,0.4299874010363151,0.40040404889877373,0.8323624356022737,0.24216668223464788,0.5408541004315494
1947.18286652,0.8800101240135098,0.6789985765595794,0.8734774012757192,0.7126023998537585,0.2629096141165183,0.6066291791268122,0.48954425446024885,0.37795166847975253,0.2051270491765455,0.4332190825952715,0.744058702161674,0.7952773750436406,0.3322129296138321,0.46598620042634775,0.8392436403723237,0.6246968067555958,0.5550449388995857,0.539210098148025,0.48635616618376865,0.511440733399835,0.46077600856590417,0.5004483574003042,0.593061011433784,0.5867185974137973,0.4529228205724409,0.3855475412865911,0.8264413357364631,0.23072882986092408,0.5401242180710487
1956.02731804,0.8801190166215279,0.6702968254479185,0.8764171935095918,0.7100912393057917,0.26859994560000705,0.6170538911555457,0.5232940698177656,0.3724063895707507,0.20767869594243243,0.4350298720263058,0.7467766651611374,0.7902994132754154,0.33457161489508536,0.4650789975248667,0.8335678199708162,0.6247617168360435,0.5501025252243468,0.5442570535485733,0.4869683125602321,0.5159160417844012,0.46678442067765613,0.5159670666415122,0.5980481313414923,0.5828354453703354,0.4785044281849059,0.3959145568303017,0.8202174828586732,0.22030380631234564,0.5484119034814711
1964.89009294,0.8720087978028069,0.6704657978020525,0.8808896461092284,0.7153424974289884,0.275003199740015,0.6260284528676721,0.5650879195847469,0.369626237444346,0.2109002728946004,0.4376520398144166,0.7481338605803115,0.7897539348642661,0.33487605470841586,0.46706373490702957,0.838228140326318,0.6330180951804769,0.5503627854162902,0.5434728812203099,0.4904316360337664,0.5268150829210961,0.47116495807417513,0.5240202983412457,0.6004416966298904,0.5794653431083381,0.50451114043292,0.41841867618056383,0.8306483318187162,0.20976220020769082,0.5597759388197217
1973.77113898,0.877654325106267,0.6666236440580593,0.8732072236749272,0.7152142542101582,0.28405646597382206,0.6362961830395953,0.5988108633008663,0.3668995265756555,0.21553222370475358,0.43176767208299,0.7449264015292593,0.7990640950687394,0.3330985903486405,0.4665766835200499,0.8441704494110213,0.6342509735104089,0.549516025239891,0.5485060155866471,0.4863176974515899,0.5317696905285728,0.4766125515956,0.5403965853187924,0.5995008509219429,0.5752131979519202,0.5277883116129893,0.43803290486463203,0.824981812746076,0.2064083198981363,0.572993225428236
1982.67040395,0.874785259531748,0.6614791284247153,0.8787758181938753,0.7137334988491071,0.29177407047749676,0.6405494023168659,0.6302862821844244,0.36190634169922165,0.21884787654323445,0.43381276221228593,0.7451240512248765,0.7946768286558503,0.33286251848719545,0.4666447127376079,0.8411822929269444,0.6370622020463554,0.5466049870157298,0.5524711358968813,0.48523764999373825,0.537500629867347,0.48093348272850445,0.556165053352888,0.5985234593694315,0.5670986011082944,0.5499445669341447,0.4629934824432655,0.82984858242865,0.20367708475321872,0.5851393560064141
1991.57932378,0.8748865761834084,0.6640126190306501,0.8720793167109131,0.7177490925437774,0.30162980822254126,0.6426888202496064,0.6498297597797424,0.3618503650263249,0.22319713779596012,0.43657551787463683,0.7440661718318026,0.7971247111039989,0.3345298985224131,0.4672961486492544,0.8437119770567513,0.6400323427482407,0.5459999869230406,0.5611701541583185,0.4910043379710392,0.5495639805427128,0.4841747852341214,0.5745250746443764,0.5914794271118635,0.5586149598310785,0.5732040383380513,0.49392588819981403,0.8282917540969105,0.20580370656299132,0.5959207815254416
2000.48893957,0.8766635396011119,0.6682956303352308,0.8850750063059598,0.7207490776559304,0.3084953994301774,0.6464368894507723,0.6705852229846292,0.3572632304638703,0.22807731306748952,0.43455293244498916,0.757038712626944,0.801328174715167,0.3332991623091132,0.4656971207748982,0.8347120571041935,0.6444668799277881,0.5480728510341153,0.5700459048520281,0.48941705704018096,0.5590958722779225,0.48795315626053354,0.5920754762827293,0.5908854700475197,0.5500326457876182,0.6014758197138482,0.5373662548236504,0.8242826147884275,0.2051998784871709,0.610045769666207
